,num_bikes_available,num_ebikes_available,num_docks_available,num_docks_disabled,is_renting,eightd_has_available_keys,legacy_id,is_returning,station_status,last_reported,num_bikes_disabled,station_id,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,0,15,0,True,True,3,True,active,2020-07-31 00:25:16+00:00,0,3,True,,,2020-07-31 00:34:35,2020
1,16,0,3,0,True,False,4,True,active,2020-07-30 23:53:49+00:00,0,4,True,,,2020-07-31 00:34:35,2020
2,13,0,1,0,True,False,5,True,active,2020-07-31 00:27:59+00:00,1,5,True,,,2020-07-31 00:34:35,2020
3,7,0,8,0,True,False,6,True,active,2020-07-31 00:34:04+00:00,0,6,True,,,2020-07-31 00:34:35,2020
4,12,0,1,0,True,False,7,True,active,2020-07-31 00:33:36+00:00,2,7,True,,,2020-07-31 00:34:35,2020
5,12,0,5,0,True,False,8,True,active,2020-07-31 00:29:38+00:00,2,8,True,,,2020-07-31 00:34:35,2020
6,8,0,7,0,True,False,9,True,active,2020-07-31 00:31:26+00:00,0,9,True,,,2020-07-31 00:34:35,2020
7,8,0,3,0,True,False,10,True,active,2020-07-31 00:17:17+00:00,0,10,True,,,2020-07-31 00:34:35,2020
8,0,0,15,0,True,False,11,True,active,2020-07-31 00:27:33+00:00,0,11,True,,,2020-07-31 00:34:35,2020
9,1,0,16,0,True,True,12,True,active,2020-07-31 00:27:06+00:00,1,12,True,,,2020-07-31 00:34:35,2020
10,1,0,18,0,True,False,13,True,active,2020-07-31 00:27:44+00:00,0,13,True,,,2020-07-31 00:34:35,2020
11,1,0,24,0,True,False,14,True,active,2020-07-31 00:13:44+00:00,0,14,True,,,2020-07-31 00:34:35,2020
12,10,0,4,0,True,False,15,True,active,2020-07-31 00:10:51+00:00,1,15,True,,,2020-07-31 00:34:35,2020
13,4,0,13,0,True,True,16,True,active,2020-07-31 00:25:00+00:00,2,16,True,,,2020-07-31 00:34:35,2020
14,6,0,9,0,True,False,17,True,active,2020-07-31 00:01:10+00:00,0,17,True,,,2020-07-31 00:34:35,2020
15,4,0,11,0,True,False,19,True,active,2020-07-31 00:08:30+00:00,0,19,True,,,2020-07-31 00:34:35,2020
16,9,0,14,0,True,True,20,True,active,2020-07-31 00:31:52+00:00,0,20,True,,,2020-07-31 00:34:35,2020
17,1,0,17,0,True,True,21,True,active,2020-07-31 00:24:13+00:00,0,21,True,,,2020-07-31 00:34:35,2020
18,8,0,39,0,True,True,22,True,active,2020-07-30 23:31:04+00:00,0,22,True,,,2020-07-31 00:34:35,2020
19,2,0,19,0,True,True,23,True,active,2020-07-31 00:13:23+00:00,0,23,True,,,2020-07-31 00:34:35,2020
20,18,0,0,0,True,False,24,True,active,2020-07-31 00:31:27+00:00,1,24,True,,,2020-07-31 00:34:35,2020
21,9,0,6,0,True,False,25,True,active,2020-07-30 23:45:07+00:00,0,25,True,,,2020-07-31 00:34:35,2020
22,3,0,10,0,True,False,26,True,active,2020-07-30 23:56:27+00:00,2,26,True,,,2020-07-31 00:34:35,2020
23,14,0,7,0,True,False,27,True,active,2020-07-31 00:33:55+00:00,2,27,True,,,2020-07-31 00:34:35,2020
24,6,0,9,0,True,False,29,True,active,2020-07-31 00:21:00+00:00,0,29,True,,,2020-07-31 00:34:35,2020
25,5,0,10,0,True,False,30,True,active,2020-07-31 00:27:49+00:00,0,30,True,,,2020-07-31 00:34:35,2020
26,16,0,2,0,True,True,31,True,active,2020-07-30 23:54:37+00:00,1,31,True,,,2020-07-31 00:34:35,2020
27,7,0,6,0,True,False,32,True,active,2020-07-31 00:34:27+00:00,2,32,True,,,2020-07-31 00:34:35,2020
28,22,0,5,0,True,False,33,True,active,2020-07-31 00:28:35+00:00,0,33,True,,,2020-07-31 00:34:35,2020
29,5,0,18,0,True,False,35,True,active,2020-07-31 00:04:36+00:00,0,35,True,,,2020-07-31 00:34:35,2020
30,1,0,32,0,True,True,36,True,active,2020-07-31 00:18:53+00:00,0,36,True,,,2020-07-31 00:34:35,2020
31,2,0,13,0,True,True,37,True,active,2020-07-30 23:34:56+00:00,0,37,True,,,2020-07-31 00:34:35,2020
32,4,0,19,0,True,False,39,True,active,2020-07-31 00:09:08+00:00,0,39,True,,,2020-07-31 00:34:35,2020
33,9,0,10,0,True,False,40,True,active,2020-07-31 00:21:22+00:00,0,40,True,,,2020-07-31 00:34:35,2020
