,num_bikes_available,eightd_has_available_keys,is_installed,is_returning,station_id,legacy_id,num_bikes_disabled,station_status,last_reported,is_renting,num_docks_available,num_docks_disabled,num_ebikes_available,timestamp_of_data_read_request,year_station_last_reported
103,5,False,True,True,114,114,0,active,2020-08-19 01:27:04+00:00,True,10,0,0,2020-08-19 01:32:25,2020
104,17,False,True,True,115,115,0,active,2020-08-19 00:44:54+00:00,True,2,0,0,2020-08-19 01:32:25,2020
105,7,False,True,True,116,116,0,active,2020-08-19 00:52:35+00:00,True,16,0,0,2020-08-19 01:32:25,2020
106,4,False,True,True,117,117,1,active,2020-08-18 23:39:21+00:00,True,14,0,0,2020-08-19 01:32:25,2020
107,17,False,True,True,118,118,1,active,2020-08-19 01:14:33+00:00,True,1,0,0,2020-08-19 01:32:25,2020
108,8,False,True,True,119,119,2,active,2020-08-19 01:09:01+00:00,True,5,0,0,2020-08-19 01:32:25,2020
109,14,False,True,True,120,120,0,active,2020-08-19 01:19:00+00:00,True,1,0,0,2020-08-19 01:32:25,2020
110,4,False,True,True,121,121,2,active,2020-08-19 00:51:58+00:00,True,11,0,0,2020-08-19 01:32:25,2020
111,3,False,True,True,122,122,0,active,2020-08-19 00:33:38+00:00,True,12,0,0,2020-08-19 01:32:25,2020
112,1,False,True,True,124,124,0,active,2020-08-18 21:10:49+00:00,True,14,0,0,2020-08-19 01:32:25,2020
113,8,False,True,True,125,125,1,active,2020-08-19 01:04:20+00:00,True,5,1,0,2020-08-19 01:32:25,2020
114,13,False,True,True,126,126,1,active,2020-08-19 01:27:37+00:00,True,1,0,0,2020-08-19 01:32:25,2020
115,19,False,True,True,128,128,0,active,2020-08-19 01:10:16+00:00,True,0,0,0,2020-08-19 01:32:25,2020
116,13,False,True,True,129,129,0,active,2020-08-19 00:42:15+00:00,True,6,0,0,2020-08-19 01:32:25,2020
117,15,False,True,True,130,130,0,active,2020-08-18 23:40:12+00:00,True,0,0,0,2020-08-19 01:32:25,2020
118,14,False,True,True,131,131,0,active,2020-08-19 01:22:44+00:00,True,4,0,0,2020-08-19 01:32:25,2020
119,19,False,True,True,133,133,2,active,2020-08-18 23:32:09+00:00,True,2,0,0,2020-08-19 01:32:25,2020
120,2,False,True,True,135,135,0,active,2020-08-19 00:46:49+00:00,True,15,0,0,2020-08-19 01:32:25,2020
121,0,False,True,True,136,136,1,active,2020-08-19 01:30:38+00:00,True,18,0,0,2020-08-19 01:32:25,2020
122,12,False,True,True,137,137,0,active,2020-08-19 00:45:07+00:00,True,3,0,0,2020-08-19 01:32:25,2020
123,10,False,True,True,138,138,1,active,2020-08-19 00:09:47+00:00,True,4,0,0,2020-08-19 01:32:25,2020
124,14,False,True,True,139,139,0,active,2020-08-19 01:30:58+00:00,True,5,0,0,2020-08-19 01:32:25,2020
125,10,False,True,True,140,140,0,active,2020-08-19 01:12:40+00:00,True,7,0,0,2020-08-19 01:32:25,2020
126,8,False,True,True,141,141,0,active,2020-08-19 01:24:31+00:00,True,7,0,0,2020-08-19 01:32:25,2020
127,18,False,True,True,142,142,0,active,2020-08-19 00:28:15+00:00,True,5,0,0,2020-08-19 01:32:25,2020
128,4,False,True,True,143,143,2,active,2020-08-19 01:13:54+00:00,True,17,0,0,2020-08-19 01:32:25,2020
129,19,False,True,True,144,144,0,active,2020-08-19 00:08:04+00:00,True,0,0,0,2020-08-19 01:32:25,2020
130,14,False,True,True,145,145,0,active,2020-08-19 00:56:26+00:00,True,5,0,0,2020-08-19 01:32:25,2020
131,18,False,True,True,146,146,1,active,2020-08-19 00:57:00+00:00,True,0,0,0,2020-08-19 01:32:25,2020
132,13,True,True,True,149,149,1,active,2020-08-19 00:47:00+00:00,True,4,0,0,2020-08-19 01:32:25,2020
133,14,False,True,True,150,150,1,active,2020-08-19 01:22:29+00:00,True,4,0,0,2020-08-19 01:32:25,2020
134,17,False,True,True,151,151,0,active,2020-08-19 00:58:09+00:00,True,2,0,0,2020-08-19 01:32:25,2020
135,12,True,True,True,152,152,0,active,2020-08-19 00:53:38+00:00,True,3,0,0,2020-08-19 01:32:25,2020
136,5,False,True,True,156,156,1,active,2020-08-19 01:27:15+00:00,True,9,0,0,2020-08-19 01:32:25,2020
137,0,False,True,True,157,157,3,active,2020-08-19 01:21:30+00:00,True,12,0,0,2020-08-19 01:32:25,2020
138,3,False,True,True,159,159,0,active,2020-08-19 01:31:33+00:00,True,12,0,0,2020-08-19 01:32:25,2020
139,4,True,True,True,160,160,0,active,2020-08-19 01:11:04+00:00,True,10,0,0,2020-08-19 01:32:25,2020
140,22,True,True,True,161,161,1,active,2020-08-19 01:28:37+00:00,True,0,0,0,2020-08-19 01:32:25,2020
141,7,False,True,True,162,162,0,active,2020-08-19 00:12:49+00:00,True,8,0,0,2020-08-19 01:32:25,2020
142,2,True,True,True,163,163,0,active,2020-08-19 00:24:06+00:00,True,17,0,0,2020-08-19 01:32:25,2020
143,6,False,True,True,167,167,0,active,2020-08-19 01:25:08+00:00,True,9,0,0,2020-08-19 01:32:25,2020
144,7,False,True,True,169,169,0,active,2020-08-19 00:33:05+00:00,True,12,0,0,2020-08-19 01:32:25,2020
145,0,True,True,True,170,170,0,active,2020-08-18 22:24:55+00:00,True,14,0,0,2020-08-19 01:32:25,2020
146,3,True,True,True,171,171,0,active,2020-08-19 00:23:19+00:00,True,20,0,0,2020-08-19 01:32:25,2020
147,11,True,True,True,173,173,0,active,2020-08-19 01:31:28+00:00,True,3,0,0,2020-08-19 01:32:25,2020
148,2,False,True,True,174,174,0,active,2020-08-19 01:24:57+00:00,True,13,0,0,2020-08-19 01:32:25,2020
149,6,True,True,True,175,175,1,active,2020-08-19 00:41:13+00:00,True,10,0,0,2020-08-19 01:32:25,2020
150,11,False,True,True,176,176,0,active,2020-08-19 00:52:10+00:00,True,4,0,0,2020-08-19 01:32:25,2020
151,15,False,True,True,177,177,0,active,2020-08-19 01:19:46+00:00,True,4,0,0,2020-08-19 01:32:25,2020
152,11,False,True,True,178,178,0,active,2020-08-19 01:31:43+00:00,True,8,0,0,2020-08-19 01:32:25,2020
153,17,False,True,True,179,179,0,active,2020-08-19 01:16:31+00:00,True,8,0,0,2020-08-19 01:32:25,2020
154,10,False,True,True,180,180,0,active,2020-08-19 01:11:59+00:00,True,9,0,0,2020-08-19 01:32:25,2020
155,10,False,True,True,181,181,0,active,2020-08-18 23:58:26+00:00,True,9,0,0,2020-08-19 01:32:25,2020
156,3,True,True,True,182,182,0,active,2020-08-19 01:07:44+00:00,True,16,0,0,2020-08-19 01:32:25,2020
157,8,False,True,True,183,183,0,active,2020-08-19 00:06:14+00:00,True,11,0,0,2020-08-19 01:32:25,2020
158,7,False,True,True,184,184,0,active,2020-08-19 01:07:44+00:00,True,12,0,0,2020-08-19 01:32:25,2020
159,3,False,True,True,185,185,1,active,2020-08-19 01:29:16+00:00,True,11,0,0,2020-08-19 01:32:25,2020
160,1,True,True,True,186,186,0,active,2020-08-19 00:39:06+00:00,True,14,0,0,2020-08-19 01:32:25,2020
161,10,False,True,True,187,187,0,active,2020-08-19 00:43:12+00:00,True,5,0,0,2020-08-19 01:32:25,2020
162,13,False,True,True,188,188,0,active,2020-08-19 00:29:38+00:00,True,2,0,0,2020-08-19 01:32:25,2020
163,12,True,True,True,189,189,0,active,2020-08-19 01:03:25+00:00,True,11,0,0,2020-08-19 01:32:25,2020
164,21,True,True,True,190,190,2,active,2020-08-19 01:32:09+00:00,True,14,0,0,2020-08-19 01:32:25,2020
165,3,False,True,True,191,191,0,active,2020-08-18 23:41:27+00:00,True,12,0,0,2020-08-19 01:32:25,2020
166,0,False,True,True,192,192,0,active,2020-08-18 23:56:26+00:00,True,19,0,0,2020-08-19 01:32:25,2020
167,2,True,True,True,193,193,0,active,2020-08-19 01:05:33+00:00,True,13,0,0,2020-08-19 01:32:25,2020
168,1,False,True,True,194,194,3,active,2020-08-19 00:17:32+00:00,True,15,0,0,2020-08-19 01:32:25,2020
169,10,False,True,True,195,195,1,active,2020-08-19 00:56:22+00:00,True,12,0,0,2020-08-19 01:32:25,2020
170,0,False,True,True,196,196,0,active,2020-08-19 01:13:46+00:00,True,10,0,0,2020-08-19 01:32:25,2020
171,7,False,True,True,197,197,1,active,2020-08-19 01:03:45+00:00,True,7,0,0,2020-08-19 01:32:25,2020
172,11,False,True,True,199,199,0,active,2020-08-19 01:27:28+00:00,True,4,0,0,2020-08-19 01:32:25,2020
173,17,False,True,True,200,200,0,active,2020-08-19 00:07:45+00:00,True,2,0,0,2020-08-19 01:32:25,2020
174,2,False,True,True,201,201,0,active,2020-08-19 00:54:48+00:00,True,13,0,0,2020-08-19 01:32:25,2020
175,2,False,True,True,202,202,0,active,2020-08-18 23:32:32+00:00,True,13,0,0,2020-08-19 01:32:25,2020
176,6,False,True,True,203,203,1,active,2020-08-18 22:44:51+00:00,True,8,0,0,2020-08-19 01:32:25,2020
177,1,False,True,True,204,204,0,active,2020-08-19 00:14:31+00:00,True,14,0,0,2020-08-19 01:32:25,2020
178,4,False,True,True,205,205,0,active,2020-08-18 23:29:38+00:00,True,11,0,0,2020-08-19 01:32:25,2020
179,5,True,True,True,206,206,1,active,2020-08-19 00:25:10+00:00,True,17,0,0,2020-08-19 01:32:25,2020
180,12,True,True,True,208,208,0,active,2020-08-19 01:17:00+00:00,True,3,0,0,2020-08-19 01:32:25,2020
181,12,False,True,True,209,209,1,active,2020-08-19 00:47:19+00:00,True,2,0,0,2020-08-19 01:32:25,2020
182,5,False,True,True,210,210,1,active,2020-08-19 00:52:30+00:00,True,9,0,0,2020-08-19 01:32:25,2020
183,4,False,True,True,211,211,0,active,2020-08-19 01:25:35+00:00,True,15,0,0,2020-08-19 01:32:25,2020
184,8,False,True,True,212,212,0,active,2020-08-19 01:29:47+00:00,True,25,0,0,2020-08-19 01:32:25,2020
185,0,True,True,True,213,213,0,active,2020-08-18 21:21:10+00:00,True,16,0,0,2020-08-19 01:32:25,2020
186,8,False,True,True,214,214,0,active,2020-08-19 00:46:32+00:00,True,7,0,0,2020-08-19 01:32:25,2020
187,10,False,True,True,215,215,2,active,2020-08-19 01:07:56+00:00,True,3,0,0,2020-08-19 01:32:25,2020
188,19,False,True,True,216,216,0,active,2020-08-18 23:12:50+00:00,True,0,0,0,2020-08-19 01:32:25,2020
189,7,False,True,True,217,217,1,active,2020-08-19 00:31:37+00:00,True,11,0,0,2020-08-19 01:32:25,2020
190,10,False,True,True,218,218,3,active,2020-08-19 01:29:22+00:00,True,2,0,0,2020-08-19 01:32:25,2020
191,2,False,True,True,219,219,0,active,2020-08-18 21:48:43+00:00,True,13,0,0,2020-08-19 01:32:25,2020
192,12,False,True,True,221,221,1,active,2020-08-19 00:53:43+00:00,True,6,0,0,2020-08-19 01:32:25,2020
193,2,True,True,True,222,222,0,active,2020-08-19 01:07:04+00:00,True,12,0,0,2020-08-19 01:32:25,2020
194,12,False,True,True,224,224,1,active,2020-08-18 23:06:42+00:00,True,4,0,0,2020-08-19 01:32:25,2020
195,9,False,True,True,225,225,1,active,2020-08-19 01:21:42+00:00,True,9,0,0,2020-08-19 01:32:25,2020
196,2,False,True,True,226,226,1,active,2020-08-19 01:08:30+00:00,True,12,0,0,2020-08-19 01:32:25,2020
197,8,False,True,True,227,227,0,active,2020-08-19 01:18:54+00:00,True,11,0,0,2020-08-19 01:32:25,2020
198,3,False,True,True,228,228,0,active,2020-08-19 00:26:03+00:00,True,16,0,0,2020-08-19 01:32:25,2020
199,2,False,True,True,232,232,0,active,2020-08-18 23:08:38+00:00,True,9,0,0,2020-08-19 01:32:25,2020
200,2,False,True,True,233,233,0,active,2020-08-19 01:06:53+00:00,True,13,0,0,2020-08-19 01:32:25,2020
201,6,False,True,True,234,234,0,active,2020-08-19 01:25:14+00:00,True,9,0,0,2020-08-19 01:32:25,2020
202,2,False,True,True,235,235,0,active,2020-08-19 00:23:46+00:00,True,13,0,0,2020-08-19 01:32:25,2020
203,11,False,True,True,236,236,0,active,2020-08-19 01:13:59+00:00,True,4,0,0,2020-08-19 01:32:25,2020
204,9,False,True,True,239,239,0,active,2020-08-19 01:21:05+00:00,True,6,0,0,2020-08-19 01:32:25,2020
205,7,False,True,True,255,255,1,active,2020-08-19 01:04:24+00:00,True,7,0,0,2020-08-19 01:32:25,2020
206,8,False,True,True,258,258,0,active,2020-08-19 00:03:23+00:00,True,7,0,0,2020-08-19 01:32:25,2020
207,10,False,True,True,259,259,0,active,2020-08-18 17:28:18+00:00,True,5,0,0,2020-08-19 01:32:25,2020
208,3,False,True,True,260,260,0,active,2020-08-19 01:32:08+00:00,True,12,0,0,2020-08-19 01:32:25,2020
209,13,False,True,True,271,271,0,active,2020-08-19 01:18:45+00:00,True,2,0,0,2020-08-19 01:32:25,2020
210,12,False,True,True,272,272,0,active,2020-08-18 21:45:45+00:00,True,7,0,0,2020-08-19 01:32:25,2020
211,27,False,True,True,273,273,0,active,2020-08-19 01:17:57+00:00,True,13,0,0,2020-08-19 01:32:25,2020
212,17,False,True,True,279,279,0,active,2020-08-19 00:27:19+00:00,True,2,0,0,2020-08-19 01:32:25,2020
213,14,False,True,True,280,280,0,active,2020-08-18 22:54:33+00:00,True,5,0,0,2020-08-19 01:32:25,2020
214,15,False,True,True,282,282,0,active,2020-08-19 01:12:51+00:00,True,0,0,0,2020-08-19 01:32:25,2020
215,22,False,True,True,296,296,1,active,2020-08-19 01:07:04+00:00,True,0,0,0,2020-08-19 01:32:25,2020
216,2,False,True,True,318,318,0,active,2020-08-19 01:29:53+00:00,True,17,0,0,2020-08-19 01:32:25,2020
217,9,False,True,True,319,319,0,active,2020-08-19 00:36:44+00:00,True,16,0,0,2020-08-19 01:32:25,2020
218,1,False,True,True,327,327,0,active,2020-08-18 23:52:25+00:00,True,14,0,0,2020-08-19 01:32:25,2020
219,5,False,True,True,328,328,0,active,2020-08-19 01:27:04+00:00,True,10,0,0,2020-08-19 01:32:25,2020
220,9,False,True,True,329,329,1,active,2020-08-19 01:30:51+00:00,True,5,0,0,2020-08-19 01:32:25,2020
221,1,False,True,True,330,330,0,active,2020-08-18 23:25:25+00:00,True,14,0,0,2020-08-19 01:32:25,2020
222,5,False,True,True,331,331,0,active,2020-08-19 01:21:05+00:00,True,10,0,0,2020-08-19 01:32:25,2020
223,12,False,True,True,332,332,1,active,2020-08-19 01:28:32+00:00,True,2,0,0,2020-08-19 01:32:25,2020
224,24,False,True,True,333,333,0,active,2020-08-19 00:49:02+00:00,True,1,0,0,2020-08-19 01:32:25,2020
225,17,False,True,True,334,334,0,active,2020-08-19 00:22:58+00:00,True,2,0,0,2020-08-19 01:32:25,2020
226,0,False,True,True,335,335,0,active,2020-08-19 01:31:28+00:00,True,19,0,0,2020-08-19 01:32:25,2020
227,3,False,True,True,336,336,0,active,2020-08-18 21:08:08+00:00,True,12,0,0,2020-08-19 01:32:25,2020
228,13,False,True,True,337,337,0,active,2020-08-18 21:44:03+00:00,True,2,0,0,2020-08-19 01:32:25,2020
229,7,False,True,True,338,338,0,active,2020-08-19 01:22:45+00:00,True,8,0,0,2020-08-19 01:32:25,2020
230,10,False,True,True,339,339,0,active,2020-08-19 01:01:24+00:00,True,5,0,0,2020-08-19 01:32:25,2020
231,18,False,True,True,340,340,0,active,2020-08-18 19:23:25+00:00,True,1,0,0,2020-08-19 01:32:25,2020
232,12,True,True,True,341,341,0,active,2020-08-19 00:17:17+00:00,True,3,0,0,2020-08-19 01:32:25,2020
