,station_id,last_reported,num_bikes_available,num_docks_available,is_installed,legacy_id,station_status,num_docks_disabled,eightd_has_available_keys,num_ebikes_available,num_bikes_disabled,is_returning,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-15 16:52:42+00:00,1,14,True,3,active,0,False,0,0,True,True,,,2020-08-15 17:13:50,2020
1,4,2020-08-15 16:51:54+00:00,10,9,True,4,active,0,False,0,0,True,True,,,2020-08-15 17:13:50,2020
2,5,2020-08-15 17:06:06+00:00,9,5,True,5,active,0,False,0,1,True,True,,,2020-08-15 17:13:50,2020
3,6,2020-08-15 17:09:27+00:00,6,7,True,6,active,0,False,0,2,True,True,,,2020-08-15 17:13:50,2020
4,7,2020-08-15 15:39:28+00:00,6,9,True,7,active,0,False,0,0,True,True,,,2020-08-15 17:13:50,2020
5,8,2020-08-15 16:53:37+00:00,2,16,True,8,active,0,False,0,1,True,True,,,2020-08-15 17:13:50,2020
6,9,2020-08-15 17:13:24+00:00,13,1,True,9,active,0,False,0,1,True,True,,,2020-08-15 17:13:50,2020
7,10,2020-08-15 16:38:40+00:00,6,5,True,10,active,0,False,0,0,True,True,,,2020-08-15 17:13:50,2020
8,11,2020-08-15 17:02:29+00:00,10,5,True,11,active,0,False,0,0,True,True,,,2020-08-15 17:13:50,2020
9,12,2020-08-15 16:53:17+00:00,11,7,True,12,active,0,True,0,0,True,True,,,2020-08-15 17:13:50,2020
10,13,2020-08-15 17:10:08+00:00,12,7,True,13,active,0,False,0,0,True,True,,,2020-08-15 17:13:50,2020
11,14,2020-08-15 16:49:15+00:00,15,9,True,14,active,0,False,0,1,True,True,,,2020-08-15 17:13:50,2020
12,15,2020-08-15 16:51:51+00:00,8,6,True,15,active,0,False,0,1,True,True,,,2020-08-15 17:13:50,2020
13,16,2020-08-15 17:01:52+00:00,19,0,True,16,active,0,True,0,0,True,True,,,2020-08-15 17:13:50,2020
14,17,2020-08-15 17:13:26+00:00,2,12,True,17,active,0,False,0,1,True,True,,,2020-08-15 17:13:50,2020
15,19,2020-08-15 16:52:40+00:00,2,13,True,19,active,0,False,0,0,True,True,,,2020-08-15 17:13:50,2020
16,20,2020-08-15 17:09:54+00:00,7,16,True,20,active,0,True,0,0,True,True,,,2020-08-15 17:13:50,2020
17,21,2020-08-15 17:08:13+00:00,6,12,True,21,active,0,True,0,0,True,True,,,2020-08-15 17:13:50,2020
18,22,2020-08-15 15:35:28+00:00,30,16,True,22,active,0,True,0,1,True,True,,,2020-08-15 17:13:50,2020
19,23,2020-08-15 17:10:26+00:00,3,17,True,23,active,0,False,0,1,True,True,,,2020-08-15 17:13:50,2020
20,24,2020-08-15 16:58:07+00:00,4,14,True,24,active,0,False,0,1,True,True,,,2020-08-15 17:13:50,2020
21,25,2020-08-15 17:13:35+00:00,3,11,True,25,active,0,False,0,1,True,True,,,2020-08-15 17:13:50,2020
22,26,2020-08-15 17:13:47+00:00,11,4,True,26,active,0,False,0,0,True,True,,,2020-08-15 17:13:50,2020
23,27,2020-08-15 17:05:02+00:00,8,15,True,27,active,0,False,0,0,True,True,,,2020-08-15 17:13:50,2020
24,29,2020-08-15 17:02:41+00:00,3,11,True,29,active,0,False,0,1,True,True,,,2020-08-15 17:13:50,2020
25,30,2020-08-15 17:04:10+00:00,0,14,True,30,active,0,False,0,1,True,True,,,2020-08-15 17:13:50,2020
26,31,2020-08-15 16:21:18+00:00,16,3,True,31,active,0,True,0,0,True,True,,,2020-08-15 17:13:50,2020
27,32,2020-08-15 17:11:59+00:00,8,6,True,32,active,0,False,0,1,True,True,,,2020-08-15 17:13:50,2020
28,33,2020-08-15 17:06:07+00:00,23,4,True,33,active,0,False,0,0,True,True,,,2020-08-15 17:13:50,2020
29,35,2020-08-15 17:06:22+00:00,7,15,True,35,active,0,False,0,1,True,True,,,2020-08-15 17:13:50,2020
30,36,2020-08-15 16:57:47+00:00,21,11,True,36,active,0,True,0,1,True,True,,,2020-08-15 17:13:50,2020
31,37,2020-08-15 14:24:41+00:00,5,10,True,37,active,0,True,0,0,True,True,,,2020-08-15 17:13:50,2020
32,39,2020-08-15 17:10:22+00:00,16,7,True,39,active,0,False,0,0,True,True,,,2020-08-15 17:13:50,2020
33,40,2020-08-15 16:38:41+00:00,0,19,True,40,active,0,False,0,0,True,True,,,2020-08-15 17:13:50,2020
34,41,2020-08-15 17:11:02+00:00,7,20,True,41,active,0,True,0,0,True,True,,,2020-08-15 17:13:50,2020
35,42,2020-08-15 17:09:43+00:00,0,23,True,42,active,0,False,0,0,True,True,,,2020-08-15 17:13:50,2020
36,43,2020-08-15 16:48:47+00:00,1,14,True,43,active,0,True,0,0,True,True,,,2020-08-15 17:13:50,2020
37,44,2020-08-15 16:57:18+00:00,2,21,True,44,active,0,False,0,0,True,True,,,2020-08-15 17:13:50,2020
38,46,2020-08-15 17:12:07+00:00,4,13,True,46,active,0,False,0,2,True,True,,,2020-08-15 17:13:50,2020
39,47,2020-08-15 17:10:35+00:00,6,13,True,47,active,0,True,0,0,True,True,,,2020-08-15 17:13:50,2020
40,48,2020-08-15 17:13:45+00:00,2,16,True,48,active,0,False,0,1,True,True,,,2020-08-15 17:13:50,2020
41,49,2020-08-15 17:12:21+00:00,5,13,True,49,active,0,False,0,0,True,True,,,2020-08-15 17:13:50,2020
42,50,2020-08-15 16:33:45+00:00,0,15,True,50,active,0,True,0,0,True,True,,,2020-08-15 17:13:50,2020
43,51,2020-08-15 16:53:27+00:00,8,7,True,51,active,0,False,0,0,True,True,,,2020-08-15 17:13:50,2020
44,52,2020-08-15 17:08:36+00:00,20,1,True,52,active,0,True,0,2,True,True,,,2020-08-15 17:13:50,2020
45,53,2020-08-15 17:12:28+00:00,3,15,True,53,active,0,False,0,1,True,True,,,2020-08-15 17:13:50,2020
46,54,2020-08-15 17:09:42+00:00,2,12,True,54,active,0,False,0,1,True,True,,,2020-08-15 17:13:50,2020
