,station_id,last_reported,num_docks_disabled,station_status,num_bikes_disabled,is_installed,num_ebikes_available,is_renting,is_returning,num_docks_available,legacy_id,eightd_has_available_keys,num_bikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-06 20:30:25+00:00,0,active,0,True,0,True,True,8,3,False,7,,,2020-08-06 20:41:00,2020
1,4,2020-08-06 20:30:11+00:00,0,active,1,True,0,True,True,5,4,False,13,,,2020-08-06 20:41:00,2020
2,5,2020-08-06 20:09:16+00:00,0,active,1,True,0,True,True,12,5,False,2,,,2020-08-06 20:41:00,2020
3,6,2020-08-06 20:40:11+00:00,0,active,2,True,0,True,True,7,6,False,6,,,2020-08-06 20:41:00,2020
4,7,2020-08-06 20:40:31+00:00,0,active,0,True,0,True,True,9,7,False,6,,,2020-08-06 20:41:00,2020
5,8,2020-08-06 20:30:12+00:00,0,active,0,True,0,True,True,17,8,False,2,,,2020-08-06 20:41:00,2020
6,9,2020-08-06 20:39:59+00:00,0,active,1,True,0,True,True,1,9,False,13,,,2020-08-06 20:41:00,2020
7,10,2020-08-06 20:37:33+00:00,0,active,0,True,0,True,True,4,10,False,7,,,2020-08-06 20:41:00,2020
8,11,2020-08-06 20:36:33+00:00,0,active,1,True,0,True,True,5,11,False,9,"{'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'valet_revision': 79, 'off_dock_capacity': 50, 'active': True, 'dock_blocked_count': 0, 'off_dock_count': 36}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-06 20:41:00,2020
9,12,2020-08-06 20:31:45+00:00,0,active,0,True,0,True,True,5,12,True,13,,,2020-08-06 20:41:00,2020
10,13,2020-08-06 20:38:57+00:00,0,active,0,True,0,True,True,13,13,False,6,,,2020-08-06 20:41:00,2020
11,14,2020-08-06 20:37:53+00:00,0,active,3,True,0,True,True,10,14,False,12,,,2020-08-06 20:41:00,2020
12,15,2020-08-06 20:25:18+00:00,0,active,1,True,0,True,True,9,15,False,5,,,2020-08-06 20:41:00,2020
13,16,2020-08-06 20:40:22+00:00,0,active,0,True,0,True,True,13,16,True,6,,,2020-08-06 20:41:00,2020
14,17,2020-08-06 20:25:04+00:00,0,active,0,True,0,True,True,11,17,False,4,,,2020-08-06 20:41:00,2020
15,19,2020-08-06 18:25:48+00:00,0,active,0,True,0,True,True,15,19,False,0,,,2020-08-06 20:41:00,2020
16,20,2020-08-06 20:38:53+00:00,0,active,0,True,0,True,True,1,20,True,22,,,2020-08-06 20:41:00,2020
17,21,2020-08-06 20:31:38+00:00,0,active,0,True,0,True,True,14,21,True,4,,,2020-08-06 20:41:00,2020
18,22,2020-08-06 20:39:38+00:00,0,active,1,True,0,True,True,41,22,True,5,,,2020-08-06 20:41:00,2020
19,23,2020-08-06 20:36:26+00:00,0,active,0,True,0,True,True,5,23,True,16,,,2020-08-06 20:41:00,2020
20,24,2020-08-06 20:33:51+00:00,0,active,0,True,0,True,True,5,24,False,14,,,2020-08-06 20:41:00,2020
21,25,2020-08-06 20:26:26+00:00,0,active,1,True,0,True,True,12,25,False,2,,,2020-08-06 20:41:00,2020
22,26,2020-08-06 20:33:49+00:00,0,active,1,True,0,True,True,10,26,False,4,,,2020-08-06 20:41:00,2020
23,27,2020-08-06 20:38:20+00:00,0,active,1,True,0,True,True,8,27,False,14,,,2020-08-06 20:41:00,2020
24,29,2020-08-06 20:02:40+00:00,0,active,1,True,0,True,True,5,29,False,9,,,2020-08-06 20:41:00,2020
25,30,2020-08-06 20:30:25+00:00,0,active,0,True,0,True,True,11,30,False,4,,,2020-08-06 20:41:00,2020
26,31,2020-08-06 20:39:12+00:00,0,active,0,True,0,True,True,15,31,True,4,,,2020-08-06 20:41:00,2020
27,32,2020-08-06 20:34:06+00:00,0,active,0,True,0,True,True,13,32,False,2,,,2020-08-06 20:41:00,2020
28,33,2020-08-06 20:26:54+00:00,0,active,0,True,0,True,True,16,33,False,11,,,2020-08-06 20:41:00,2020
29,35,2020-08-06 20:39:02+00:00,0,active,0,True,0,True,True,14,35,False,9,,,2020-08-06 20:41:00,2020
30,36,2020-08-06 20:38:09+00:00,0,active,1,True,0,True,True,5,36,True,27,,,2020-08-06 20:41:00,2020
31,37,2020-08-06 19:20:37+00:00,0,active,0,True,0,True,True,5,37,True,10,,,2020-08-06 20:41:00,2020
32,39,2020-08-06 20:36:13+00:00,0,active,0,True,0,True,True,10,39,False,13,,,2020-08-06 20:41:00,2020
33,40,2020-08-06 20:34:54+00:00,0,active,0,True,0,True,True,12,40,False,7,,,2020-08-06 20:41:00,2020
34,41,2020-08-06 20:18:55+00:00,0,active,0,True,0,True,True,21,41,True,6,,,2020-08-06 20:41:00,2020
35,42,2020-08-06 20:32:30+00:00,0,active,2,True,0,True,True,10,42,False,11,,,2020-08-06 20:41:00,2020
36,43,2020-08-06 20:38:11+00:00,0,active,0,True,0,True,True,3,43,True,12,,,2020-08-06 20:41:00,2020
37,44,2020-08-06 19:03:43+00:00,0,active,0,True,0,True,True,14,44,False,9,,,2020-08-06 20:41:00,2020
38,46,2020-08-06 20:40:39+00:00,0,active,1,True,0,True,True,11,46,False,7,,,2020-08-06 20:41:00,2020
39,47,2020-08-06 20:40:45+00:00,0,active,0,True,0,True,True,11,47,True,8,,,2020-08-06 20:41:00,2020
40,48,2020-08-06 20:39:34+00:00,0,active,0,True,0,True,True,7,48,False,12,,,2020-08-06 20:41:00,2020
41,49,2020-08-06 20:27:57+00:00,0,active,0,True,0,True,True,14,49,False,4,,,2020-08-06 20:41:00,2020
42,50,2020-08-06 18:41:05+00:00,0,active,0,True,0,True,True,0,50,True,15,,,2020-08-06 20:41:00,2020
43,51,2020-08-06 20:32:02+00:00,0,active,0,True,0,True,True,13,51,False,2,,,2020-08-06 20:41:00,2020
44,52,2020-08-06 20:38:44+00:00,0,active,0,True,0,True,True,5,52,True,18,,,2020-08-06 20:41:00,2020
45,53,2020-08-06 20:34:02+00:00,0,active,1,True,0,True,True,1,53,False,17,,,2020-08-06 20:41:00,2020
46,54,2020-08-06 20:11:55+00:00,0,active,0,True,0,True,True,6,54,False,9,,,2020-08-06 20:41:00,2020
47,55,2020-08-06 20:34:49+00:00,0,active,1,True,0,True,True,6,55,False,8,,,2020-08-06 20:41:00,2020
48,56,2020-08-06 18:22:04+00:00,0,active,0,True,0,True,True,12,56,True,6,,,2020-08-06 20:41:00,2020
49,57,2020-08-06 20:38:31+00:00,0,active,1,True,0,True,True,11,57,True,2,,,2020-08-06 20:41:00,2020
50,58,2020-08-06 20:30:57+00:00,0,active,1,True,0,True,True,4,58,True,14,,,2020-08-06 20:41:00,2020
51,59,2020-08-06 20:32:33+00:00,0,active,2,True,0,True,True,3,59,True,14,,,2020-08-06 20:41:00,2020
52,60,2020-08-06 20:40:41+00:00,0,active,0,True,0,True,True,10,60,False,9,"{'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'valet_revision': 69, 'off_dock_capacity': 40, 'active': True, 'dock_blocked_count': 0, 'off_dock_count': 30}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-08-06 20:41:00,2020
53,61,2020-08-06 20:28:50+00:00,0,active,0,True,0,True,True,3,61,False,16,,,2020-08-06 20:41:00,2020
54,63,2020-08-06 17:42:45+00:00,0,active,0,True,0,True,True,14,63,False,1,,,2020-08-06 20:41:00,2020
55,64,2020-08-06 20:39:24+00:00,0,active,0,True,0,True,True,18,64,False,1,,,2020-08-06 20:41:00,2020
56,65,2020-08-06 13:09:20+00:00,0,active,1,True,0,True,True,18,65,False,4,,,2020-08-06 20:41:00,2020
57,66,2020-08-06 20:31:00+00:00,0,active,0,True,0,True,True,13,66,False,2,,,2020-08-06 20:41:00,2020
58,67,2020-08-06 20:32:27+00:00,0,active,0,True,0,True,True,18,67,True,9,,,2020-08-06 20:41:00,2020
59,68,2020-08-06 20:38:59+00:00,0,active,0,True,0,True,True,1,68,True,18,,,2020-08-06 20:41:00,2020
60,69,2020-08-06 20:37:45+00:00,0,active,0,True,0,True,True,7,69,True,12,,,2020-08-06 20:41:00,2020
61,70,2020-08-06 20:32:04+00:00,0,active,0,True,0,True,True,2,70,False,21,,,2020-08-06 20:41:00,2020
62,71,2020-08-06 20:34:06+00:00,0,active,0,True,0,True,True,8,71,False,15,,,2020-08-06 20:41:00,2020
63,72,2020-08-06 19:41:40+00:00,0,active,0,True,0,True,True,11,72,False,12,,,2020-08-06 20:41:00,2020
