,legacy_id,num_docks_disabled,num_bikes_available,eightd_has_available_keys,station_status,station_id,is_renting,last_reported,num_ebikes_available,num_docks_available,is_returning,is_installed,num_bikes_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
217,319,0,9,False,active,319,True,2020-08-04 17:46:35+00:00,0,16,True,True,0,,,2020-08-04 18:13:25,2020
218,327,0,6,False,active,327,True,2020-08-04 18:10:52+00:00,0,9,True,True,0,,,2020-08-04 18:13:25,2020
219,328,0,6,False,active,328,True,2020-08-04 18:03:52+00:00,0,9,True,True,0,,,2020-08-04 18:13:25,2020
220,329,0,9,False,active,329,True,2020-08-04 15:36:44+00:00,0,6,True,True,0,,,2020-08-04 18:13:25,2020
221,330,0,2,False,active,330,True,2020-08-04 17:44:00+00:00,0,13,True,True,0,,,2020-08-04 18:13:25,2020
222,331,0,8,False,active,331,True,2020-08-04 18:01:15+00:00,0,7,True,True,0,,,2020-08-04 18:13:25,2020
223,332,0,0,False,active,332,True,2020-08-04 16:55:24+00:00,0,15,True,True,0,,,2020-08-04 18:13:25,2020
224,333,0,23,False,active,333,True,2020-08-04 17:12:19+00:00,0,2,True,True,0,,,2020-08-04 18:13:25,2020
225,334,0,16,False,active,334,True,2020-08-04 18:01:04+00:00,0,3,True,True,0,,,2020-08-04 18:13:25,2020
226,335,0,5,False,active,335,True,2020-08-04 18:06:25+00:00,0,14,True,True,0,,,2020-08-04 18:13:25,2020
227,336,0,10,False,active,336,True,2020-08-04 17:46:52+00:00,0,5,True,True,0,,,2020-08-04 18:13:25,2020
228,337,0,13,False,active,337,True,2020-08-04 18:12:51+00:00,0,2,True,True,0,,,2020-08-04 18:13:25,2020
229,338,0,2,False,active,338,True,2020-08-04 18:01:53+00:00,0,13,True,True,0,,,2020-08-04 18:13:25,2020
230,339,0,9,False,active,339,True,2020-08-04 14:55:13+00:00,0,5,True,True,1,,,2020-08-04 18:13:25,2020
231,340,0,16,False,active,340,True,2020-08-04 17:02:48+00:00,0,3,True,True,0,,,2020-08-04 18:13:25,2020
232,341,0,4,True,active,341,True,2020-08-04 17:54:37+00:00,0,11,True,True,0,,,2020-08-04 18:13:25,2020
233,342,0,4,False,active,342,True,2020-08-04 18:04:02+00:00,0,9,True,True,2,,,2020-08-04 18:13:25,2020
234,343,0,6,False,active,343,True,2020-08-04 09:01:35+00:00,0,8,True,True,1,,,2020-08-04 18:13:25,2020
235,344,0,0,False,active,344,True,2020-08-04 16:04:02+00:00,0,19,True,True,0,,,2020-08-04 18:13:25,2020
236,345,0,13,False,active,345,True,2020-08-04 17:55:02+00:00,0,5,True,True,1,,,2020-08-04 18:13:25,2020
237,346,0,0,False,active,346,True,2020-08-04 17:54:03+00:00,0,15,True,True,0,,,2020-08-04 18:13:25,2020
238,347,0,4,False,active,347,True,2020-08-04 16:34:28+00:00,0,11,True,True,0,,,2020-08-04 18:13:25,2020
239,348,0,14,False,active,348,True,2020-08-04 14:01:45+00:00,0,1,True,True,0,,,2020-08-04 18:13:25,2020
240,349,0,10,True,active,349,True,2020-08-04 01:02:05+00:00,0,7,True,True,0,,,2020-08-04 18:13:25,2020
241,350,0,5,False,active,350,True,2020-08-04 15:58:56+00:00,0,12,True,True,0,,,2020-08-04 18:13:25,2020
242,351,0,8,False,active,351,True,2020-08-04 17:37:51+00:00,0,4,True,True,3,,,2020-08-04 18:13:25,2020
243,352,0,3,False,active,352,True,2020-08-04 17:42:45+00:00,0,12,True,True,0,,,2020-08-04 18:13:25,2020
244,353,0,8,True,active,353,True,2020-08-04 18:13:15+00:00,0,7,True,True,0,,,2020-08-04 18:13:25,2020
245,354,0,0,False,active,354,True,2020-08-04 17:17:00+00:00,0,15,True,True,0,,,2020-08-04 18:13:25,2020
246,355,0,10,False,active,355,True,2020-08-04 18:10:26+00:00,0,7,True,True,0,,,2020-08-04 18:13:25,2020
247,356,0,13,False,active,356,True,2020-08-04 17:52:34+00:00,0,10,True,True,0,,,2020-08-04 18:13:25,2020
248,357,0,6,False,active,357,True,2020-08-04 17:53:04+00:00,0,9,True,True,0,,,2020-08-04 18:13:25,2020
249,358,0,13,False,active,358,True,2020-08-04 17:10:35+00:00,0,6,True,True,0,,,2020-08-04 18:13:25,2020
250,359,0,5,False,active,359,True,2020-08-04 18:03:55+00:00,0,10,True,True,0,,,2020-08-04 18:13:25,2020
251,360,0,1,False,active,360,True,2020-08-04 17:58:10+00:00,0,14,True,True,0,,,2020-08-04 18:13:25,2020
252,361,0,3,False,active,361,True,2020-08-04 18:02:58+00:00,0,16,True,True,0,,,2020-08-04 18:13:25,2020
253,362,0,16,False,active,362,True,2020-08-04 16:39:23+00:00,0,3,True,True,0,,,2020-08-04 18:13:25,2020
254,363,0,5,False,active,363,True,2020-08-04 18:04:22+00:00,0,14,True,True,0,,,2020-08-04 18:13:25,2020
255,364,0,6,False,active,364,True,2020-08-04 16:39:35+00:00,0,13,True,True,0,,,2020-08-04 18:13:25,2020
256,365,0,10,False,active,365,True,2020-08-04 18:12:55+00:00,0,8,True,True,1,,,2020-08-04 18:13:25,2020
257,366,0,0,False,active,366,True,2020-08-04 16:31:46+00:00,0,15,True,True,0,,,2020-08-04 18:13:25,2020
258,367,0,12,False,active,367,True,2020-08-04 17:59:54+00:00,0,7,True,True,0,,,2020-08-04 18:13:25,2020
259,368,0,3,False,active,368,True,2020-08-04 18:06:43+00:00,0,11,True,True,1,,,2020-08-04 18:13:25,2020
260,369,0,11,False,active,369,True,2020-08-04 18:11:05+00:00,0,3,True,True,1,,,2020-08-04 18:13:25,2020
261,370,0,15,False,active,370,True,2020-08-04 18:09:45+00:00,0,4,True,True,0,,,2020-08-04 18:13:25,2020
262,371,0,13,False,active,371,True,2020-08-04 16:52:53+00:00,0,6,True,True,0,,,2020-08-04 18:13:25,2020
263,372,0,3,False,active,372,True,2020-08-04 18:00:15+00:00,0,16,True,True,0,,,2020-08-04 18:13:25,2020
264,373,0,13,False,active,373,True,2020-08-04 16:43:56+00:00,0,2,True,True,0,,,2020-08-04 18:13:25,2020
265,374,0,16,False,active,374,True,2020-08-04 18:09:21+00:00,0,3,True,True,0,,,2020-08-04 18:13:25,2020
266,376,0,1,False,active,376,True,2020-08-04 17:31:31+00:00,0,14,True,True,0,,,2020-08-04 18:13:25,2020
267,377,0,6,False,active,377,True,2020-08-04 16:51:30+00:00,0,13,True,True,0,,,2020-08-04 18:13:25,2020
268,378,0,13,False,active,378,True,2020-08-04 17:38:27+00:00,0,6,True,True,0,,,2020-08-04 18:13:25,2020
269,379,0,4,False,active,379,True,2020-08-04 17:45:14+00:00,0,11,True,True,0,,,2020-08-04 18:13:25,2020
270,380,0,17,False,active,380,True,2020-08-04 18:13:07+00:00,0,1,True,True,0,,,2020-08-04 18:13:25,2020
271,381,0,15,False,active,381,True,2020-08-04 17:46:39+00:00,0,4,True,True,0,,,2020-08-04 18:13:25,2020
272,384,0,1,True,active,384,True,2020-08-04 17:41:29+00:00,0,18,True,True,0,,,2020-08-04 18:13:25,2020
273,385,1,11,False,active,385,True,2020-08-04 17:48:16+00:00,0,2,True,True,1,,,2020-08-04 18:13:25,2020
274,386,0,10,False,active,386,True,2020-08-04 17:58:34+00:00,0,9,True,True,0,,,2020-08-04 18:13:25,2020
275,387,0,11,False,active,387,True,2020-08-04 17:41:26+00:00,0,4,True,True,0,,,2020-08-04 18:13:25,2020
276,388,0,4,False,active,388,True,2020-08-04 11:37:15+00:00,0,7,True,True,0,,,2020-08-04 18:13:25,2020
277,389,0,13,False,active,389,True,2020-08-04 17:32:40+00:00,0,1,True,True,0,,,2020-08-04 18:13:25,2020
278,390,0,12,False,active,390,True,2020-08-04 08:55:36+00:00,0,3,True,True,0,,,2020-08-04 18:13:25,2020
279,391,0,11,False,active,391,True,2020-08-04 16:04:42+00:00,0,4,True,True,0,,,2020-08-04 18:13:25,2020
280,392,0,8,False,active,392,True,2020-08-04 15:35:42+00:00,0,7,True,True,0,,,2020-08-04 18:13:25,2020
281,393,0,6,False,active,393,True,2020-08-04 08:55:15+00:00,0,9,True,True,0,,,2020-08-04 18:13:25,2020
282,394,0,0,False,active,394,True,2020-08-04 08:59:52+00:00,0,14,True,True,0,,,2020-08-04 18:13:25,2020
283,395,0,10,False,active,395,True,2020-08-04 15:05:08+00:00,0,5,True,True,0,,,2020-08-04 18:13:25,2020
284,396,0,12,False,active,396,True,2020-08-04 08:56:09+00:00,0,3,True,True,0,,,2020-08-04 18:13:25,2020
285,397,0,3,False,active,397,True,2020-08-04 15:42:20+00:00,0,12,True,True,0,,,2020-08-04 18:13:25,2020
286,398,0,4,False,active,398,True,2020-08-04 17:54:27+00:00,0,15,True,True,0,,,2020-08-04 18:13:25,2020
287,399,0,15,False,active,399,True,2020-08-04 18:04:42+00:00,0,0,True,True,0,,,2020-08-04 18:13:25,2020
288,400,0,7,False,active,400,True,2020-08-04 16:58:14+00:00,0,19,True,True,1,,,2020-08-04 18:13:25,2020
289,401,0,10,False,active,401,True,2020-08-04 17:32:35+00:00,0,5,True,True,0,,,2020-08-04 18:13:25,2020
290,402,0,0,False,active,402,True,2020-08-04 17:27:23+00:00,0,15,True,True,0,,,2020-08-04 18:13:25,2020
291,403,0,3,False,active,403,True,2020-08-04 18:12:19+00:00,0,11,True,True,1,,,2020-08-04 18:13:25,2020
292,404,0,2,False,active,404,True,2020-08-04 17:41:47+00:00,0,14,True,True,0,,,2020-08-04 18:13:25,2020
293,405,0,19,False,active,405,True,2020-08-04 18:08:04+00:00,0,0,True,True,0,,,2020-08-04 18:13:25,2020
294,406,0,13,False,active,406,True,2020-08-04 12:43:27+00:00,0,2,True,True,0,,,2020-08-04 18:13:25,2020
295,407,0,6,False,active,407,True,2020-08-04 16:51:36+00:00,0,13,True,True,0,,,2020-08-04 18:13:25,2020
296,408,0,3,False,active,408,True,2020-08-04 17:22:49+00:00,0,12,True,True,0,,,2020-08-04 18:13:25,2020
297,409,0,7,False,active,409,True,2020-08-04 17:17:02+00:00,0,12,True,True,0,,,2020-08-04 18:13:25,2020
298,410,0,16,False,active,410,True,2020-08-04 12:11:33+00:00,0,3,True,True,0,,,2020-08-04 18:13:25,2020
299,411,0,12,False,active,411,True,2020-08-04 17:12:25+00:00,0,3,True,True,0,,,2020-08-04 18:13:25,2020
300,412,0,4,False,active,412,True,2020-08-04 18:03:48+00:00,0,15,True,True,0,,,2020-08-04 18:13:25,2020
301,413,0,9,False,active,413,True,2020-08-04 18:05:11+00:00,0,10,True,True,0,,,2020-08-04 18:13:25,2020
302,414,0,1,False,active,414,True,2020-08-04 16:03:16+00:00,0,22,True,True,0,,,2020-08-04 18:13:25,2020
303,415,0,19,False,active,415,True,2020-08-04 16:04:35+00:00,0,0,True,True,0,,,2020-08-04 18:13:25,2020
304,416,0,11,False,active,416,True,2020-08-04 17:59:12+00:00,0,3,True,True,1,,,2020-08-04 18:13:25,2020
305,417,0,4,False,active,417,True,2020-08-04 17:55:34+00:00,0,14,True,True,1,,,2020-08-04 18:13:25,2020
306,419,0,10,False,active,419,True,2020-08-04 17:06:29+00:00,0,5,True,True,0,,,2020-08-04 18:13:25,2020
307,420,0,0,False,out_of_service,420,False,1970-01-02 00:00:00+00:00,0,0,False,False,0,,,2020-08-04 18:13:25,1970
308,421,0,12,False,active,421,True,2020-08-04 12:11:15+00:00,0,6,True,True,1,,,2020-08-04 18:13:25,2020
309,422,0,14,False,active,422,True,2020-08-03 09:00:00+00:00,0,1,True,True,0,,,2020-08-04 18:13:25,2020
310,423,0,9,False,active,423,True,2020-08-04 16:37:39+00:00,0,10,True,True,0,,,2020-08-04 18:13:25,2020
311,424,0,4,False,active,424,True,2020-08-04 17:41:46+00:00,0,15,True,True,0,,,2020-08-04 18:13:25,2020
312,425,0,0,False,active,425,True,2020-08-04 10:32:00+00:00,0,16,True,True,0,,,2020-08-04 18:13:25,2020
313,426,0,9,False,active,426,True,2020-08-04 18:00:09+00:00,0,18,True,True,0,,,2020-08-04 18:13:25,2020
314,427,0,2,False,active,427,True,2020-08-04 17:25:29+00:00,0,17,True,True,0,,,2020-08-04 18:13:25,2020
315,428,0,16,False,active,428,True,2020-08-04 18:06:02+00:00,0,3,True,True,0,,,2020-08-04 18:13:25,2020
316,430,0,17,False,active,430,True,2020-08-04 14:55:40+00:00,0,2,True,True,0,,,2020-08-04 18:13:25,2020
317,431,0,1,False,active,431,True,2020-08-04 16:08:38+00:00,0,14,True,True,0,,,2020-08-04 18:13:25,2020
318,432,0,7,False,active,432,True,2020-08-04 15:44:55+00:00,0,12,True,True,0,,,2020-08-04 18:13:25,2020
319,433,0,0,False,active,433,True,2020-08-04 15:16:13+00:00,0,19,True,True,0,,,2020-08-04 18:13:25,2020
320,434,0,4,False,active,434,True,2020-08-04 15:00:23+00:00,0,15,True,True,0,,,2020-08-04 18:13:25,2020
321,435,0,14,False,active,435,True,2020-08-04 17:45:48+00:00,0,1,True,True,0,,,2020-08-04 18:13:25,2020
322,436,0,3,False,active,436,True,2020-08-04 16:49:03+00:00,0,10,True,True,2,,,2020-08-04 18:13:25,2020
323,437,0,9,False,active,437,True,2020-08-04 17:58:47+00:00,0,9,True,True,1,,,2020-08-04 18:13:25,2020
324,440,0,12,False,active,440,True,2020-08-04 17:57:43+00:00,0,5,True,True,0,,,2020-08-04 18:13:25,2020
325,441,0,15,False,active,441,True,2020-08-04 17:27:35+00:00,0,3,True,True,1,,,2020-08-04 18:13:25,2020
326,442,0,4,False,active,442,True,2020-08-04 12:37:57+00:00,0,11,True,True,0,,,2020-08-04 18:13:25,2020
327,443,0,2,False,active,443,True,2020-08-04 08:56:51+00:00,0,17,True,True,0,,,2020-08-04 18:13:25,2020
328,445,0,15,False,active,445,True,2020-08-04 17:09:46+00:00,0,4,True,True,0,,,2020-08-04 18:13:25,2020
329,446,0,10,False,active,446,True,2020-08-04 18:13:12+00:00,0,1,True,True,1,,,2020-08-04 18:13:25,2020
330,447,0,0,False,active,447,True,2020-08-04 08:59:54+00:00,0,19,True,True,0,,,2020-08-04 18:13:25,2020
331,448,0,2,False,active,448,True,2020-08-04 17:47:51+00:00,0,9,True,True,0,,,2020-08-04 18:13:25,2020
332,449,0,0,False,out_of_service,449,True,1970-01-02 00:00:00+00:00,0,0,True,False,0,,,2020-08-04 18:13:25,1970
333,450,0,1,False,active,450,True,2020-08-04 18:10:30+00:00,0,14,True,True,0,,,2020-08-04 18:13:25,2020
334,451,0,4,False,active,451,True,2020-08-04 17:53:58+00:00,0,9,True,True,2,,,2020-08-04 18:13:25,2020
335,452,0,6,False,active,452,True,2020-08-04 17:42:30+00:00,0,8,True,True,1,,,2020-08-04 18:13:25,2020
336,453,0,9,False,active,453,True,2020-08-04 17:53:58+00:00,0,6,True,True,0,,,2020-08-04 18:13:25,2020
337,454,0,7,False,active,454,True,2020-08-04 17:41:03+00:00,0,8,True,True,0,,,2020-08-04 18:13:25,2020
338,455,0,10,False,active,455,True,2020-08-04 11:54:32+00:00,0,2,True,True,0,,,2020-08-04 18:13:25,2020
