,num_docks_available,station_id,station_status,num_bikes_disabled,num_docks_disabled,is_returning,last_reported,eightd_has_available_keys,is_installed,legacy_id,is_renting,num_ebikes_available,num_bikes_available,timestamp_of_data_read_request,year_station_last_reported
37,11,44,active,1,0,True,2020-07-30 04:46:57+00:00,False,True,44,True,0,11,2020-07-30 04:48:00,2020
38,2,46,active,1,0,True,2020-07-30 04:47:40+00:00,False,True,46,True,0,16,2020-07-30 04:48:00,2020
39,2,47,active,0,0,True,2020-07-30 04:41:45+00:00,True,True,47,True,0,17,2020-07-30 04:48:00,2020
40,19,48,active,0,0,True,2020-07-29 23:43:25+00:00,False,True,48,True,0,0,2020-07-30 04:48:00,2020
41,13,49,active,0,0,True,2020-07-30 03:14:42+00:00,False,True,49,True,0,5,2020-07-30 04:48:00,2020
42,15,50,active,0,0,True,2020-07-30 03:57:08+00:00,True,True,50,True,0,0,2020-07-30 04:48:00,2020
43,10,51,active,1,0,True,2020-07-30 03:33:59+00:00,False,True,51,True,0,4,2020-07-30 04:48:00,2020
44,16,52,active,0,0,True,2020-07-30 04:05:01+00:00,True,True,52,True,0,7,2020-07-30 04:48:00,2020
45,11,53,active,0,0,True,2020-07-30 04:47:38+00:00,False,True,53,True,0,8,2020-07-30 04:48:00,2020
46,14,54,active,0,0,True,2020-07-30 03:29:07+00:00,False,True,54,True,0,1,2020-07-30 04:48:00,2020
47,1,55,active,0,0,False,2020-07-30 02:45:44+00:00,False,True,55,False,0,14,2020-07-30 04:48:00,2020
48,5,56,active,0,0,True,2020-07-30 04:21:17+00:00,True,True,56,True,0,13,2020-07-30 04:48:00,2020
49,5,57,active,0,0,True,2020-07-30 04:09:54+00:00,True,True,57,True,0,9,2020-07-30 04:48:00,2020
50,10,58,active,0,0,True,2020-07-30 03:36:04+00:00,True,True,58,True,0,9,2020-07-30 04:48:00,2020
51,15,59,active,0,0,True,2020-07-30 03:05:21+00:00,True,True,59,True,0,4,2020-07-30 04:48:00,2020
52,1,60,active,1,0,True,2020-07-30 04:24:35+00:00,False,True,60,True,0,17,2020-07-30 04:48:00,2020
53,14,61,active,0,0,True,2020-07-30 04:13:12+00:00,False,True,61,True,0,5,2020-07-30 04:48:00,2020
54,0,63,active,0,0,True,2020-07-30 02:05:50+00:00,False,True,63,True,0,15,2020-07-30 04:48:00,2020
55,14,64,active,2,0,True,2020-07-30 03:38:25+00:00,False,True,64,True,0,3,2020-07-30 04:48:00,2020
56,14,65,active,1,0,True,2020-07-30 02:12:21+00:00,False,True,65,True,0,8,2020-07-30 04:48:00,2020
57,2,66,active,0,0,True,2020-07-30 04:08:48+00:00,False,True,66,True,0,13,2020-07-30 04:48:00,2020
58,19,67,active,0,0,True,2020-07-30 04:22:53+00:00,True,True,67,True,0,8,2020-07-30 04:48:00,2020
59,14,68,active,1,0,True,2020-07-30 03:40:06+00:00,True,True,68,True,0,4,2020-07-30 04:48:00,2020
60,10,69,active,1,0,True,2020-07-30 03:12:37+00:00,True,True,69,True,0,8,2020-07-30 04:48:00,2020
61,21,70,active,0,0,True,2020-07-30 01:13:39+00:00,False,True,70,True,0,2,2020-07-30 04:48:00,2020
62,2,71,active,0,0,True,2020-07-30 03:00:48+00:00,False,True,71,True,0,21,2020-07-30 04:48:00,2020
63,22,72,active,0,0,True,2020-07-30 03:42:31+00:00,False,True,72,True,0,1,2020-07-30 04:48:00,2020
64,7,73,active,1,0,True,2020-07-30 04:23:13+00:00,False,True,73,True,0,7,2020-07-30 04:48:00,2020
65,9,74,active,1,0,True,2020-07-30 03:50:34+00:00,True,True,74,True,0,9,2020-07-30 04:48:00,2020
66,15,75,active,0,0,True,2020-07-30 02:31:35+00:00,False,True,75,True,0,0,2020-07-30 04:48:00,2020
67,10,76,active,1,0,True,2020-07-30 03:46:55+00:00,False,True,76,True,0,6,2020-07-30 04:48:00,2020
68,4,77,active,0,0,True,2020-07-30 01:23:21+00:00,False,True,77,True,0,11,2020-07-30 04:48:00,2020
69,3,78,active,0,0,True,2020-07-30 03:34:13+00:00,False,True,78,True,0,16,2020-07-30 04:48:00,2020
70,6,79,active,1,0,True,2020-07-30 04:09:20+00:00,False,True,79,True,0,12,2020-07-30 04:48:00,2020
71,30,80,active,1,0,True,2020-07-30 04:46:37+00:00,False,True,80,True,0,4,2020-07-30 04:48:00,2020
72,8,81,active,0,0,True,2020-07-30 03:42:15+00:00,False,True,81,True,0,11,2020-07-30 04:48:00,2020
73,14,82,active,0,0,True,2020-07-30 01:21:58+00:00,False,True,82,True,0,1,2020-07-30 04:48:00,2020
74,5,84,active,1,0,True,2020-07-30 03:34:17+00:00,False,True,84,True,0,9,2020-07-30 04:48:00,2020
75,18,85,active,1,0,True,2020-07-30 02:09:24+00:00,False,True,85,True,0,0,2020-07-30 04:48:00,2020
76,8,86,active,1,0,True,2020-07-30 04:07:31+00:00,False,True,86,True,0,10,2020-07-30 04:48:00,2020
77,11,87,active,1,0,True,2020-07-30 03:21:01+00:00,False,True,87,True,0,3,2020-07-30 04:48:00,2020
78,2,89,active,0,0,True,2020-07-30 04:15:23+00:00,False,True,89,True,0,17,2020-07-30 04:48:00,2020
79,2,90,active,2,0,True,2020-07-30 04:11:02+00:00,False,True,90,True,0,15,2020-07-30 04:48:00,2020
80,14,91,active,2,0,True,2020-07-30 03:38:38+00:00,False,True,91,True,0,3,2020-07-30 04:48:00,2020
81,9,92,active,1,0,True,2020-07-30 00:56:35+00:00,False,True,92,True,0,9,2020-07-30 04:48:00,2020
82,6,93,active,2,0,True,2020-07-30 02:33:02+00:00,False,True,93,True,0,7,2020-07-30 04:48:00,2020
83,4,94,active,0,0,True,2020-07-30 03:04:16+00:00,False,True,94,True,0,7,2020-07-30 04:48:00,2020
84,0,95,active,2,0,True,2020-07-30 03:52:26+00:00,False,True,95,True,0,13,2020-07-30 04:48:00,2020
85,10,96,active,2,0,True,2020-07-30 01:51:42+00:00,False,True,96,True,0,7,2020-07-30 04:48:00,2020
86,14,97,active,1,0,True,2020-07-30 04:34:16+00:00,False,True,97,True,0,4,2020-07-30 04:48:00,2020
87,11,98,active,0,0,True,2020-07-30 03:41:34+00:00,False,True,98,True,0,11,2020-07-30 04:48:00,2020
88,4,99,active,0,0,True,2020-07-30 02:35:34+00:00,False,True,99,True,0,11,2020-07-30 04:48:00,2020
89,9,100,active,2,0,True,2020-07-30 04:17:55+00:00,True,True,100,True,0,14,2020-07-30 04:48:00,2020
90,13,101,active,0,0,True,2020-07-30 01:50:13+00:00,False,True,101,True,0,2,2020-07-30 04:48:00,2020
91,7,102,active,0,0,True,2020-07-30 02:25:49+00:00,False,True,102,True,0,8,2020-07-30 04:48:00,2020
92,7,103,active,1,0,True,2020-07-30 02:54:41+00:00,False,True,103,True,0,7,2020-07-30 04:48:00,2020
93,5,104,active,1,0,True,2020-07-30 02:56:55+00:00,False,True,104,True,0,13,2020-07-30 04:48:00,2020
94,7,105,active,0,0,True,2020-07-30 04:02:59+00:00,False,True,105,True,0,12,2020-07-30 04:48:00,2020
95,4,106,active,0,0,True,2020-07-29 12:13:40+00:00,False,True,106,True,0,11,2020-07-30 04:48:00,2020
96,12,107,active,1,0,True,2020-07-30 04:16:53+00:00,False,True,107,True,0,6,2020-07-30 04:48:00,2020
97,5,108,active,0,0,True,2020-07-30 03:42:05+00:00,False,True,108,True,0,12,2020-07-30 04:48:00,2020
98,9,109,active,2,0,True,2020-07-30 02:56:59+00:00,False,True,109,True,0,24,2020-07-30 04:48:00,2020
99,6,110,active,0,0,True,2020-07-30 04:27:16+00:00,False,True,110,True,0,9,2020-07-30 04:48:00,2020
100,11,111,active,0,0,True,2020-07-30 00:04:11+00:00,False,True,111,True,0,4,2020-07-30 04:48:00,2020
101,9,112,active,0,0,True,2020-07-30 01:00:19+00:00,False,True,112,True,0,6,2020-07-30 04:48:00,2020
102,1,113,active,0,0,True,2020-07-30 03:07:20+00:00,False,True,113,True,0,14,2020-07-30 04:48:00,2020
103,13,114,active,0,0,True,2020-07-30 03:08:05+00:00,False,True,114,True,0,2,2020-07-30 04:48:00,2020
104,8,115,active,0,0,True,2020-07-30 04:24:56+00:00,False,True,115,True,0,11,2020-07-30 04:48:00,2020
105,7,116,active,0,0,True,2020-07-30 03:08:05+00:00,False,True,116,True,0,16,2020-07-30 04:48:00,2020
106,0,117,active,0,0,True,2020-07-30 01:38:33+00:00,False,True,117,True,0,19,2020-07-30 04:48:00,2020
107,10,118,active,0,0,True,2020-07-30 02:46:28+00:00,False,True,118,True,0,9,2020-07-30 04:48:00,2020
108,0,119,active,0,0,True,2020-07-30 04:32:11+00:00,False,True,119,True,0,15,2020-07-30 04:48:00,2020
109,0,120,active,1,0,True,2020-07-30 03:53:05+00:00,False,True,120,True,0,14,2020-07-30 04:48:00,2020
110,3,121,active,1,0,True,2020-07-30 04:44:28+00:00,False,True,121,True,0,13,2020-07-30 04:48:00,2020
111,13,122,active,0,0,True,2020-07-30 02:35:12+00:00,False,True,122,True,0,2,2020-07-30 04:48:00,2020
112,10,124,active,0,0,True,2020-07-30 01:11:26+00:00,False,True,124,True,0,5,2020-07-30 04:48:00,2020
113,8,125,active,0,0,True,2020-07-30 04:03:51+00:00,False,True,125,True,0,7,2020-07-30 04:48:00,2020
114,12,126,active,0,0,True,2020-07-30 02:49:06+00:00,False,True,126,True,0,3,2020-07-30 04:48:00,2020
115,0,128,active,1,0,True,2020-07-30 04:41:15+00:00,False,True,128,True,0,18,2020-07-30 04:48:00,2020
116,13,129,active,0,0,True,2020-07-30 03:06:15+00:00,False,True,129,True,0,6,2020-07-30 04:48:00,2020
117,5,130,active,0,0,True,2020-07-30 02:21:28+00:00,False,True,130,True,0,10,2020-07-30 04:48:00,2020
118,1,131,active,2,0,True,2020-07-30 02:40:40+00:00,False,True,131,True,0,15,2020-07-30 04:48:00,2020
119,9,133,active,0,0,True,2020-07-30 04:39:50+00:00,False,True,133,True,0,14,2020-07-30 04:48:00,2020
120,11,135,active,1,0,True,2020-07-30 01:46:51+00:00,False,True,135,True,0,5,2020-07-30 04:48:00,2020
121,4,136,active,0,0,True,2020-07-30 00:35:20+00:00,False,True,136,True,0,15,2020-07-30 04:48:00,2020
122,11,137,active,0,0,True,2020-07-30 01:50:21+00:00,False,True,137,True,0,4,2020-07-30 04:48:00,2020
123,4,138,active,0,0,True,2020-07-30 03:29:30+00:00,False,True,138,True,0,11,2020-07-30 04:48:00,2020
124,2,139,active,0,0,True,2020-07-30 04:06:51+00:00,False,True,139,True,0,17,2020-07-30 04:48:00,2020
125,11,140,active,0,0,True,2020-07-30 04:32:23+00:00,False,True,140,True,0,6,2020-07-30 04:48:00,2020
126,8,141,active,0,0,True,2020-07-30 04:31:37+00:00,False,True,141,True,0,7,2020-07-30 04:48:00,2020
127,5,142,active,3,0,True,2020-07-30 01:17:36+00:00,False,True,142,True,0,15,2020-07-30 04:48:00,2020
128,11,143,active,1,0,True,2020-07-30 02:26:15+00:00,False,True,143,True,0,11,2020-07-30 04:48:00,2020
129,16,144,active,0,0,True,2020-07-30 02:05:34+00:00,False,True,144,True,0,3,2020-07-30 04:48:00,2020
130,4,145,active,0,0,True,2020-07-30 03:37:34+00:00,False,True,145,True,0,15,2020-07-30 04:48:00,2020
131,5,146,active,1,0,True,2020-07-30 04:02:15+00:00,False,True,146,True,0,13,2020-07-30 04:48:00,2020
132,11,149,active,0,0,True,2020-07-30 04:22:24+00:00,True,True,149,True,0,7,2020-07-30 04:48:00,2020
133,6,150,active,0,0,True,2020-07-30 03:28:33+00:00,False,True,150,True,0,13,2020-07-30 04:48:00,2020
134,11,151,active,2,0,True,2020-07-30 04:33:39+00:00,False,True,151,True,0,6,2020-07-30 04:48:00,2020
135,2,152,active,0,0,True,2020-07-30 02:44:32+00:00,True,True,152,True,0,13,2020-07-30 04:48:00,2020
136,8,156,active,0,0,True,2020-07-30 01:55:22+00:00,False,True,156,True,0,7,2020-07-30 04:48:00,2020
137,14,157,active,1,0,True,2020-07-30 02:38:27+00:00,False,True,157,True,0,0,2020-07-30 04:48:00,2020
138,6,159,active,1,0,True,2020-07-30 03:11:23+00:00,False,True,159,True,0,8,2020-07-30 04:48:00,2020
139,12,160,active,0,0,True,2020-07-30 04:24:31+00:00,True,True,160,True,0,2,2020-07-30 04:48:00,2020
140,18,161,active,0,0,True,2020-07-30 04:44:22+00:00,True,True,161,True,0,5,2020-07-30 04:48:00,2020
141,13,162,active,0,0,True,2020-07-29 20:56:43+00:00,False,True,162,True,0,2,2020-07-30 04:48:00,2020
142,14,163,active,0,0,True,2020-07-30 02:18:25+00:00,True,True,163,True,0,5,2020-07-30 04:48:00,2020
143,4,167,active,1,0,True,2020-07-30 01:50:58+00:00,False,True,167,True,0,10,2020-07-30 04:48:00,2020
144,7,169,active,0,0,True,2020-07-30 01:06:42+00:00,False,True,169,True,0,12,2020-07-30 04:48:00,2020
145,13,170,active,0,0,True,2020-07-30 01:07:22+00:00,True,True,170,True,0,1,2020-07-30 04:48:00,2020
146,15,171,active,1,0,True,2020-07-29 23:37:41+00:00,True,True,171,True,0,7,2020-07-30 04:48:00,2020
147,7,173,active,2,0,True,2020-07-30 02:53:04+00:00,True,True,173,True,0,5,2020-07-30 04:48:00,2020
148,3,174,active,0,0,True,2020-07-30 01:40:06+00:00,False,True,174,True,0,12,2020-07-30 04:48:00,2020
149,15,175,active,0,0,True,2020-07-30 02:38:06+00:00,True,True,175,True,0,2,2020-07-30 04:48:00,2020
150,1,176,active,1,0,True,2020-07-30 04:38:40+00:00,False,True,176,True,0,13,2020-07-30 04:48:00,2020
151,13,177,active,1,0,True,2020-07-30 04:01:00+00:00,False,True,177,True,0,5,2020-07-30 04:48:00,2020
152,11,178,active,1,0,True,2020-07-30 04:12:59+00:00,False,True,178,True,0,7,2020-07-30 04:48:00,2020
153,1,179,active,0,0,True,2020-07-30 04:09:10+00:00,False,True,179,True,0,24,2020-07-30 04:48:00,2020
154,15,180,active,0,0,True,2020-07-30 00:17:45+00:00,False,True,180,True,0,4,2020-07-30 04:48:00,2020
155,12,181,active,0,0,True,2020-07-29 22:40:39+00:00,False,True,181,True,0,7,2020-07-30 04:48:00,2020
156,10,182,active,0,0,True,2020-07-30 00:25:20+00:00,True,True,182,True,0,9,2020-07-30 04:48:00,2020
157,11,183,active,0,0,True,2020-07-30 00:51:15+00:00,False,True,183,True,0,8,2020-07-30 04:48:00,2020
158,3,184,active,0,0,True,2020-07-30 03:36:10+00:00,False,True,184,True,0,16,2020-07-30 04:48:00,2020
159,8,185,active,2,0,True,2020-07-30 03:52:49+00:00,False,True,185,True,0,5,2020-07-30 04:48:00,2020
160,10,186,active,1,0,True,2020-07-30 03:14:51+00:00,True,True,186,True,0,4,2020-07-30 04:48:00,2020
161,3,187,active,0,0,True,2020-07-30 03:13:29+00:00,False,True,187,True,0,12,2020-07-30 04:48:00,2020
162,6,188,active,0,0,True,2020-07-30 01:44:26+00:00,False,True,188,True,0,9,2020-07-30 04:48:00,2020
163,17,189,active,0,0,True,2020-07-30 04:07:00+00:00,True,True,189,True,0,6,2020-07-30 04:48:00,2020
164,17,190,active,1,0,True,2020-07-30 04:30:48+00:00,False,True,190,True,0,19,2020-07-30 04:48:00,2020
165,13,191,active,0,0,True,2020-07-30 01:42:53+00:00,False,True,191,True,0,2,2020-07-30 04:48:00,2020
166,19,192,active,0,0,True,2020-07-30 03:29:36+00:00,False,True,192,True,0,0,2020-07-30 04:48:00,2020
167,3,193,active,0,0,True,2020-07-30 00:01:13+00:00,True,True,193,True,0,12,2020-07-30 04:48:00,2020
168,4,194,active,0,0,True,2020-07-30 02:25:04+00:00,False,True,194,True,0,15,2020-07-30 04:48:00,2020
169,2,195,active,2,0,True,2020-07-30 04:19:48+00:00,False,True,195,True,0,19,2020-07-30 04:48:00,2020
170,8,196,active,0,0,True,2020-07-30 01:47:22+00:00,True,True,196,True,0,2,2020-07-30 04:48:00,2020
171,10,197,active,1,0,True,2020-07-30 00:36:42+00:00,False,True,197,True,0,4,2020-07-30 04:48:00,2020
172,7,199,active,0,0,True,2020-07-30 00:18:04+00:00,False,True,199,True,0,8,2020-07-30 04:48:00,2020
173,0,200,active,0,0,True,2020-07-30 02:17:19+00:00,False,True,200,True,0,19,2020-07-30 04:48:00,2020
174,15,201,active,0,0,True,2020-07-29 12:09:09+00:00,False,True,201,True,0,0,2020-07-30 04:48:00,2020
175,10,202,active,1,0,True,2020-07-29 23:36:32+00:00,False,True,202,True,0,4,2020-07-30 04:48:00,2020
176,10,203,active,0,0,True,2020-07-30 03:09:09+00:00,False,True,203,True,0,5,2020-07-30 04:48:00,2020
177,14,204,active,0,0,True,2020-07-29 22:19:57+00:00,False,True,204,True,0,1,2020-07-30 04:48:00,2020
178,10,205,active,1,0,True,2020-07-30 03:26:10+00:00,False,True,205,True,0,4,2020-07-30 04:48:00,2020
179,23,206,active,0,0,True,2020-07-30 03:32:40+00:00,False,True,206,True,0,0,2020-07-30 04:48:00,2020
180,0,208,active,0,0,True,2020-07-30 01:35:45+00:00,True,True,208,True,0,15,2020-07-30 04:48:00,2020
181,2,209,active,1,0,True,2020-07-30 01:01:19+00:00,False,True,209,True,0,12,2020-07-30 04:48:00,2020
182,13,210,active,0,0,True,2020-07-29 23:04:20+00:00,False,True,210,True,0,2,2020-07-30 04:48:00,2020
183,3,211,active,1,0,True,2020-07-30 02:28:33+00:00,False,True,211,True,0,15,2020-07-30 04:48:00,2020
184,24,212,active,0,0,True,2020-07-30 02:24:49+00:00,False,True,212,True,0,9,2020-07-30 04:48:00,2020
185,7,213,active,0,0,True,2020-07-30 02:40:58+00:00,True,True,213,True,0,9,2020-07-30 04:48:00,2020
186,1,214,active,0,0,True,2020-07-30 02:59:04+00:00,False,True,214,True,0,14,2020-07-30 04:48:00,2020
187,4,215,active,0,0,True,2020-07-29 22:41:34+00:00,False,True,215,True,0,11,2020-07-30 04:48:00,2020
188,1,216,active,1,0,True,2020-07-30 02:20:28+00:00,False,True,216,True,0,17,2020-07-30 04:48:00,2020
189,13,217,active,0,0,True,2020-07-30 02:52:27+00:00,False,True,217,True,0,6,2020-07-30 04:48:00,2020
190,9,218,active,0,0,True,2020-07-30 03:08:02+00:00,False,True,218,True,0,6,2020-07-30 04:48:00,2020
191,6,219,active,0,0,True,2020-07-30 00:58:34+00:00,False,True,219,True,0,9,2020-07-30 04:48:00,2020
192,11,221,active,1,0,True,2020-07-30 04:39:56+00:00,False,True,221,True,0,7,2020-07-30 04:48:00,2020
193,12,222,active,0,0,True,2020-07-30 03:15:36+00:00,True,True,222,True,0,2,2020-07-30 04:48:00,2020
194,7,224,active,0,0,True,2020-07-30 00:31:14+00:00,False,True,224,True,0,10,2020-07-30 04:48:00,2020
195,0,225,active,3,0,True,2020-07-30 02:33:11+00:00,False,True,225,True,0,16,2020-07-30 04:48:00,2020
196,12,226,active,0,0,True,2020-07-30 02:15:24+00:00,False,True,226,True,0,3,2020-07-30 04:48:00,2020
197,8,227,active,1,0,True,2020-07-30 03:15:51+00:00,False,True,227,True,0,10,2020-07-30 04:48:00,2020
198,10,228,active,0,0,True,2020-07-30 00:57:37+00:00,False,True,228,True,0,9,2020-07-30 04:48:00,2020
199,7,232,active,0,0,True,2020-07-29 23:15:59+00:00,False,True,232,True,0,4,2020-07-30 04:48:00,2020
200,10,233,active,2,0,True,2020-07-30 01:40:43+00:00,False,True,233,True,0,3,2020-07-30 04:48:00,2020
201,8,234,active,0,0,True,2020-07-30 02:11:38+00:00,False,True,234,True,0,7,2020-07-30 04:48:00,2020
202,4,235,active,0,0,True,2020-07-30 03:18:04+00:00,False,True,235,True,0,11,2020-07-30 04:48:00,2020
203,7,236,active,0,0,True,2020-07-30 03:14:45+00:00,False,True,236,True,0,8,2020-07-30 04:48:00,2020
204,8,239,active,0,0,True,2020-07-30 02:59:16+00:00,False,True,239,True,0,7,2020-07-30 04:48:00,2020
205,2,255,active,0,0,True,2020-07-30 01:59:20+00:00,False,True,255,True,0,13,2020-07-30 04:48:00,2020
206,3,258,active,0,0,True,2020-07-30 04:34:16+00:00,False,True,258,True,0,12,2020-07-30 04:48:00,2020
207,14,259,active,0,0,True,2020-07-29 22:31:42+00:00,False,True,259,True,0,1,2020-07-30 04:48:00,2020
208,4,260,active,3,0,True,2020-07-29 22:46:53+00:00,False,True,260,True,0,8,2020-07-30 04:48:00,2020
209,12,271,active,1,0,True,2020-07-30 02:40:38+00:00,False,True,271,True,0,2,2020-07-30 04:48:00,2020
210,11,272,active,2,0,True,2020-07-30 00:58:17+00:00,False,True,272,True,0,6,2020-07-30 04:48:00,2020
211,9,273,active,1,0,True,2020-07-30 04:02:14+00:00,False,True,273,True,0,30,2020-07-30 04:48:00,2020
212,9,279,active,0,0,True,2020-07-30 03:56:49+00:00,False,True,279,True,0,10,2020-07-30 04:48:00,2020
213,12,280,active,0,0,True,2020-07-30 02:20:49+00:00,False,True,280,True,0,7,2020-07-30 04:48:00,2020
214,1,282,active,1,0,True,2020-07-30 03:59:30+00:00,False,True,282,True,0,13,2020-07-30 04:48:00,2020
215,12,296,active,0,0,True,2020-07-30 03:54:19+00:00,False,True,296,True,0,11,2020-07-30 04:48:00,2020
216,17,318,active,1,0,True,2020-07-30 03:46:22+00:00,False,True,318,True,0,1,2020-07-30 04:48:00,2020
217,14,319,active,0,0,True,2020-07-30 00:03:44+00:00,False,True,319,True,0,11,2020-07-30 04:48:00,2020
218,2,327,active,0,0,True,2020-07-30 02:06:56+00:00,False,True,327,True,0,13,2020-07-30 04:48:00,2020
219,7,328,active,0,0,True,2020-07-30 01:38:32+00:00,False,True,328,True,0,8,2020-07-30 04:48:00,2020
220,5,329,active,0,0,True,2020-07-30 03:38:50+00:00,False,True,329,True,0,10,2020-07-30 04:48:00,2020
221,10,330,active,0,0,True,2020-07-30 03:06:05+00:00,False,True,330,True,0,5,2020-07-30 04:48:00,2020
222,0,331,active,1,0,True,2020-07-30 04:27:38+00:00,False,True,331,True,0,14,2020-07-30 04:48:00,2020
223,9,332,active,2,0,True,2020-07-30 04:04:18+00:00,False,True,332,True,0,4,2020-07-30 04:48:00,2020
224,5,333,active,0,0,True,2020-07-30 02:21:10+00:00,False,True,333,True,0,20,2020-07-30 04:48:00,2020
225,6,334,active,0,0,True,2020-07-30 02:31:53+00:00,False,True,334,True,0,13,2020-07-30 04:48:00,2020
226,5,335,active,0,0,True,2020-07-30 03:54:02+00:00,False,True,335,True,0,14,2020-07-30 04:48:00,2020
227,3,336,active,0,0,True,2020-07-30 00:58:14+00:00,False,True,336,True,0,12,2020-07-30 04:48:00,2020
228,2,337,active,1,0,True,2020-07-30 00:58:55+00:00,False,True,337,True,0,12,2020-07-30 04:48:00,2020
229,9,338,active,0,0,True,2020-07-30 04:02:38+00:00,False,True,338,True,0,6,2020-07-30 04:48:00,2020
230,2,339,active,0,0,True,2020-07-29 23:28:35+00:00,False,True,339,True,0,13,2020-07-30 04:48:00,2020
231,5,340,active,1,0,True,2020-07-29 15:27:12+00:00,False,True,340,True,0,13,2020-07-30 04:48:00,2020
232,6,341,active,0,0,True,2020-07-30 02:58:56+00:00,True,True,341,True,0,9,2020-07-30 04:48:00,2020
