,num_docks_disabled,legacy_id,last_reported,eightd_has_available_keys,is_installed,num_ebikes_available,is_returning,is_renting,num_bikes_available,num_docks_available,num_bikes_disabled,station_status,station_id,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,3,2020-07-27 01:03:57+00:00,True,True,0,True,True,10,5,0,active,3,,,2020-07-27 01:44:00,2020
1,0,4,2020-07-27 01:17:00+00:00,False,True,0,True,True,19,0,0,active,4,,,2020-07-27 01:44:00,2020
2,0,5,2020-07-27 01:43:46+00:00,False,True,0,True,True,6,9,0,active,5,,,2020-07-27 01:44:00,2020
3,0,6,2020-07-27 01:25:08+00:00,False,True,0,True,True,8,7,0,active,6,,,2020-07-27 01:44:00,2020
4,0,7,2020-07-27 01:30:12+00:00,False,True,0,True,True,7,8,0,active,7,,,2020-07-27 01:44:00,2020
5,0,8,2020-07-27 00:49:25+00:00,False,True,0,True,True,6,10,3,active,8,,,2020-07-27 01:44:00,2020
6,0,9,2020-07-27 01:21:15+00:00,False,True,0,True,True,10,4,1,active,9,,,2020-07-27 01:44:00,2020
7,0,10,2020-07-27 01:28:03+00:00,False,True,0,True,True,4,5,2,active,10,,,2020-07-27 01:44:00,2020
8,0,11,2020-07-27 01:43:22+00:00,False,True,0,True,True,9,6,0,active,11,"{'valet_revision': 69, 'off_dock_count': 0, 'active': True, 'off_dock_capacity': 50, 'region': 'BOS', 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-27 01:44:00,2020
9,0,12,2020-07-27 01:31:30+00:00,True,True,0,True,True,8,10,0,active,12,,,2020-07-27 01:44:00,2020
10,0,13,2020-07-27 00:33:05+00:00,False,True,0,True,True,6,10,3,active,13,,,2020-07-27 01:44:00,2020
11,0,14,2020-07-27 01:07:04+00:00,False,True,0,True,True,8,16,1,active,14,,,2020-07-27 01:44:00,2020
12,0,15,2020-07-27 01:03:59+00:00,False,True,0,True,True,14,0,1,active,15,,,2020-07-27 01:44:00,2020
13,0,16,2020-07-27 01:35:39+00:00,True,True,0,True,True,8,10,1,active,16,,,2020-07-27 01:44:00,2020
14,0,17,2020-07-27 01:37:40+00:00,False,True,0,True,True,4,10,1,active,17,,,2020-07-27 01:44:00,2020
15,0,19,2020-07-27 00:49:49+00:00,False,True,0,True,True,4,9,2,active,19,,,2020-07-27 01:44:00,2020
16,0,20,2020-07-27 01:42:01+00:00,True,True,0,True,True,2,20,1,active,20,,,2020-07-27 01:44:00,2020
17,0,21,2020-07-27 00:54:03+00:00,True,True,0,True,True,4,13,1,active,21,,,2020-07-27 01:44:00,2020
