,num_bikes_available,last_reported,is_returning,legacy_id,num_bikes_disabled,station_status,num_docks_disabled,num_ebikes_available,station_id,is_installed,is_renting,eightd_has_available_keys,num_docks_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,1,2020-08-01 14:13:31+00:00,True,3,0,active,0,0,3,True,True,True,14,,,2020-08-01 15:12:00,2020
1,2,2020-08-01 15:04:44+00:00,True,4,0,active,0,0,4,True,True,False,17,,,2020-08-01 15:12:00,2020
2,0,2020-08-01 14:39:35+00:00,True,5,0,active,0,0,5,True,True,False,15,,,2020-08-01 15:12:00,2020
3,0,2020-08-01 15:10:33+00:00,True,6,0,active,0,0,6,True,True,False,15,,,2020-08-01 15:12:00,2020
4,5,2020-08-01 14:47:03+00:00,True,7,0,active,0,0,7,True,True,False,10,,,2020-08-01 15:12:00,2020
5,4,2020-08-01 15:04:10+00:00,True,8,2,active,0,0,8,True,True,False,13,,,2020-08-01 15:12:00,2020
6,12,2020-08-01 14:47:18+00:00,True,9,0,active,0,0,9,True,True,False,3,,,2020-08-01 15:12:00,2020
7,4,2020-08-01 14:24:09+00:00,True,10,1,active,0,0,10,True,True,False,6,,,2020-08-01 15:12:00,2020
8,14,2020-08-01 14:40:57+00:00,True,11,1,active,0,0,11,True,True,False,0,"{'off_dock_capacity': 50, 'valet_revision': 75, 'off_dock_count': 20, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'active': True, 'dock_blocked_count': 0}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-01 15:12:00,2020
9,1,2020-08-01 15:01:52+00:00,True,12,2,active,0,0,12,True,True,True,15,,,2020-08-01 15:12:00,2020
10,16,2020-08-01 15:09:33+00:00,True,13,0,active,0,0,13,True,True,False,3,,,2020-08-01 15:12:00,2020
11,11,2020-08-01 15:03:25+00:00,True,14,0,active,0,0,14,True,True,False,14,,,2020-08-01 15:12:00,2020
12,13,2020-08-01 15:02:08+00:00,True,15,1,active,0,0,15,True,True,False,1,,,2020-08-01 15:12:00,2020
