,num_ebikes_available,last_reported,station_id,num_bikes_disabled,is_installed,is_renting,is_returning,num_bikes_available,eightd_has_available_keys,station_status,num_docks_disabled,legacy_id,num_docks_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
181,0,2020-08-06 08:36:42+00:00,209,0,True,True,True,5,False,active,0,209,10,,,2020-08-06 08:46:00,2020
182,0,2020-08-06 08:01:56+00:00,210,0,True,True,True,1,False,active,0,210,14,,,2020-08-06 08:46:00,2020
183,0,2020-08-06 08:32:03+00:00,211,0,True,True,True,10,False,active,0,211,9,,,2020-08-06 08:46:00,2020
184,0,2020-08-06 08:42:19+00:00,212,0,True,True,True,19,False,active,0,212,14,,,2020-08-06 08:46:00,2020
185,0,2020-08-06 08:27:59+00:00,213,0,True,True,True,8,True,active,0,213,8,,,2020-08-06 08:46:00,2020
186,0,2020-08-06 02:54:24+00:00,214,0,True,True,True,15,False,active,0,214,0,,,2020-08-06 08:46:00,2020
187,0,2020-08-06 08:42:08+00:00,215,1,True,True,True,8,False,active,0,215,6,,,2020-08-06 08:46:00,2020
188,0,2020-08-06 08:37:47+00:00,216,0,True,True,True,17,False,active,0,216,2,,,2020-08-06 08:46:00,2020
189,0,2020-08-06 08:22:55+00:00,217,0,True,True,True,19,False,active,0,217,0,,,2020-08-06 08:46:00,2020
190,0,2020-08-06 08:14:56+00:00,218,1,True,True,True,5,False,active,0,218,9,,,2020-08-06 08:46:00,2020
191,0,2020-08-06 08:13:18+00:00,219,0,True,True,True,13,False,active,0,219,2,,,2020-08-06 08:46:00,2020
192,0,2020-08-06 08:28:05+00:00,221,3,True,True,True,12,False,active,0,221,4,,,2020-08-06 08:46:00,2020
193,0,2020-08-06 04:35:51+00:00,222,0,True,True,True,3,True,active,0,222,11,,,2020-08-06 08:46:00,2020
194,0,2020-08-06 08:35:02+00:00,224,1,True,True,True,7,False,active,0,224,9,,,2020-08-06 08:46:00,2020
195,0,2020-08-06 08:27:59+00:00,225,0,True,True,True,9,False,active,0,225,10,,,2020-08-06 08:46:00,2020
196,0,2020-08-06 08:42:01+00:00,226,1,True,True,True,14,False,active,0,226,0,,,2020-08-06 08:46:00,2020
197,0,2020-08-06 08:32:10+00:00,227,0,True,True,True,2,False,active,0,227,17,,,2020-08-06 08:46:00,2020
198,0,2020-08-06 08:32:16+00:00,228,0,True,True,True,0,False,active,0,228,19,,,2020-08-06 08:46:00,2020
199,0,2020-08-06 08:41:56+00:00,232,0,True,True,True,2,False,active,0,232,9,,,2020-08-06 08:46:00,2020
200,0,2020-08-06 07:55:52+00:00,233,0,True,True,True,10,False,active,0,233,5,,,2020-08-06 08:46:00,2020
201,0,2020-08-06 08:38:32+00:00,234,0,True,True,True,2,False,active,0,234,13,,,2020-08-06 08:46:00,2020
202,0,2020-08-06 00:31:59+00:00,235,1,True,True,True,4,False,active,0,235,10,,,2020-08-06 08:46:00,2020
203,0,2020-08-06 08:31:57+00:00,236,0,True,True,True,9,False,active,0,236,6,,,2020-08-06 08:46:00,2020
204,0,2020-08-06 08:42:03+00:00,239,0,True,True,True,15,False,active,0,239,0,,,2020-08-06 08:46:00,2020
205,0,2020-08-06 08:38:19+00:00,255,0,True,True,True,12,False,active,0,255,3,,,2020-08-06 08:46:00,2020
206,0,2020-08-05 22:06:52+00:00,258,0,True,True,True,8,False,active,0,258,7,,,2020-08-06 08:46:00,2020
207,0,2020-08-06 08:38:07+00:00,259,0,True,True,True,0,False,active,0,259,15,,,2020-08-06 08:46:00,2020
208,0,2020-08-06 08:38:29+00:00,260,0,True,True,True,7,False,active,0,260,8,,,2020-08-06 08:46:00,2020
