,is_installed,is_renting,is_returning,num_ebikes_available,num_bikes_available,num_bikes_disabled,station_id,station_status,num_docks_available,legacy_id,eightd_has_available_keys,last_reported,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,True,True,True,0,5,0,3,active,10,3,True,2020-07-29 17:40:47+00:00,0,,,2020-07-29 17:54:15,2020
1,True,True,True,0,9,0,4,active,10,4,False,2020-07-29 17:47:46+00:00,0,,,2020-07-29 17:54:15,2020
2,True,True,True,0,9,0,5,active,6,5,False,2020-07-29 17:53:18+00:00,0,,,2020-07-29 17:54:15,2020
3,True,True,True,0,15,0,6,active,0,6,False,2020-07-29 17:38:57+00:00,0,,,2020-07-29 17:54:15,2020
4,True,True,True,0,3,0,7,active,12,7,False,2020-07-29 16:19:34+00:00,0,,,2020-07-29 17:54:15,2020
5,True,True,True,0,4,1,8,active,14,8,False,2020-07-29 17:28:41+00:00,0,,,2020-07-29 17:54:15,2020
6,True,True,True,0,1,2,9,active,12,9,False,2020-07-29 17:41:35+00:00,0,,,2020-07-29 17:54:15,2020
7,True,True,True,0,3,1,10,active,7,10,False,2020-07-29 17:52:13+00:00,0,,,2020-07-29 17:54:15,2020
8,True,True,True,0,14,1,11,active,0,11,False,2020-07-29 17:47:00+00:00,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 50, 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'valet_revision': 69}",2020-07-29 17:54:15,2020
9,True,True,True,0,10,0,12,active,8,12,True,2020-07-29 17:37:03+00:00,0,,,2020-07-29 17:54:15,2020
10,True,True,True,0,14,0,13,active,5,13,False,2020-07-29 17:44:55+00:00,0,,,2020-07-29 17:54:15,2020
11,True,True,True,0,23,0,14,active,2,14,False,2020-07-29 17:51:22+00:00,0,,,2020-07-29 17:54:15,2020
12,True,True,True,0,8,0,15,active,7,15,False,2020-07-29 17:32:46+00:00,0,,,2020-07-29 17:54:15,2020
13,True,True,True,0,9,1,16,active,9,16,True,2020-07-29 17:29:57+00:00,0,,,2020-07-29 17:54:15,2020
14,True,True,True,0,13,0,17,active,2,17,False,2020-07-29 17:53:54+00:00,0,,,2020-07-29 17:54:15,2020
15,True,True,True,0,4,0,19,active,11,19,False,2020-07-29 17:39:56+00:00,0,,,2020-07-29 17:54:15,2020
16,True,True,True,0,7,1,20,active,15,20,True,2020-07-29 17:38:25+00:00,0,,,2020-07-29 17:54:15,2020
17,True,True,True,0,5,0,21,active,13,21,False,2020-07-29 17:30:19+00:00,0,,,2020-07-29 17:54:15,2020
18,True,True,True,0,11,0,22,active,36,22,True,2020-07-29 17:49:56+00:00,0,,,2020-07-29 17:54:15,2020
19,True,True,True,0,9,0,23,active,12,23,True,2020-07-29 17:53:43+00:00,0,,,2020-07-29 17:54:15,2020
20,True,True,True,0,8,1,24,active,10,24,False,2020-07-29 17:01:42+00:00,0,,,2020-07-29 17:54:15,2020
21,True,True,True,0,8,0,25,active,7,25,False,2020-07-29 17:53:57+00:00,0,,,2020-07-29 17:54:15,2020
22,True,True,True,0,15,0,26,active,0,26,False,2020-07-29 17:51:52+00:00,0,,,2020-07-29 17:54:15,2020
23,True,True,True,0,11,1,27,active,11,27,False,2020-07-29 17:48:07+00:00,0,,,2020-07-29 17:54:15,2020
24,True,True,True,0,12,0,29,active,3,29,False,2020-07-29 13:23:58+00:00,0,,,2020-07-29 17:54:15,2020
25,True,True,True,0,14,0,30,active,1,30,False,2020-07-29 17:49:25+00:00,0,,,2020-07-29 17:54:15,2020
26,True,True,True,0,7,1,31,active,11,31,True,2020-07-29 14:56:24+00:00,0,,,2020-07-29 17:54:15,2020
27,True,True,True,0,1,0,32,active,14,32,False,2020-07-29 17:51:10+00:00,0,,,2020-07-29 17:54:15,2020
28,True,True,True,0,20,0,33,active,7,33,False,2020-07-29 17:10:44+00:00,0,,,2020-07-29 17:54:15,2020
29,True,True,True,0,9,0,35,active,14,35,False,2020-07-29 17:38:02+00:00,0,,,2020-07-29 17:54:15,2020
30,True,True,True,0,25,0,36,active,8,36,True,2020-07-29 17:41:44+00:00,0,,,2020-07-29 17:54:15,2020
31,True,True,True,0,0,0,37,active,15,37,True,2020-07-29 17:19:07+00:00,0,,,2020-07-29 17:54:15,2020
32,True,True,True,0,12,1,39,active,10,39,False,2020-07-29 17:53:44+00:00,0,,,2020-07-29 17:54:15,2020
