,num_docks_available,legacy_id,num_bikes_available,is_installed,is_returning,station_status,num_docks_disabled,is_renting,eightd_has_available_keys,last_reported,station_id,num_bikes_disabled,num_ebikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,6,3,9,True,True,active,0,True,False,2020-08-13 14:14:06+00:00,3,0,0,,,2020-08-13 14:39:15,2020
1,7,4,12,True,True,active,0,True,False,2020-08-13 14:06:14+00:00,4,0,0,,,2020-08-13 14:39:15,2020
2,9,5,6,True,True,active,0,True,False,2020-08-13 14:29:19+00:00,5,0,0,,,2020-08-13 14:39:15,2020
3,10,6,2,True,True,active,0,True,False,2020-08-13 14:37:17+00:00,6,3,0,,,2020-08-13 14:39:15,2020
4,13,7,2,True,True,active,0,True,False,2020-08-13 14:03:43+00:00,7,0,0,,,2020-08-13 14:39:15,2020
5,11,8,8,True,True,active,0,True,False,2020-08-13 14:24:48+00:00,8,0,0,,,2020-08-13 14:39:15,2020
6,2,9,12,True,True,active,0,True,False,2020-08-13 14:32:54+00:00,9,1,0,,,2020-08-13 14:39:15,2020
7,5,10,6,True,True,active,0,True,False,2020-08-13 14:27:06+00:00,10,0,0,,,2020-08-13 14:39:15,2020
8,0,11,14,True,True,active,0,True,False,2020-08-13 14:38:40+00:00,11,1,0,,,2020-08-13 14:39:15,2020
9,5,12,13,True,True,active,0,True,True,2020-08-13 14:34:19+00:00,12,0,0,,,2020-08-13 14:39:15,2020
10,2,13,17,True,True,active,0,True,False,2020-08-13 14:34:45+00:00,13,0,0,,,2020-08-13 14:39:15,2020
11,7,14,18,True,True,active,0,True,False,2020-08-13 14:31:31+00:00,14,0,0,,,2020-08-13 14:39:15,2020
12,6,15,9,True,True,active,0,True,False,2020-08-13 13:46:58+00:00,15,0,0,,,2020-08-13 14:39:15,2020
13,7,16,12,True,True,active,0,True,True,2020-08-13 14:34:23+00:00,16,0,0,,,2020-08-13 14:39:15,2020
14,10,17,4,True,True,active,0,True,False,2020-08-13 14:28:55+00:00,17,1,0,,,2020-08-13 14:39:15,2020
15,11,19,3,True,True,active,0,True,False,2020-08-13 14:19:09+00:00,19,1,0,,,2020-08-13 14:39:15,2020
16,13,20,10,True,True,active,0,True,True,2020-08-13 13:47:07+00:00,20,0,0,,,2020-08-13 14:39:15,2020
17,15,21,3,True,True,active,0,True,True,2020-08-13 14:32:34+00:00,21,0,0,,,2020-08-13 14:39:15,2020
18,37,22,9,True,True,active,0,True,True,2020-08-13 14:06:18+00:00,22,1,0,,,2020-08-13 14:39:15,2020
19,11,23,10,True,True,active,0,True,False,2020-08-13 14:36:53+00:00,23,0,0,,,2020-08-13 14:39:15,2020
20,4,24,14,True,True,active,0,True,False,2020-08-13 13:28:42+00:00,24,1,0,,,2020-08-13 14:39:15,2020
21,6,25,8,True,True,active,0,True,False,2020-08-13 14:31:01+00:00,25,1,0,,,2020-08-13 14:39:15,2020
22,4,26,11,True,True,active,0,True,False,2020-08-13 14:34:45+00:00,26,0,0,,,2020-08-13 14:39:15,2020
23,9,27,14,True,True,active,0,True,False,2020-08-13 14:08:34+00:00,27,0,0,,,2020-08-13 14:39:15,2020
24,6,29,9,True,True,active,0,True,False,2020-08-13 12:43:37+00:00,29,0,0,,,2020-08-13 14:39:15,2020
25,0,30,14,True,True,active,0,True,False,2020-08-13 14:00:24+00:00,30,1,0,,,2020-08-13 14:39:15,2020
26,12,31,7,True,True,active,0,True,True,2020-08-13 13:25:53+00:00,31,0,0,,,2020-08-13 14:39:15,2020
27,0,32,14,True,True,active,0,True,False,2020-08-13 14:32:35+00:00,32,1,0,,,2020-08-13 14:39:15,2020
