,num_ebikes_available,station_status,num_docks_disabled,is_installed,num_bikes_available,station_id,legacy_id,num_bikes_disabled,num_docks_available,is_returning,eightd_has_available_keys,is_renting,last_reported,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,active,0,True,12,3,3,0,3,True,True,True,2020-07-30 15:22:45+00:00,,,2020-07-30 15:33:25,2020
1,0,active,0,True,8,4,4,1,10,True,False,True,2020-07-30 14:55:08+00:00,,,2020-07-30 15:33:25,2020
2,0,active,0,True,4,5,5,1,10,True,False,True,2020-07-30 15:29:41+00:00,,,2020-07-30 15:33:25,2020
3,0,active,0,True,12,6,6,0,3,True,False,True,2020-07-30 15:27:31+00:00,,,2020-07-30 15:33:25,2020
4,0,active,0,True,10,7,7,1,4,True,False,True,2020-07-30 15:20:51+00:00,,,2020-07-30 15:33:25,2020
5,0,active,0,True,1,8,8,2,16,True,False,True,2020-07-30 15:29:58+00:00,,,2020-07-30 15:33:25,2020
6,0,active,0,True,2,9,9,0,13,True,False,True,2020-07-30 14:23:19+00:00,,,2020-07-30 15:33:25,2020
7,0,active,0,True,2,10,10,0,9,True,False,True,2020-07-30 15:20:41+00:00,,,2020-07-30 15:33:25,2020
8,0,active,0,True,13,11,11,0,2,True,False,True,2020-07-30 15:21:35+00:00,"{'valet_revision': 73, 'region': 'BOS', 'active': True, 'off_dock_count': 61, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50, 'dock_blocked_count': 0}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-30 15:33:25,2020
9,0,active,0,True,6,12,12,1,11,True,True,True,2020-07-30 14:50:05+00:00,,,2020-07-30 15:33:25,2020
10,0,active,0,True,19,13,13,0,0,True,False,True,2020-07-30 14:23:31+00:00,,,2020-07-30 15:33:25,2020
11,0,active,0,True,23,14,14,0,2,True,False,True,2020-07-30 15:31:38+00:00,,,2020-07-30 15:33:25,2020
12,0,active,0,True,7,15,15,0,8,True,False,True,2020-07-30 15:23:33+00:00,,,2020-07-30 15:33:25,2020
13,0,active,0,True,0,16,16,3,16,True,True,True,2020-07-30 15:24:43+00:00,,,2020-07-30 15:33:25,2020
14,0,active,0,True,7,17,17,0,8,True,False,True,2020-07-30 15:21:00+00:00,,,2020-07-30 15:33:25,2020
15,0,active,0,True,3,19,19,0,12,True,False,True,2020-07-30 14:47:27+00:00,,,2020-07-30 15:33:25,2020
16,0,active,0,True,16,20,20,0,7,True,True,True,2020-07-30 14:49:41+00:00,,,2020-07-30 15:33:25,2020
17,0,active,0,True,12,21,21,0,6,True,True,True,2020-07-30 14:12:42+00:00,,,2020-07-30 15:33:25,2020
18,0,active,0,True,11,22,22,1,35,True,True,True,2020-07-30 15:30:59+00:00,,,2020-07-30 15:33:25,2020
19,0,active,0,True,8,23,23,0,13,True,True,True,2020-07-30 15:16:45+00:00,,,2020-07-30 15:33:25,2020
20,0,active,0,True,14,24,24,1,4,True,False,True,2020-07-30 13:41:19+00:00,,,2020-07-30 15:33:25,2020
21,0,active,0,True,4,25,25,0,11,True,False,True,2020-07-30 15:15:40+00:00,,,2020-07-30 15:33:25,2020
22,0,active,0,True,1,26,26,2,12,True,False,True,2020-07-30 14:57:05+00:00,,,2020-07-30 15:33:25,2020
23,0,active,0,True,0,27,27,2,21,True,False,True,2020-07-30 15:32:36+00:00,,,2020-07-30 15:33:25,2020
24,0,active,0,True,9,29,29,0,6,True,False,True,2020-07-30 13:11:12+00:00,,,2020-07-30 15:33:25,2020
25,0,active,0,True,11,30,30,0,4,True,False,True,2020-07-30 14:59:14+00:00,,,2020-07-30 15:33:25,2020
26,0,active,0,True,8,31,31,1,10,True,True,True,2020-07-30 15:28:40+00:00,,,2020-07-30 15:33:25,2020
27,0,active,0,True,11,32,32,2,2,True,False,True,2020-07-30 15:27:59+00:00,,,2020-07-30 15:33:25,2020
28,0,active,0,True,24,33,33,2,1,True,False,True,2020-07-30 15:31:45+00:00,,,2020-07-30 15:33:25,2020
29,0,active,0,True,17,35,35,0,6,True,False,True,2020-07-30 15:32:43+00:00,,,2020-07-30 15:33:25,2020
30,0,active,0,True,13,36,36,0,20,True,True,True,2020-07-30 15:00:08+00:00,,,2020-07-30 15:33:25,2020
31,0,active,0,True,4,37,37,0,11,True,True,True,2020-07-30 12:18:22+00:00,,,2020-07-30 15:33:25,2020
32,0,active,0,True,12,39,39,2,9,True,False,True,2020-07-30 15:30:33+00:00,,,2020-07-30 15:33:25,2020
33,0,active,0,True,3,40,40,0,16,True,False,True,2020-07-30 15:08:37+00:00,,,2020-07-30 15:33:25,2020
34,0,active,0,True,14,41,41,1,12,True,True,True,2020-07-30 15:27:41+00:00,,,2020-07-30 15:33:25,2020
35,0,active,0,True,20,42,42,0,3,True,False,True,2020-07-30 15:02:31+00:00,,,2020-07-30 15:33:25,2020
36,0,active,0,True,9,43,43,0,6,True,True,True,2020-07-30 14:53:33+00:00,,,2020-07-30 15:33:25,2020
37,0,active,0,True,14,44,44,0,9,True,False,True,2020-07-30 15:18:41+00:00,,,2020-07-30 15:33:25,2020
38,0,active,0,True,3,46,46,0,16,True,False,True,2020-07-30 15:30:10+00:00,,,2020-07-30 15:33:25,2020
39,0,active,0,True,7,47,47,0,12,True,True,True,2020-07-30 15:22:38+00:00,,,2020-07-30 15:33:25,2020
40,0,active,0,True,11,48,48,0,8,True,False,True,2020-07-30 15:23:15+00:00,,,2020-07-30 15:33:25,2020
41,0,active,0,True,7,49,49,0,11,True,False,True,2020-07-30 15:11:03+00:00,,,2020-07-30 15:33:25,2020
42,0,active,0,True,10,50,50,0,5,True,True,True,2020-07-30 15:21:56+00:00,,,2020-07-30 15:33:25,2020
43,0,active,0,True,3,51,51,1,11,True,False,True,2020-07-30 14:28:35+00:00,,,2020-07-30 15:33:25,2020
44,0,active,0,True,5,52,52,0,18,True,True,True,2020-07-30 15:33:08+00:00,,,2020-07-30 15:33:25,2020
45,0,active,0,True,0,53,53,0,19,True,False,True,2020-07-30 15:29:50+00:00,,,2020-07-30 15:33:25,2020
46,0,active,0,True,1,54,54,0,14,True,False,True,2020-07-30 14:56:36+00:00,,,2020-07-30 15:33:25,2020
47,0,active,0,True,8,55,55,0,7,True,False,True,2020-07-30 15:32:14+00:00,,,2020-07-30 15:33:25,2020
48,0,active,0,True,11,56,56,0,7,True,True,True,2020-07-30 14:21:15+00:00,,,2020-07-30 15:33:25,2020
49,0,active,0,True,3,57,57,0,11,True,True,True,2020-07-30 15:13:23+00:00,,,2020-07-30 15:33:25,2020
50,0,active,0,True,9,58,58,0,10,True,True,True,2020-07-30 15:33:06+00:00,,,2020-07-30 15:33:25,2020
51,0,active,0,True,9,59,59,0,10,True,True,True,2020-07-30 15:06:45+00:00,,,2020-07-30 15:33:25,2020
52,0,active,0,True,8,60,60,0,11,True,False,True,2020-07-30 15:23:36+00:00,"{'valet_revision': 63, 'region': 'BOS', 'active': True, 'off_dock_count': 40, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 40, 'dock_blocked_count': 0}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-07-30 15:33:25,2020
53,0,active,0,True,9,61,61,0,10,True,False,True,2020-07-30 15:23:37+00:00,,,2020-07-30 15:33:25,2020
54,0,active,0,True,14,63,63,0,1,True,False,True,2020-07-30 12:36:54+00:00,,,2020-07-30 15:33:25,2020
55,0,active,0,True,8,64,64,2,9,True,False,True,2020-07-30 15:17:41+00:00,,,2020-07-30 15:33:25,2020
56,0,active,0,True,10,65,65,0,13,True,False,True,2020-07-30 12:59:16+00:00,,,2020-07-30 15:33:25,2020
57,0,active,0,True,0,66,66,0,15,True,False,True,2020-07-30 14:35:43+00:00,,,2020-07-30 15:33:25,2020
58,0,active,0,True,14,67,67,0,13,True,True,True,2020-07-30 15:26:40+00:00,,,2020-07-30 15:33:25,2020
59,0,active,0,True,2,68,68,2,15,True,True,True,2020-07-30 15:31:38+00:00,,,2020-07-30 15:33:25,2020
60,0,active,0,True,5,69,69,0,14,True,True,True,2020-07-30 15:03:22+00:00,,,2020-07-30 15:33:25,2020
61,0,active,0,True,1,70,70,0,22,True,False,True,2020-07-30 15:28:00+00:00,,,2020-07-30 15:33:25,2020
62,0,active,0,True,19,71,71,0,4,True,False,True,2020-07-30 15:10:41+00:00,,,2020-07-30 15:33:25,2020
63,0,active,0,True,6,72,72,0,17,True,False,True,2020-07-30 15:12:56+00:00,,,2020-07-30 15:33:25,2020
64,0,active,0,True,12,73,73,1,2,True,False,True,2020-07-30 15:21:19+00:00,,,2020-07-30 15:33:25,2020
65,0,active,0,True,13,74,74,1,5,True,True,True,2020-07-30 15:32:47+00:00,,,2020-07-30 15:33:25,2020
66,0,active,0,True,8,75,75,0,7,True,False,True,2020-07-30 15:10:53+00:00,,,2020-07-30 15:33:25,2020
67,0,active,0,True,4,76,76,0,13,True,False,True,2020-07-30 15:32:53+00:00,,,2020-07-30 15:33:25,2020
68,0,active,0,True,5,77,77,1,9,True,False,True,2020-07-30 14:29:11+00:00,,,2020-07-30 15:33:25,2020
69,0,active,0,True,17,78,78,0,2,True,False,True,2020-07-30 15:22:08+00:00,,,2020-07-30 15:33:25,2020
70,0,active,0,True,1,79,79,0,18,True,False,True,2020-07-30 15:15:48+00:00,,,2020-07-30 15:33:25,2020
71,0,active,0,True,33,80,80,1,1,True,False,True,2020-07-30 15:23:56+00:00,,,2020-07-30 15:33:25,2020
72,0,active,0,True,8,81,81,0,11,True,False,True,2020-07-30 15:06:09+00:00,,,2020-07-30 15:33:25,2020
73,0,active,0,True,5,82,82,0,10,True,False,True,2020-07-30 13:49:33+00:00,,,2020-07-30 15:33:25,2020
74,0,active,0,True,10,84,84,0,5,True,False,True,2020-07-30 15:21:51+00:00,,,2020-07-30 15:33:25,2020
75,0,active,0,True,17,85,85,0,2,True,False,True,2020-07-30 15:30:51+00:00,,,2020-07-30 15:33:25,2020
76,0,active,0,True,8,86,86,0,11,True,False,True,2020-07-30 15:06:26+00:00,,,2020-07-30 15:33:25,2020
77,0,active,0,True,6,87,87,1,8,True,False,True,2020-07-30 15:33:19+00:00,,,2020-07-30 15:33:25,2020
78,0,active,0,True,16,89,89,0,3,True,False,True,2020-07-30 15:28:09+00:00,,,2020-07-30 15:33:25,2020
79,0,active,0,True,9,90,90,0,10,True,False,True,2020-07-30 15:16:47+00:00,,,2020-07-30 15:33:25,2020
80,0,active,0,True,11,91,91,3,5,True,False,True,2020-07-30 15:30:25+00:00,,,2020-07-30 15:33:25,2020
81,0,active,0,True,11,92,92,1,7,True,False,True,2020-07-30 12:41:43+00:00,,,2020-07-30 15:33:25,2020
82,0,active,0,True,4,93,93,3,8,True,False,True,2020-07-30 12:38:38+00:00,,,2020-07-30 15:33:25,2020
83,0,active,0,True,5,94,94,0,6,True,False,True,2020-07-30 15:29:07+00:00,,,2020-07-30 15:33:25,2020
84,0,active,0,True,12,95,95,1,2,True,False,True,2020-07-30 14:49:46+00:00,,,2020-07-30 15:33:25,2020
85,0,active,0,True,3,96,96,0,16,True,False,True,2020-07-30 14:47:50+00:00,,,2020-07-30 15:33:25,2020
