,num_bikes_disabled,last_reported,legacy_id,eightd_has_available_keys,is_installed,num_docks_available,num_ebikes_available,num_docks_disabled,is_returning,station_status,station_id,is_renting,num_bikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,2020-08-08 21:32:58+00:00,3,False,True,8,0,0,True,active,3,True,7,,,2020-08-08 21:36:10,2020
1,0,2020-08-08 21:14:29+00:00,4,False,True,5,0,0,True,active,4,True,14,,,2020-08-08 21:36:10,2020
2,0,2020-08-08 21:05:11+00:00,5,False,True,15,0,0,True,active,5,True,0,,,2020-08-08 21:36:10,2020
3,1,2020-08-08 21:33:44+00:00,6,False,True,10,0,0,True,active,6,True,4,,,2020-08-08 21:36:10,2020
4,0,2020-08-08 21:19:11+00:00,7,False,True,12,0,0,True,active,7,True,3,,,2020-08-08 21:36:10,2020
5,0,2020-08-08 21:31:01+00:00,8,False,True,10,0,0,True,active,8,True,9,,,2020-08-08 21:36:10,2020
6,2,2020-08-08 20:58:17+00:00,9,False,True,11,0,0,True,active,9,True,2,,,2020-08-08 21:36:10,2020
7,1,2020-08-08 21:22:45+00:00,10,False,True,8,0,0,True,active,10,True,2,,,2020-08-08 21:36:10,2020
8,1,2020-08-08 21:35:41+00:00,11,False,True,12,0,0,True,active,11,True,2,,,2020-08-08 21:36:10,2020
9,0,2020-08-08 21:35:26+00:00,12,True,True,16,0,0,True,active,12,True,2,,,2020-08-08 21:36:10,2020
10,0,2020-08-08 21:34:52+00:00,13,False,True,19,0,0,True,active,13,True,0,,,2020-08-08 21:36:10,2020
11,0,2020-08-08 21:34:40+00:00,14,False,True,16,0,0,True,active,14,True,9,,,2020-08-08 21:36:10,2020
12,0,2020-08-08 21:01:58+00:00,15,False,True,1,0,0,True,active,15,True,14,,,2020-08-08 21:36:10,2020
13,0,2020-08-08 21:20:07+00:00,16,True,True,0,0,0,True,active,16,True,19,,,2020-08-08 21:36:10,2020
14,1,2020-08-08 21:16:57+00:00,17,False,True,10,0,0,True,active,17,True,4,,,2020-08-08 21:36:10,2020
15,0,2020-08-08 21:25:29+00:00,19,False,True,13,0,0,True,active,19,True,2,,,2020-08-08 21:36:10,2020
16,0,2020-08-08 21:32:02+00:00,20,True,True,12,0,0,True,active,20,True,11,,,2020-08-08 21:36:10,2020
17,0,2020-08-08 21:26:56+00:00,21,True,True,12,0,0,True,active,21,True,6,,,2020-08-08 21:36:10,2020
18,0,2020-08-08 21:29:49+00:00,22,True,True,29,0,0,True,active,22,True,18,,,2020-08-08 21:36:10,2020
19,0,2020-08-08 21:26:33+00:00,23,False,True,2,0,0,True,active,23,True,19,,,2020-08-08 21:36:10,2020
20,0,2020-08-08 21:35:49+00:00,24,False,True,5,0,0,True,active,24,True,14,,,2020-08-08 21:36:10,2020
21,0,2020-08-08 21:22:43+00:00,25,False,True,8,0,0,True,active,25,True,7,,,2020-08-08 21:36:10,2020
22,0,2020-08-08 21:31:48+00:00,26,False,True,8,0,0,True,active,26,True,7,,,2020-08-08 21:36:10,2020
23,0,2020-08-08 21:24:35+00:00,27,False,True,15,0,0,True,active,27,True,8,,,2020-08-08 21:36:10,2020
24,2,2020-08-08 21:32:29+00:00,29,False,True,12,0,0,True,active,29,True,1,,,2020-08-08 21:36:10,2020
25,0,2020-08-08 21:04:55+00:00,30,False,True,13,0,0,True,active,30,True,2,,,2020-08-08 21:36:10,2020
26,0,2020-08-08 21:09:53+00:00,31,False,True,9,0,0,True,active,31,True,10,,,2020-08-08 21:36:10,2020
27,1,2020-08-08 21:33:10+00:00,32,False,True,4,0,0,True,active,32,True,10,,,2020-08-08 21:36:10,2020
28,1,2020-08-08 21:06:38+00:00,33,False,True,20,0,0,True,active,33,True,6,,,2020-08-08 21:36:10,2020
29,0,2020-08-08 21:20:40+00:00,35,False,True,12,0,0,True,active,35,True,11,,,2020-08-08 21:36:10,2020
30,0,2020-08-08 21:35:03+00:00,36,True,True,4,0,0,True,active,36,True,29,,,2020-08-08 21:36:10,2020
31,0,2020-08-08 21:32:01+00:00,37,True,True,13,0,0,True,active,37,True,2,,,2020-08-08 21:36:10,2020
32,0,2020-08-08 21:32:42+00:00,39,False,True,15,0,0,True,active,39,True,8,,,2020-08-08 21:36:10,2020
33,4,2020-08-08 21:34:02+00:00,40,False,True,3,0,0,True,active,40,True,12,,,2020-08-08 21:36:10,2020
34,1,2020-08-08 21:35:43+00:00,41,True,True,20,0,0,True,active,41,True,6,,,2020-08-08 21:36:10,2020
35,0,2020-08-08 21:27:27+00:00,42,False,True,18,0,0,True,active,42,True,5,,,2020-08-08 21:36:10,2020
36,1,2020-08-08 21:29:04+00:00,43,True,True,7,0,0,True,active,43,True,7,,,2020-08-08 21:36:10,2020
37,0,2020-08-08 21:22:27+00:00,44,False,True,10,0,0,True,active,44,True,13,,,2020-08-08 21:36:10,2020
38,0,2020-08-08 21:35:17+00:00,46,False,True,15,0,0,True,active,46,True,4,,,2020-08-08 21:36:10,2020
39,1,2020-08-08 21:31:55+00:00,47,True,True,7,0,0,True,active,47,True,11,,,2020-08-08 21:36:10,2020
40,0,2020-08-08 21:18:49+00:00,48,False,True,8,0,0,True,active,48,True,11,,,2020-08-08 21:36:10,2020
41,0,2020-08-08 21:17:28+00:00,49,False,True,2,0,0,True,active,49,True,16,,,2020-08-08 21:36:10,2020
42,0,2020-08-08 21:28:57+00:00,50,True,True,2,0,0,True,active,50,True,13,,,2020-08-08 21:36:10,2020
43,0,2020-08-08 21:32:31+00:00,51,False,True,14,0,0,True,active,51,True,1,,,2020-08-08 21:36:10,2020
44,0,2020-08-08 21:32:50+00:00,52,True,True,3,0,0,True,active,52,True,20,,,2020-08-08 21:36:10,2020
45,0,2020-08-08 21:35:03+00:00,53,False,True,5,0,0,True,active,53,True,14,,,2020-08-08 21:36:10,2020
46,0,2020-08-08 21:07:31+00:00,54,False,True,13,0,0,True,active,54,True,2,,,2020-08-08 21:36:10,2020
47,0,2020-08-08 21:34:39+00:00,55,False,True,6,0,0,True,active,55,True,9,,,2020-08-08 21:36:10,2020
48,0,2020-08-08 21:13:52+00:00,56,True,True,13,0,0,True,active,56,True,5,,,2020-08-08 21:36:10,2020
49,0,2020-08-08 21:31:16+00:00,57,True,True,9,0,0,True,active,57,True,5,,,2020-08-08 21:36:10,2020
50,3,2020-08-08 21:31:58+00:00,58,True,True,2,0,0,True,active,58,True,14,,,2020-08-08 21:36:10,2020
51,0,2020-08-08 20:29:51+00:00,59,False,True,19,0,0,True,active,59,True,0,,,2020-08-08 21:36:10,2020
52,3,2020-08-08 21:34:23+00:00,60,False,True,10,0,0,True,active,60,True,6,,,2020-08-08 21:36:10,2020
53,1,2020-08-08 21:35:52+00:00,61,False,True,6,0,0,True,active,61,True,12,,,2020-08-08 21:36:10,2020
54,1,2020-08-08 20:53:36+00:00,63,False,True,11,0,0,True,active,63,True,3,,,2020-08-08 21:36:10,2020
55,0,2020-08-08 20:49:23+00:00,64,False,True,0,0,0,True,active,64,True,19,,,2020-08-08 21:36:10,2020
56,0,2020-08-08 19:40:47+00:00,65,False,True,14,0,0,True,active,65,True,9,,,2020-08-08 21:36:10,2020
57,0,2020-08-08 21:31:38+00:00,66,False,True,9,0,0,True,active,66,True,6,,,2020-08-08 21:36:10,2020
58,0,2020-08-08 21:33:18+00:00,67,True,True,25,0,0,True,active,67,True,2,,,2020-08-08 21:36:10,2020
59,1,2020-08-08 21:36:00+00:00,68,True,True,14,0,0,True,active,68,True,4,,,2020-08-08 21:36:10,2020
60,0,2020-08-08 21:35:59+00:00,69,True,True,13,0,0,True,active,69,True,6,,,2020-08-08 21:36:10,2020
61,0,2020-08-08 21:27:10+00:00,70,False,True,9,0,0,True,active,70,True,14,,,2020-08-08 21:36:10,2020
62,0,2020-08-08 21:32:51+00:00,71,False,True,9,0,0,True,active,71,True,14,,,2020-08-08 21:36:10,2020
63,0,2020-08-08 21:30:26+00:00,72,False,True,16,0,0,True,active,72,True,7,,,2020-08-08 21:36:10,2020
64,0,2020-08-08 21:34:49+00:00,73,False,True,2,0,0,True,active,73,True,13,,,2020-08-08 21:36:10,2020
65,1,2020-08-08 21:29:43+00:00,74,True,True,7,0,0,True,active,74,True,11,,,2020-08-08 21:36:10,2020
66,1,2020-08-08 21:31:28+00:00,75,False,True,5,0,0,True,active,75,True,9,,,2020-08-08 21:36:10,2020
67,0,2020-08-08 21:15:15+00:00,76,False,True,5,0,0,True,active,76,True,12,,,2020-08-08 21:36:10,2020
68,0,2020-08-08 21:14:54+00:00,77,False,True,11,0,0,True,active,77,True,4,,,2020-08-08 21:36:10,2020
69,1,2020-08-08 21:32:52+00:00,78,False,True,8,0,0,True,active,78,True,10,,,2020-08-08 21:36:10,2020
70,2,2020-08-08 21:33:07+00:00,79,False,True,15,0,0,True,active,79,True,2,,,2020-08-08 21:36:10,2020
71,1,2020-08-08 21:35:22+00:00,80,False,True,28,0,0,True,active,80,True,6,,,2020-08-08 21:36:10,2020
72,1,2020-08-08 21:28:39+00:00,81,False,True,11,0,0,True,active,81,True,7,,,2020-08-08 21:36:10,2020
73,0,2020-08-08 21:10:03+00:00,82,False,True,15,0,0,True,active,82,True,0,,,2020-08-08 21:36:10,2020
74,0,2020-08-08 21:35:45+00:00,84,False,True,2,0,0,True,active,84,True,13,,,2020-08-08 21:36:10,2020
75,1,2020-08-08 20:57:05+00:00,85,False,True,4,0,0,True,active,85,True,14,,,2020-08-08 21:36:10,2020
76,0,2020-08-08 21:07:24+00:00,86,False,True,14,0,0,True,active,86,True,5,,,2020-08-08 21:36:10,2020
77,1,2020-08-08 21:34:05+00:00,87,False,True,10,0,0,True,active,87,True,4,,,2020-08-08 21:36:10,2020
78,0,2020-08-08 21:14:18+00:00,89,False,True,9,0,0,True,active,89,True,10,,,2020-08-08 21:36:10,2020
