,station_status,is_renting,is_returning,last_reported,eightd_has_available_keys,station_id,num_bikes_disabled,num_ebikes_available,legacy_id,num_docks_available,num_docks_disabled,num_bikes_available,is_installed,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
212,active,True,True,2020-08-18 15:50:18+00:00,False,279,0,0,279,3,0,16,True,,,2020-08-18 18:03:00,2020
213,active,True,True,2020-08-18 15:41:25+00:00,False,280,0,0,280,15,0,4,True,,,2020-08-18 18:03:00,2020
214,active,True,True,2020-08-18 17:33:05+00:00,False,282,0,0,282,8,0,7,True,,,2020-08-18 18:03:00,2020
215,active,True,True,2020-08-18 17:43:36+00:00,False,296,1,0,296,10,0,12,True,,,2020-08-18 18:03:00,2020
216,active,True,True,2020-08-18 18:01:00+00:00,False,318,0,0,318,1,0,18,True,,,2020-08-18 18:03:00,2020
217,active,True,True,2020-08-18 17:12:49+00:00,False,319,0,0,319,20,0,5,True,,,2020-08-18 18:03:00,2020
218,active,True,True,2020-08-18 16:45:55+00:00,False,327,0,0,327,11,0,4,True,,,2020-08-18 18:03:00,2020
219,active,True,True,2020-08-18 17:57:30+00:00,False,328,0,0,328,8,0,7,True,,,2020-08-18 18:03:00,2020
220,active,True,True,2020-08-18 15:27:07+00:00,False,329,1,0,329,1,0,13,True,,,2020-08-18 18:03:00,2020
221,active,True,True,2020-08-18 17:29:41+00:00,False,330,1,0,330,12,0,2,True,,,2020-08-18 18:03:00,2020
222,active,True,True,2020-08-18 18:02:05+00:00,False,331,0,0,331,9,0,6,True,,,2020-08-18 18:03:00,2020
223,active,True,True,2020-08-18 17:52:31+00:00,False,332,1,0,332,13,0,1,True,,,2020-08-18 18:03:00,2020
224,active,True,True,2020-08-18 15:01:47+00:00,False,333,0,0,333,2,0,23,True,,,2020-08-18 18:03:00,2020
225,active,True,True,2020-08-18 16:30:49+00:00,False,334,0,0,334,3,0,16,True,,,2020-08-18 18:03:00,2020
226,active,True,True,2020-08-18 17:42:54+00:00,False,335,0,0,335,14,0,5,True,,,2020-08-18 18:03:00,2020
227,active,True,True,2020-08-18 08:33:19+00:00,False,336,0,0,336,11,0,4,True,,,2020-08-18 18:03:00,2020
228,active,True,True,2020-08-18 16:03:33+00:00,False,337,0,0,337,2,0,13,True,,,2020-08-18 18:03:00,2020
229,active,True,True,2020-08-18 17:18:37+00:00,False,338,0,0,338,11,0,4,True,,,2020-08-18 18:03:00,2020
230,active,True,True,2020-08-18 15:42:46+00:00,False,339,0,0,339,8,0,7,True,,,2020-08-18 18:03:00,2020
231,active,True,True,2020-08-18 17:52:46+00:00,False,340,0,0,340,0,0,19,True,,,2020-08-18 18:03:00,2020
232,active,True,True,2020-08-18 08:32:50+00:00,True,341,0,0,341,3,0,12,True,,,2020-08-18 18:03:00,2020
233,active,True,True,2020-08-18 18:02:18+00:00,False,342,0,0,342,13,0,2,True,,,2020-08-18 18:03:00,2020
234,active,True,True,2020-08-18 11:13:56+00:00,False,343,1,0,343,11,0,3,True,,,2020-08-18 18:03:00,2020
235,active,True,True,2020-08-18 16:15:44+00:00,False,344,0,0,344,14,0,5,True,,,2020-08-18 18:03:00,2020
236,active,True,True,2020-08-18 17:38:25+00:00,False,345,2,0,345,8,0,9,True,,,2020-08-18 18:03:00,2020
237,active,True,True,2020-08-18 17:58:45+00:00,False,346,0,0,346,10,0,5,True,,,2020-08-18 18:03:00,2020
238,active,True,True,2020-08-18 12:28:24+00:00,False,347,0,0,347,11,0,4,True,,,2020-08-18 18:03:00,2020
239,active,True,True,2020-08-18 15:37:06+00:00,False,348,0,0,348,12,0,3,True,,,2020-08-18 18:03:00,2020
240,active,True,True,2020-08-18 08:32:49+00:00,False,349,0,0,349,12,0,5,True,,,2020-08-18 18:03:00,2020
241,active,True,True,2020-08-18 13:56:30+00:00,False,350,0,0,350,1,0,16,True,,,2020-08-18 18:03:00,2020
242,active,True,True,2020-08-18 17:40:09+00:00,False,351,0,0,351,5,0,10,True,,,2020-08-18 18:03:00,2020
243,active,True,True,2020-08-18 17:35:32+00:00,False,352,0,0,352,10,0,5,True,,,2020-08-18 18:03:00,2020
244,active,True,True,2020-08-18 08:34:23+00:00,True,353,0,0,353,6,0,9,True,,,2020-08-18 18:03:00,2020
245,active,True,True,2020-08-18 17:34:09+00:00,False,354,0,0,354,10,0,5,True,,,2020-08-18 18:03:00,2020
246,active,True,True,2020-08-18 12:34:40+00:00,False,355,0,0,355,0,0,17,True,,,2020-08-18 18:03:00,2020
247,active,True,True,2020-08-18 17:20:37+00:00,False,356,0,0,356,14,0,9,True,,,2020-08-18 18:03:00,2020
248,active,True,True,2020-08-18 17:59:45+00:00,False,357,0,0,357,9,0,6,True,,,2020-08-18 18:03:00,2020
249,active,True,True,2020-08-18 16:35:24+00:00,False,358,0,0,358,4,0,15,True,,,2020-08-18 18:03:00,2020
250,active,True,True,2020-08-18 17:59:10+00:00,False,359,2,0,359,12,0,1,True,,,2020-08-18 18:03:00,2020
251,active,True,True,2020-08-18 17:44:57+00:00,False,360,1,0,360,9,0,5,True,,,2020-08-18 18:03:00,2020
252,active,True,True,2020-08-18 17:48:07+00:00,False,361,0,0,361,11,0,8,True,,,2020-08-18 18:03:00,2020
253,active,True,True,2020-08-18 17:04:10+00:00,False,362,0,0,362,4,0,15,True,,,2020-08-18 18:03:00,2020
254,active,True,True,2020-08-18 17:51:23+00:00,False,363,0,0,363,15,0,4,True,,,2020-08-18 18:03:00,2020
255,active,True,True,2020-08-18 17:32:00+00:00,False,364,1,0,364,10,0,8,True,,,2020-08-18 18:03:00,2020
256,active,True,True,2020-08-18 17:43:24+00:00,False,365,0,0,365,10,0,9,True,,,2020-08-18 18:03:00,2020
257,active,True,True,2020-08-18 17:42:16+00:00,False,366,0,0,366,8,0,7,True,,,2020-08-18 18:03:00,2020
258,active,True,True,2020-08-18 17:36:49+00:00,False,367,0,0,367,2,0,17,True,,,2020-08-18 18:03:00,2020
259,active,True,True,2020-08-18 14:38:47+00:00,False,368,0,0,368,10,0,5,True,,,2020-08-18 18:03:00,2020
260,active,True,True,2020-08-18 17:57:29+00:00,False,369,0,0,369,15,0,0,True,,,2020-08-18 18:03:00,2020
261,active,True,True,2020-08-18 18:01:29+00:00,False,370,0,0,370,8,0,11,True,,,2020-08-18 18:03:00,2020
262,active,True,True,2020-08-18 16:40:54+00:00,False,371,0,0,371,12,0,7,True,,,2020-08-18 18:03:00,2020
263,active,True,True,2020-08-18 18:02:03+00:00,False,372,1,0,372,11,0,7,True,,,2020-08-18 18:03:00,2020
264,active,True,True,2020-08-18 13:27:24+00:00,False,373,0,0,373,7,0,8,True,,,2020-08-18 18:03:00,2020
265,active,True,True,2020-08-18 17:52:40+00:00,False,374,1,0,374,8,0,10,True,,,2020-08-18 18:03:00,2020
266,active,True,True,2020-08-18 17:10:59+00:00,False,376,0,0,376,3,0,12,True,,,2020-08-18 18:03:00,2020
267,active,True,True,2020-08-18 17:15:25+00:00,False,377,0,0,377,12,0,7,True,,,2020-08-18 18:03:00,2020
268,active,True,True,2020-08-18 17:43:15+00:00,False,378,0,0,378,16,0,3,True,,,2020-08-18 18:03:00,2020
269,active,True,True,2020-08-18 17:23:12+00:00,False,379,1,0,379,10,0,4,True,,,2020-08-18 18:03:00,2020
270,active,True,True,2020-08-18 17:59:27+00:00,False,380,2,0,380,2,0,14,True,,,2020-08-18 18:03:00,2020
271,active,True,True,2020-08-18 17:52:19+00:00,False,381,0,0,381,16,0,3,True,,,2020-08-18 18:03:00,2020
272,active,True,True,2020-08-18 18:01:00+00:00,True,384,0,0,384,13,0,6,True,,,2020-08-18 18:03:00,2020
273,active,True,True,2020-08-18 17:48:28+00:00,False,385,0,0,385,0,1,14,True,,,2020-08-18 18:03:00,2020
274,active,True,True,2020-08-18 17:59:22+00:00,False,386,0,0,386,13,0,6,True,,,2020-08-18 18:03:00,2020
275,active,True,True,2020-08-18 08:53:57+00:00,False,387,0,0,387,0,0,15,True,,,2020-08-18 18:03:00,2020
276,active,True,True,2020-08-18 17:03:04+00:00,False,388,0,0,388,2,0,9,True,,,2020-08-18 18:03:00,2020
277,active,True,True,2020-08-17 23:10:34+00:00,False,389,0,0,389,6,0,8,True,,,2020-08-18 18:03:00,2020
278,active,True,True,2020-08-18 15:43:58+00:00,False,390,0,0,390,7,0,8,True,,,2020-08-18 18:03:00,2020
279,active,True,True,2020-08-18 13:31:28+00:00,False,391,0,0,391,1,0,14,True,,,2020-08-18 18:03:00,2020
280,active,True,True,2020-08-18 14:01:48+00:00,False,392,0,0,392,8,0,7,True,,,2020-08-18 18:03:00,2020
281,active,True,True,2020-08-18 10:52:53+00:00,False,393,0,0,393,8,0,7,True,,,2020-08-18 18:03:00,2020
282,active,True,True,2020-08-18 08:58:30+00:00,False,394,0,0,394,14,0,0,True,,,2020-08-18 18:03:00,2020
283,active,True,True,2020-08-18 17:56:43+00:00,False,395,0,0,395,3,0,12,True,,,2020-08-18 18:03:00,2020
284,active,True,True,2020-08-18 08:58:51+00:00,False,396,0,0,396,4,0,11,True,,,2020-08-18 18:03:00,2020
285,active,True,True,2020-08-18 10:31:02+00:00,False,397,1,0,397,9,0,5,True,,,2020-08-18 18:03:00,2020
286,active,True,True,2020-08-18 17:06:38+00:00,False,398,0,0,398,6,0,13,True,,,2020-08-18 18:03:00,2020
287,active,True,True,2020-08-18 17:35:33+00:00,False,399,0,0,399,6,0,9,True,,,2020-08-18 18:03:00,2020
288,active,True,True,2020-08-18 17:07:13+00:00,False,400,0,0,400,8,0,19,True,,,2020-08-18 18:03:00,2020
289,active,True,True,2020-08-18 17:05:21+00:00,False,401,0,0,401,8,0,7,True,,,2020-08-18 18:03:00,2020
290,active,True,True,2020-08-18 17:52:24+00:00,False,402,0,0,402,14,0,1,True,,,2020-08-18 18:03:00,2020
291,active,True,True,2020-08-18 17:45:54+00:00,False,403,1,0,403,11,0,3,True,,,2020-08-18 18:03:00,2020
292,active,True,True,2020-08-18 17:56:25+00:00,False,404,0,0,404,15,0,1,True,,,2020-08-18 18:03:00,2020
293,active,True,True,2020-08-18 18:01:44+00:00,False,405,0,0,405,7,0,12,True,,,2020-08-18 18:03:00,2020
294,active,True,True,2020-08-18 17:11:02+00:00,False,406,0,0,406,3,0,16,True,,,2020-08-18 18:03:00,2020
295,active,True,True,2020-08-18 16:50:24+00:00,False,407,0,0,407,18,0,1,True,,,2020-08-18 18:03:00,2020
296,active,True,True,2020-08-18 17:14:00+00:00,False,408,0,0,408,10,0,5,True,,,2020-08-18 18:03:00,2020
297,active,True,True,2020-08-18 16:58:50+00:00,False,409,0,0,409,16,0,3,True,,,2020-08-18 18:03:00,2020
298,active,True,True,2020-08-18 13:53:29+00:00,False,410,0,0,410,13,0,6,True,,,2020-08-18 18:03:00,2020
299,active,True,True,2020-08-18 16:26:38+00:00,False,411,0,0,411,11,0,4,True,,,2020-08-18 18:03:00,2020
300,active,True,True,2020-08-18 17:17:50+00:00,False,412,0,0,412,13,0,6,True,,,2020-08-18 18:03:00,2020
301,active,True,True,2020-08-18 17:54:09+00:00,False,413,0,0,413,15,0,4,True,,,2020-08-18 18:03:00,2020
302,active,True,True,2020-08-18 17:15:18+00:00,False,414,0,0,414,18,0,5,True,,,2020-08-18 18:03:00,2020
303,active,True,True,2020-08-18 17:57:04+00:00,False,415,0,0,415,11,0,8,True,,,2020-08-18 18:03:00,2020
304,active,True,True,2020-08-18 18:01:48+00:00,False,416,3,0,416,1,0,11,True,,,2020-08-18 18:03:00,2020
305,active,True,True,2020-08-18 17:43:08+00:00,False,417,0,0,417,14,0,5,True,,,2020-08-18 18:03:00,2020
306,active,True,True,2020-08-18 17:12:48+00:00,False,419,0,0,419,6,0,9,True,,,2020-08-18 18:03:00,2020
307,out_of_service,False,False,1970-01-02 00:00:00+00:00,False,420,0,0,420,0,0,0,False,,,2020-08-18 18:03:00,1970
308,active,True,True,2020-08-17 16:27:03+00:00,False,421,0,0,421,0,0,19,True,,,2020-08-18 18:03:00,2020
309,active,True,True,2020-08-18 15:24:57+00:00,False,422,1,0,422,8,0,6,True,,,2020-08-18 18:03:00,2020
310,active,True,True,2020-08-18 16:00:59+00:00,False,423,0,0,423,11,0,8,True,,,2020-08-18 18:03:00,2020
311,active,True,True,2020-08-18 17:08:57+00:00,False,424,0,0,424,17,0,2,True,,,2020-08-18 18:03:00,2020
312,active,True,True,2020-08-18 14:02:27+00:00,False,425,0,0,425,16,0,0,True,,,2020-08-18 18:03:00,2020
313,active,True,True,2020-08-18 17:15:46+00:00,False,426,0,0,426,10,0,17,True,,,2020-08-18 18:03:00,2020
314,active,True,True,2020-08-18 14:14:07+00:00,False,427,0,0,427,18,0,1,True,,,2020-08-18 18:03:00,2020
315,active,True,True,2020-08-18 14:29:00+00:00,False,428,1,0,428,11,0,7,True,,,2020-08-18 18:03:00,2020
316,active,True,True,2020-08-18 08:58:29+00:00,False,430,0,0,430,4,0,15,True,,,2020-08-18 18:03:00,2020
317,active,True,True,2020-08-18 15:50:09+00:00,False,431,0,0,431,14,0,1,True,,,2020-08-18 18:03:00,2020
318,active,True,True,2020-08-18 17:46:10+00:00,False,432,0,0,432,13,0,6,True,,,2020-08-18 18:03:00,2020
319,active,True,True,2020-08-18 08:58:55+00:00,False,433,0,0,433,16,0,3,True,,,2020-08-18 18:03:00,2020
320,active,True,True,2020-08-17 22:58:38+00:00,False,434,0,0,434,18,0,1,True,,,2020-08-18 18:03:00,2020
321,active,True,True,2020-08-18 17:31:27+00:00,False,435,0,0,435,5,0,10,True,,,2020-08-18 18:03:00,2020
322,active,True,True,2020-08-18 16:38:30+00:00,False,436,0,0,436,14,0,1,True,,,2020-08-18 18:03:00,2020
323,active,True,True,2020-08-18 17:55:40+00:00,False,437,0,0,437,16,0,3,True,,,2020-08-18 18:03:00,2020
324,active,True,True,2020-08-18 16:38:00+00:00,False,440,0,0,440,4,0,13,True,,,2020-08-18 18:03:00,2020
325,active,True,True,2020-08-18 17:27:09+00:00,False,441,1,0,441,9,0,9,True,,,2020-08-18 18:03:00,2020
326,active,True,True,2020-08-18 15:26:51+00:00,False,442,0,0,442,2,0,13,True,,,2020-08-18 18:03:00,2020
327,active,True,True,2020-08-18 18:00:17+00:00,False,443,0,0,443,14,0,5,True,,,2020-08-18 18:03:00,2020
328,active,True,True,2020-08-18 17:56:32+00:00,False,445,0,0,445,5,0,14,True,,,2020-08-18 18:03:00,2020
329,active,True,True,2020-08-18 17:58:49+00:00,False,446,0,0,446,7,0,5,True,,,2020-08-18 18:03:00,2020
330,active,True,True,2020-08-18 15:17:20+00:00,False,447,0,0,447,16,0,3,True,,,2020-08-18 18:03:00,2020
331,active,True,True,2020-08-18 08:58:50+00:00,False,448,0,0,448,4,0,7,True,,,2020-08-18 18:03:00,2020
332,out_of_service,True,True,1970-01-02 00:00:00+00:00,False,449,0,0,449,0,0,0,False,,,2020-08-18 18:03:00,1970
333,active,True,True,2020-08-18 17:59:59+00:00,False,450,0,0,450,1,0,14,True,,,2020-08-18 18:03:00,2020
334,active,True,True,2020-08-18 17:50:05+00:00,False,451,0,0,451,9,0,6,True,,,2020-08-18 18:03:00,2020
335,active,True,True,2020-08-18 17:22:32+00:00,False,452,0,0,452,15,0,0,True,,,2020-08-18 18:03:00,2020
336,active,True,True,2020-08-18 15:57:50+00:00,False,453,1,0,453,12,0,2,True,,,2020-08-18 18:03:00,2020
337,active,True,True,2020-08-18 17:58:29+00:00,False,454,0,0,454,10,0,5,True,,,2020-08-18 18:03:00,2020
338,active,True,True,2020-08-18 12:00:19+00:00,False,455,0,0,455,6,0,6,True,,,2020-08-18 18:03:00,2020
339,active,True,True,2020-08-18 15:53:48+00:00,False,456,0,0,456,17,0,2,True,,,2020-08-18 18:03:00,2020
340,active,True,True,2020-08-18 14:03:27+00:00,False,457,0,0,457,1,0,10,True,,,2020-08-18 18:03:00,2020
341,active,True,True,2020-08-18 15:32:55+00:00,False,458,1,0,458,5,0,5,True,,,2020-08-18 18:03:00,2020
