,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,eightd_active_station_services,data_read_timestamp,year_station_last_reported
0,24,9,0,0,10,0,True,True,True,2020-03-12 13:49:13+00:00,False,[{'id': '0fd751fa-5612-4b6a-a1a9-e4f2228f7662'}],2020-03-12 14:04:42,2020
1,107,2,0,1,16,0,True,True,True,2020-03-12 14:04:37+00:00,False,[{'id': '6523db73-134d-4f62-af6f-78a8515cc83b'}],2020-03-12 14:04:42,2020
2,190,31,0,2,4,0,True,True,True,2020-03-12 13:50:01+00:00,False,[{'id': 'd97069dd-201c-40db-a4f0-d88159ac4825'}],2020-03-12 14:04:42,2020
3,3,5,0,0,10,0,True,True,True,2020-03-12 14:01:03+00:00,True,,2020-03-12 14:04:42,2020
4,4,9,0,1,9,0,True,True,True,2020-03-12 13:34:49+00:00,False,,2020-03-12 14:04:42,2020
5,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-12 14:04:42,1970
6,6,15,0,0,0,0,True,True,True,2020-03-12 14:01:33+00:00,False,,2020-03-12 14:04:42,2020
7,7,10,0,0,5,0,True,True,True,2020-03-12 13:48:59+00:00,False,,2020-03-12 14:04:42,2020
8,8,4,0,0,15,0,True,True,True,2020-03-12 13:51:18+00:00,False,,2020-03-12 14:04:42,2020
9,9,10,0,1,4,0,True,True,True,2020-03-12 13:56:15+00:00,False,,2020-03-12 14:04:42,2020
10,10,11,0,0,0,0,True,True,True,2020-03-12 13:50:09+00:00,False,,2020-03-12 14:04:42,2020
11,11,12,0,1,2,0,True,True,True,2020-03-12 13:55:18+00:00,False,,2020-03-12 14:04:42,2020
12,12,9,0,0,9,0,True,True,True,2020-03-12 13:42:21+00:00,True,,2020-03-12 14:04:42,2020
13,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-12 14:04:42,1970
14,14,5,0,0,20,0,True,True,True,2020-03-12 13:49:17+00:00,False,,2020-03-12 14:04:42,2020
15,15,6,0,0,9,0,True,True,True,2020-03-12 13:02:13+00:00,False,,2020-03-12 14:04:42,2020
16,16,4,0,0,15,0,True,True,True,2020-03-12 13:51:10+00:00,True,,2020-03-12 14:04:42,2020
17,17,0,0,0,15,0,True,True,True,2020-03-12 14:03:59+00:00,False,,2020-03-12 14:04:42,2020
18,19,3,0,2,10,0,True,True,True,2020-03-12 13:45:33+00:00,False,,2020-03-12 14:04:42,2020
19,20,13,0,1,9,0,True,True,True,2020-03-12 13:29:05+00:00,True,,2020-03-12 14:04:42,2020
20,21,16,0,0,2,0,True,True,True,2020-03-12 13:56:10+00:00,True,,2020-03-12 14:04:42,2020
21,22,31,0,2,14,0,True,True,True,2020-03-12 14:02:00+00:00,True,,2020-03-12 14:04:42,2020
22,23,20,0,0,1,0,True,True,True,2020-03-12 13:48:15+00:00,True,,2020-03-12 14:04:42,2020
23,25,1,0,0,14,0,True,True,True,2020-03-12 13:52:07+00:00,False,,2020-03-12 14:04:42,2020
24,26,0,0,0,15,0,True,True,True,2020-03-12 13:57:48+00:00,False,,2020-03-12 14:04:42,2020
25,27,1,0,0,22,0,True,True,True,2020-03-12 13:43:44+00:00,False,,2020-03-12 14:04:42,2020
26,29,8,0,0,7,0,True,True,True,2020-03-12 13:21:45+00:00,False,,2020-03-12 14:04:42,2020
27,30,6,0,0,9,0,True,True,True,2020-03-12 13:01:49+00:00,False,,2020-03-12 14:04:42,2020
28,31,4,0,2,13,0,True,True,True,2020-03-12 13:14:20+00:00,False,,2020-03-12 14:04:42,2020
29,32,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-12 14:04:42,1970
30,33,11,0,2,14,0,True,True,True,2020-03-12 13:17:05+00:00,True,,2020-03-12 14:04:42,2020
31,35,0,0,0,3,0,False,False,False,2019-11-18 21:05:37+00:00,False,,2020-03-12 14:04:42,2019
32,36,12,0,1,20,0,True,True,True,2020-03-12 13:56:35+00:00,True,,2020-03-12 14:04:42,2020
33,37,5,0,1,9,0,True,True,True,2020-03-12 13:16:32+00:00,True,,2020-03-12 14:04:42,2020
34,39,5,0,0,18,0,True,True,True,2020-03-12 13:59:15+00:00,False,,2020-03-12 14:04:42,2020
35,40,1,0,0,18,0,True,True,True,2020-03-12 13:51:55+00:00,False,,2020-03-12 14:04:42,2020
36,41,21,0,0,6,0,True,True,True,2020-03-12 13:57:56+00:00,True,,2020-03-12 14:04:42,2020
37,42,20,0,3,0,0,True,True,True,2020-03-12 14:04:25+00:00,False,,2020-03-12 14:04:42,2020
38,43,8,0,0,7,0,True,True,True,2020-03-12 13:42:58+00:00,False,,2020-03-12 14:04:42,2020
39,44,23,0,0,0,0,True,True,True,2020-03-12 13:08:11+00:00,False,,2020-03-12 14:04:42,2020
40,46,15,0,0,4,0,True,True,True,2020-03-12 14:02:46+00:00,False,,2020-03-12 14:04:42,2020
41,47,2,0,0,17,0,True,True,True,2020-03-12 14:03:40+00:00,True,,2020-03-12 14:04:42,2020
42,48,0,0,0,3,0,False,False,False,2020-03-04 17:50:43+00:00,False,,2020-03-12 14:04:42,2020
43,49,4,0,0,14,0,True,True,True,2020-03-12 13:38:46+00:00,False,,2020-03-12 14:04:42,2020
44,50,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,,2020-03-12 14:04:42,1970
45,51,4,0,0,11,0,True,True,True,2020-03-12 13:45:45+00:00,False,,2020-03-12 14:04:42,2020
46,52,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,,2020-03-12 14:04:42,1970
47,53,0,0,0,3,0,False,False,False,2020-03-04 20:56:41+00:00,False,,2020-03-12 14:04:42,2020
48,54,12,0,0,3,0,True,True,True,2020-03-12 13:40:21+00:00,False,,2020-03-12 14:04:42,2020
49,55,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-12 14:04:42,1970
50,56,5,0,0,13,0,True,True,True,2020-03-12 13:20:19+00:00,False,,2020-03-12 14:04:42,2020
51,57,5,0,0,9,0,True,True,True,2020-03-12 13:05:19+00:00,True,,2020-03-12 14:04:42,2020
52,58,3,0,0,16,0,True,True,True,2020-03-12 13:48:40+00:00,True,,2020-03-12 14:04:42,2020
53,59,15,0,0,4,0,True,True,True,2020-03-12 13:58:14+00:00,True,,2020-03-12 14:04:42,2020
54,60,6,0,1,12,0,True,True,True,2020-03-12 13:57:43+00:00,False,,2020-03-12 14:04:42,2020
55,61,0,0,0,3,0,False,False,False,2020-03-04 20:12:26+00:00,False,,2020-03-12 14:04:42,2020
56,63,13,0,0,2,0,True,True,True,2020-03-12 13:46:30+00:00,False,,2020-03-12 14:04:42,2020
57,64,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-12 14:04:42,1970
58,65,7,0,1,15,0,True,True,True,2020-03-12 12:48:57+00:00,False,,2020-03-12 14:04:42,2020
59,66,4,0,1,10,0,True,True,True,2020-03-12 13:41:19+00:00,False,,2020-03-12 14:04:42,2020
60,67,27,0,0,0,0,True,True,True,2020-03-12 13:39:29+00:00,True,,2020-03-12 14:04:42,2020
61,68,11,0,2,6,0,True,True,True,2020-03-12 13:52:05+00:00,True,,2020-03-12 14:04:42,2020
62,69,5,0,0,14,0,True,True,True,2020-03-12 14:02:50+00:00,True,,2020-03-12 14:04:42,2020
63,70,14,0,0,9,0,True,True,True,2020-03-12 14:01:59+00:00,False,,2020-03-12 14:04:42,2020
