,station_status,legacy_id,num_ebikes_available,is_renting,num_bikes_disabled,station_id,num_bikes_available,num_docks_available,is_returning,is_installed,eightd_has_available_keys,num_docks_disabled,last_reported,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,active,3,0,True,0,3,5,10,True,True,True,0,2020-07-31 13:33:48+00:00,,,2020-07-31 13:40:05,2020
1,active,4,0,True,0,4,10,9,True,True,False,0,2020-07-31 13:34:36+00:00,,,2020-07-31 13:40:05,2020
2,active,5,0,True,0,5,6,9,True,True,False,0,2020-07-31 13:11:08+00:00,,,2020-07-31 13:40:05,2020
3,active,6,0,True,0,6,10,5,True,True,False,0,2020-07-31 13:38:19+00:00,,,2020-07-31 13:40:05,2020
4,active,7,0,True,1,7,11,3,True,True,False,0,2020-07-31 13:38:19+00:00,,,2020-07-31 13:40:05,2020
5,active,8,0,True,2,8,6,11,True,True,False,0,2020-07-31 13:35:19+00:00,,,2020-07-31 13:40:05,2020
6,active,9,0,True,0,9,13,2,True,True,False,0,2020-07-31 12:57:08+00:00,,,2020-07-31 13:40:05,2020
7,active,10,0,True,0,10,8,3,True,True,False,0,2020-07-31 12:26:49+00:00,,,2020-07-31 13:40:05,2020
8,active,11,0,True,0,11,11,4,True,True,False,0,2020-07-31 13:39:27+00:00,"{'region': 'BOS', 'valet_revision': 75, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'off_dock_capacity': 50, 'active': True, 'off_dock_count': 57}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-31 13:40:05,2020
9,active,12,0,True,2,12,4,12,True,True,True,0,2020-07-31 13:30:20+00:00,,,2020-07-31 13:40:05,2020
10,active,13,0,True,0,13,10,9,True,True,False,0,2020-07-31 13:39:22+00:00,,,2020-07-31 13:40:05,2020
11,active,14,0,True,0,14,11,14,True,True,False,0,2020-07-31 13:38:22+00:00,,,2020-07-31 13:40:05,2020
12,active,15,0,True,2,15,10,3,True,True,False,0,2020-07-31 13:29:42+00:00,,,2020-07-31 13:40:05,2020
13,active,16,0,True,1,16,0,18,True,True,True,0,2020-07-31 13:22:28+00:00,,,2020-07-31 13:40:05,2020
14,active,17,0,True,0,17,10,5,True,True,False,0,2020-07-31 13:05:13+00:00,,,2020-07-31 13:40:05,2020
15,active,19,0,True,0,19,7,8,True,True,False,0,2020-07-31 12:55:27+00:00,,,2020-07-31 13:40:05,2020
16,active,20,0,True,0,20,11,12,True,True,True,0,2020-07-31 12:58:05+00:00,,,2020-07-31 13:40:05,2020
17,active,21,0,True,0,21,7,11,True,True,True,0,2020-07-31 13:13:00+00:00,,,2020-07-31 13:40:05,2020
18,active,22,0,True,1,22,7,39,True,True,True,0,2020-07-31 12:52:59+00:00,,,2020-07-31 13:40:05,2020
19,active,23,0,True,0,23,8,13,True,True,True,0,2020-07-31 13:24:27+00:00,,,2020-07-31 13:40:05,2020
