,is_renting,legacy_id,num_docks_available,eightd_has_available_keys,num_bikes_available,is_returning,station_id,num_bikes_disabled,is_installed,num_docks_disabled,num_ebikes_available,station_status,last_reported,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,True,3,7,False,8,True,3,0,True,0,0,active,2020-08-18 21:56:55+00:00,,,2020-08-18 21:58:00,2020
1,True,4,11,False,8,True,4,0,True,0,0,active,2020-08-18 21:54:25+00:00,,,2020-08-18 21:58:00,2020
2,True,5,6,False,8,True,5,1,True,0,0,active,2020-08-18 21:57:34+00:00,,,2020-08-18 21:58:00,2020
3,True,6,13,False,1,True,6,1,True,0,0,active,2020-08-18 21:56:48+00:00,,,2020-08-18 21:58:00,2020
4,True,7,10,False,4,True,7,1,True,0,0,active,2020-08-18 21:52:55+00:00,,,2020-08-18 21:58:00,2020
5,True,8,14,False,1,True,8,4,True,0,0,active,2020-08-18 21:50:45+00:00,,,2020-08-18 21:58:00,2020
6,True,9,9,False,5,True,9,1,True,0,0,active,2020-08-18 21:56:31+00:00,,,2020-08-18 21:58:00,2020
7,True,10,8,False,3,True,10,0,True,0,0,active,2020-08-18 21:38:37+00:00,,,2020-08-18 21:58:00,2020
8,True,11,5,False,10,True,11,0,True,0,0,active,2020-08-18 21:55:40+00:00,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'active': True, 'valet_revision': 92, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'off_dock_count': 8}",2020-08-18 21:58:00,2020
9,True,12,13,False,5,True,12,0,True,0,0,active,2020-08-18 21:45:04+00:00,,,2020-08-18 21:58:00,2020
10,True,13,18,False,0,True,13,1,True,0,0,active,2020-08-18 21:49:30+00:00,,,2020-08-18 21:58:00,2020
11,True,14,24,False,0,True,14,1,True,0,0,active,2020-08-18 21:33:21+00:00,,,2020-08-18 21:58:00,2020
12,True,15,1,False,13,True,15,1,True,0,0,active,2020-08-18 21:43:24+00:00,,,2020-08-18 21:58:00,2020
13,True,16,5,True,13,True,16,1,True,0,0,active,2020-08-18 21:44:16+00:00,,,2020-08-18 21:58:00,2020
14,True,17,12,False,2,True,17,1,True,0,0,active,2020-08-18 21:50:28+00:00,,,2020-08-18 21:58:00,2020
15,True,19,9,False,6,True,19,0,True,0,0,active,2020-08-18 21:55:46+00:00,,,2020-08-18 21:58:00,2020
16,True,20,13,True,10,True,20,0,True,0,0,active,2020-08-18 21:50:51+00:00,,,2020-08-18 21:58:00,2020
17,True,21,12,True,6,True,21,0,True,0,0,active,2020-08-18 21:55:27+00:00,,,2020-08-18 21:58:00,2020
18,True,22,32,True,14,True,22,1,True,0,0,active,2020-08-18 21:54:15+00:00,,,2020-08-18 21:58:00,2020
19,True,23,16,False,5,True,23,0,True,0,0,active,2020-08-18 21:57:35+00:00,,,2020-08-18 21:58:00,2020
20,True,24,6,False,12,True,24,1,True,0,0,active,2020-08-18 21:42:42+00:00,,,2020-08-18 21:58:00,2020
21,True,25,7,False,8,True,25,0,True,0,0,active,2020-08-18 21:44:27+00:00,,,2020-08-18 21:58:00,2020
22,True,26,9,False,6,True,26,0,True,0,0,active,2020-08-18 21:55:38+00:00,,,2020-08-18 21:58:00,2020
23,True,27,6,False,17,True,27,0,True,0,0,active,2020-08-18 21:56:12+00:00,,,2020-08-18 21:58:00,2020
24,True,29,7,False,7,True,29,1,True,0,0,active,2020-08-18 21:16:36+00:00,,,2020-08-18 21:58:00,2020
25,True,30,14,False,0,True,30,1,True,0,0,active,2020-08-18 21:55:51+00:00,,,2020-08-18 21:58:00,2020
26,True,31,14,True,5,True,31,0,True,0,0,active,2020-08-18 21:21:15+00:00,,,2020-08-18 21:58:00,2020
27,True,32,9,False,4,True,32,2,True,0,0,active,2020-08-18 21:56:39+00:00,,,2020-08-18 21:58:00,2020
28,True,33,7,False,20,True,33,0,True,0,0,active,2020-08-18 21:41:31+00:00,,,2020-08-18 21:58:00,2020
29,True,35,17,False,6,True,35,0,True,0,0,active,2020-08-18 21:54:57+00:00,,,2020-08-18 21:58:00,2020
30,True,36,18,True,15,True,36,0,True,0,0,active,2020-08-18 21:57:23+00:00,,,2020-08-18 21:58:00,2020
31,True,37,0,True,15,True,37,0,True,0,0,active,2020-08-18 19:15:16+00:00,,,2020-08-18 21:58:00,2020
32,True,39,17,False,6,True,39,0,True,0,0,active,2020-08-18 21:56:00+00:00,,,2020-08-18 21:58:00,2020
33,True,40,10,False,9,True,40,0,True,0,0,active,2020-08-18 21:55:51+00:00,,,2020-08-18 21:58:00,2020
34,True,41,17,True,9,True,41,1,True,0,0,active,2020-08-18 21:48:53+00:00,,,2020-08-18 21:58:00,2020
35,True,42,11,False,11,True,42,1,True,0,0,active,2020-08-18 21:47:11+00:00,,,2020-08-18 21:58:00,2020
36,True,43,15,True,0,True,43,0,True,0,0,active,2020-08-18 21:41:57+00:00,,,2020-08-18 21:58:00,2020
37,True,44,10,False,13,True,44,0,True,0,0,active,2020-08-18 21:52:41+00:00,,,2020-08-18 21:58:00,2020
38,True,46,16,False,3,True,46,0,True,0,0,active,2020-08-18 21:57:20+00:00,,,2020-08-18 21:58:00,2020
39,True,47,12,True,7,True,47,0,True,0,0,active,2020-08-18 21:55:58+00:00,,,2020-08-18 21:58:00,2020
40,True,48,7,False,11,True,48,1,True,0,0,active,2020-08-18 21:42:05+00:00,,,2020-08-18 21:58:00,2020
41,True,49,7,False,11,True,49,0,True,0,0,active,2020-08-18 21:51:57+00:00,,,2020-08-18 21:58:00,2020
42,True,50,8,True,7,True,50,0,True,0,0,active,2020-08-18 21:41:58+00:00,,,2020-08-18 21:58:00,2020
43,True,51,14,False,1,True,51,0,True,0,0,active,2020-08-18 21:53:06+00:00,,,2020-08-18 21:58:00,2020
44,True,52,5,True,16,True,52,2,True,0,0,active,2020-08-18 21:56:39+00:00,,,2020-08-18 21:58:00,2020
45,True,53,11,False,6,True,53,2,True,0,0,active,2020-08-18 21:57:30+00:00,,,2020-08-18 21:58:00,2020
46,True,54,1,False,13,True,54,1,True,0,0,active,2020-08-18 21:38:11+00:00,,,2020-08-18 21:58:00,2020
47,True,55,14,False,1,True,55,0,True,0,0,active,2020-08-18 21:51:19+00:00,,,2020-08-18 21:58:00,2020
48,True,56,10,False,7,True,56,1,True,0,0,active,2020-08-18 21:36:55+00:00,,,2020-08-18 21:58:00,2020
49,True,57,11,True,3,True,57,0,True,0,0,active,2020-08-18 21:49:07+00:00,,,2020-08-18 21:58:00,2020
50,True,58,9,True,8,True,58,2,True,0,0,active,2020-08-18 21:45:49+00:00,,,2020-08-18 21:58:00,2020
51,True,59,17,True,2,True,59,0,True,0,0,active,2020-08-18 21:57:02+00:00,,,2020-08-18 21:58:00,2020
52,True,60,9,False,10,True,60,0,True,0,0,active,2020-08-18 21:57:35+00:00,,,2020-08-18 21:58:00,2020
53,True,61,17,False,2,True,61,0,True,0,0,active,2020-08-18 21:57:33+00:00,,,2020-08-18 21:58:00,2020
54,True,63,2,False,13,True,63,0,True,0,0,active,2020-08-18 21:57:17+00:00,,,2020-08-18 21:58:00,2020
55,True,64,13,False,6,True,64,0,True,0,0,active,2020-08-18 21:54:04+00:00,,,2020-08-18 21:58:00,2020
56,True,65,22,False,1,True,65,0,True,0,0,active,2020-08-18 21:30:07+00:00,,,2020-08-18 21:58:00,2020
57,True,66,13,False,1,True,66,1,True,0,0,active,2020-08-18 21:55:45+00:00,,,2020-08-18 21:58:00,2020
