,is_installed,is_renting,is_returning,legacy_id,station_id,num_bikes_available,station_status,num_ebikes_available,num_docks_disabled,num_bikes_disabled,num_docks_available,eightd_has_available_keys,last_reported,timestamp_of_data_read_request,year_station_last_reported
173,True,True,True,200,200,17,active,0,0,0,2,False,2020-08-21 01:03:32+00:00,2020-08-21 01:36:15,2020
174,True,True,True,201,201,2,active,0,0,0,13,False,2020-08-21 00:30:51+00:00,2020-08-21 01:36:15,2020
175,True,True,True,202,202,3,active,0,0,0,12,False,2020-08-20 22:22:54+00:00,2020-08-21 01:36:15,2020
176,True,True,True,203,203,6,active,0,0,0,9,False,2020-08-20 16:40:31+00:00,2020-08-21 01:36:15,2020
177,True,True,True,204,204,3,active,0,0,1,11,False,2020-08-20 23:52:23+00:00,2020-08-21 01:36:15,2020
178,True,True,True,205,205,4,active,0,0,0,11,False,2020-08-20 23:26:54+00:00,2020-08-21 01:36:15,2020
179,True,True,True,206,206,3,active,0,0,0,20,True,2020-08-21 01:35:19+00:00,2020-08-21 01:36:15,2020
180,True,True,True,208,208,10,active,0,0,1,4,True,2020-08-20 22:55:27+00:00,2020-08-21 01:36:15,2020
181,True,True,True,209,209,10,active,0,0,1,4,False,2020-08-21 00:37:37+00:00,2020-08-21 01:36:15,2020
182,True,True,True,210,210,0,active,0,0,1,14,False,2020-08-20 18:49:02+00:00,2020-08-21 01:36:15,2020
183,True,True,True,211,211,9,active,0,0,0,10,False,2020-08-21 00:03:31+00:00,2020-08-21 01:36:15,2020
184,True,True,True,212,212,3,active,0,0,1,29,False,2020-08-21 01:32:06+00:00,2020-08-21 01:36:15,2020
185,True,True,True,213,213,1,active,0,0,0,15,True,2020-08-20 23:52:59+00:00,2020-08-21 01:36:15,2020
186,True,True,True,214,214,2,active,0,0,0,13,False,2020-08-21 01:19:29+00:00,2020-08-21 01:36:15,2020
187,True,True,True,215,215,10,active,0,0,3,2,False,2020-08-20 23:54:59+00:00,2020-08-21 01:36:15,2020
188,True,True,True,216,216,9,active,0,0,0,10,False,2020-08-21 01:06:11+00:00,2020-08-21 01:36:15,2020
189,True,True,True,217,217,1,active,0,0,1,17,False,2020-08-21 01:31:35+00:00,2020-08-21 01:36:15,2020
190,True,True,True,218,218,15,active,0,0,0,0,False,2020-08-21 01:31:47+00:00,2020-08-21 01:36:15,2020
191,True,True,True,219,219,3,active,0,0,0,12,False,2020-08-21 01:04:06+00:00,2020-08-21 01:36:15,2020
192,True,True,True,221,221,7,active,0,0,1,11,False,2020-08-21 01:32:01+00:00,2020-08-21 01:36:15,2020
193,True,True,True,222,222,3,active,0,0,0,11,True,2020-08-21 01:16:00+00:00,2020-08-21 01:36:15,2020
194,True,True,True,224,224,10,active,0,0,2,5,False,2020-08-20 23:45:00+00:00,2020-08-21 01:36:15,2020
195,True,True,True,225,225,13,active,0,0,0,6,False,2020-08-21 00:53:29+00:00,2020-08-21 01:36:15,2020
196,True,True,True,226,226,15,active,0,0,0,0,False,2020-08-21 01:28:51+00:00,2020-08-21 01:36:15,2020
197,True,True,True,227,227,13,active,0,0,0,6,False,2020-08-21 01:20:25+00:00,2020-08-21 01:36:15,2020
198,True,True,True,228,228,7,active,0,0,0,12,False,2020-08-21 01:23:34+00:00,2020-08-21 01:36:15,2020
199,True,True,True,232,232,1,active,0,0,0,10,False,2020-08-20 22:50:01+00:00,2020-08-21 01:36:15,2020
200,True,True,True,233,233,9,active,0,0,0,6,False,2020-08-21 01:35:17+00:00,2020-08-21 01:36:15,2020
201,True,True,True,234,234,5,active,0,0,0,10,False,2020-08-20 22:55:09+00:00,2020-08-21 01:36:15,2020
202,True,True,True,235,235,7,active,0,0,0,8,False,2020-08-21 00:27:42+00:00,2020-08-21 01:36:15,2020
203,True,True,True,236,236,11,active,0,0,0,4,False,2020-08-21 01:34:00+00:00,2020-08-21 01:36:15,2020
204,True,True,True,239,239,8,active,0,0,1,6,False,2020-08-21 00:43:32+00:00,2020-08-21 01:36:15,2020
205,True,True,True,255,255,6,active,0,0,0,9,False,2020-08-19 14:52:54+00:00,2020-08-21 01:36:15,2020
206,True,True,True,258,258,11,active,0,0,0,4,False,2020-08-21 00:18:57+00:00,2020-08-21 01:36:15,2020
207,True,True,True,259,259,9,active,0,0,0,6,False,2020-08-20 08:49:49+00:00,2020-08-21 01:36:15,2020
208,True,True,True,260,260,5,active,0,0,0,10,False,2020-08-20 21:42:06+00:00,2020-08-21 01:36:15,2020
209,True,True,True,271,271,10,active,0,0,0,5,False,2020-08-20 22:50:38+00:00,2020-08-21 01:36:15,2020
210,True,True,True,272,272,9,active,0,0,0,10,False,2020-08-21 00:26:45+00:00,2020-08-21 01:36:15,2020
211,True,True,True,273,273,34,active,0,0,0,6,False,2020-08-21 01:01:54+00:00,2020-08-21 01:36:15,2020
212,True,True,True,279,279,19,active,0,0,0,0,False,2020-08-20 23:20:52+00:00,2020-08-21 01:36:15,2020
213,True,True,True,280,280,17,active,0,0,0,2,False,2020-08-20 22:45:17+00:00,2020-08-21 01:36:15,2020
214,True,True,True,282,282,12,active,0,0,1,2,False,2020-08-21 01:35:06+00:00,2020-08-21 01:36:15,2020
215,True,True,True,296,296,5,active,0,0,1,17,False,2020-08-20 23:59:52+00:00,2020-08-21 01:36:15,2020
216,True,True,True,318,318,1,active,0,0,0,18,False,2020-08-21 01:28:59+00:00,2020-08-21 01:36:15,2020
217,True,True,True,319,319,5,active,0,0,0,20,False,2020-08-20 23:12:45+00:00,2020-08-21 01:36:15,2020
218,True,True,True,327,327,6,active,0,0,0,9,False,2020-08-21 00:33:40+00:00,2020-08-21 01:36:15,2020
219,True,True,True,328,328,14,active,0,0,0,1,False,2020-08-21 01:31:38+00:00,2020-08-21 01:36:15,2020
220,True,True,True,329,329,5,active,0,0,0,10,False,2020-08-21 01:00:27+00:00,2020-08-21 01:36:15,2020
221,True,True,True,330,330,7,active,0,0,0,8,False,2020-08-21 01:04:46+00:00,2020-08-21 01:36:15,2020
222,True,True,True,331,331,9,active,0,0,0,6,False,2020-08-21 01:26:39+00:00,2020-08-21 01:36:15,2020
223,True,True,True,332,332,11,active,0,0,0,4,False,2020-08-21 01:21:08+00:00,2020-08-21 01:36:15,2020
224,True,True,True,333,333,18,active,0,0,0,7,False,2020-08-20 23:50:39+00:00,2020-08-21 01:36:15,2020
225,True,True,True,334,334,19,active,0,0,0,0,False,2020-08-21 01:17:41+00:00,2020-08-21 01:36:15,2020
226,True,True,True,335,335,18,active,0,0,0,1,False,2020-08-21 01:35:00+00:00,2020-08-21 01:36:15,2020
227,True,True,True,336,336,3,active,0,0,0,12,False,2020-08-20 21:34:57+00:00,2020-08-21 01:36:15,2020
228,True,True,True,337,337,15,active,0,0,0,0,False,2020-08-20 22:28:37+00:00,2020-08-21 01:36:15,2020
