,num_docks_available,station_id,station_status,num_bikes_disabled,num_docks_disabled,is_returning,last_reported,eightd_has_available_keys,is_installed,legacy_id,is_renting,num_ebikes_available,num_bikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
220,7,329,active,0,0,True,2020-07-30 02:30:22+00:00,False,True,329,True,0,8,,,2020-07-30 02:35:05,2020
221,12,330,active,0,0,True,2020-07-30 02:00:34+00:00,False,True,330,True,0,3,,,2020-07-30 02:35:05,2020
222,9,331,active,1,0,True,2020-07-30 02:33:21+00:00,False,True,331,True,0,5,,,2020-07-30 02:35:05,2020
223,9,332,active,2,0,True,2020-07-30 02:02:46+00:00,False,True,332,True,0,4,,,2020-07-30 02:35:05,2020
224,5,333,active,0,0,True,2020-07-30 02:21:10+00:00,False,True,333,True,0,20,,,2020-07-30 02:35:05,2020
225,6,334,active,0,0,True,2020-07-30 02:31:53+00:00,False,True,334,True,0,13,,,2020-07-30 02:35:05,2020
226,6,335,active,0,0,True,2020-07-30 02:03:15+00:00,False,True,335,True,0,13,,,2020-07-30 02:35:05,2020
227,3,336,active,0,0,True,2020-07-30 00:58:14+00:00,False,True,336,True,0,12,,,2020-07-30 02:35:05,2020
228,2,337,active,1,0,True,2020-07-30 00:58:55+00:00,False,True,337,True,0,12,,,2020-07-30 02:35:05,2020
229,12,338,active,0,0,True,2020-07-30 02:26:42+00:00,False,True,338,True,0,3,,,2020-07-30 02:35:05,2020
230,2,339,active,0,0,True,2020-07-29 23:28:35+00:00,False,True,339,True,0,13,,,2020-07-30 02:35:05,2020
231,5,340,active,1,0,True,2020-07-29 15:27:12+00:00,False,True,340,True,0,13,,,2020-07-30 02:35:05,2020
232,6,341,active,0,0,True,2020-07-29 23:37:52+00:00,True,True,341,True,0,9,,,2020-07-30 02:35:05,2020
233,0,342,active,0,0,True,2020-07-30 02:33:40+00:00,False,True,342,True,0,15,,,2020-07-30 02:35:05,2020
234,10,343,active,1,0,True,2020-07-29 22:58:46+00:00,False,True,343,True,0,4,,,2020-07-30 02:35:05,2020
235,16,344,active,0,0,True,2020-07-30 01:51:13+00:00,False,True,344,True,0,3,,,2020-07-30 02:35:05,2020
236,18,345,active,0,0,True,2020-07-30 02:25:52+00:00,False,True,345,True,0,1,,,2020-07-30 02:35:05,2020
237,11,346,active,0,0,True,2020-07-30 01:52:36+00:00,False,True,346,True,0,4,,,2020-07-30 02:35:05,2020
238,11,347,active,0,0,True,2020-07-30 02:21:03+00:00,False,True,347,True,0,4,,,2020-07-30 02:35:05,2020
239,5,348,active,2,0,True,2020-07-30 00:22:12+00:00,False,True,348,True,0,8,,,2020-07-30 02:35:05,2020
240,8,349,active,0,0,True,2020-07-30 00:30:37+00:00,True,True,349,True,0,9,,,2020-07-30 02:35:05,2020
241,17,350,active,0,0,True,2020-07-30 01:46:25+00:00,False,True,350,True,0,0,,,2020-07-30 02:35:05,2020
242,5,351,active,0,0,True,2020-07-30 02:21:39+00:00,False,True,351,True,0,10,,,2020-07-30 02:35:05,2020
243,13,352,active,0,0,True,2020-07-30 01:54:28+00:00,False,True,352,True,0,2,,,2020-07-30 02:35:05,2020
244,3,353,active,0,0,True,2020-07-29 23:34:02+00:00,True,True,353,True,0,12,,,2020-07-30 02:35:05,2020
245,14,354,active,1,0,True,2020-07-30 02:27:16+00:00,False,True,354,True,0,0,,,2020-07-30 02:35:05,2020
246,8,355,active,0,0,True,2020-07-30 01:53:20+00:00,False,True,355,True,0,9,,,2020-07-30 02:35:05,2020
247,17,356,active,2,0,True,2020-07-30 02:14:17+00:00,False,True,356,True,0,4,,,2020-07-30 02:35:05,2020
248,2,357,active,1,0,True,2020-07-30 01:23:19+00:00,False,True,357,True,0,12,,,2020-07-30 02:35:05,2020
249,16,358,active,0,0,True,2020-07-30 02:16:19+00:00,False,True,358,True,0,3,,,2020-07-30 02:35:05,2020
250,15,359,active,0,0,True,2020-07-30 02:28:33+00:00,False,True,359,True,0,0,,,2020-07-30 02:35:05,2020
251,7,360,active,0,0,True,2020-07-30 00:50:49+00:00,False,True,360,True,0,8,,,2020-07-30 02:35:05,2020
252,16,361,active,0,0,True,2020-07-30 02:25:25+00:00,False,True,361,True,0,3,,,2020-07-30 02:35:05,2020
253,15,362,active,0,0,True,2020-07-30 02:26:29+00:00,False,True,362,True,0,4,,,2020-07-30 02:35:05,2020
254,0,363,active,0,0,True,2020-07-30 02:05:22+00:00,False,True,363,True,0,19,,,2020-07-30 02:35:05,2020
255,12,364,active,2,0,True,2020-07-30 01:51:59+00:00,False,True,364,True,0,5,,,2020-07-30 02:35:05,2020
256,16,365,active,0,0,True,2020-07-30 01:41:56+00:00,False,True,365,True,0,3,,,2020-07-30 02:35:05,2020
257,7,366,active,0,0,True,2020-07-30 01:44:25+00:00,False,True,366,True,0,8,,,2020-07-30 02:35:05,2020
258,1,367,active,0,0,True,2020-07-30 01:00:24+00:00,False,True,367,True,0,18,,,2020-07-30 02:35:05,2020
259,13,368,active,0,0,True,2020-07-29 21:55:18+00:00,False,True,368,True,0,2,,,2020-07-30 02:35:05,2020
260,7,369,active,0,0,True,2020-07-30 02:25:01+00:00,False,True,369,True,0,8,,,2020-07-30 02:35:05,2020
261,10,370,active,1,0,True,2020-07-30 02:33:49+00:00,False,True,370,True,0,8,,,2020-07-30 02:35:05,2020
262,10,371,active,0,0,True,2020-07-29 23:56:37+00:00,False,True,371,True,0,9,,,2020-07-30 02:35:05,2020
263,7,372,active,0,0,True,2020-07-30 02:34:39+00:00,False,True,372,True,0,12,,,2020-07-30 02:35:05,2020
264,8,373,active,0,0,True,2020-07-29 21:54:14+00:00,False,True,373,True,0,7,,,2020-07-30 02:35:05,2020
265,15,374,active,0,0,True,2020-07-30 02:15:35+00:00,False,True,374,True,0,4,,,2020-07-30 02:35:05,2020
266,1,376,active,0,0,True,2020-07-30 01:34:16+00:00,False,True,376,True,0,14,,,2020-07-30 02:35:05,2020
267,6,377,active,0,0,True,2020-07-30 02:15:58+00:00,False,True,377,True,0,13,,,2020-07-30 02:35:05,2020
268,7,378,active,0,0,True,2020-07-30 00:46:37+00:00,False,True,378,True,0,12,,,2020-07-30 02:35:05,2020
269,4,379,active,0,0,True,2020-07-30 02:30:25+00:00,False,True,379,True,0,11,,,2020-07-30 02:35:05,2020
270,11,380,active,1,0,True,2020-07-30 02:32:48+00:00,False,True,380,True,0,6,,,2020-07-30 02:35:05,2020
271,2,381,active,1,0,True,2020-07-30 02:26:56+00:00,False,True,381,True,0,16,,,2020-07-30 02:35:05,2020
272,10,384,active,1,0,True,2020-07-30 01:44:39+00:00,True,True,384,True,0,8,,,2020-07-30 02:35:05,2020
273,11,385,active,0,1,True,2020-07-30 00:58:25+00:00,False,True,385,True,0,3,,,2020-07-30 02:35:05,2020
274,2,386,active,0,0,True,2020-07-30 02:32:11+00:00,False,True,386,True,0,17,,,2020-07-30 02:35:05,2020
275,4,387,active,0,0,True,2020-07-30 00:12:50+00:00,False,True,387,True,0,11,,,2020-07-30 02:35:05,2020
276,8,388,active,0,0,True,2020-07-29 08:59:07+00:00,False,True,388,True,0,3,,,2020-07-30 02:35:05,2020
277,2,389,active,0,0,True,2020-07-30 01:39:10+00:00,False,True,389,True,0,12,,,2020-07-30 02:35:05,2020
278,0,390,active,0,0,True,2020-07-29 10:46:04+00:00,False,True,390,True,0,15,,,2020-07-30 02:35:05,2020
279,4,391,active,0,0,True,2020-07-29 23:24:10+00:00,False,True,391,True,0,11,,,2020-07-30 02:35:05,2020
280,9,392,active,0,0,True,2020-07-29 23:42:21+00:00,False,True,392,True,0,6,,,2020-07-30 02:35:05,2020
281,9,393,active,0,0,True,2020-07-28 16:21:03+00:00,False,True,393,True,0,6,,,2020-07-30 02:35:05,2020
282,12,394,active,0,0,True,2020-07-29 23:15:42+00:00,False,True,394,True,0,2,,,2020-07-30 02:35:05,2020
283,9,395,active,0,0,True,2020-07-29 14:45:26+00:00,False,True,395,True,0,6,,,2020-07-30 02:35:05,2020
284,5,396,active,0,0,True,2020-07-29 23:50:05+00:00,False,True,396,True,0,10,,,2020-07-30 02:35:05,2020
285,6,397,active,0,0,True,2020-07-29 16:43:59+00:00,False,True,397,True,0,9,,,2020-07-30 02:35:05,2020
286,18,398,active,0,0,True,2020-07-30 01:05:59+00:00,False,True,398,True,0,1,,,2020-07-30 02:35:05,2020
287,13,399,active,0,0,True,2020-07-30 02:11:04+00:00,False,True,399,True,0,2,,,2020-07-30 02:35:05,2020
288,16,400,active,0,0,True,2020-07-30 00:29:02+00:00,False,True,400,True,0,11,,,2020-07-30 02:35:05,2020
289,2,401,active,0,0,True,2020-07-30 01:11:15+00:00,False,True,401,True,0,13,,,2020-07-30 02:35:05,2020
290,11,402,active,0,0,True,2020-07-30 02:18:30+00:00,False,True,402,True,0,4,,,2020-07-30 02:35:05,2020
291,13,403,active,0,0,True,2020-07-30 02:20:35+00:00,False,True,403,True,0,2,,,2020-07-30 02:35:05,2020
292,1,404,active,0,0,True,2020-07-30 02:08:02+00:00,False,True,404,True,0,15,,,2020-07-30 02:35:05,2020
293,6,405,active,1,0,True,2020-07-30 00:12:06+00:00,False,True,405,True,0,12,,,2020-07-30 02:35:05,2020
294,11,406,active,1,0,True,2020-07-29 23:30:23+00:00,False,True,406,True,0,3,,,2020-07-30 02:35:05,2020
295,15,407,active,0,0,True,2020-07-30 00:36:09+00:00,False,True,407,True,0,4,,,2020-07-30 02:35:05,2020
296,5,408,active,0,0,True,2020-07-30 01:14:07+00:00,False,True,408,True,0,10,,,2020-07-30 02:35:05,2020
297,12,409,active,1,0,True,2020-07-30 02:31:10+00:00,False,True,409,True,0,6,,,2020-07-30 02:35:05,2020
298,3,410,active,2,0,True,2020-07-30 00:51:16+00:00,False,True,410,True,0,14,,,2020-07-30 02:35:05,2020
299,0,411,active,2,0,True,2020-07-29 21:56:06+00:00,False,True,411,True,0,13,,,2020-07-30 02:35:05,2020
300,10,412,active,0,0,True,2020-07-30 02:19:04+00:00,False,True,412,True,0,9,,,2020-07-30 02:35:05,2020
301,3,413,active,0,0,True,2020-07-30 02:26:26+00:00,False,True,413,True,0,16,,,2020-07-30 02:35:05,2020
302,17,414,active,0,0,True,2020-07-30 01:02:26+00:00,False,True,414,True,0,6,,,2020-07-30 02:35:05,2020
303,14,415,active,1,0,True,2020-07-30 02:05:13+00:00,False,True,415,True,0,4,,,2020-07-30 02:35:05,2020
304,4,416,active,0,0,True,2020-07-30 02:11:47+00:00,False,True,416,True,0,11,,,2020-07-30 02:35:05,2020
305,3,417,active,1,0,True,2020-07-30 02:11:35+00:00,False,True,417,True,0,15,,,2020-07-30 02:35:05,2020
306,5,419,active,0,0,True,2020-07-30 02:20:07+00:00,False,True,419,True,0,10,,,2020-07-30 02:35:05,2020
307,0,420,out_of_service,0,0,False,1970-01-02 00:00:00+00:00,False,False,420,False,0,0,,,2020-07-30 02:35:05,1970
308,9,421,active,1,0,True,2020-07-29 14:32:21+00:00,False,True,421,True,0,9,,,2020-07-30 02:35:05,2020
309,0,422,active,0,0,True,2020-07-30 01:12:02+00:00,False,True,422,True,0,15,,,2020-07-30 02:35:05,2020
310,8,423,active,0,0,True,2020-07-30 01:25:15+00:00,False,True,423,True,0,11,,,2020-07-30 02:35:05,2020
311,14,424,active,0,0,True,2020-07-30 01:07:09+00:00,False,True,424,True,0,5,,,2020-07-30 02:35:05,2020
312,14,425,active,0,0,True,2020-07-30 02:26:38+00:00,False,True,425,True,0,2,,,2020-07-30 02:35:05,2020
313,22,426,active,0,0,True,2020-07-30 02:03:44+00:00,False,True,426,True,0,5,,,2020-07-30 02:35:05,2020
314,9,427,active,0,0,True,2020-07-29 23:56:25+00:00,False,True,427,True,0,10,,,2020-07-30 02:35:05,2020
315,5,428,active,0,0,True,2020-07-30 01:08:42+00:00,False,True,428,True,0,14,,,2020-07-30 02:35:05,2020
316,4,430,active,0,0,True,2020-07-29 19:39:05+00:00,False,True,430,True,0,15,,,2020-07-30 02:35:05,2020
317,13,431,active,1,0,True,2020-07-30 00:37:18+00:00,False,True,431,True,0,1,,,2020-07-30 02:35:05,2020
318,13,432,active,0,0,True,2020-07-29 22:08:43+00:00,False,True,432,True,0,6,,,2020-07-30 02:35:05,2020
319,18,433,active,1,0,True,2020-07-29 13:58:30+00:00,False,True,433,True,0,0,,,2020-07-30 02:35:05,2020
320,10,434,active,1,0,True,2020-07-29 21:07:27+00:00,False,True,434,True,0,8,,,2020-07-30 02:35:05,2020
321,1,435,active,2,0,True,2020-07-30 00:13:34+00:00,False,True,435,True,0,12,,,2020-07-30 02:35:05,2020
322,13,436,active,0,0,True,2020-07-30 01:08:15+00:00,False,True,436,True,0,2,,,2020-07-30 02:35:05,2020
323,2,437,active,0,0,True,2020-07-30 02:27:57+00:00,False,True,437,True,0,17,,,2020-07-30 02:35:05,2020
324,15,440,active,0,0,True,2020-07-30 00:28:08+00:00,False,True,440,True,0,2,,,2020-07-30 02:35:05,2020
325,4,441,active,0,0,True,2020-07-30 01:35:46+00:00,False,True,441,True,0,15,,,2020-07-30 02:35:05,2020
326,11,442,active,0,0,True,2020-07-29 23:31:39+00:00,False,True,442,True,0,4,,,2020-07-30 02:35:05,2020
327,10,443,active,0,0,True,2020-07-29 23:24:52+00:00,False,True,443,True,0,9,,,2020-07-30 02:35:05,2020
328,7,445,active,0,0,True,2020-07-30 02:28:55+00:00,False,True,445,True,0,12,,,2020-07-30 02:35:05,2020
329,12,446,active,0,0,True,2020-07-30 02:09:11+00:00,False,True,446,True,0,0,,,2020-07-30 02:35:05,2020
330,17,447,active,0,0,True,2020-07-29 22:14:49+00:00,False,True,447,True,0,2,,,2020-07-30 02:35:05,2020
331,7,448,active,0,0,True,2020-07-29 14:20:33+00:00,False,True,448,True,0,4,,,2020-07-30 02:35:05,2020
332,0,449,out_of_service,0,0,True,1970-01-02 00:00:00+00:00,False,False,449,True,0,0,,,2020-07-30 02:35:05,1970
333,12,450,active,0,0,True,2020-07-30 01:46:52+00:00,False,True,450,True,0,3,,,2020-07-30 02:35:05,2020
334,12,451,active,1,0,True,2020-07-30 02:21:43+00:00,False,True,451,True,0,2,,,2020-07-30 02:35:05,2020
335,5,452,active,0,0,True,2020-07-30 01:21:16+00:00,False,True,452,True,0,10,,,2020-07-30 02:35:05,2020
336,14,453,active,0,0,True,2020-07-30 01:49:10+00:00,False,True,453,True,0,1,,,2020-07-30 02:35:05,2020
337,13,454,active,0,0,True,2020-07-30 02:20:57+00:00,False,True,454,True,0,2,,,2020-07-30 02:35:05,2020
