,is_installed,station_status,is_renting,eightd_has_available_keys,num_ebikes_available,num_bikes_available,valet,legacy_id,is_returning,num_docks_available,station_id,num_docks_disabled,last_reported,num_bikes_disabled,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,active,True,False,0,7,"{'dock_blocked_count': 0, 'active': True, 'off_dock_count': 0, 'off_dock_capacity': 0, 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'region': 'BOS', 'valet_revision': 3}",296,True,15,296,0,2020-08-02 23:42:53+00:00,1,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],2020-08-02 23:54:45,2020
1,True,active,True,True,0,6,,3,True,8,3,0,2020-08-02 23:51:58+00:00,1,,2020-08-02 23:54:45,2020
2,True,active,True,False,0,11,,4,True,8,4,0,2020-08-02 23:19:02+00:00,0,,2020-08-02 23:54:45,2020
3,True,active,True,False,0,1,,5,True,13,5,0,2020-08-02 23:54:01+00:00,1,,2020-08-02 23:54:45,2020
4,True,active,True,False,0,7,,6,True,8,6,0,2020-08-02 23:50:57+00:00,0,,2020-08-02 23:54:45,2020
5,True,active,True,False,0,8,,7,True,7,7,0,2020-08-02 22:59:54+00:00,0,,2020-08-02 23:54:45,2020
6,True,active,True,False,0,9,,8,True,7,8,0,2020-08-02 23:36:49+00:00,3,,2020-08-02 23:54:45,2020
7,True,active,True,False,0,5,,9,True,10,9,0,2020-08-02 23:37:41+00:00,0,,2020-08-02 23:54:45,2020
8,True,active,True,False,0,0,,10,True,10,10,0,2020-08-02 23:09:15+00:00,1,,2020-08-02 23:54:45,2020
9,True,active,True,False,0,1,,11,True,13,11,0,2020-08-02 23:46:09+00:00,1,,2020-08-02 23:54:45,2020
10,True,active,True,True,0,6,,12,True,11,12,0,2020-08-02 23:27:09+00:00,1,,2020-08-02 23:54:45,2020
11,True,active,True,False,0,10,,13,True,9,13,0,2020-08-02 23:38:00+00:00,0,,2020-08-02 23:54:45,2020
12,True,active,True,False,0,14,,14,True,10,14,0,2020-08-02 23:41:24+00:00,1,,2020-08-02 23:54:45,2020
13,True,active,True,False,0,7,,15,True,8,15,0,2020-08-02 23:29:58+00:00,0,,2020-08-02 23:54:45,2020
14,True,active,True,True,0,7,,16,True,12,16,0,2020-08-02 23:50:33+00:00,0,,2020-08-02 23:54:45,2020
15,True,active,True,False,0,8,,17,True,6,17,0,2020-08-02 23:33:35+00:00,1,,2020-08-02 23:54:45,2020
16,True,active,True,False,0,2,,19,True,13,19,0,2020-08-02 23:41:27+00:00,0,,2020-08-02 23:54:45,2020
17,True,active,True,True,0,16,,20,True,7,20,0,2020-08-02 23:53:38+00:00,0,,2020-08-02 23:54:45,2020
18,True,active,True,True,0,10,,21,True,8,21,0,2020-08-02 23:49:38+00:00,0,,2020-08-02 23:54:45,2020
19,True,active,True,True,0,10,,22,True,37,22,0,2020-08-02 23:47:03+00:00,0,,2020-08-02 23:54:45,2020
20,True,active,True,True,0,2,,23,True,19,23,0,2020-08-02 23:32:56+00:00,0,,2020-08-02 23:54:45,2020
21,True,active,True,False,0,18,,24,True,0,24,0,2020-08-02 23:51:59+00:00,1,,2020-08-02 23:54:45,2020
22,True,active,True,False,0,5,,25,True,8,25,0,2020-08-02 23:44:28+00:00,2,,2020-08-02 23:54:45,2020
23,True,active,True,False,0,1,,26,True,14,26,0,2020-08-02 23:52:04+00:00,0,,2020-08-02 23:54:45,2020
