,num_ebikes_available,num_bikes_available,eightd_has_available_keys,legacy_id,num_docks_disabled,station_status,is_returning,num_bikes_disabled,station_id,last_reported,is_installed,num_docks_available,is_renting,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,3,True,3,0,active,True,0,3,2020-07-26 12:16:16+00:00,True,12,True,,,2020-07-26 12:32:00,2020
1,0,19,False,4,0,active,True,0,4,2020-07-26 08:57:39+00:00,True,0,True,,,2020-07-26 12:32:00,2020
2,0,12,False,5,0,active,True,0,5,2020-07-26 12:18:49+00:00,True,3,True,,,2020-07-26 12:32:00,2020
3,0,9,False,6,0,active,True,1,6,2020-07-26 12:16:29+00:00,True,5,True,,,2020-07-26 12:32:00,2020
4,0,3,False,7,0,active,True,1,7,2020-07-26 12:24:56+00:00,True,11,True,,,2020-07-26 12:32:00,2020
5,0,14,False,8,0,active,True,1,8,2020-07-26 12:20:24+00:00,True,4,True,,,2020-07-26 12:32:00,2020
6,0,8,False,9,0,active,True,1,9,2020-07-26 12:31:36+00:00,True,6,True,,,2020-07-26 12:32:00,2020
7,0,0,False,10,0,active,True,0,10,2020-07-26 12:14:47+00:00,True,11,True,,,2020-07-26 12:32:00,2020
8,0,9,False,11,0,active,True,0,11,2020-07-26 12:15:28+00:00,True,6,True,"{'off_dock_capacity': 50, 'off_dock_count': 0, 'active': True, 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 69, 'region': 'BOS'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-26 12:32:00,2020
9,0,3,True,12,0,active,True,0,12,2020-07-26 11:24:10+00:00,True,15,True,,,2020-07-26 12:32:00,2020
10,0,14,False,13,0,active,True,1,13,2020-07-26 11:56:28+00:00,True,4,True,,,2020-07-26 12:32:00,2020
11,0,8,False,14,0,active,True,1,14,2020-07-26 12:28:35+00:00,True,16,True,,,2020-07-26 12:32:00,2020
12,0,13,False,15,0,active,True,0,15,2020-07-26 11:51:08+00:00,True,2,True,,,2020-07-26 12:32:00,2020
13,0,17,True,16,0,active,True,1,16,2020-07-26 12:27:43+00:00,True,1,True,,,2020-07-26 12:32:00,2020
14,0,10,False,17,0,active,True,1,17,2020-07-26 12:13:24+00:00,True,4,True,,,2020-07-26 12:32:00,2020
15,0,8,False,19,0,active,True,0,19,2020-07-26 12:09:28+00:00,True,7,True,,,2020-07-26 12:32:00,2020
16,0,2,True,20,0,active,True,0,20,2020-07-26 12:26:57+00:00,True,21,True,,,2020-07-26 12:32:00,2020
17,0,10,True,21,0,active,True,0,21,2020-07-26 10:00:07+00:00,True,8,True,,,2020-07-26 12:32:00,2020
18,0,2,True,22,0,active,True,1,22,2020-07-26 10:45:10+00:00,True,44,True,,,2020-07-26 12:32:00,2020
19,0,8,False,23,0,active,True,0,23,2020-07-26 12:13:31+00:00,True,13,True,,,2020-07-26 12:32:00,2020
20,0,0,False,24,0,active,True,0,24,2020-07-26 12:10:45+00:00,True,19,True,,,2020-07-26 12:32:00,2020
21,0,14,False,25,0,active,True,0,25,2020-07-26 12:24:09+00:00,True,1,True,,,2020-07-26 12:32:00,2020
22,0,15,False,26,0,active,True,0,26,2020-07-26 08:48:01+00:00,True,0,True,,,2020-07-26 12:32:00,2020
23,0,17,False,27,0,active,True,2,27,2020-07-26 11:28:09+00:00,True,4,True,,,2020-07-26 12:32:00,2020
24,0,14,False,29,0,active,True,1,29,2020-07-26 08:26:27+00:00,True,0,True,,,2020-07-26 12:32:00,2020
25,0,12,False,30,0,active,True,0,30,2020-07-26 11:35:01+00:00,True,3,True,,,2020-07-26 12:32:00,2020
26,0,0,True,31,0,active,True,0,31,2020-07-26 12:09:17+00:00,True,19,True,,,2020-07-26 12:32:00,2020
27,0,11,False,32,0,active,True,4,32,2020-07-26 10:47:56+00:00,True,0,True,,,2020-07-26 12:32:00,2020
28,0,4,False,33,0,active,True,1,33,2020-07-26 11:33:57+00:00,True,22,True,,,2020-07-26 12:32:00,2020
29,0,1,False,35,0,active,True,0,35,2020-07-26 12:06:30+00:00,True,22,True,,,2020-07-26 12:32:00,2020
30,0,26,True,36,0,active,True,0,36,2020-07-26 12:07:01+00:00,True,7,True,,,2020-07-26 12:32:00,2020
31,0,6,True,37,0,active,True,1,37,2020-07-26 08:12:08+00:00,True,8,True,,,2020-07-26 12:32:00,2020
32,0,6,False,39,0,active,True,0,39,2020-07-26 10:42:07+00:00,True,17,True,,,2020-07-26 12:32:00,2020
33,0,7,False,40,0,active,True,1,40,2020-07-26 12:28:56+00:00,True,11,True,,,2020-07-26 12:32:00,2020
34,0,25,True,41,0,active,True,1,41,2020-07-26 08:51:27+00:00,True,1,True,,,2020-07-26 12:32:00,2020
35,0,19,False,42,0,active,True,2,42,2020-07-26 11:58:24+00:00,True,2,True,,,2020-07-26 12:32:00,2020
36,0,1,False,43,0,active,True,0,43,2020-07-26 08:56:53+00:00,True,14,True,,,2020-07-26 12:32:00,2020
37,0,12,False,44,0,active,True,0,44,2020-07-26 08:57:37+00:00,True,11,True,,,2020-07-26 12:32:00,2020
38,0,7,False,46,0,active,True,0,46,2020-07-26 12:28:26+00:00,True,12,True,,,2020-07-26 12:32:00,2020
39,0,10,True,47,0,active,True,0,47,2020-07-26 12:25:56+00:00,True,9,True,,,2020-07-26 12:32:00,2020
40,0,4,False,48,0,active,True,0,48,2020-07-26 10:13:58+00:00,True,15,True,,,2020-07-26 12:32:00,2020
41,0,15,False,49,0,active,True,0,49,2020-07-26 12:31:54+00:00,True,3,True,,,2020-07-26 12:32:00,2020
42,0,7,True,50,0,active,True,1,50,2020-07-26 12:18:41+00:00,True,7,True,,,2020-07-26 12:32:00,2020
43,0,10,False,51,0,active,True,4,51,2020-07-26 10:52:01+00:00,True,1,True,,,2020-07-26 12:32:00,2020
44,0,0,True,52,0,active,True,0,52,2020-07-26 11:51:00+00:00,True,23,True,,,2020-07-26 12:32:00,2020
45,0,0,False,53,0,active,True,0,53,2020-07-26 12:21:55+00:00,True,19,True,,,2020-07-26 12:32:00,2020
46,0,10,False,54,0,active,True,0,54,2020-07-26 11:59:21+00:00,True,5,True,,,2020-07-26 12:32:00,2020
47,0,3,False,55,0,active,True,0,55,2020-07-26 12:30:36+00:00,True,12,True,,,2020-07-26 12:32:00,2020
48,0,15,True,56,0,active,True,0,56,2020-07-26 08:56:17+00:00,True,3,True,,,2020-07-26 12:32:00,2020
49,0,7,True,57,0,active,True,0,57,2020-07-26 12:21:08+00:00,True,7,True,,,2020-07-26 12:32:00,2020
50,0,17,True,58,0,active,True,1,58,2020-07-26 12:04:07+00:00,True,1,True,,,2020-07-26 12:32:00,2020
51,0,16,True,59,0,active,True,0,59,2020-07-26 10:20:30+00:00,True,3,True,,,2020-07-26 12:32:00,2020
52,0,9,False,60,0,active,True,1,60,2020-07-26 12:31:39+00:00,True,9,True,,,2020-07-26 12:32:00,2020
53,0,4,False,61,0,active,True,0,61,2020-07-26 11:41:56+00:00,True,15,True,,,2020-07-26 12:32:00,2020
54,0,13,False,63,0,active,True,0,63,2020-07-26 08:36:20+00:00,True,2,True,,,2020-07-26 12:32:00,2020
55,0,2,False,64,0,active,True,1,64,2020-07-26 11:56:51+00:00,True,16,True,,,2020-07-26 12:32:00,2020
56,0,9,False,65,0,active,True,1,65,2020-07-26 11:55:31+00:00,True,13,True,,,2020-07-26 12:32:00,2020
57,0,11,False,66,0,active,True,0,66,2020-07-26 11:19:05+00:00,True,4,True,,,2020-07-26 12:32:00,2020
58,0,1,True,67,0,active,True,0,67,2020-07-26 11:05:34+00:00,True,26,True,,,2020-07-26 12:32:00,2020
59,0,5,True,68,0,active,True,4,68,2020-07-26 12:18:28+00:00,True,10,True,,,2020-07-26 12:32:00,2020
60,0,13,True,69,0,active,True,1,69,2020-07-26 12:20:15+00:00,True,5,True,,,2020-07-26 12:32:00,2020
61,0,17,False,70,0,active,True,1,70,2020-07-26 12:16:46+00:00,True,5,True,,,2020-07-26 12:32:00,2020
62,0,18,False,71,0,active,True,0,71,2020-07-26 11:55:56+00:00,True,5,True,,,2020-07-26 12:32:00,2020
63,0,13,False,72,0,active,True,0,72,2020-07-26 08:07:52+00:00,True,10,True,,,2020-07-26 12:32:00,2020
64,0,5,False,73,0,active,True,0,73,2020-07-26 12:24:15+00:00,True,10,True,,,2020-07-26 12:32:00,2020
