,is_installed,station_status,is_renting,eightd_has_available_keys,num_ebikes_available,num_bikes_available,valet,legacy_id,is_returning,num_docks_available,station_id,num_docks_disabled,last_reported,num_bikes_disabled,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,active,True,False,0,8,"{'dock_blocked_count': 0, 'active': True, 'off_dock_count': 0, 'off_dock_capacity': 0, 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'region': 'BOS', 'valet_revision': 3}",296,True,15,296,0,2020-08-02 18:16:11+00:00,0,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],2020-08-02 18:18:05,2020
1,True,active,True,True,0,10,,3,True,3,3,0,2020-08-02 18:12:37+00:00,2,,2020-08-02 18:18:05,2020
2,True,active,True,False,0,1,,4,True,18,4,0,2020-08-02 18:10:03+00:00,0,,2020-08-02 18:18:05,2020
3,True,active,True,False,0,5,,5,True,10,5,0,2020-08-02 17:57:38+00:00,0,,2020-08-02 18:18:05,2020
4,True,active,True,False,0,7,,6,True,8,6,0,2020-08-02 18:17:40+00:00,0,,2020-08-02 18:18:05,2020
5,True,active,True,False,0,3,,7,True,12,7,0,2020-08-02 18:06:05+00:00,0,,2020-08-02 18:18:05,2020
6,True,active,True,False,0,6,,8,True,10,8,0,2020-08-02 18:05:17+00:00,3,,2020-08-02 18:18:05,2020
7,True,active,True,False,0,7,,9,True,8,9,0,2020-08-02 17:58:53+00:00,0,,2020-08-02 18:18:05,2020
8,True,active,True,False,0,1,,10,True,8,10,0,2020-08-02 18:01:49+00:00,2,,2020-08-02 18:18:05,2020
9,True,active,True,False,0,12,,11,True,1,11,0,2020-08-02 18:16:53+00:00,2,,2020-08-02 18:18:05,2020
10,True,active,True,True,0,1,,12,True,17,12,0,2020-08-02 18:07:18+00:00,0,,2020-08-02 18:18:05,2020
11,True,active,True,False,0,11,,13,True,8,13,0,2020-08-02 18:07:09+00:00,0,,2020-08-02 18:18:05,2020
12,True,active,True,False,0,15,,14,True,9,14,0,2020-08-02 18:06:37+00:00,1,,2020-08-02 18:18:05,2020
13,True,active,True,False,0,10,,15,True,4,15,0,2020-08-02 18:11:24+00:00,1,,2020-08-02 18:18:05,2020
14,True,active,True,True,0,15,,16,True,3,16,0,2020-08-02 18:16:47+00:00,1,,2020-08-02 18:18:05,2020
15,True,active,True,False,0,7,,17,True,7,17,0,2020-08-02 17:28:03+00:00,1,,2020-08-02 18:18:05,2020
16,True,active,True,False,0,5,,19,True,10,19,0,2020-08-02 18:08:18+00:00,0,,2020-08-02 18:18:05,2020
17,True,active,True,True,0,14,,20,True,9,20,0,2020-08-02 18:10:04+00:00,0,,2020-08-02 18:18:05,2020
18,True,active,True,True,0,0,,21,True,18,21,0,2020-08-02 18:05:20+00:00,0,,2020-08-02 18:18:05,2020
19,True,active,True,True,0,5,,22,True,42,22,0,2020-08-02 18:15:09+00:00,0,,2020-08-02 18:18:05,2020
20,True,active,True,True,0,0,,23,True,21,23,0,2020-08-02 17:18:16+00:00,0,,2020-08-02 18:18:05,2020
21,True,active,True,False,0,12,,24,True,4,24,0,2020-08-02 18:16:39+00:00,3,,2020-08-02 18:18:05,2020
22,True,active,True,False,0,7,,25,True,7,25,0,2020-08-02 18:16:56+00:00,1,,2020-08-02 18:18:05,2020
23,True,active,True,False,0,2,,26,True,13,26,0,2020-08-02 17:58:51+00:00,0,,2020-08-02 18:18:05,2020
24,True,active,True,False,0,0,,27,True,21,27,0,2020-08-02 17:45:13+00:00,2,,2020-08-02 18:18:05,2020
25,True,active,True,False,0,10,,29,True,5,29,0,2020-08-02 16:50:51+00:00,0,,2020-08-02 18:18:05,2020
26,True,active,True,False,0,2,,30,True,11,30,0,2020-08-02 18:12:55+00:00,2,,2020-08-02 18:18:05,2020
27,True,active,True,True,0,5,,31,True,14,31,0,2020-08-02 17:54:08+00:00,0,,2020-08-02 18:18:05,2020
28,True,active,True,False,0,7,,32,True,5,32,0,2020-08-02 18:15:38+00:00,3,,2020-08-02 18:18:05,2020
29,True,active,True,False,0,7,,33,True,19,33,0,2020-08-02 18:00:06+00:00,1,,2020-08-02 18:18:05,2020
30,True,active,True,False,0,3,,35,True,20,35,0,2020-08-02 18:10:39+00:00,0,,2020-08-02 18:18:05,2020
31,True,active,True,True,0,9,,36,True,23,36,0,2020-08-02 18:00:22+00:00,1,,2020-08-02 18:18:05,2020
32,True,active,True,True,0,8,,37,True,7,37,0,2020-08-02 17:12:28+00:00,0,,2020-08-02 18:18:05,2020
33,True,active,True,False,0,18,,39,True,5,39,0,2020-08-02 18:15:55+00:00,0,,2020-08-02 18:18:05,2020
34,True,active,True,False,0,9,,40,True,7,40,0,2020-08-02 18:15:59+00:00,3,,2020-08-02 18:18:05,2020
35,True,active,True,True,0,2,,41,True,20,41,0,2020-08-02 18:16:51+00:00,5,,2020-08-02 18:18:05,2020
36,True,active,True,False,0,5,,42,True,17,42,0,2020-08-02 18:13:08+00:00,1,,2020-08-02 18:18:05,2020
37,True,active,True,True,0,13,,43,True,2,43,0,2020-08-02 18:11:04+00:00,0,,2020-08-02 18:18:05,2020
38,True,active,True,False,0,12,,44,True,11,44,0,2020-08-02 18:04:20+00:00,0,,2020-08-02 18:18:05,2020
39,True,active,True,False,0,0,,46,True,17,46,0,2020-08-02 18:17:03+00:00,2,,2020-08-02 18:18:05,2020
40,True,active,True,True,0,1,,47,True,18,47,0,2020-08-02 18:16:05+00:00,0,,2020-08-02 18:18:05,2020
41,True,active,True,False,0,4,,48,True,15,48,0,2020-08-02 17:49:18+00:00,0,,2020-08-02 18:18:05,2020
42,True,active,True,False,0,2,,49,True,16,49,0,2020-08-02 18:12:44+00:00,0,,2020-08-02 18:18:05,2020
43,True,active,True,True,0,10,,50,True,5,50,0,2020-08-02 18:11:02+00:00,0,,2020-08-02 18:18:05,2020
44,True,active,True,False,0,13,,51,True,2,51,0,2020-08-02 16:56:17+00:00,0,,2020-08-02 18:18:05,2020
45,True,active,True,True,0,8,,52,True,14,52,0,2020-08-02 18:00:30+00:00,1,,2020-08-02 18:18:05,2020
46,True,active,True,False,0,2,,53,True,15,53,0,2020-08-02 18:14:50+00:00,2,,2020-08-02 18:18:05,2020
47,True,active,True,False,0,13,,54,True,1,54,0,2020-08-02 18:14:33+00:00,1,,2020-08-02 18:18:05,2020
