,is_returning,num_bikes_available,station_id,num_bikes_disabled,is_installed,num_docks_disabled,station_status,is_renting,num_docks_available,legacy_id,last_reported,eightd_has_available_keys,num_ebikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
301,True,12,413,0,True,0,active,True,7,413,2020-08-14 00:43:28+00:00,False,0,,,2020-08-14 00:52:45,2020
302,True,3,414,0,True,0,active,True,20,414,2020-08-14 00:01:18+00:00,False,0,,,2020-08-14 00:52:45,2020
303,True,3,415,0,True,0,active,True,16,415,2020-08-14 00:49:54+00:00,False,0,,,2020-08-14 00:52:45,2020
304,True,5,416,0,True,0,active,True,10,416,2020-08-14 00:45:32+00:00,False,0,,,2020-08-14 00:52:45,2020
305,True,15,417,1,True,0,active,True,3,417,2020-08-14 00:43:15+00:00,False,0,,,2020-08-14 00:52:45,2020
306,True,14,419,0,True,0,active,True,1,419,2020-08-14 00:23:11+00:00,False,0,,,2020-08-14 00:52:45,2020
307,False,0,420,0,False,0,out_of_service,False,0,420,1970-01-02 00:00:00+00:00,False,0,,,2020-08-14 00:52:45,1970
308,True,14,421,0,True,0,active,True,5,421,2020-08-13 19:41:23+00:00,False,0,,,2020-08-14 00:52:45,2020
309,True,4,422,0,True,0,active,True,11,422,2020-08-13 12:04:13+00:00,False,0,,,2020-08-14 00:52:45,2020
310,True,3,423,0,True,0,active,True,16,423,2020-08-13 23:58:26+00:00,False,0,,,2020-08-14 00:52:45,2020
311,True,3,424,0,True,0,active,True,16,424,2020-08-13 22:18:12+00:00,False,0,,,2020-08-14 00:52:45,2020
312,True,6,425,0,True,0,active,True,10,425,2020-08-13 22:50:46+00:00,False,0,,,2020-08-14 00:52:45,2020
313,True,2,426,0,True,0,active,True,25,426,2020-08-14 00:51:58+00:00,False,0,,,2020-08-14 00:52:45,2020
314,True,7,427,0,True,0,active,True,12,427,2020-08-14 00:25:18+00:00,False,0,,,2020-08-14 00:52:45,2020
315,True,2,428,0,True,0,active,True,17,428,2020-08-14 00:40:50+00:00,False,0,,,2020-08-14 00:52:45,2020
316,True,15,430,0,True,0,active,True,4,430,2020-08-13 04:03:59+00:00,False,0,,,2020-08-14 00:52:45,2020
317,True,2,431,0,True,0,active,True,13,431,2020-08-14 00:47:18+00:00,False,0,,,2020-08-14 00:52:45,2020
318,True,7,432,0,True,0,active,True,12,432,2020-08-13 22:42:35+00:00,False,0,,,2020-08-14 00:52:45,2020
319,True,1,433,0,True,0,active,True,18,433,2020-08-13 22:36:32+00:00,False,0,,,2020-08-14 00:52:45,2020
320,True,0,434,0,True,0,active,True,19,434,2020-08-13 03:24:35+00:00,False,0,,,2020-08-14 00:52:45,2020
321,True,4,435,0,True,0,active,True,11,435,2020-08-13 23:50:32+00:00,False,0,,,2020-08-14 00:52:45,2020
322,True,9,436,0,True,0,active,True,6,436,2020-08-14 00:28:28+00:00,False,0,,,2020-08-14 00:52:45,2020
323,True,17,437,0,True,0,active,True,2,437,2020-08-14 00:52:33+00:00,False,0,,,2020-08-14 00:52:45,2020
324,True,16,440,0,True,0,active,True,1,440,2020-08-14 00:34:21+00:00,False,0,,,2020-08-14 00:52:45,2020
325,True,17,441,0,True,0,active,True,2,441,2020-08-14 00:08:05+00:00,False,0,,,2020-08-14 00:52:45,2020
326,True,13,442,1,True,0,active,True,1,442,2020-08-13 21:29:23+00:00,False,0,,,2020-08-14 00:52:45,2020
327,True,4,443,0,True,0,active,True,15,443,2020-08-13 22:22:46+00:00,False,0,,,2020-08-14 00:52:45,2020
328,True,11,445,0,True,0,active,True,8,445,2020-08-14 00:17:07+00:00,False,0,,,2020-08-14 00:52:45,2020
329,True,4,446,0,True,0,active,True,8,446,2020-08-14 00:44:21+00:00,False,0,,,2020-08-14 00:52:45,2020
330,True,7,447,0,True,0,active,True,12,447,2020-08-13 18:24:44+00:00,False,0,,,2020-08-14 00:52:45,2020
331,True,3,448,0,True,0,active,True,8,448,2020-08-13 04:03:15+00:00,False,0,,,2020-08-14 00:52:45,2020
332,True,0,449,0,False,0,out_of_service,True,0,449,1970-01-02 00:00:00+00:00,False,0,,,2020-08-14 00:52:45,1970
333,True,10,450,0,True,0,active,True,5,450,2020-08-13 23:43:32+00:00,False,0,,,2020-08-14 00:52:45,2020
334,True,15,451,0,True,0,active,True,0,451,2020-08-14 00:33:44+00:00,False,0,,,2020-08-14 00:52:45,2020
335,True,13,452,0,True,0,active,True,2,452,2020-08-14 00:49:01+00:00,False,0,,,2020-08-14 00:52:45,2020
336,True,7,453,1,True,0,active,True,7,453,2020-08-14 00:41:50+00:00,False,0,,,2020-08-14 00:52:45,2020
337,True,2,454,1,True,0,active,True,12,454,2020-08-14 00:48:50+00:00,False,0,,,2020-08-14 00:52:45,2020
338,True,3,455,1,True,0,active,True,8,455,2020-08-14 00:09:40+00:00,False,0,,,2020-08-14 00:52:45,2020
339,True,5,456,1,True,0,active,True,13,456,2020-08-14 00:03:14+00:00,False,0,,,2020-08-14 00:52:45,2020
340,True,3,457,0,True,0,active,True,8,457,2020-08-14 00:00:02+00:00,False,0,,,2020-08-14 00:52:45,2020
341,True,7,458,2,True,0,active,True,2,458,2020-08-14 00:23:30+00:00,False,0,,,2020-08-14 00:52:45,2020
