,station_id,is_renting,num_ebikes_available,num_bikes_disabled,eightd_has_available_keys,last_reported,eightd_active_station_services,num_docks_disabled,is_returning,legacy_id,is_installed,num_bikes_available,num_docks_available,station_status,valet,timestamp_of_data_read_request,year_station_last_reported
170,195,True,0,1,False,2020-08-03 15:08:28+00:00,,0,True,195,True,0,22,active,,2020-08-03 15:11:55,2020
171,196,True,0,0,True,2020-08-03 14:40:55+00:00,,0,True,196,True,2,8,active,,2020-08-03 15:11:55,2020
172,197,True,0,0,False,2020-08-03 10:10:49+00:00,,0,True,197,True,2,13,active,,2020-08-03 15:11:55,2020
173,199,True,0,0,False,2020-08-03 09:41:59+00:00,,0,True,199,True,12,3,active,,2020-08-03 15:11:55,2020
174,200,True,0,0,False,2020-08-03 15:10:27+00:00,,0,True,200,True,18,1,active,,2020-08-03 15:11:55,2020
175,201,True,0,0,False,2020-08-03 13:51:10+00:00,,0,True,201,True,0,15,active,,2020-08-03 15:11:55,2020
176,202,True,0,0,False,2020-08-03 15:10:31+00:00,,0,True,202,True,4,11,active,,2020-08-03 15:11:55,2020
177,203,True,0,0,False,2020-08-03 14:28:01+00:00,,0,True,203,True,3,12,active,,2020-08-03 15:11:55,2020
178,204,True,0,0,False,2020-08-03 10:52:44+00:00,,0,True,204,True,7,8,active,,2020-08-03 15:11:55,2020
179,205,True,0,0,False,2020-08-03 08:45:19+00:00,,0,True,205,True,5,10,active,,2020-08-03 15:11:55,2020
180,206,True,0,0,False,2020-08-03 13:47:55+00:00,,0,True,206,True,10,13,active,,2020-08-03 15:11:55,2020
181,208,True,0,0,True,2020-08-03 14:34:36+00:00,,0,True,208,True,13,2,active,,2020-08-03 15:11:55,2020
182,209,True,0,0,False,2020-08-03 08:28:58+00:00,,0,True,209,True,8,7,active,,2020-08-03 15:11:55,2020
183,210,True,0,1,False,2020-08-03 12:40:37+00:00,,0,True,210,True,2,12,active,,2020-08-03 15:11:55,2020
184,211,True,0,0,False,2020-08-03 10:36:15+00:00,,0,True,211,True,17,2,active,,2020-08-03 15:11:55,2020
185,212,True,0,0,False,2020-08-03 13:18:35+00:00,,0,True,212,True,25,8,active,,2020-08-03 15:11:55,2020
186,213,True,0,0,True,2020-08-03 15:07:21+00:00,,0,True,213,True,2,14,active,,2020-08-03 15:11:55,2020
187,214,True,0,0,False,2020-08-03 12:43:33+00:00,,0,True,214,True,11,4,active,,2020-08-03 15:11:55,2020
188,215,True,0,0,False,2020-08-03 15:09:23+00:00,,0,True,215,True,13,2,active,,2020-08-03 15:11:55,2020
189,216,True,0,0,False,2020-08-03 08:28:46+00:00,,0,True,216,True,13,6,active,,2020-08-03 15:11:55,2020
190,217,True,0,0,False,2020-08-03 12:53:09+00:00,,0,True,217,True,13,6,active,,2020-08-03 15:11:55,2020
191,218,True,0,2,False,2020-08-03 15:06:48+00:00,,0,True,218,True,10,3,active,,2020-08-03 15:11:55,2020
192,219,True,0,0,False,2020-08-03 08:53:59+00:00,,0,True,219,True,8,7,active,,2020-08-03 15:11:55,2020
193,221,True,0,0,False,2020-08-03 15:00:09+00:00,,0,True,221,True,3,16,active,,2020-08-03 15:11:55,2020
194,222,True,0,0,True,2020-08-03 14:07:32+00:00,,0,True,222,True,4,10,active,,2020-08-03 15:11:55,2020
195,224,True,0,0,False,2020-08-03 12:34:25+00:00,,0,True,224,True,5,12,active,,2020-08-03 15:11:55,2020
196,225,True,0,0,False,2020-08-03 13:12:42+00:00,,0,True,225,True,0,19,active,,2020-08-03 15:11:55,2020
197,226,True,0,1,False,2020-08-03 14:47:25+00:00,,0,True,226,True,2,12,active,,2020-08-03 15:11:55,2020
198,227,True,0,1,False,2020-08-03 14:40:43+00:00,,0,True,227,True,2,16,active,,2020-08-03 15:11:55,2020
199,228,True,0,1,False,2020-08-03 15:00:27+00:00,,0,True,228,True,3,15,active,,2020-08-03 15:11:55,2020
200,232,True,0,0,False,2020-08-03 08:34:07+00:00,,0,True,232,True,6,5,active,,2020-08-03 15:11:55,2020
201,233,True,0,0,False,2020-08-03 15:02:10+00:00,,0,True,233,True,2,13,active,,2020-08-03 15:11:55,2020
202,234,True,0,0,False,2020-08-03 14:06:07+00:00,,0,True,234,True,3,12,active,,2020-08-03 15:11:55,2020
203,235,True,0,1,False,2020-08-03 13:09:50+00:00,,0,True,235,True,1,13,active,,2020-08-03 15:11:55,2020
204,236,True,0,0,False,2020-08-03 13:51:40+00:00,,0,True,236,True,0,15,active,,2020-08-03 15:11:55,2020
205,239,True,0,0,False,2020-08-03 14:12:31+00:00,,0,True,239,True,10,5,active,,2020-08-03 15:11:55,2020
206,255,True,0,0,False,2020-08-03 14:05:41+00:00,,0,True,255,True,11,4,active,,2020-08-03 15:11:55,2020
207,258,True,0,0,False,2020-08-03 10:06:51+00:00,,0,True,258,True,14,1,active,,2020-08-03 15:11:55,2020
208,259,True,0,0,False,2020-08-03 08:59:04+00:00,,0,True,259,True,0,15,active,,2020-08-03 15:11:55,2020
209,260,True,0,0,False,2020-08-03 13:03:36+00:00,,0,True,260,True,1,14,active,,2020-08-03 15:11:55,2020
210,271,True,0,0,False,2020-08-03 13:18:00+00:00,,0,True,271,True,9,6,active,,2020-08-03 15:11:55,2020
211,272,True,0,0,False,2020-08-03 12:33:21+00:00,,0,True,272,True,7,12,active,,2020-08-03 15:11:55,2020
212,273,True,0,0,False,2020-08-03 13:00:33+00:00,,0,True,273,True,34,6,active,,2020-08-03 15:11:55,2020
213,279,True,0,0,False,2020-08-03 14:46:56+00:00,,0,True,279,True,0,19,active,,2020-08-03 15:11:55,2020
