,last_reported,num_bikes_available,station_id,is_installed,is_renting,num_ebikes_available,num_docks_available,legacy_id,eightd_has_available_keys,station_status,is_returning,num_bikes_disabled,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,2020-07-29 16:22:06+00:00,7,3,True,True,0,8,3,True,active,True,0,0,,,2020-07-29 16:22:25,2020
1,2020-07-29 16:09:43+00:00,4,4,True,True,0,15,4,False,active,True,0,0,,,2020-07-29 16:22:25,2020
2,2020-07-29 16:22:07+00:00,6,5,True,True,0,9,5,False,active,True,0,0,,,2020-07-29 16:22:25,2020
3,2020-07-29 16:16:56+00:00,10,6,True,True,0,5,6,False,active,True,0,0,,,2020-07-29 16:22:25,2020
4,2020-07-29 16:19:34+00:00,3,7,True,True,0,12,7,False,active,True,0,0,,,2020-07-29 16:22:25,2020
5,2020-07-29 16:17:20+00:00,6,8,True,True,0,12,8,False,active,True,1,0,,,2020-07-29 16:22:25,2020
6,2020-07-29 16:11:03+00:00,0,9,True,True,0,14,9,False,active,True,1,0,,,2020-07-29 16:22:25,2020
7,2020-07-29 16:17:50+00:00,9,10,True,True,0,1,10,False,active,True,1,0,,,2020-07-29 16:22:25,2020
8,2020-07-29 16:09:48+00:00,3,11,True,True,0,11,11,False,active,True,1,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 69, 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 58, 'region': 'BOS', 'off_dock_capacity': 50, 'active': True}",2020-07-29 16:22:25,2020
9,2020-07-29 16:13:48+00:00,8,12,True,True,0,10,12,True,active,True,0,0,,,2020-07-29 16:22:25,2020
10,2020-07-29 15:19:33+00:00,19,13,True,True,0,0,13,False,active,True,0,0,,,2020-07-29 16:22:25,2020
11,2020-07-29 16:09:32+00:00,20,14,True,True,0,5,14,False,active,True,0,0,,,2020-07-29 16:22:25,2020
12,2020-07-29 15:54:07+00:00,9,15,True,True,0,6,15,False,active,True,0,0,,,2020-07-29 16:22:25,2020
13,2020-07-29 16:11:39+00:00,8,16,True,True,0,10,16,True,active,True,1,0,,,2020-07-29 16:22:25,2020
14,2020-07-29 16:19:25+00:00,12,17,True,True,0,3,17,False,active,True,0,0,,,2020-07-29 16:22:25,2020
15,2020-07-29 15:51:11+00:00,2,19,True,True,0,13,19,False,active,True,0,0,,,2020-07-29 16:22:25,2020
16,2020-07-29 16:13:03+00:00,10,20,True,True,0,12,20,True,active,True,1,0,,,2020-07-29 16:22:25,2020
17,2020-07-29 16:15:29+00:00,5,21,True,True,0,13,21,False,active,True,0,0,,,2020-07-29 16:22:25,2020
18,2020-07-29 16:19:11+00:00,5,22,True,True,0,42,22,True,active,True,0,0,,,2020-07-29 16:22:25,2020
19,2020-07-29 16:21:56+00:00,11,23,True,True,0,10,23,True,active,True,0,0,,,2020-07-29 16:22:25,2020
20,2020-07-29 15:32:02+00:00,7,24,True,True,0,11,24,False,active,True,1,0,,,2020-07-29 16:22:25,2020
21,2020-07-29 16:18:03+00:00,11,25,True,True,0,4,25,False,active,True,0,0,,,2020-07-29 16:22:25,2020
22,2020-07-29 15:53:14+00:00,11,26,True,True,0,3,26,False,active,True,1,0,,,2020-07-29 16:22:25,2020
23,2020-07-29 16:07:06+00:00,8,27,True,True,0,14,27,False,active,True,1,0,,,2020-07-29 16:22:25,2020
24,2020-07-29 13:23:58+00:00,12,29,True,True,0,3,29,False,active,True,0,0,,,2020-07-29 16:22:25,2020
25,2020-07-29 15:56:57+00:00,15,30,True,True,0,0,30,False,active,True,0,0,,,2020-07-29 16:22:25,2020
26,2020-07-29 14:56:24+00:00,7,31,True,True,0,11,31,True,active,True,1,0,,,2020-07-29 16:22:25,2020
27,2020-07-29 16:16:29+00:00,3,32,True,True,0,12,32,False,active,True,0,0,,,2020-07-29 16:22:25,2020
