,num_bikes_available,is_renting,eightd_has_available_keys,num_docks_available,station_status,legacy_id,is_returning,num_ebikes_available,is_installed,last_reported,num_bikes_disabled,station_id,num_docks_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,True,True,15,active,3,True,0,True,2020-07-28 23:47:26+00:00,0,3,0,,,2020-07-29 00:16:40,2020
1,19,True,False,0,active,4,True,0,True,2020-07-29 00:06:05+00:00,0,4,0,,,2020-07-29 00:16:40,2020
2,12,True,False,3,active,5,True,0,True,2020-07-29 00:09:31+00:00,0,5,0,,,2020-07-29 00:16:40,2020
3,1,True,False,14,active,6,True,0,True,2020-07-29 00:07:49+00:00,0,6,0,,,2020-07-29 00:16:40,2020
4,4,True,False,11,active,7,True,0,True,2020-07-29 00:06:46+00:00,0,7,0,,,2020-07-29 00:16:40,2020
5,6,True,False,12,active,8,True,0,True,2020-07-29 00:13:23+00:00,1,8,0,,,2020-07-29 00:16:40,2020
6,3,True,False,11,active,9,True,0,True,2020-07-29 00:12:06+00:00,1,9,0,,,2020-07-29 00:16:40,2020
7,5,True,False,6,active,10,True,0,True,2020-07-28 23:18:59+00:00,0,10,0,,,2020-07-29 00:16:40,2020
8,0,True,False,13,active,11,True,0,True,2020-07-29 00:03:32+00:00,2,11,0,"{'dock_blocked_count': 0, 'region': 'BOS', 'off_dock_capacity': 50, 'valet_revision': 69, 'off_dock_count': 29, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-29 00:16:40,2020
9,11,True,True,7,active,12,True,0,True,2020-07-28 23:50:06+00:00,0,12,0,,,2020-07-29 00:16:40,2020
10,3,True,False,16,active,13,True,0,True,2020-07-29 00:02:38+00:00,0,13,0,,,2020-07-29 00:16:40,2020
11,0,True,False,25,active,14,True,0,True,2020-07-29 00:08:46+00:00,0,14,0,,,2020-07-29 00:16:40,2020
12,10,True,False,5,active,15,True,0,True,2020-07-28 23:45:44+00:00,0,15,0,,,2020-07-29 00:16:40,2020
13,10,True,True,7,active,16,True,0,True,2020-07-28 23:46:35+00:00,2,16,0,,,2020-07-29 00:16:40,2020
14,6,True,False,8,active,17,True,0,True,2020-07-29 00:01:57+00:00,1,17,0,,,2020-07-29 00:16:40,2020
15,5,True,False,10,active,19,True,0,True,2020-07-29 00:16:10+00:00,0,19,0,,,2020-07-29 00:16:40,2020
16,19,True,True,4,active,20,True,0,True,2020-07-29 00:09:14+00:00,0,20,0,,,2020-07-29 00:16:40,2020
17,7,True,True,9,active,21,True,0,True,2020-07-28 23:54:37+00:00,2,21,0,,,2020-07-29 00:16:40,2020
18,1,True,False,46,active,22,True,0,True,2020-07-29 00:14:16+00:00,0,22,0,,,2020-07-29 00:16:40,2020
19,1,True,True,17,active,23,True,0,True,2020-07-29 00:10:13+00:00,3,23,0,,,2020-07-29 00:16:40,2020
20,8,True,False,11,active,24,True,0,True,2020-07-29 00:13:02+00:00,0,24,0,,,2020-07-29 00:16:40,2020
21,13,True,False,2,active,25,True,0,True,2020-07-29 00:08:15+00:00,0,25,0,,,2020-07-29 00:16:40,2020
22,11,True,False,4,active,26,True,0,True,2020-07-29 00:12:13+00:00,0,26,0,,,2020-07-29 00:16:40,2020
23,6,True,False,17,active,27,True,0,True,2020-07-29 00:16:16+00:00,0,27,0,,,2020-07-29 00:16:40,2020
24,9,True,False,6,active,29,True,0,True,2020-07-28 23:20:39+00:00,0,29,0,,,2020-07-29 00:16:40,2020
25,0,True,False,15,active,30,True,0,True,2020-07-28 23:36:47+00:00,0,30,0,,,2020-07-29 00:16:40,2020
26,5,True,True,13,active,31,True,0,True,2020-07-28 23:02:32+00:00,1,31,0,,,2020-07-29 00:16:40,2020
27,0,True,False,15,active,32,True,0,True,2020-07-29 00:00:54+00:00,0,32,0,,,2020-07-29 00:16:40,2020
28,13,True,False,12,active,33,True,0,True,2020-07-28 23:56:56+00:00,2,33,0,,,2020-07-29 00:16:40,2020
29,0,True,False,22,active,35,True,0,True,2020-07-28 23:11:12+00:00,1,35,0,,,2020-07-29 00:16:40,2020
30,27,True,True,5,active,36,True,0,True,2020-07-28 23:57:46+00:00,1,36,0,,,2020-07-29 00:16:40,2020
31,1,True,True,14,active,37,True,0,True,2020-07-28 23:27:31+00:00,0,37,0,,,2020-07-29 00:16:40,2020
32,8,True,False,14,active,39,True,0,True,2020-07-29 00:12:23+00:00,1,39,0,,,2020-07-29 00:16:40,2020
33,17,True,False,1,active,40,True,0,True,2020-07-29 00:08:07+00:00,1,40,0,,,2020-07-29 00:16:40,2020
34,13,True,True,13,active,41,True,0,True,2020-07-29 00:13:30+00:00,1,41,0,,,2020-07-29 00:16:40,2020
35,11,True,False,12,active,42,True,0,True,2020-07-28 23:56:00+00:00,0,42,0,,,2020-07-29 00:16:40,2020
36,4,True,True,11,active,43,True,0,True,2020-07-28 23:40:52+00:00,0,43,0,,,2020-07-29 00:16:40,2020
37,12,True,False,11,active,44,True,0,True,2020-07-29 00:15:25+00:00,0,44,0,,,2020-07-29 00:16:40,2020
38,13,True,False,5,active,46,True,0,True,2020-07-29 00:14:27+00:00,1,46,0,,,2020-07-29 00:16:40,2020
39,16,True,True,3,active,47,True,0,True,2020-07-29 00:13:58+00:00,0,47,0,,,2020-07-29 00:16:40,2020
40,0,True,False,18,active,48,True,0,True,2020-07-28 22:44:42+00:00,1,48,0,,,2020-07-29 00:16:40,2020
41,2,True,False,15,active,49,True,0,True,2020-07-28 23:34:47+00:00,1,49,0,,,2020-07-29 00:16:40,2020
42,3,True,True,12,active,50,True,0,True,2020-07-29 00:15:29+00:00,0,50,0,,,2020-07-29 00:16:40,2020
43,5,True,False,9,active,51,True,0,True,2020-07-29 00:12:56+00:00,1,51,0,,,2020-07-29 00:16:40,2020
44,16,True,True,4,active,52,True,0,True,2020-07-29 00:15:54+00:00,3,52,0,,,2020-07-29 00:16:40,2020
45,16,True,False,2,active,53,True,0,True,2020-07-29 00:09:12+00:00,1,53,0,,,2020-07-29 00:16:40,2020
46,9,True,False,6,active,54,True,0,True,2020-07-29 00:09:33+00:00,0,54,0,,,2020-07-29 00:16:40,2020
47,12,True,False,3,active,55,True,0,True,2020-07-29 00:02:07+00:00,0,55,0,,,2020-07-29 00:16:40,2020
48,15,True,True,3,active,56,True,0,True,2020-07-29 00:12:01+00:00,0,56,0,,,2020-07-29 00:16:40,2020
49,3,True,True,11,active,57,True,0,True,2020-07-29 00:12:04+00:00,0,57,0,,,2020-07-29 00:16:40,2020
50,7,True,True,11,active,58,True,0,True,2020-07-29 00:09:35+00:00,1,58,0,,,2020-07-29 00:16:40,2020
51,1,True,True,18,active,59,True,0,True,2020-07-29 00:04:55+00:00,0,59,0,,,2020-07-29 00:16:40,2020
52,0,True,False,19,active,60,True,0,True,2020-07-29 00:14:45+00:00,0,60,0,,,2020-07-29 00:16:40,2020
53,2,True,False,17,active,61,True,0,True,2020-07-29 00:12:46+00:00,0,61,0,,,2020-07-29 00:16:40,2020
54,15,True,False,0,active,63,True,0,True,2020-07-28 21:25:34+00:00,0,63,0,,,2020-07-29 00:16:40,2020
55,8,True,False,11,active,64,True,0,True,2020-07-28 23:52:56+00:00,0,64,0,,,2020-07-29 00:16:40,2020
56,10,True,False,12,active,65,True,0,True,2020-07-28 23:13:35+00:00,1,65,0,,,2020-07-29 00:16:40,2020
57,8,True,False,7,active,66,True,0,True,2020-07-28 23:59:44+00:00,0,66,0,,,2020-07-29 00:16:40,2020
58,9,True,True,15,active,67,True,0,True,2020-07-29 00:16:20+00:00,3,67,0,,,2020-07-29 00:16:40,2020
59,9,True,True,10,active,68,True,0,True,2020-07-29 00:02:32+00:00,0,68,0,,,2020-07-29 00:16:40,2020
60,7,True,True,8,active,69,True,0,True,2020-07-29 00:13:15+00:00,4,69,0,,,2020-07-29 00:16:40,2020
61,12,True,False,10,active,70,True,0,True,2020-07-29 00:05:33+00:00,1,70,0,,,2020-07-29 00:16:40,2020
62,16,True,False,7,active,71,True,0,True,2020-07-29 00:12:57+00:00,0,71,0,,,2020-07-29 00:16:40,2020
63,12,True,False,11,active,72,True,0,True,2020-07-29 00:11:12+00:00,0,72,0,,,2020-07-29 00:16:40,2020
64,11,True,False,4,active,73,True,0,True,2020-07-29 00:10:54+00:00,0,73,0,,,2020-07-29 00:16:40,2020
65,7,True,True,10,active,74,True,0,True,2020-07-29 00:07:56+00:00,2,74,0,,,2020-07-29 00:16:40,2020
66,3,True,False,10,active,75,True,0,True,2020-07-28 23:20:32+00:00,2,75,0,,,2020-07-29 00:16:40,2020
67,10,True,False,7,active,76,True,0,True,2020-07-29 00:14:48+00:00,0,76,0,,,2020-07-29 00:16:40,2020
68,7,True,False,7,active,77,True,0,True,2020-07-29 00:05:10+00:00,1,77,0,,,2020-07-29 00:16:40,2020
69,15,True,False,4,active,78,True,0,True,2020-07-29 00:09:01+00:00,0,78,0,,,2020-07-29 00:16:40,2020
70,9,True,False,10,active,79,True,0,True,2020-07-29 00:08:41+00:00,0,79,0,,,2020-07-29 00:16:40,2020
