,num_ebikes_available,num_bikes_available,eightd_has_available_keys,legacy_id,num_docks_disabled,station_status,is_returning,num_bikes_disabled,station_id,last_reported,is_installed,num_docks_available,is_renting,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,3,True,3,0,active,True,0,3,2020-07-26 16:20:46+00:00,True,12,True,,,2020-07-26 16:57:50,2020
1,0,16,False,4,0,active,True,1,4,2020-07-26 16:55:39+00:00,True,2,True,,,2020-07-26 16:57:50,2020
2,0,4,False,5,0,active,True,0,5,2020-07-26 16:56:56+00:00,True,11,True,,,2020-07-26 16:57:50,2020
3,0,2,False,6,0,active,True,1,6,2020-07-26 16:54:54+00:00,True,12,True,,,2020-07-26 16:57:50,2020
4,0,4,False,7,0,active,True,0,7,2020-07-26 16:37:24+00:00,True,11,True,,,2020-07-26 16:57:50,2020
5,0,11,False,8,0,active,True,1,8,2020-07-26 16:53:13+00:00,True,7,True,,,2020-07-26 16:57:50,2020
6,0,5,False,9,0,active,True,1,9,2020-07-26 16:52:28+00:00,True,9,True,,,2020-07-26 16:57:50,2020
7,0,3,False,10,0,active,True,0,10,2020-07-26 16:56:18+00:00,True,8,True,,,2020-07-26 16:57:50,2020
8,0,14,False,11,0,active,True,0,11,2020-07-26 16:30:38+00:00,True,1,True,"{'off_dock_capacity': 50, 'off_dock_count': 0, 'active': True, 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 69, 'region': 'BOS'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-26 16:57:50,2020
9,0,3,True,12,0,active,True,0,12,2020-07-26 16:48:44+00:00,True,15,True,,,2020-07-26 16:57:50,2020
10,0,12,False,13,0,active,True,1,13,2020-07-26 16:53:34+00:00,True,6,True,,,2020-07-26 16:57:50,2020
11,0,17,False,14,0,active,True,1,14,2020-07-26 16:45:50+00:00,True,7,True,,,2020-07-26 16:57:50,2020
12,0,10,False,15,0,active,True,0,15,2020-07-26 16:17:03+00:00,True,5,True,,,2020-07-26 16:57:50,2020
13,0,17,True,16,0,active,True,1,16,2020-07-26 16:07:47+00:00,True,1,True,,,2020-07-26 16:57:50,2020
