,num_docks_disabled,is_renting,is_returning,num_bikes_available,eightd_has_available_keys,station_id,is_installed,station_status,last_reported,num_bikes_disabled,num_docks_available,legacy_id,num_ebikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,True,True,13,False,3,True,active,2020-08-20 19:23:30+00:00,0,2,3,0,,,2020-08-20 19:38:35,2020
1,0,True,True,6,False,4,True,active,2020-08-20 19:37:05+00:00,0,13,4,0,,,2020-08-20 19:38:35,2020
2,0,True,True,3,False,5,True,active,2020-08-20 19:33:31+00:00,0,12,5,0,,,2020-08-20 19:38:35,2020
3,0,True,True,13,False,6,True,active,2020-08-20 19:26:28+00:00,1,1,6,0,,,2020-08-20 19:38:35,2020
4,0,True,True,7,False,7,True,active,2020-08-20 18:30:09+00:00,0,8,7,0,,,2020-08-20 19:38:35,2020
5,0,True,True,10,False,8,True,active,2020-08-20 19:28:08+00:00,1,8,8,0,,,2020-08-20 19:38:35,2020
6,0,True,True,6,False,9,True,active,2020-08-20 19:23:47+00:00,0,9,9,0,,,2020-08-20 19:38:35,2020
7,0,True,True,8,False,10,True,active,2020-08-20 19:26:19+00:00,0,3,10,0,,,2020-08-20 19:38:35,2020
8,0,True,True,7,False,11,True,active,2020-08-20 19:37:23+00:00,0,8,11,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50, 'valet_revision': 98, 'active': True, 'off_dock_count': 51}",2020-08-20 19:38:35,2020
9,0,True,True,14,True,12,True,active,2020-08-20 19:12:35+00:00,2,2,12,0,,,2020-08-20 19:38:35,2020
10,0,True,True,8,False,13,True,active,2020-08-20 19:33:34+00:00,0,11,13,0,,,2020-08-20 19:38:35,2020
11,0,True,True,22,False,14,True,active,2020-08-20 19:36:59+00:00,0,3,14,0,,,2020-08-20 19:38:35,2020
12,0,True,True,12,False,15,True,active,2020-08-20 18:52:23+00:00,0,3,15,0,,,2020-08-20 19:38:35,2020
13,0,True,True,10,True,16,True,active,2020-08-20 19:32:33+00:00,0,9,16,0,,,2020-08-20 19:38:35,2020
14,0,True,True,1,False,17,True,active,2020-08-20 19:18:39+00:00,2,12,17,0,,,2020-08-20 19:38:35,2020
15,0,True,True,2,False,19,True,active,2020-08-20 19:30:58+00:00,0,13,19,0,,,2020-08-20 19:38:35,2020
16,0,True,True,4,True,20,True,active,2020-08-20 19:30:28+00:00,0,19,20,0,,,2020-08-20 19:38:35,2020
17,0,True,True,2,True,21,True,active,2020-08-20 19:25:52+00:00,0,16,21,0,,,2020-08-20 19:38:35,2020
18,0,True,True,19,True,22,True,active,2020-08-20 19:36:55+00:00,0,28,22,0,,,2020-08-20 19:38:35,2020
19,0,True,True,13,False,23,True,active,2020-08-20 19:36:57+00:00,0,8,23,0,,,2020-08-20 19:38:35,2020
20,0,True,True,15,False,24,True,active,2020-08-20 19:28:47+00:00,1,3,24,0,,,2020-08-20 19:38:35,2020
21,0,True,True,6,False,25,True,active,2020-08-20 19:37:55+00:00,1,8,25,0,,,2020-08-20 19:38:35,2020
22,0,True,True,7,False,26,True,active,2020-08-20 19:35:02+00:00,0,8,26,0,,,2020-08-20 19:38:35,2020
23,0,True,True,18,False,27,True,active,2020-08-20 19:27:58+00:00,1,4,27,0,,,2020-08-20 19:38:35,2020
24,0,True,True,2,False,29,True,active,2020-08-20 19:00:06+00:00,1,12,29,0,,,2020-08-20 19:38:35,2020
25,0,True,True,10,False,30,True,active,2020-08-20 19:36:49+00:00,0,5,30,0,,,2020-08-20 19:38:35,2020
26,0,True,True,0,True,31,True,active,2020-08-20 17:26:50+00:00,0,19,31,0,,,2020-08-20 19:38:35,2020
27,0,True,True,12,False,32,True,active,2020-08-20 19:35:01+00:00,0,3,32,0,,,2020-08-20 19:38:35,2020
28,0,True,True,23,False,33,True,active,2020-08-20 19:26:51+00:00,0,4,33,0,,,2020-08-20 19:38:35,2020
29,0,True,True,17,False,35,True,active,2020-08-20 19:36:59+00:00,1,5,35,0,,,2020-08-20 19:38:35,2020
30,0,True,True,24,True,36,True,active,2020-08-20 19:25:24+00:00,0,9,36,0,,,2020-08-20 19:38:35,2020
31,0,True,True,12,True,37,True,active,2020-08-20 18:07:21+00:00,0,3,37,0,,,2020-08-20 19:38:35,2020
32,0,True,True,7,False,39,True,active,2020-08-20 19:30:04+00:00,0,16,39,0,,,2020-08-20 19:38:35,2020
33,0,True,True,3,False,40,True,active,2020-08-20 19:35:26+00:00,0,16,40,0,,,2020-08-20 19:38:35,2020
34,0,True,True,6,True,41,True,active,2020-08-20 19:24:18+00:00,1,20,41,0,,,2020-08-20 19:38:35,2020
35,0,True,True,8,False,42,True,active,2020-08-20 19:37:54+00:00,2,13,42,0,,,2020-08-20 19:38:35,2020
36,0,True,True,10,True,43,True,active,2020-08-20 19:05:11+00:00,0,5,43,0,,,2020-08-20 19:38:35,2020
37,0,True,True,10,False,44,True,active,2020-08-20 19:14:48+00:00,0,13,44,0,,,2020-08-20 19:38:35,2020
38,0,True,True,1,False,46,True,active,2020-08-20 19:29:40+00:00,0,18,46,0,,,2020-08-20 19:38:35,2020
39,0,True,True,2,True,47,True,active,2020-08-20 19:28:04+00:00,0,17,47,0,,,2020-08-20 19:38:35,2020
40,0,True,True,16,False,48,True,active,2020-08-20 19:31:39+00:00,1,2,48,0,,,2020-08-20 19:38:35,2020
41,0,True,True,14,False,49,True,active,2020-08-20 19:18:51+00:00,0,4,49,0,,,2020-08-20 19:38:35,2020
42,0,True,True,6,True,50,True,active,2020-08-20 19:26:49+00:00,1,8,50,0,,,2020-08-20 19:38:35,2020
43,0,True,True,13,False,51,True,active,2020-08-20 18:55:20+00:00,1,1,51,0,,,2020-08-20 19:38:35,2020
44,0,True,True,10,True,52,True,active,2020-08-20 19:38:32+00:00,0,13,52,0,,,2020-08-20 19:38:35,2020
45,0,True,True,1,False,53,True,active,2020-08-20 19:33:43+00:00,0,18,53,0,,,2020-08-20 19:38:35,2020
46,0,True,True,1,False,54,True,active,2020-08-20 19:30:33+00:00,0,14,54,0,,,2020-08-20 19:38:35,2020
47,0,True,True,1,False,55,True,active,2020-08-20 19:35:41+00:00,1,13,55,0,,,2020-08-20 19:38:35,2020
48,0,True,True,8,False,56,True,active,2020-08-20 19:35:09+00:00,0,10,56,0,,,2020-08-20 19:38:35,2020
49,0,True,True,2,True,57,True,active,2020-08-20 19:37:47+00:00,0,12,57,0,,,2020-08-20 19:38:35,2020
50,0,True,True,1,True,58,True,active,2020-08-20 19:32:27+00:00,1,17,58,0,,,2020-08-20 19:38:35,2020
51,0,True,True,14,True,59,True,active,2020-08-20 19:35:51+00:00,0,5,59,0,,,2020-08-20 19:38:35,2020
52,0,True,True,1,False,60,True,active,2020-08-20 19:33:27+00:00,0,18,60,0,,,2020-08-20 19:38:35,2020
53,0,True,True,10,False,61,True,active,2020-08-20 19:29:06+00:00,0,9,61,0,,,2020-08-20 19:38:35,2020
54,0,True,True,4,False,63,True,active,2020-08-20 19:35:32+00:00,0,11,63,0,,,2020-08-20 19:38:35,2020
55,0,True,True,15,False,64,True,active,2020-08-20 19:09:26+00:00,0,4,64,0,,,2020-08-20 19:38:35,2020
56,0,True,True,6,False,65,True,active,2020-08-20 12:51:35+00:00,0,17,65,0,,,2020-08-20 19:38:35,2020
57,0,True,True,0,False,66,True,active,2020-08-20 19:12:55+00:00,0,15,66,0,,,2020-08-20 19:38:35,2020
58,0,True,True,16,True,67,True,active,2020-08-20 19:35:07+00:00,0,11,67,0,,,2020-08-20 19:38:35,2020
59,0,True,True,11,True,68,True,active,2020-08-20 19:37:17+00:00,1,7,68,0,,,2020-08-20 19:38:35,2020
60,0,True,True,9,True,69,True,active,2020-08-20 19:08:15+00:00,0,10,69,0,,,2020-08-20 19:38:35,2020
61,0,True,True,19,False,70,True,active,2020-08-20 19:13:28+00:00,0,4,70,0,,,2020-08-20 19:38:35,2020
62,0,True,True,17,False,71,True,active,2020-08-20 19:35:44+00:00,1,5,71,0,,,2020-08-20 19:38:35,2020
63,0,True,True,10,False,72,True,active,2020-08-20 19:31:32+00:00,0,13,72,0,,,2020-08-20 19:38:35,2020
64,0,True,True,0,False,73,True,active,2020-08-20 19:08:13+00:00,0,15,73,0,,,2020-08-20 19:38:35,2020
65,0,True,True,17,True,74,True,active,2020-08-20 19:37:00+00:00,0,2,74,0,,,2020-08-20 19:38:35,2020
66,0,True,True,1,False,75,True,active,2020-08-20 19:25:58+00:00,0,14,75,0,,,2020-08-20 19:38:35,2020
67,0,True,True,11,False,76,True,active,2020-08-20 19:34:43+00:00,0,6,76,0,,,2020-08-20 19:38:35,2020
68,0,True,True,3,False,77,True,active,2020-08-20 18:42:28+00:00,0,12,77,0,,,2020-08-20 19:38:35,2020
69,0,True,True,14,False,78,True,active,2020-08-20 19:32:32+00:00,0,5,78,0,,,2020-08-20 19:38:35,2020
70,0,True,True,6,False,79,True,active,2020-08-20 19:26:25+00:00,1,12,79,0,,,2020-08-20 19:38:35,2020
71,0,True,True,30,False,80,True,active,2020-08-20 19:35:40+00:00,1,4,80,0,,,2020-08-20 19:38:35,2020
72,0,True,True,2,False,81,True,active,2020-08-20 19:37:52+00:00,0,17,81,0,,,2020-08-20 19:38:35,2020
73,0,True,True,3,False,82,True,active,2020-08-20 19:31:29+00:00,0,12,82,0,,,2020-08-20 19:38:35,2020
74,0,True,True,5,False,84,True,active,2020-08-20 19:14:08+00:00,0,10,84,0,,,2020-08-20 19:38:35,2020
75,0,True,True,12,False,85,True,active,2020-08-20 19:31:06+00:00,0,7,85,0,,,2020-08-20 19:38:35,2020
76,0,True,True,2,False,86,True,active,2020-08-20 19:08:49+00:00,0,17,86,0,,,2020-08-20 19:38:35,2020
77,0,True,True,5,False,87,True,active,2020-08-20 19:12:50+00:00,0,10,87,0,,,2020-08-20 19:38:35,2020
78,0,True,True,9,False,89,True,active,2020-08-20 18:03:50+00:00,0,10,89,0,,,2020-08-20 19:38:35,2020
79,0,True,True,3,False,90,True,active,2020-08-20 19:24:51+00:00,0,16,90,0,,,2020-08-20 19:38:35,2020
80,0,True,True,15,False,91,True,active,2020-08-20 19:20:15+00:00,1,3,91,0,,,2020-08-20 19:38:35,2020
81,0,True,True,10,False,92,True,active,2020-08-20 13:33:55+00:00,1,8,92,0,,,2020-08-20 19:38:35,2020
82,0,True,True,10,False,93,True,active,2020-08-20 19:19:29+00:00,0,5,93,0,,,2020-08-20 19:38:35,2020
83,0,True,True,8,False,94,True,active,2020-08-20 19:37:33+00:00,1,2,94,0,,,2020-08-20 19:38:35,2020
84,0,True,True,8,False,95,True,active,2020-08-20 19:13:27+00:00,1,6,95,0,,,2020-08-20 19:38:35,2020
85,0,True,True,9,False,96,True,active,2020-08-20 18:48:48+00:00,1,9,96,0,,,2020-08-20 19:38:35,2020
86,0,True,True,6,False,97,True,active,2020-08-20 19:38:04+00:00,0,13,97,0,,,2020-08-20 19:38:35,2020
87,0,True,True,10,False,98,True,active,2020-08-20 19:02:55+00:00,0,13,98,0,,,2020-08-20 19:38:35,2020
88,0,True,True,8,False,99,True,active,2020-08-20 19:26:28+00:00,2,5,99,0,,,2020-08-20 19:38:35,2020
89,0,True,True,13,True,100,True,active,2020-08-20 18:44:45+00:00,0,12,100,0,,,2020-08-20 19:38:35,2020
90,0,True,True,7,False,101,True,active,2020-08-20 18:31:01+00:00,0,8,101,0,,,2020-08-20 19:38:35,2020
91,0,True,True,1,False,102,True,active,2020-08-20 19:38:05+00:00,0,14,102,0,,,2020-08-20 19:38:35,2020
92,0,True,True,15,False,103,True,active,2020-08-20 19:37:39+00:00,0,0,103,0,,,2020-08-20 19:38:35,2020
93,0,True,True,1,False,104,True,active,2020-08-20 18:20:46+00:00,0,18,104,0,,,2020-08-20 19:38:35,2020
94,0,True,True,5,False,105,True,active,2020-08-20 19:25:19+00:00,0,14,105,0,,,2020-08-20 19:38:35,2020
95,0,True,True,6,False,106,True,active,2020-08-20 17:41:37+00:00,0,9,106,0,,,2020-08-20 19:38:35,2020
96,0,True,True,17,False,107,True,active,2020-08-20 19:36:48+00:00,1,1,107,0,,,2020-08-20 19:38:35,2020
