,last_reported,station_status,is_installed,station_id,legacy_id,num_docks_disabled,num_bikes_available,eightd_has_available_keys,is_renting,num_ebikes_available,is_returning,num_docks_available,num_bikes_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
133,2020-07-29 18:25:13+00:00,active,True,150,150,0,13,False,True,0,True,6,0,,,2020-07-29 19:16:00,2020
134,2020-07-29 19:15:09+00:00,active,True,151,151,0,13,False,True,0,True,5,1,,,2020-07-29 19:16:00,2020
135,2020-07-29 18:56:32+00:00,active,True,152,152,0,9,True,True,0,True,6,0,,,2020-07-29 19:16:00,2020
136,2020-07-29 18:14:22+00:00,active,True,156,156,0,5,False,True,0,True,10,0,,,2020-07-29 19:16:00,2020
137,2020-07-29 19:13:54+00:00,active,True,157,157,0,3,False,True,0,True,11,1,,,2020-07-29 19:16:00,2020
138,2020-07-29 19:09:48+00:00,active,True,159,159,0,3,False,True,0,True,10,2,,,2020-07-29 19:16:00,2020
139,2020-07-29 19:14:28+00:00,active,True,160,160,0,3,True,True,0,True,11,0,,,2020-07-29 19:16:00,2020
140,2020-07-29 19:04:10+00:00,active,True,161,161,0,13,True,True,0,True,10,0,,,2020-07-29 19:16:00,2020
141,2020-07-29 14:53:50+00:00,active,True,162,162,0,4,False,True,0,True,11,0,,,2020-07-29 19:16:00,2020
142,2020-07-29 16:44:29+00:00,active,True,163,163,0,6,True,True,0,True,13,0,,,2020-07-29 19:16:00,2020
143,2020-07-29 19:12:30+00:00,active,True,167,167,0,12,False,True,0,True,1,2,,,2020-07-29 19:16:00,2020
144,2020-07-29 17:59:41+00:00,active,True,169,169,0,8,False,True,0,True,11,0,,,2020-07-29 19:16:00,2020
145,2020-07-29 18:08:55+00:00,active,True,170,170,0,2,True,True,0,True,12,0,,,2020-07-29 19:16:00,2020
146,2020-07-29 14:03:30+00:00,active,True,171,171,0,6,True,True,0,True,16,1,,,2020-07-29 19:16:00,2020
147,2020-07-29 18:40:24+00:00,active,True,173,173,0,6,True,True,0,True,6,2,,,2020-07-29 19:16:00,2020
148,2020-07-29 17:37:54+00:00,active,True,174,174,0,8,False,True,0,True,7,0,,,2020-07-29 19:16:00,2020
149,2020-07-29 18:15:12+00:00,active,True,175,175,0,2,True,True,0,True,15,0,,,2020-07-29 19:16:00,2020
150,2020-07-29 18:07:00+00:00,active,True,176,176,0,9,False,True,0,True,6,0,,,2020-07-29 19:16:00,2020
151,2020-07-29 19:14:39+00:00,active,True,177,177,0,10,False,True,0,True,9,0,,,2020-07-29 19:16:00,2020
152,2020-07-29 19:13:37+00:00,active,True,178,178,0,8,False,True,0,True,9,2,,,2020-07-29 19:16:00,2020
153,2020-07-29 19:10:14+00:00,active,True,179,179,0,15,False,True,0,True,10,0,,,2020-07-29 19:16:00,2020
154,2020-07-29 17:11:09+00:00,active,True,180,180,0,10,False,True,0,True,9,0,,,2020-07-29 19:16:00,2020
155,2020-07-29 18:36:09+00:00,active,True,181,181,0,7,False,True,0,True,12,0,,,2020-07-29 19:16:00,2020
156,2020-07-29 17:22:11+00:00,active,True,182,182,0,5,True,True,0,True,14,0,,,2020-07-29 19:16:00,2020
157,2020-07-29 17:41:03+00:00,active,True,183,183,0,10,False,True,0,True,9,0,,,2020-07-29 19:16:00,2020
158,2020-07-29 19:11:39+00:00,active,True,184,184,0,10,False,True,0,True,9,0,,,2020-07-29 19:16:00,2020
159,2020-07-29 18:22:26+00:00,active,True,185,185,0,4,False,True,0,True,11,0,,,2020-07-29 19:16:00,2020
160,2020-07-29 19:01:08+00:00,active,True,186,186,0,12,True,True,0,True,3,0,,,2020-07-29 19:16:00,2020
161,2020-07-29 15:08:20+00:00,active,True,187,187,0,9,False,True,0,True,6,0,,,2020-07-29 19:16:00,2020
162,2020-07-29 15:29:37+00:00,active,True,188,188,0,10,False,True,0,True,5,0,,,2020-07-29 19:16:00,2020
163,2020-07-29 18:52:01+00:00,active,True,189,189,0,19,True,True,0,True,4,0,,,2020-07-29 19:16:00,2020
164,2020-07-29 19:00:51+00:00,active,True,190,190,0,21,True,True,0,True,15,1,,,2020-07-29 19:16:00,2020
165,2020-07-29 18:11:10+00:00,active,True,191,191,0,2,False,True,0,True,13,0,,,2020-07-29 19:16:00,2020
166,2020-07-29 19:10:24+00:00,active,True,192,192,0,13,False,True,0,True,5,1,,,2020-07-29 19:16:00,2020
167,2020-07-29 18:58:59+00:00,active,True,193,193,0,13,True,True,0,True,2,0,,,2020-07-29 19:16:00,2020
168,2020-07-29 18:11:48+00:00,active,True,194,194,0,14,False,True,0,True,5,0,,,2020-07-29 19:16:00,2020
169,2020-07-29 19:15:24+00:00,active,True,195,195,0,10,False,True,0,True,12,1,,,2020-07-29 19:16:00,2020
170,2020-07-29 14:01:29+00:00,active,True,196,196,0,0,True,True,0,True,10,0,,,2020-07-29 19:16:00,2020
171,2020-07-29 18:33:42+00:00,active,True,197,197,0,1,False,True,0,True,14,0,,,2020-07-29 19:16:00,2020
172,2020-07-29 16:57:39+00:00,active,True,199,199,0,7,False,True,0,True,8,0,,,2020-07-29 19:16:00,2020
173,2020-07-29 17:39:39+00:00,active,True,200,200,0,11,False,True,0,True,8,0,,,2020-07-29 19:16:00,2020
174,2020-07-29 12:09:09+00:00,active,True,201,201,0,0,False,True,0,True,15,0,,,2020-07-29 19:16:00,2020
175,2020-07-29 18:19:18+00:00,active,True,202,202,0,3,False,True,0,True,11,1,,,2020-07-29 19:16:00,2020
176,2020-07-29 18:48:07+00:00,active,True,203,203,0,4,False,True,0,True,11,0,,,2020-07-29 19:16:00,2020
177,2020-07-29 15:54:56+00:00,active,True,204,204,0,1,False,True,0,True,14,0,,,2020-07-29 19:16:00,2020
178,2020-07-29 18:59:24+00:00,active,True,205,205,0,4,False,True,0,True,10,1,,,2020-07-29 19:16:00,2020
179,2020-07-29 19:06:06+00:00,active,True,206,206,0,10,False,True,0,True,13,0,,,2020-07-29 19:16:00,2020
180,2020-07-29 17:21:12+00:00,active,True,208,208,0,12,True,True,0,True,3,0,,,2020-07-29 19:16:00,2020
181,2020-07-29 15:56:19+00:00,active,True,209,209,0,13,False,True,0,True,1,1,,,2020-07-29 19:16:00,2020
182,2020-07-29 19:14:38+00:00,active,True,210,210,0,1,False,True,0,True,14,0,,,2020-07-29 19:16:00,2020
183,2020-07-29 18:41:38+00:00,active,True,211,211,0,15,False,True,0,True,3,1,,,2020-07-29 19:16:00,2020
184,2020-07-29 19:02:19+00:00,active,True,212,212,0,10,False,True,0,True,23,0,,,2020-07-29 19:16:00,2020
185,2020-07-29 18:49:05+00:00,active,True,213,213,0,10,True,True,0,True,6,0,,,2020-07-29 19:16:00,2020
186,2020-07-29 18:56:19+00:00,active,True,214,214,0,12,False,True,0,True,3,0,,,2020-07-29 19:16:00,2020
187,2020-07-29 16:16:33+00:00,active,True,215,215,0,12,False,True,0,True,3,0,,,2020-07-29 19:16:00,2020
188,2020-07-29 08:24:18+00:00,active,True,216,216,0,15,False,True,0,True,3,1,,,2020-07-29 19:16:00,2020
189,2020-07-29 19:02:37+00:00,active,True,217,217,0,5,False,True,0,True,14,0,,,2020-07-29 19:16:00,2020
190,2020-07-29 19:02:08+00:00,active,True,218,218,0,7,False,True,0,True,8,0,,,2020-07-29 19:16:00,2020
191,2020-07-29 17:58:44+00:00,active,True,219,219,0,9,False,True,0,True,6,0,,,2020-07-29 19:16:00,2020
192,2020-07-29 19:05:22+00:00,active,True,221,221,0,4,False,True,0,True,15,0,,,2020-07-29 19:16:00,2020
193,2020-07-29 18:41:05+00:00,active,True,222,222,0,3,True,True,0,True,11,0,,,2020-07-29 19:16:00,2020
