,legacy_id,num_ebikes_available,num_docks_disabled,is_installed,is_returning,last_reported,num_bikes_available,station_status,num_bikes_disabled,eightd_has_available_keys,station_id,num_docks_available,is_renting,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
186,214,0,0,True,True,2020-07-28 22:55:25+00:00,9,active,0,False,214,6,True,,,2020-07-28 23:05:10,2020
187,215,0,0,True,True,2020-07-28 22:51:14+00:00,14,active,1,False,215,0,True,,,2020-07-28 23:05:10,2020
188,216,0,0,True,True,2020-07-28 12:48:44+00:00,15,active,1,False,216,3,True,,,2020-07-28 23:05:10,2020
189,217,0,0,True,True,2020-07-28 21:23:26+00:00,6,active,0,False,217,13,True,,,2020-07-28 23:05:10,2020
190,218,0,0,True,True,2020-07-28 22:48:29+00:00,9,active,0,False,218,6,True,,,2020-07-28 23:05:10,2020
191,219,0,0,True,True,2020-07-28 23:02:00+00:00,12,active,0,False,219,3,True,,,2020-07-28 23:05:10,2020
192,221,0,0,True,True,2020-07-28 22:34:56+00:00,5,active,2,False,221,12,True,,,2020-07-28 23:05:10,2020
193,222,0,0,True,True,2020-07-28 23:04:05+00:00,4,active,0,True,222,10,True,,,2020-07-28 23:05:10,2020
194,224,0,0,True,True,2020-07-28 22:54:57+00:00,6,active,0,False,224,11,True,,,2020-07-28 23:05:10,2020
195,225,0,0,True,True,2020-07-28 22:44:50+00:00,14,active,1,False,225,4,True,,,2020-07-28 23:05:10,2020
196,226,0,0,True,True,2020-07-28 23:04:05+00:00,2,active,0,False,226,13,True,,,2020-07-28 23:05:10,2020
197,227,0,0,True,True,2020-07-28 22:28:54+00:00,6,active,1,False,227,12,True,,,2020-07-28 23:05:10,2020
198,228,0,0,True,True,2020-07-28 22:55:40+00:00,2,active,0,False,228,17,True,,,2020-07-28 23:05:10,2020
199,232,0,0,True,True,2020-07-28 21:22:00+00:00,5,active,0,False,232,6,True,,,2020-07-28 23:05:10,2020
200,233,0,0,True,True,2020-07-28 23:04:15+00:00,11,active,0,False,233,4,True,,,2020-07-28 23:05:10,2020
201,234,0,0,True,True,2020-07-28 22:27:10+00:00,5,active,0,False,234,10,True,,,2020-07-28 23:05:10,2020
202,235,0,0,True,True,2020-07-28 22:08:31+00:00,14,active,0,False,235,1,True,,,2020-07-28 23:05:10,2020
203,236,0,0,True,True,2020-07-28 23:02:08+00:00,8,active,0,False,236,7,True,,,2020-07-28 23:05:10,2020
204,239,0,0,True,True,2020-07-28 22:41:39+00:00,3,active,0,False,239,12,True,,,2020-07-28 23:05:10,2020
205,255,0,0,True,True,2020-07-28 16:47:53+00:00,7,active,0,False,255,8,True,,,2020-07-28 23:05:10,2020
206,258,0,0,True,True,2020-07-28 22:37:48+00:00,5,active,0,False,258,10,True,,,2020-07-28 23:05:10,2020
207,259,0,0,True,True,2020-07-28 22:00:07+00:00,1,active,1,False,259,13,True,,,2020-07-28 23:05:10,2020
208,260,0,0,True,False,2020-07-28 17:40:18+00:00,13,active,0,False,260,2,False,,,2020-07-28 23:05:10,2020
209,271,0,0,True,True,2020-07-28 17:01:28+00:00,6,active,1,False,271,8,True,,,2020-07-28 23:05:10,2020
210,272,0,0,True,True,2020-07-28 21:10:17+00:00,12,active,0,False,272,7,True,,,2020-07-28 23:05:10,2020
211,273,0,0,True,True,2020-07-28 22:48:46+00:00,24,active,1,False,273,15,True,,,2020-07-28 23:05:10,2020
212,279,0,0,True,True,2020-07-28 23:01:48+00:00,10,active,0,False,279,9,True,,,2020-07-28 23:05:10,2020
213,280,0,0,True,True,2020-07-28 23:03:15+00:00,5,active,0,False,280,14,True,,,2020-07-28 23:05:10,2020
214,282,0,0,True,True,2020-07-28 23:03:15+00:00,12,active,0,False,282,3,True,,,2020-07-28 23:05:10,2020
215,296,0,0,True,True,2020-07-28 22:54:25+00:00,3,active,0,False,296,20,True,,,2020-07-28 23:05:10,2020
216,318,0,0,True,True,2020-07-28 23:02:37+00:00,3,active,1,False,318,15,True,,,2020-07-28 23:05:10,2020
