,station_id,last_reported,num_bikes_available,num_docks_available,is_installed,legacy_id,station_status,num_docks_disabled,eightd_has_available_keys,num_ebikes_available,num_bikes_disabled,is_returning,is_renting,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-15 23:29:46+00:00,0,14,True,3,active,0,False,0,1,True,True,2020-08-15 23:31:45,2020
1,4,2020-08-15 23:23:39+00:00,5,13,True,4,active,0,False,0,1,True,True,2020-08-15 23:31:45,2020
2,5,2020-08-15 23:30:30+00:00,3,11,True,5,active,0,False,0,1,True,True,2020-08-15 23:31:45,2020
3,6,2020-08-15 23:29:01+00:00,4,9,True,6,active,0,False,0,2,True,True,2020-08-15 23:31:45,2020
4,7,2020-08-15 23:09:54+00:00,14,1,True,7,active,0,False,0,0,True,True,2020-08-15 23:31:45,2020
5,8,2020-08-15 23:28:50+00:00,12,6,True,8,active,0,False,0,1,True,True,2020-08-15 23:31:45,2020
6,9,2020-08-15 23:30:04+00:00,8,5,True,9,active,0,False,0,2,True,True,2020-08-15 23:31:45,2020
7,10,2020-08-15 23:07:46+00:00,9,2,True,10,active,0,False,0,0,True,True,2020-08-15 23:31:45,2020
8,11,2020-08-15 23:21:06+00:00,1,14,True,11,active,0,False,0,0,True,True,2020-08-15 23:31:45,2020
9,12,2020-08-15 23:30:56+00:00,17,0,True,12,active,0,True,0,1,True,True,2020-08-15 23:31:45,2020
10,13,2020-08-15 23:24:04+00:00,5,14,True,13,active,0,False,0,0,True,True,2020-08-15 23:31:45,2020
11,14,2020-08-15 23:28:50+00:00,9,15,True,14,active,0,False,0,1,True,True,2020-08-15 23:31:45,2020
12,15,2020-08-15 22:40:12+00:00,7,8,True,15,active,0,False,0,0,True,True,2020-08-15 23:31:45,2020
13,16,2020-08-15 23:15:57+00:00,4,15,True,16,active,0,True,0,0,True,True,2020-08-15 23:31:45,2020
14,17,2020-08-15 23:26:01+00:00,2,13,True,17,active,0,False,0,0,True,True,2020-08-15 23:31:45,2020
15,19,2020-08-15 23:25:00+00:00,2,13,True,19,active,0,False,0,0,True,True,2020-08-15 23:31:45,2020
16,20,2020-08-15 23:30:04+00:00,4,19,True,20,active,0,True,0,0,True,True,2020-08-15 23:31:45,2020
17,21,2020-08-15 23:10:50+00:00,15,3,True,21,active,0,True,0,0,True,True,2020-08-15 23:31:45,2020
18,22,2020-08-15 23:24:18+00:00,25,22,True,22,active,0,True,0,0,True,True,2020-08-15 23:31:45,2020
19,23,2020-08-15 22:40:57+00:00,0,21,True,23,active,0,False,0,0,True,True,2020-08-15 23:31:45,2020
20,24,2020-08-15 23:28:01+00:00,5,13,True,24,active,0,False,0,1,True,True,2020-08-15 23:31:45,2020
21,25,2020-08-15 23:23:18+00:00,4,11,True,25,active,0,False,0,0,True,True,2020-08-15 23:31:45,2020
22,26,2020-08-15 23:20:47+00:00,3,12,True,26,active,0,False,0,0,True,True,2020-08-15 23:31:45,2020
23,27,2020-08-15 23:11:27+00:00,10,12,True,27,active,0,False,0,1,True,True,2020-08-15 23:31:45,2020
24,29,2020-08-15 23:15:10+00:00,2,12,True,29,active,0,False,0,1,True,True,2020-08-15 23:31:45,2020
25,30,2020-08-15 23:30:43+00:00,2,12,True,30,active,0,False,0,1,True,True,2020-08-15 23:31:45,2020
