,num_docks_available,num_ebikes_available,station_id,num_docks_disabled,station_status,legacy_id,num_bikes_disabled,eightd_has_available_keys,is_installed,num_bikes_available,is_renting,is_returning,last_reported,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,8,0,3,0,active,3,0,False,True,7,True,True,2020-07-31 22:41:05+00:00,,,2020-07-31 22:41:20,2020
1,16,0,4,0,active,4,0,False,True,3,True,True,2020-07-31 22:39:04+00:00,,,2020-07-31 22:41:20,2020
2,12,0,5,0,active,5,0,False,True,3,True,True,2020-07-31 22:38:43+00:00,,,2020-07-31 22:41:20,2020
3,15,0,6,0,active,6,0,False,True,0,True,True,2020-07-31 22:27:38+00:00,,,2020-07-31 22:41:20,2020
4,1,0,7,0,active,7,0,False,True,14,True,True,2020-07-31 22:28:43+00:00,,,2020-07-31 22:41:20,2020
5,14,0,8,0,active,8,2,False,True,3,True,True,2020-07-31 22:29:54+00:00,,,2020-07-31 22:41:20,2020
6,0,0,9,0,active,9,0,False,True,15,True,True,2020-07-31 22:31:25+00:00,,,2020-07-31 22:41:20,2020
7,1,0,10,0,active,10,1,False,True,9,True,True,2020-07-31 22:32:58+00:00,,,2020-07-31 22:41:20,2020
8,2,0,11,0,active,11,0,False,True,13,True,True,2020-07-31 22:38:43+00:00,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 75, 'active': True, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 20, 'dock_blocked_count': 0, 'region': 'BOS'}",2020-07-31 22:41:20,2020
9,16,0,12,0,active,12,2,True,True,0,True,True,2020-07-31 22:40:25+00:00,,,2020-07-31 22:41:20,2020
10,17,0,13,0,active,13,1,False,True,1,True,True,2020-07-31 22:41:14+00:00,,,2020-07-31 22:41:20,2020
11,23,0,14,0,active,14,0,False,True,2,True,True,2020-07-31 22:39:40+00:00,,,2020-07-31 22:41:20,2020
12,7,0,15,0,active,15,2,False,True,6,True,True,2020-07-31 22:29:22+00:00,,,2020-07-31 22:41:20,2020
13,4,0,16,0,active,16,2,True,True,13,True,True,2020-07-31 22:40:31+00:00,,,2020-07-31 22:41:20,2020
14,8,0,17,0,active,17,0,False,True,7,True,True,2020-07-31 22:38:58+00:00,,,2020-07-31 22:41:20,2020
15,10,0,19,0,active,19,0,False,True,5,True,True,2020-07-31 22:33:15+00:00,,,2020-07-31 22:41:20,2020
16,10,0,20,0,active,20,0,True,True,13,True,True,2020-07-31 22:35:02+00:00,,,2020-07-31 22:41:20,2020
17,14,0,21,0,active,21,0,True,True,4,True,True,2020-07-31 22:36:22+00:00,,,2020-07-31 22:41:20,2020
18,21,0,22,0,active,22,2,True,True,24,True,True,2020-07-31 22:38:21+00:00,,,2020-07-31 22:41:20,2020
19,6,0,23,0,active,23,0,True,True,15,True,True,2020-07-31 22:38:30+00:00,,,2020-07-31 22:41:20,2020
20,0,0,24,0,active,24,0,False,True,19,True,True,2020-07-31 22:25:52+00:00,,,2020-07-31 22:41:20,2020
21,6,0,25,0,active,25,1,False,True,8,True,True,2020-07-31 22:31:34+00:00,,,2020-07-31 22:41:20,2020
22,3,0,26,0,active,26,1,False,True,11,True,True,2020-07-31 22:34:17+00:00,,,2020-07-31 22:41:20,2020
23,17,0,27,0,active,27,2,False,True,4,True,True,2020-07-31 22:32:18+00:00,,,2020-07-31 22:41:20,2020
24,7,0,29,0,active,29,0,False,True,8,True,True,2020-07-31 16:37:02+00:00,,,2020-07-31 22:41:20,2020
25,14,0,30,0,active,30,1,False,True,0,True,True,2020-07-31 22:19:18+00:00,,,2020-07-31 22:41:20,2020
26,0,0,31,0,active,31,0,True,True,19,True,True,2020-07-31 22:40:23+00:00,,,2020-07-31 22:41:20,2020
27,2,0,32,0,active,32,3,False,True,10,True,True,2020-07-31 22:37:43+00:00,,,2020-07-31 22:41:20,2020
28,0,0,33,0,active,33,0,False,True,27,True,True,2020-07-31 22:23:06+00:00,,,2020-07-31 22:41:20,2020
29,10,0,35,0,active,35,2,False,True,11,True,True,2020-07-31 22:23:36+00:00,,,2020-07-31 22:41:20,2020
30,21,0,36,0,active,36,0,True,True,12,True,True,2020-07-31 22:40:38+00:00,,,2020-07-31 22:41:20,2020
31,15,0,37,0,active,37,0,True,True,0,True,True,2020-07-31 22:32:08+00:00,,,2020-07-31 22:41:20,2020
32,20,0,39,0,active,39,0,False,True,3,True,True,2020-07-31 22:39:23+00:00,,,2020-07-31 22:41:20,2020
33,16,0,40,0,active,40,0,False,True,3,True,True,2020-07-31 22:40:53+00:00,,,2020-07-31 22:41:20,2020
34,10,0,41,0,active,41,1,True,True,16,True,True,2020-07-31 22:37:38+00:00,,,2020-07-31 22:41:20,2020
35,4,0,42,0,active,42,1,False,True,18,True,True,2020-07-31 22:41:14+00:00,,,2020-07-31 22:41:20,2020
36,10,0,43,0,active,43,0,True,True,5,True,True,2020-07-31 22:23:51+00:00,,,2020-07-31 22:41:20,2020
37,21,0,44,0,active,44,0,False,True,2,True,True,2020-07-31 22:31:51+00:00,,,2020-07-31 22:41:20,2020
38,17,0,46,0,active,46,0,False,True,2,True,True,2020-07-31 22:39:51+00:00,,,2020-07-31 22:41:20,2020
39,4,0,47,0,active,47,0,True,True,15,True,True,2020-07-31 22:39:17+00:00,,,2020-07-31 22:41:20,2020
40,14,0,48,0,active,48,0,False,True,5,True,True,2020-07-31 22:38:11+00:00,,,2020-07-31 22:41:20,2020
41,17,0,49,0,active,49,0,False,True,1,True,True,2020-07-31 22:38:02+00:00,,,2020-07-31 22:41:20,2020
42,11,0,50,0,active,50,0,True,True,4,True,True,2020-07-31 21:48:35+00:00,,,2020-07-31 22:41:20,2020
43,8,0,51,0,active,51,1,False,True,6,True,True,2020-07-31 22:37:22+00:00,,,2020-07-31 22:41:20,2020
44,1,0,52,0,active,52,1,True,True,21,True,True,2020-07-31 22:40:42+00:00,,,2020-07-31 22:41:20,2020
45,12,0,53,0,active,53,1,False,True,6,True,True,2020-07-31 22:40:05+00:00,,,2020-07-31 22:41:20,2020
46,14,0,54,0,active,54,0,False,True,1,True,True,2020-07-31 22:39:31+00:00,,,2020-07-31 22:41:20,2020
47,7,0,55,0,active,55,0,False,True,8,True,True,2020-07-31 22:34:08+00:00,,,2020-07-31 22:41:20,2020
48,10,0,56,0,active,56,0,True,True,8,True,True,2020-07-31 22:10:05+00:00,,,2020-07-31 22:41:20,2020
49,14,0,57,0,active,57,0,True,True,0,True,True,2020-07-31 22:30:18+00:00,,,2020-07-31 22:41:20,2020
50,17,0,58,0,active,58,0,True,True,2,True,True,2020-07-31 22:31:27+00:00,,,2020-07-31 22:41:20,2020
51,13,0,59,0,active,59,0,False,True,6,True,True,2020-07-31 22:32:02+00:00,,,2020-07-31 22:41:20,2020
52,15,0,60,0,active,60,1,False,True,3,True,True,2020-07-31 22:41:06+00:00,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 63, 'active': True, 'off_dock_capacity': 40, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 2, 'dock_blocked_count': 0, 'region': 'BOS'}",2020-07-31 22:41:20,2020
53,2,0,61,0,active,61,0,False,True,17,True,True,2020-07-31 22:39:46+00:00,,,2020-07-31 22:41:20,2020
54,10,0,63,0,active,63,0,False,True,5,True,True,2020-07-31 22:09:22+00:00,,,2020-07-31 22:41:20,2020
55,2,0,64,0,active,64,1,False,True,16,True,True,2020-07-31 22:41:08+00:00,,,2020-07-31 22:41:20,2020
56,17,0,65,0,active,65,0,False,True,6,True,True,2020-07-31 21:40:52+00:00,,,2020-07-31 22:41:20,2020
57,15,0,66,0,active,66,0,False,True,0,True,True,2020-07-31 22:40:55+00:00,,,2020-07-31 22:41:20,2020
58,23,0,67,0,active,67,2,True,True,2,True,True,2020-07-31 22:31:28+00:00,,,2020-07-31 22:41:20,2020
59,15,0,68,0,active,68,0,True,True,4,True,True,2020-07-31 22:37:59+00:00,,,2020-07-31 22:41:20,2020
60,11,0,69,0,active,69,0,True,True,8,True,True,2020-07-31 22:37:57+00:00,,,2020-07-31 22:41:20,2020
61,0,0,70,0,active,70,2,False,True,21,True,True,2020-07-31 22:41:16+00:00,,,2020-07-31 22:41:20,2020
62,6,0,71,0,active,71,0,False,True,17,True,True,2020-07-31 22:39:37+00:00,,,2020-07-31 22:41:20,2020
63,22,0,72,0,active,72,0,False,True,1,True,True,2020-07-31 22:40:53+00:00,,,2020-07-31 22:41:20,2020
64,1,0,73,0,active,73,0,False,True,14,True,True,2020-07-31 22:36:29+00:00,,,2020-07-31 22:41:20,2020
65,3,0,74,0,active,74,1,True,True,15,True,True,2020-07-31 22:40:12+00:00,,,2020-07-31 22:41:20,2020
66,11,0,75,0,active,75,0,False,True,4,True,True,2020-07-31 22:33:37+00:00,,,2020-07-31 22:41:20,2020
67,5,0,76,0,active,76,1,False,True,11,True,True,2020-07-31 22:41:02+00:00,,,2020-07-31 22:41:20,2020
68,9,0,77,0,active,77,0,False,True,6,True,True,2020-07-31 22:38:05+00:00,,,2020-07-31 22:41:20,2020
69,6,0,78,0,active,78,1,False,True,12,True,True,2020-07-31 22:40:58+00:00,,,2020-07-31 22:41:20,2020
70,12,0,79,0,active,79,0,False,True,7,True,True,2020-07-31 22:33:55+00:00,,,2020-07-31 22:41:20,2020
71,25,0,80,0,active,80,3,False,True,7,True,True,2020-07-31 22:37:05+00:00,,,2020-07-31 22:41:20,2020
72,16,0,81,0,active,81,0,False,True,3,True,True,2020-07-31 22:39:02+00:00,,,2020-07-31 22:41:20,2020
73,10,0,82,0,active,82,0,False,True,5,True,True,2020-07-31 22:37:22+00:00,,,2020-07-31 22:41:20,2020
74,11,0,84,0,active,84,0,False,True,4,True,True,2020-07-31 22:35:16+00:00,,,2020-07-31 22:41:20,2020
75,19,0,85,0,active,85,0,False,True,0,True,True,2020-07-31 22:10:13+00:00,,,2020-07-31 22:41:20,2020
76,16,0,86,0,active,86,0,False,True,3,True,True,2020-07-31 22:40:11+00:00,,,2020-07-31 22:41:20,2020
77,10,0,87,0,active,87,1,False,True,4,True,True,2020-07-31 22:37:43+00:00,,,2020-07-31 22:41:20,2020
78,3,0,89,0,active,89,0,False,True,16,True,True,2020-07-31 22:36:35+00:00,,,2020-07-31 22:41:20,2020
79,18,0,90,0,active,90,0,False,True,1,True,True,2020-07-31 22:33:16+00:00,,,2020-07-31 22:41:20,2020
80,7,0,91,0,active,91,0,False,True,12,True,True,2020-07-31 22:39:26+00:00,,,2020-07-31 22:41:20,2020
81,7,0,92,0,active,92,0,False,True,12,True,True,2020-07-31 21:06:51+00:00,,,2020-07-31 22:41:20,2020
82,2,0,93,0,active,93,3,False,True,10,True,True,2020-07-31 21:08:56+00:00,,,2020-07-31 22:41:20,2020
83,3,0,94,0,active,94,0,False,True,8,True,True,2020-07-31 22:19:51+00:00,,,2020-07-31 22:41:20,2020
