,station_id,is_renting,num_ebikes_available,num_bikes_disabled,eightd_has_available_keys,last_reported,num_docks_disabled,is_returning,legacy_id,is_installed,num_bikes_available,num_docks_available,station_status,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,True,0,0,False,2020-08-01 03:22:32+00:00,0,True,3,True,0,15,active,,,2020-08-01 07:12:20,2020
1,4,True,0,0,False,2020-08-01 06:26:02+00:00,0,True,4,True,1,18,active,,,2020-08-01 07:12:20,2020
2,5,True,0,0,False,2020-08-01 06:17:08+00:00,0,True,5,True,6,9,active,,,2020-08-01 07:12:20,2020
3,6,True,0,0,False,2020-08-01 06:50:29+00:00,0,True,6,True,6,9,active,,,2020-08-01 07:12:20,2020
4,7,True,0,0,False,2020-08-01 04:29:25+00:00,0,True,7,True,4,11,active,,,2020-08-01 07:12:20,2020
5,8,True,0,2,False,2020-08-01 07:02:32+00:00,0,True,8,True,12,5,active,,,2020-08-01 07:12:20,2020
6,9,True,0,0,False,2020-08-01 06:53:02+00:00,0,True,9,True,14,1,active,,,2020-08-01 07:12:20,2020
7,10,True,0,1,False,2020-08-01 04:54:40+00:00,0,True,10,True,3,7,active,,,2020-08-01 07:12:20,2020
8,11,True,0,1,False,2020-08-01 06:17:05+00:00,0,True,11,True,1,13,active,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 20, 'active': True, 'dock_blocked_count': 0, 'valet_revision': 75, 'region': 'BOS'}",2020-08-01 07:12:20,2020
9,12,True,0,2,True,2020-08-01 06:36:54+00:00,0,True,12,True,0,16,active,,,2020-08-01 07:12:20,2020
10,13,True,0,0,False,2020-08-01 04:32:14+00:00,0,True,13,True,7,12,active,,,2020-08-01 07:12:20,2020
11,14,True,0,0,False,2020-08-01 04:49:20+00:00,0,True,14,True,0,25,active,,,2020-08-01 07:12:20,2020
12,15,True,0,1,False,2020-08-01 04:09:16+00:00,0,True,15,True,14,0,active,,,2020-08-01 07:12:20,2020
