,legacy_id,num_docks_available,station_id,last_reported,is_renting,station_status,eightd_has_available_keys,num_bikes_disabled,num_ebikes_available,is_returning,num_docks_disabled,num_bikes_available,is_installed,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,14,3,2020-08-07 00:42:49+00:00,True,active,False,0,0,True,0,1,True,,,2020-08-07 00:47:20,2020
1,4,0,4,2020-08-07 00:44:52+00:00,True,active,False,0,0,True,0,19,True,,,2020-08-07 00:47:20,2020
2,5,6,5,2020-08-07 00:42:09+00:00,True,active,False,1,0,True,0,8,True,,,2020-08-07 00:47:20,2020
3,6,14,6,2020-08-07 00:44:46+00:00,True,active,False,1,0,True,0,0,True,,,2020-08-07 00:47:20,2020
4,7,5,7,2020-08-07 00:37:53+00:00,True,active,False,0,0,True,0,10,True,,,2020-08-07 00:47:20,2020
5,8,14,8,2020-08-07 00:26:51+00:00,True,active,False,0,0,True,0,5,True,,,2020-08-07 00:47:20,2020
6,9,6,9,2020-08-07 00:18:51+00:00,True,active,False,1,0,True,0,8,True,,,2020-08-07 00:47:20,2020
7,10,1,10,2020-08-07 00:25:01+00:00,True,active,False,0,0,True,0,10,True,,,2020-08-07 00:47:20,2020
8,11,14,11,2020-08-06 23:10:04+00:00,True,active,False,1,0,True,0,0,True,,,2020-08-07 00:47:20,2020
9,12,10,12,2020-08-07 00:37:57+00:00,True,active,True,0,0,True,0,8,True,,,2020-08-07 00:47:20,2020
10,13,19,13,2020-08-06 23:58:25+00:00,True,active,False,0,0,True,0,0,True,,,2020-08-07 00:47:20,2020
11,14,23,14,2020-08-07 00:22:37+00:00,True,active,False,2,0,True,0,0,True,,,2020-08-07 00:47:20,2020
12,15,5,15,2020-08-07 00:32:05+00:00,True,active,False,0,0,True,0,10,True,,,2020-08-07 00:47:20,2020
13,16,12,16,2020-08-07 00:33:40+00:00,True,active,True,0,0,True,0,7,True,,,2020-08-07 00:47:20,2020
14,17,9,17,2020-08-07 00:42:37+00:00,True,active,False,2,0,True,0,4,True,,,2020-08-07 00:47:20,2020
15,19,11,19,2020-08-07 00:42:52+00:00,True,active,False,0,0,True,0,4,True,,,2020-08-07 00:47:20,2020
16,20,21,20,2020-08-07 00:36:58+00:00,True,active,True,1,0,True,0,1,True,,,2020-08-07 00:47:20,2020
17,21,4,21,2020-08-07 00:45:29+00:00,True,active,True,0,0,True,0,14,True,,,2020-08-07 00:47:20,2020
18,22,26,22,2020-08-07 00:44:46+00:00,True,active,True,1,0,True,0,20,True,,,2020-08-07 00:47:20,2020
19,23,4,23,2020-08-07 00:24:27+00:00,True,active,True,0,0,True,0,17,True,,,2020-08-07 00:47:20,2020
20,24,7,24,2020-08-07 00:39:28+00:00,True,active,False,1,0,True,0,11,True,,,2020-08-07 00:47:20,2020
21,25,2,25,2020-08-07 00:43:13+00:00,True,active,False,1,0,True,0,12,True,,,2020-08-07 00:47:20,2020
22,26,5,26,2020-08-07 00:32:41+00:00,True,active,False,1,0,True,0,9,True,,,2020-08-07 00:47:20,2020
23,27,7,27,2020-08-07 00:45:32+00:00,True,active,False,1,0,True,0,15,True,,,2020-08-07 00:47:20,2020
24,29,7,29,2020-08-07 00:18:47+00:00,True,active,False,1,0,True,0,7,True,,,2020-08-07 00:47:20,2020
25,30,11,30,2020-08-07 00:45:22+00:00,True,active,False,1,0,True,0,3,True,,,2020-08-07 00:47:20,2020
26,31,4,31,2020-08-06 23:36:24+00:00,True,active,True,0,0,True,0,15,True,,,2020-08-07 00:47:20,2020
27,32,12,32,2020-08-07 00:31:28+00:00,True,active,False,0,0,True,0,3,True,,,2020-08-07 00:47:20,2020
28,33,13,33,2020-08-07 00:28:03+00:00,True,active,False,0,0,True,0,14,True,,,2020-08-07 00:47:20,2020
29,35,21,35,2020-08-07 00:21:31+00:00,True,active,False,0,0,True,0,2,True,,,2020-08-07 00:47:20,2020
30,36,2,36,2020-08-07 00:33:05+00:00,True,active,True,1,0,True,0,30,True,,,2020-08-07 00:47:20,2020
31,37,10,37,2020-08-07 00:19:08+00:00,True,active,True,1,0,True,0,4,True,,,2020-08-07 00:47:20,2020
32,39,20,39,2020-08-07 00:46:11+00:00,True,active,False,0,0,True,0,3,True,,,2020-08-07 00:47:20,2020
33,40,15,40,2020-08-07 00:45:03+00:00,True,active,False,0,0,True,0,4,True,,,2020-08-07 00:47:20,2020
34,41,8,41,2020-08-07 00:44:48+00:00,True,active,True,0,0,True,0,19,True,,,2020-08-07 00:47:20,2020
35,42,13,42,2020-08-07 00:32:00+00:00,True,active,False,1,0,True,0,9,True,,,2020-08-07 00:47:20,2020
36,43,7,43,2020-08-07 00:46:32+00:00,True,active,True,0,0,True,0,8,True,,,2020-08-07 00:47:20,2020
37,44,18,44,2020-08-07 00:10:25+00:00,True,active,False,0,0,True,0,5,True,,,2020-08-07 00:47:20,2020
38,46,0,46,2020-08-07 00:27:03+00:00,True,active,False,1,0,True,0,18,True,,,2020-08-07 00:47:20,2020
39,47,0,47,2020-08-07 00:44:38+00:00,True,active,True,1,0,True,0,18,True,,,2020-08-07 00:47:20,2020
40,48,18,48,2020-08-07 00:32:09+00:00,True,active,False,0,0,True,0,1,True,,,2020-08-07 00:47:20,2020
41,49,11,49,2020-08-07 00:32:20+00:00,True,active,False,1,0,True,0,6,True,,,2020-08-07 00:47:20,2020
42,50,0,50,2020-08-07 00:46:46+00:00,True,active,True,13,0,True,2,0,True,,,2020-08-07 00:47:20,2020
43,51,14,51,2020-08-07 00:12:48+00:00,True,active,False,0,0,True,0,1,True,,,2020-08-07 00:47:20,2020
44,52,2,52,2020-08-07 00:30:02+00:00,True,active,True,0,0,True,0,21,True,,,2020-08-07 00:47:20,2020
45,53,15,53,2020-08-07 00:47:15+00:00,True,active,False,0,0,True,0,4,True,,,2020-08-07 00:47:20,2020
46,54,10,54,2020-08-07 00:41:42+00:00,True,active,False,0,0,True,0,5,True,,,2020-08-07 00:47:20,2020
47,55,2,55,2020-08-07 00:24:58+00:00,True,active,False,1,0,True,0,12,True,,,2020-08-07 00:47:20,2020
48,56,11,56,2020-08-07 00:26:17+00:00,True,active,True,0,0,True,0,7,True,,,2020-08-07 00:47:20,2020
49,57,5,57,2020-08-07 00:35:59+00:00,True,active,True,1,0,True,0,8,True,,,2020-08-07 00:47:20,2020
50,58,6,58,2020-08-07 00:41:49+00:00,True,active,True,1,0,True,0,12,True,,,2020-08-07 00:47:20,2020
51,59,14,59,2020-08-07 00:29:52+00:00,True,active,True,2,0,True,0,3,True,,,2020-08-07 00:47:20,2020
52,60,16,60,2020-08-07 00:46:54+00:00,True,active,False,0,0,True,0,3,True,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_count': 3, 'valet_revision': 69, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 40, 'dock_blocked_count': 0, 'active': True, 'region': 'BOS'}",2020-08-07 00:47:20,2020
53,61,0,61,2020-08-07 00:43:17+00:00,True,active,False,0,0,True,0,19,True,,,2020-08-07 00:47:20,2020
54,63,7,63,2020-08-07 00:32:26+00:00,True,active,False,0,0,True,0,8,True,,,2020-08-07 00:47:20,2020
55,64,6,64,2020-08-07 00:46:03+00:00,True,active,False,0,0,True,0,13,True,,,2020-08-07 00:47:20,2020
56,65,18,65,2020-08-07 00:42:22+00:00,True,active,False,1,0,True,0,4,True,,,2020-08-07 00:47:20,2020
57,66,11,66,2020-08-07 00:15:21+00:00,True,active,False,0,0,True,0,4,True,,,2020-08-07 00:47:20,2020
58,67,18,67,2020-08-07 00:34:41+00:00,True,active,True,1,0,True,0,8,True,,,2020-08-07 00:47:20,2020
59,68,7,68,2020-08-07 00:46:55+00:00,True,active,True,0,0,True,0,12,True,,,2020-08-07 00:47:20,2020
60,69,11,69,2020-08-07 00:46:30+00:00,True,active,True,0,0,True,0,8,True,,,2020-08-07 00:47:20,2020
61,70,1,70,2020-08-07 00:10:23+00:00,True,active,False,0,0,True,0,22,True,,,2020-08-07 00:47:20,2020
62,71,1,71,2020-08-07 00:42:23+00:00,True,active,False,0,0,True,0,22,True,,,2020-08-07 00:47:20,2020
63,72,17,72,2020-08-07 00:32:29+00:00,True,active,False,0,0,True,0,6,True,,,2020-08-07 00:47:20,2020
64,73,1,73,2020-08-07 00:39:20+00:00,True,active,False,1,0,True,0,13,True,,,2020-08-07 00:47:20,2020
65,74,4,74,2020-08-07 00:42:06+00:00,True,active,True,0,0,True,0,15,True,,,2020-08-07 00:47:20,2020
66,75,4,75,2020-08-07 00:31:23+00:00,True,active,False,0,0,True,0,11,True,,,2020-08-07 00:47:20,2020
67,76,13,76,2020-08-07 00:35:58+00:00,True,active,False,1,0,True,0,3,True,,,2020-08-07 00:47:20,2020
68,77,13,77,2020-08-06 23:35:53+00:00,True,active,False,0,0,True,0,2,True,,,2020-08-07 00:47:20,2020
69,78,1,78,2020-08-07 00:06:22+00:00,True,active,False,1,0,True,0,17,True,,,2020-08-07 00:47:20,2020
70,79,5,79,2020-08-07 00:42:26+00:00,True,active,False,0,0,True,0,14,True,,,2020-08-07 00:47:20,2020
71,80,35,80,2020-08-07 00:41:57+00:00,True,active,False,0,0,True,0,0,True,,,2020-08-07 00:47:20,2020
72,81,8,81,2020-08-07 00:46:05+00:00,True,active,False,3,0,True,0,8,True,,,2020-08-07 00:47:20,2020
73,82,7,82,2020-08-06 23:21:13+00:00,True,active,False,0,0,True,0,8,True,,,2020-08-07 00:47:20,2020
74,84,11,84,2020-08-07 00:31:59+00:00,True,active,False,0,0,True,0,4,True,,,2020-08-07 00:47:20,2020
75,85,17,85,2020-08-07 00:37:47+00:00,True,active,False,0,0,True,0,2,True,,,2020-08-07 00:47:20,2020
76,86,14,86,2020-08-07 00:43:32+00:00,True,active,False,1,0,True,0,4,True,,,2020-08-07 00:47:20,2020
77,87,5,87,2020-08-07 00:36:14+00:00,True,active,False,0,0,True,0,10,True,,,2020-08-07 00:47:20,2020
78,89,7,89,2020-08-07 00:44:52+00:00,True,active,False,0,0,True,0,12,True,,,2020-08-07 00:47:20,2020
79,90,13,90,2020-08-07 00:41:20+00:00,True,active,False,0,0,True,0,6,True,,,2020-08-07 00:47:20,2020
80,91,14,91,2020-08-07 00:30:29+00:00,True,active,False,0,0,True,0,5,True,,,2020-08-07 00:47:20,2020
81,92,12,92,2020-08-07 00:05:59+00:00,True,active,False,1,0,True,0,6,True,,,2020-08-07 00:47:20,2020
82,93,7,93,2020-08-07 00:46:34+00:00,True,active,False,1,0,True,0,7,True,,,2020-08-07 00:47:20,2020
83,94,5,94,2020-08-07 00:28:38+00:00,True,active,False,0,0,True,0,6,True,,,2020-08-07 00:47:20,2020
84,95,14,95,2020-08-07 00:35:56+00:00,True,active,False,0,0,True,0,1,True,,,2020-08-07 00:47:20,2020
85,96,12,96,2020-08-07 00:46:34+00:00,True,active,False,0,0,True,0,7,True,,,2020-08-07 00:47:20,2020
86,97,1,97,2020-08-07 00:36:50+00:00,True,active,False,0,0,True,0,18,True,,,2020-08-07 00:47:20,2020
