,num_docks_available,num_docks_disabled,last_reported,num_ebikes_available,station_id,station_status,is_renting,num_bikes_disabled,is_installed,legacy_id,num_bikes_available,is_returning,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,0,2020-07-30 00:42:11+00:00,0,3,active,True,2,True,3,10,True,True,,,2020-07-30 00:42:50,2020
1,0,0,2020-07-30 00:35:13+00:00,0,4,active,True,1,True,4,18,True,False,,,2020-07-30 00:42:50,2020
2,8,0,2020-07-30 00:36:47+00:00,0,5,active,True,0,True,5,7,True,False,,,2020-07-30 00:42:50,2020
3,8,0,2020-07-30 00:40:05+00:00,0,6,active,True,0,True,6,7,True,False,,,2020-07-30 00:42:50,2020
4,1,0,2020-07-30 00:25:33+00:00,0,7,active,True,1,True,7,13,True,False,,,2020-07-30 00:42:50,2020
5,6,0,2020-07-30 00:36:13+00:00,0,8,active,True,3,True,8,10,True,False,,,2020-07-30 00:42:50,2020
6,7,0,2020-07-30 00:36:12+00:00,0,9,active,True,1,True,9,7,True,False,,,2020-07-30 00:42:50,2020
7,10,0,2020-07-30 00:23:58+00:00,0,10,active,True,0,True,10,1,True,False,,,2020-07-30 00:42:50,2020
8,14,0,2020-07-30 00:34:46+00:00,0,11,active,True,1,True,11,0,True,False,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_count': 12, 'region': 'BOS', 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 69, 'dock_blocked_count': 0, 'off_dock_capacity': 50}",2020-07-30 00:42:50,2020
9,8,0,2020-07-30 00:34:09+00:00,0,12,active,True,1,True,12,9,True,True,,,2020-07-30 00:42:50,2020
10,18,0,2020-07-30 00:35:35+00:00,0,13,active,True,0,True,13,1,True,False,,,2020-07-30 00:42:50,2020
11,25,0,2020-07-29 23:14:47+00:00,0,14,active,True,0,True,14,0,True,False,,,2020-07-30 00:42:50,2020
12,6,0,2020-07-29 23:59:55+00:00,0,15,active,True,0,True,15,9,True,False,,,2020-07-30 00:42:50,2020
13,11,0,2020-07-30 00:37:36+00:00,0,16,active,True,2,True,16,6,True,True,,,2020-07-30 00:42:50,2020
14,5,0,2020-07-30 00:40:28+00:00,0,17,active,True,0,True,17,10,True,False,,,2020-07-30 00:42:50,2020
15,10,0,2020-07-30 00:41:16+00:00,0,19,active,True,0,True,19,5,True,False,,,2020-07-30 00:42:50,2020
16,6,0,2020-07-30 00:40:50+00:00,0,20,active,True,1,True,20,16,True,False,,,2020-07-30 00:42:50,2020
17,3,0,2020-07-30 00:40:59+00:00,0,21,active,True,0,True,21,15,True,False,,,2020-07-30 00:42:50,2020
18,29,0,2020-07-30 00:08:14+00:00,0,22,active,True,1,True,22,17,True,True,,,2020-07-30 00:42:50,2020
19,20,0,2020-07-30 00:42:18+00:00,0,23,active,True,0,True,23,1,True,True,,,2020-07-30 00:42:50,2020
20,6,0,2020-07-30 00:41:05+00:00,0,24,active,True,1,True,24,12,True,False,,,2020-07-30 00:42:50,2020
21,1,0,2020-07-30 00:33:57+00:00,0,25,active,True,0,True,25,14,True,False,,,2020-07-30 00:42:50,2020
22,10,0,2020-07-30 00:13:40+00:00,0,26,active,True,1,True,26,4,True,False,,,2020-07-30 00:42:50,2020
23,14,0,2020-07-30 00:29:51+00:00,0,27,active,True,2,True,27,7,True,False,,,2020-07-30 00:42:50,2020
24,8,0,2020-07-30 00:20:39+00:00,0,29,active,True,0,True,29,7,True,False,,,2020-07-30 00:42:50,2020
25,12,0,2020-07-30 00:42:09+00:00,0,30,active,True,0,True,30,3,True,False,,,2020-07-30 00:42:50,2020
26,9,0,2020-07-29 23:42:49+00:00,0,31,active,True,1,True,31,9,True,True,,,2020-07-30 00:42:50,2020
27,8,0,2020-07-30 00:31:50+00:00,0,32,active,True,1,True,32,6,True,False,,,2020-07-30 00:42:50,2020
28,4,0,2020-07-30 00:25:39+00:00,0,33,active,True,1,True,33,22,True,False,,,2020-07-30 00:42:50,2020
29,23,0,2020-07-30 00:37:12+00:00,0,35,active,True,0,True,35,0,True,False,,,2020-07-30 00:42:50,2020
30,16,0,2020-07-30 00:29:11+00:00,0,36,active,True,0,True,36,17,True,True,,,2020-07-30 00:42:50,2020
31,12,0,2020-07-29 23:52:20+00:00,0,37,active,True,0,True,37,3,True,True,,,2020-07-30 00:42:50,2020
32,8,0,2020-07-30 00:24:29+00:00,0,39,active,True,1,True,39,14,True,False,,,2020-07-30 00:42:50,2020
33,14,0,2020-07-30 00:37:58+00:00,0,40,active,True,0,True,40,5,True,False,,,2020-07-30 00:42:50,2020
34,17,0,2020-07-30 00:37:35+00:00,0,41,active,True,1,True,41,9,True,True,,,2020-07-30 00:42:50,2020
35,2,0,2020-07-30 00:38:42+00:00,0,42,active,True,1,True,42,20,True,False,,,2020-07-30 00:42:50,2020
36,9,0,2020-07-30 00:28:33+00:00,0,43,active,True,0,True,43,6,True,True,,,2020-07-30 00:42:50,2020
37,9,0,2020-07-30 00:12:08+00:00,0,44,active,True,1,True,44,13,True,False,,,2020-07-30 00:42:50,2020
38,9,0,2020-07-30 00:41:03+00:00,0,46,active,True,1,True,46,9,True,False,,,2020-07-30 00:42:50,2020
39,6,0,2020-07-30 00:36:30+00:00,0,47,active,True,0,True,47,13,True,True,,,2020-07-30 00:42:50,2020
40,19,0,2020-07-29 23:43:25+00:00,0,48,active,True,0,True,48,0,True,False,,,2020-07-30 00:42:50,2020
41,15,0,2020-07-30 00:36:39+00:00,0,49,active,True,0,True,49,3,True,False,,,2020-07-30 00:42:50,2020
42,9,0,2020-07-30 00:06:34+00:00,0,50,active,True,0,True,50,6,True,True,,,2020-07-30 00:42:50,2020
43,11,0,2020-07-30 00:19:13+00:00,0,51,active,True,1,True,51,3,True,False,,,2020-07-30 00:42:50,2020
44,14,0,2020-07-30 00:22:55+00:00,0,52,active,True,0,True,52,9,True,True,,,2020-07-30 00:42:50,2020
45,13,0,2020-07-30 00:36:02+00:00,0,53,active,True,0,True,53,6,True,False,,,2020-07-30 00:42:50,2020
46,14,0,2020-07-29 23:57:47+00:00,0,54,active,True,0,True,54,1,True,False,,,2020-07-30 00:42:50,2020
47,4,0,2020-07-30 00:16:10+00:00,0,55,active,True,1,True,55,10,True,False,,,2020-07-30 00:42:50,2020
48,8,0,2020-07-30 00:07:05+00:00,0,56,active,True,0,True,56,10,True,True,,,2020-07-30 00:42:50,2020
49,7,0,2020-07-30 00:36:36+00:00,0,57,active,True,0,True,57,7,True,True,,,2020-07-30 00:42:50,2020
50,1,0,2020-07-30 00:30:16+00:00,0,58,active,True,0,True,58,18,True,True,,,2020-07-30 00:42:50,2020
51,16,0,2020-07-30 00:24:00+00:00,0,59,active,True,0,True,59,3,True,True,,,2020-07-30 00:42:50,2020
52,10,0,2020-07-30 00:35:41+00:00,0,60,active,True,0,True,60,9,True,False,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_count': 2, 'region': 'BOS', 'active': True, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 61, 'dock_blocked_count': 0, 'off_dock_capacity': 40}",2020-07-30 00:42:50,2020
53,11,0,2020-07-30 00:42:15+00:00,0,61,active,True,1,True,61,7,True,False,,,2020-07-30 00:42:50,2020
54,3,0,2020-07-29 23:16:15+00:00,0,63,active,True,0,True,63,12,True,False,,,2020-07-30 00:42:50,2020
55,5,0,2020-07-30 00:08:13+00:00,0,64,active,True,2,True,64,12,True,False,,,2020-07-30 00:42:50,2020
56,12,0,2020-07-30 00:35:56+00:00,0,65,active,True,1,True,65,10,True,False,,,2020-07-30 00:42:50,2020
57,5,0,2020-07-30 00:29:00+00:00,0,66,active,True,1,True,66,9,True,False,,,2020-07-30 00:42:50,2020
58,12,0,2020-07-30 00:42:32+00:00,0,67,active,True,0,True,67,15,True,True,,,2020-07-30 00:42:50,2020
59,14,0,2020-07-30 00:36:24+00:00,0,68,active,True,1,True,68,4,True,True,,,2020-07-30 00:42:50,2020
60,13,0,2020-07-30 00:39:58+00:00,0,69,active,True,1,True,69,5,True,True,,,2020-07-30 00:42:50,2020
61,22,0,2020-07-30 00:41:10+00:00,0,70,active,True,0,True,70,1,True,False,,,2020-07-30 00:42:50,2020
62,1,0,2020-07-30 00:34:13+00:00,0,71,active,True,0,True,71,22,True,False,,,2020-07-30 00:42:50,2020
63,19,0,2020-07-30 00:23:50+00:00,0,72,active,True,0,True,72,4,True,False,,,2020-07-30 00:42:50,2020
64,0,0,2020-07-30 00:29:42+00:00,0,73,active,True,1,True,73,14,True,False,,,2020-07-30 00:42:50,2020
65,5,0,2020-07-30 00:37:44+00:00,0,74,active,True,1,True,74,13,True,True,,,2020-07-30 00:42:50,2020
66,15,0,2020-07-29 22:38:51+00:00,0,75,active,True,0,True,75,0,True,False,,,2020-07-30 00:42:50,2020
67,13,0,2020-07-30 00:16:38+00:00,0,76,active,True,1,True,76,3,True,False,,,2020-07-30 00:42:50,2020
68,4,0,2020-07-30 00:41:03+00:00,0,77,active,True,0,True,77,11,True,False,,,2020-07-30 00:42:50,2020
69,1,0,2020-07-29 23:56:29+00:00,0,78,active,True,0,True,78,18,True,False,,,2020-07-30 00:42:50,2020
70,8,0,2020-07-30 00:31:14+00:00,0,79,active,True,1,True,79,10,True,False,,,2020-07-30 00:42:50,2020
71,29,0,2020-07-30 00:42:27+00:00,0,80,active,True,1,True,80,5,True,False,,,2020-07-30 00:42:50,2020
72,13,0,2020-07-30 00:40:42+00:00,0,81,active,True,0,True,81,6,True,False,,,2020-07-30 00:42:50,2020
73,15,0,2020-07-29 23:31:25+00:00,0,82,active,True,0,True,82,0,True,False,,,2020-07-30 00:42:50,2020
74,5,0,2020-07-29 23:48:30+00:00,0,84,active,True,1,True,84,9,True,False,,,2020-07-30 00:42:50,2020
75,18,0,2020-07-30 00:02:08+00:00,0,85,active,True,1,True,85,0,True,False,,,2020-07-30 00:42:50,2020
76,15,0,2020-07-30 00:35:23+00:00,0,86,active,True,1,True,86,3,True,False,,,2020-07-30 00:42:50,2020
77,14,0,2020-07-30 00:02:09+00:00,0,87,active,True,1,True,87,0,True,False,,,2020-07-30 00:42:50,2020
78,5,0,2020-07-30 00:19:46+00:00,0,89,active,True,0,True,89,14,True,False,,,2020-07-30 00:42:50,2020
79,11,0,2020-07-30 00:21:24+00:00,0,90,active,True,2,True,90,6,True,False,,,2020-07-30 00:42:50,2020
80,17,0,2020-07-30 00:28:32+00:00,0,91,active,True,2,True,91,0,True,False,,,2020-07-30 00:42:50,2020
81,10,0,2020-07-30 00:15:15+00:00,0,92,active,True,1,True,92,8,True,False,,,2020-07-30 00:42:50,2020
82,8,0,2020-07-30 00:28:35+00:00,0,93,active,True,2,True,93,5,True,False,,,2020-07-30 00:42:50,2020
83,3,0,2020-07-30 00:17:33+00:00,0,94,active,True,0,True,94,8,True,False,,,2020-07-30 00:42:50,2020
84,4,0,2020-07-30 00:38:35+00:00,0,95,active,True,1,True,95,10,True,False,,,2020-07-30 00:42:50,2020
85,9,0,2020-07-30 00:37:31+00:00,0,96,active,True,0,True,96,10,True,False,,,2020-07-30 00:42:50,2020
86,9,0,2020-07-30 00:37:42+00:00,0,97,active,True,1,True,97,9,True,False,,,2020-07-30 00:42:50,2020
87,13,0,2020-07-30 00:42:12+00:00,0,98,active,True,0,True,98,9,True,False,,,2020-07-30 00:42:50,2020
88,6,0,2020-07-30 00:30:45+00:00,0,99,active,True,0,True,99,9,True,False,,,2020-07-30 00:42:50,2020
89,8,0,2020-07-30 00:42:00+00:00,0,100,active,True,1,True,100,16,True,True,,,2020-07-30 00:42:50,2020
90,11,0,2020-07-29 23:31:39+00:00,0,101,active,True,0,True,101,4,True,False,,,2020-07-30 00:42:50,2020
91,11,0,2020-07-30 00:36:18+00:00,0,102,active,True,0,True,102,4,True,False,,,2020-07-30 00:42:50,2020
92,11,0,2020-07-30 00:32:56+00:00,0,103,active,True,1,True,103,3,True,False,,,2020-07-30 00:42:50,2020
93,6,0,2020-07-29 23:57:06+00:00,0,104,active,True,1,True,104,12,True,False,,,2020-07-30 00:42:50,2020
94,3,0,2020-07-30 00:42:11+00:00,0,105,active,True,0,True,105,16,True,False,,,2020-07-30 00:42:50,2020
95,4,0,2020-07-29 12:13:40+00:00,0,106,active,True,0,True,106,11,True,False,,,2020-07-30 00:42:50,2020
96,5,0,2020-07-30 00:40:56+00:00,0,107,active,True,0,True,107,14,True,False,,,2020-07-30 00:42:50,2020
97,3,0,2020-07-30 00:22:47+00:00,0,108,active,True,0,True,108,14,True,False,,,2020-07-30 00:42:50,2020
98,10,0,2020-07-30 00:10:11+00:00,0,109,active,True,2,True,109,23,True,False,,,2020-07-30 00:42:50,2020
99,6,0,2020-07-30 00:31:14+00:00,0,110,active,True,0,True,110,9,True,False,,,2020-07-30 00:42:50,2020
