,last_reported,station_status,num_bikes_available,num_ebikes_available,num_bikes_disabled,station_id,num_docks_available,is_renting,eightd_has_available_keys,legacy_id,is_returning,is_installed,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
88,2020-08-20 13:34:28+00:00,active,9,0,2,99,4,True,False,99,True,True,0,,,2020-08-20 15:53:35,2020
89,2020-08-20 15:41:59+00:00,active,22,0,0,100,3,True,True,100,True,True,0,,,2020-08-20 15:53:35,2020
90,2020-08-20 14:03:46+00:00,active,7,0,0,101,8,True,False,101,True,True,0,,,2020-08-20 15:53:35,2020
91,2020-08-20 15:44:03+00:00,active,2,0,0,102,13,True,False,102,True,True,0,,,2020-08-20 15:53:35,2020
92,2020-08-20 15:36:56+00:00,active,8,0,0,103,7,True,False,103,True,True,0,,,2020-08-20 15:53:35,2020
93,2020-08-20 14:24:15+00:00,active,3,0,0,104,16,True,False,104,True,True,0,,,2020-08-20 15:53:35,2020
94,2020-08-20 15:45:37+00:00,active,3,0,3,105,13,True,False,105,True,True,0,,,2020-08-20 15:53:35,2020
95,2020-08-20 15:50:09+00:00,active,6,0,0,106,9,True,False,106,True,True,0,,,2020-08-20 15:53:35,2020
96,2020-08-20 15:50:49+00:00,active,14,0,1,107,4,True,False,107,True,True,0,,,2020-08-20 15:53:35,2020
97,2020-08-20 15:36:35+00:00,active,4,0,0,108,13,True,False,108,True,True,0,,,2020-08-20 15:53:35,2020
98,2020-08-20 15:41:37+00:00,active,3,0,1,109,31,True,False,109,True,True,0,,,2020-08-20 15:53:35,2020
99,2020-08-20 15:52:11+00:00,active,4,0,0,110,11,True,False,110,True,True,0,,,2020-08-20 15:53:35,2020
100,2020-08-20 13:01:13+00:00,active,4,0,0,111,11,True,False,111,True,True,0,,,2020-08-20 15:53:35,2020
101,2020-08-20 13:42:47+00:00,active,6,0,0,112,9,True,False,112,True,True,0,,,2020-08-20 15:53:35,2020
102,2020-08-20 15:53:03+00:00,active,11,0,1,113,3,True,False,113,True,True,0,,,2020-08-20 15:53:35,2020
103,2020-08-20 13:46:04+00:00,active,7,0,0,114,8,True,False,114,True,True,0,,,2020-08-20 15:53:35,2020
104,2020-08-20 15:44:54+00:00,active,8,0,0,115,11,True,False,115,True,True,0,,,2020-08-20 15:53:35,2020
105,2020-08-20 15:35:16+00:00,active,4,0,0,116,19,True,False,116,True,True,0,,,2020-08-20 15:53:35,2020
106,2020-08-20 15:48:22+00:00,active,0,0,0,117,19,True,False,117,True,True,0,,,2020-08-20 15:53:35,2020
107,2020-08-20 15:17:59+00:00,active,7,0,0,118,12,True,False,118,True,True,0,,,2020-08-20 15:53:35,2020
108,2020-08-20 15:40:52+00:00,active,5,0,0,119,10,True,False,119,True,True,0,,,2020-08-20 15:53:35,2020
109,2020-08-20 15:51:00+00:00,active,9,0,0,120,6,True,False,120,True,True,0,,,2020-08-20 15:53:35,2020
110,2020-08-20 15:44:19+00:00,active,7,0,1,121,9,True,False,121,True,True,0,,,2020-08-20 15:53:35,2020
111,2020-08-20 14:51:43+00:00,active,9,0,1,122,5,True,False,122,True,True,0,,,2020-08-20 15:53:35,2020
112,2020-08-20 15:12:18+00:00,active,2,0,0,124,13,True,False,124,True,True,0,,,2020-08-20 15:53:35,2020
113,2020-08-20 15:15:48+00:00,active,0,0,1,125,14,True,False,125,True,True,0,,,2020-08-20 15:53:35,2020
114,2020-08-20 13:25:50+00:00,active,10,0,1,126,4,True,False,126,True,True,0,,,2020-08-20 15:53:35,2020
115,2020-08-20 14:58:59+00:00,active,9,0,0,128,10,True,False,128,True,True,0,,,2020-08-20 15:53:35,2020
116,2020-08-20 15:51:06+00:00,active,4,0,0,129,15,True,False,129,True,True,0,,,2020-08-20 15:53:35,2020
117,2020-08-20 14:10:36+00:00,active,14,0,0,130,1,True,False,130,True,True,0,,,2020-08-20 15:53:35,2020
118,2020-08-20 15:32:23+00:00,active,6,0,0,131,12,True,False,131,True,True,0,,,2020-08-20 15:53:35,2020
119,2020-08-20 14:25:35+00:00,active,15,0,1,133,7,True,False,133,True,True,0,,,2020-08-20 15:53:35,2020
120,2020-08-20 15:50:31+00:00,active,4,0,0,135,13,True,False,135,True,True,0,,,2020-08-20 15:53:35,2020
121,2020-08-20 14:40:29+00:00,active,5,0,0,136,14,True,False,136,True,True,0,,,2020-08-20 15:53:35,2020
122,2020-08-20 13:35:23+00:00,active,6,0,0,137,9,True,False,137,True,True,0,,,2020-08-20 15:53:35,2020
123,2020-08-20 15:35:04+00:00,active,15,0,0,138,0,True,False,138,True,True,0,,,2020-08-20 15:53:35,2020
124,2020-08-20 15:14:24+00:00,active,0,0,0,139,19,True,False,139,True,True,0,,,2020-08-20 15:53:35,2020
125,2020-08-20 15:39:58+00:00,active,10,0,0,140,7,True,False,140,True,True,0,,,2020-08-20 15:53:35,2020
126,2020-08-20 15:14:57+00:00,active,8,0,0,141,7,True,False,141,True,True,0,,,2020-08-20 15:53:35,2020
127,2020-08-20 15:44:53+00:00,active,17,0,0,142,6,True,False,142,True,True,0,,,2020-08-20 15:53:35,2020
128,2020-08-20 15:44:14+00:00,active,7,0,0,143,16,True,False,143,True,True,0,,,2020-08-20 15:53:35,2020
129,2020-08-20 14:52:53+00:00,active,11,0,0,144,8,True,False,144,True,True,0,,,2020-08-20 15:53:35,2020
130,2020-08-20 15:31:01+00:00,active,11,0,0,145,8,True,False,145,True,True,0,,,2020-08-20 15:53:35,2020
131,2020-08-20 15:51:57+00:00,active,12,0,0,146,7,True,False,146,True,True,0,,,2020-08-20 15:53:35,2020
132,2020-08-20 15:52:28+00:00,active,6,0,1,149,11,True,True,149,True,True,0,,,2020-08-20 15:53:35,2020
133,2020-08-20 15:45:07+00:00,active,9,0,1,150,9,True,False,150,True,True,0,,,2020-08-20 15:53:35,2020
134,2020-08-20 15:50:08+00:00,active,12,0,0,151,7,True,False,151,True,True,0,,,2020-08-20 15:53:35,2020
135,2020-08-20 14:50:20+00:00,active,9,0,0,152,6,True,True,152,True,True,0,,,2020-08-20 15:53:35,2020
136,2020-08-20 15:08:36+00:00,active,7,0,1,156,7,True,False,156,True,True,0,,,2020-08-20 15:53:35,2020
137,2020-08-20 15:53:25+00:00,active,11,0,0,157,4,True,False,157,True,True,0,,,2020-08-20 15:53:35,2020
138,2020-08-20 15:07:33+00:00,active,1,0,0,159,14,True,False,159,True,True,0,,,2020-08-20 15:53:35,2020
139,2020-08-20 15:47:44+00:00,active,8,0,0,160,6,True,True,160,True,True,0,,,2020-08-20 15:53:35,2020
140,2020-08-20 15:53:13+00:00,active,11,0,1,161,11,True,True,161,True,True,0,,,2020-08-20 15:53:35,2020
141,2020-08-20 13:50:21+00:00,active,7,0,0,162,8,True,False,162,True,True,0,,,2020-08-20 15:53:35,2020
142,2020-08-20 15:43:50+00:00,active,12,0,0,163,7,True,True,163,True,True,0,,,2020-08-20 15:53:35,2020
143,2020-08-20 14:10:20+00:00,active,7,0,0,167,8,True,False,167,True,True,0,,,2020-08-20 15:53:35,2020
144,2020-08-20 13:48:17+00:00,active,0,0,0,169,19,True,False,169,True,True,0,,,2020-08-20 15:53:35,2020
145,2020-08-20 15:18:37+00:00,active,9,0,0,170,5,True,True,170,True,True,0,,,2020-08-20 15:53:35,2020
146,2020-08-20 14:32:12+00:00,active,5,0,0,171,18,True,True,171,True,True,0,,,2020-08-20 15:53:35,2020
147,2020-08-20 15:41:48+00:00,active,5,0,0,173,9,True,True,173,True,True,0,,,2020-08-20 15:53:35,2020
148,2020-08-20 15:42:08+00:00,active,7,0,1,174,7,True,False,174,True,True,0,,,2020-08-20 15:53:35,2020
149,2020-08-20 14:11:50+00:00,active,6,0,2,175,9,True,True,175,True,True,0,,,2020-08-20 15:53:35,2020
150,2020-08-20 15:45:44+00:00,active,9,0,0,176,6,True,False,176,True,True,0,,,2020-08-20 15:53:35,2020
151,2020-08-20 15:39:45+00:00,active,8,0,1,177,10,True,False,177,True,True,0,,,2020-08-20 15:53:35,2020
152,2020-08-20 15:49:22+00:00,active,13,0,1,178,5,True,False,178,True,True,0,,,2020-08-20 15:53:35,2020
153,2020-08-20 15:45:44+00:00,active,8,0,1,179,16,True,False,179,True,True,0,,,2020-08-20 15:53:35,2020
154,2020-08-20 15:44:23+00:00,active,18,0,0,180,1,True,False,180,True,True,0,,,2020-08-20 15:53:35,2020
155,2020-08-20 15:25:03+00:00,active,4,0,0,181,15,True,False,181,True,True,0,,,2020-08-20 15:53:35,2020
156,2020-08-20 15:43:22+00:00,active,2,0,0,182,17,True,True,182,True,True,0,,,2020-08-20 15:53:35,2020
157,2020-08-20 15:38:55+00:00,active,8,0,0,183,11,True,False,183,True,True,0,,,2020-08-20 15:53:35,2020
158,2020-08-20 15:18:36+00:00,active,8,0,0,184,11,True,False,184,True,True,0,,,2020-08-20 15:53:35,2020
159,2020-08-20 15:52:00+00:00,active,3,0,0,185,12,True,False,185,True,True,0,,,2020-08-20 15:53:35,2020
160,2020-08-20 14:34:25+00:00,active,6,0,0,186,9,True,True,186,True,True,0,,,2020-08-20 15:53:35,2020
161,2020-08-20 14:55:18+00:00,active,3,0,0,187,12,True,False,187,True,True,0,,,2020-08-20 15:53:35,2020
162,2020-08-20 15:34:58+00:00,active,12,0,0,188,3,True,False,188,True,True,0,,,2020-08-20 15:53:35,2020
163,2020-08-20 15:14:17+00:00,active,3,0,0,189,20,True,True,189,True,True,0,,,2020-08-20 15:53:35,2020
164,2020-08-20 15:50:09+00:00,active,9,0,0,190,28,True,True,190,True,True,0,,,2020-08-20 15:53:35,2020
165,2020-08-20 12:37:05+00:00,active,0,0,0,191,15,True,False,191,True,True,0,,,2020-08-20 15:53:35,2020
166,2020-08-20 15:15:04+00:00,active,12,0,0,192,7,True,False,192,True,True,0,,,2020-08-20 15:53:35,2020
167,2020-08-20 15:28:14+00:00,active,1,0,0,193,14,True,True,193,True,True,0,,,2020-08-20 15:53:35,2020
168,2020-08-20 14:16:46+00:00,active,5,0,0,194,14,True,False,194,True,True,0,,,2020-08-20 15:53:35,2020
169,2020-08-20 15:33:38+00:00,active,2,0,0,195,21,True,False,195,True,True,0,,,2020-08-20 15:53:35,2020
170,2020-08-20 15:41:27+00:00,active,1,0,0,196,9,True,False,196,True,True,0,,,2020-08-20 15:53:35,2020
171,2020-08-20 12:09:36+00:00,active,7,0,1,197,7,True,False,197,True,True,0,,,2020-08-20 15:53:35,2020
172,2020-08-20 14:19:54+00:00,active,8,0,0,199,7,True,False,199,True,True,0,,,2020-08-20 15:53:35,2020
173,2020-08-20 15:34:49+00:00,active,13,0,0,200,6,True,False,200,True,True,0,,,2020-08-20 15:53:35,2020
174,2020-08-20 12:47:08+00:00,active,4,0,0,201,11,True,False,201,True,True,0,,,2020-08-20 15:53:35,2020
175,2020-08-20 14:09:56+00:00,active,2,0,0,202,13,True,False,202,True,True,0,,,2020-08-20 15:53:35,2020
176,2020-08-20 15:47:53+00:00,active,7,0,0,203,8,True,False,203,True,True,0,,,2020-08-20 15:53:35,2020
177,2020-08-20 14:47:14+00:00,active,6,0,0,204,9,True,False,204,True,True,0,,,2020-08-20 15:53:35,2020
178,2020-08-20 11:38:19+00:00,active,1,0,0,205,14,True,False,205,True,True,0,,,2020-08-20 15:53:35,2020
179,2020-08-20 15:24:26+00:00,active,13,0,0,206,10,True,True,206,True,True,0,,,2020-08-20 15:53:35,2020
180,2020-08-20 15:40:21+00:00,active,12,0,0,208,3,True,True,208,True,True,0,,,2020-08-20 15:53:35,2020
181,2020-08-20 14:43:40+00:00,active,13,0,1,209,1,True,False,209,True,True,0,,,2020-08-20 15:53:35,2020
182,2020-08-20 09:06:47+00:00,active,2,0,1,210,12,True,False,210,True,True,0,,,2020-08-20 15:53:35,2020
183,2020-08-20 14:16:42+00:00,active,9,0,0,211,10,True,False,211,True,True,0,,,2020-08-20 15:53:35,2020
184,2020-08-20 15:02:08+00:00,active,8,0,0,212,25,True,False,212,True,True,0,,,2020-08-20 15:53:35,2020
185,2020-08-20 15:02:43+00:00,active,1,0,0,213,15,True,True,213,True,True,0,,,2020-08-20 15:53:35,2020
186,2020-08-20 14:54:18+00:00,active,6,0,0,214,9,True,False,214,True,True,0,,,2020-08-20 15:53:35,2020
187,2020-08-20 13:40:57+00:00,active,10,0,2,215,3,True,False,215,True,True,0,,,2020-08-20 15:53:35,2020
188,2020-08-20 11:05:27+00:00,active,11,0,0,216,8,True,False,216,True,True,0,,,2020-08-20 15:53:35,2020
189,2020-08-20 15:39:55+00:00,active,4,0,0,217,15,True,False,217,True,True,0,,,2020-08-20 15:53:35,2020
190,2020-08-20 15:51:37+00:00,active,3,0,0,218,12,True,False,218,True,True,0,,,2020-08-20 15:53:35,2020
191,2020-08-20 09:16:47+00:00,active,2,0,0,219,13,True,False,219,True,True,0,,,2020-08-20 15:53:35,2020
192,2020-08-20 14:46:19+00:00,active,6,0,2,221,11,True,False,221,True,True,0,,,2020-08-20 15:53:35,2020
193,2020-08-20 15:45:23+00:00,active,2,0,1,222,11,True,True,222,True,True,0,,,2020-08-20 15:53:35,2020
194,2020-08-20 15:42:48+00:00,active,10,0,2,224,5,True,False,224,True,True,0,,,2020-08-20 15:53:35,2020
195,2020-08-20 15:48:24+00:00,active,7,0,2,225,10,True,False,225,True,True,0,,,2020-08-20 15:53:35,2020
196,2020-08-20 15:40:17+00:00,active,7,0,0,226,8,True,False,226,True,True,0,,,2020-08-20 15:53:35,2020
197,2020-08-20 15:09:45+00:00,active,10,0,0,227,9,True,False,227,True,True,0,,,2020-08-20 15:53:35,2020
198,2020-08-20 15:51:53+00:00,active,1,0,0,228,18,True,False,228,True,True,0,,,2020-08-20 15:53:35,2020
199,2020-08-20 08:55:09+00:00,active,2,0,0,232,9,True,False,232,True,True,0,,,2020-08-20 15:53:35,2020
200,2020-08-20 15:42:09+00:00,active,12,0,0,233,3,True,False,233,True,True,0,,,2020-08-20 15:53:35,2020
201,2020-08-20 13:31:47+00:00,active,4,0,0,234,11,True,False,234,True,True,0,,,2020-08-20 15:53:35,2020
202,2020-08-20 15:14:09+00:00,active,7,0,0,235,8,True,False,235,True,True,0,,,2020-08-20 15:53:35,2020
203,2020-08-20 15:26:35+00:00,active,14,0,0,236,1,True,False,236,True,True,0,,,2020-08-20 15:53:35,2020
204,2020-08-20 15:30:37+00:00,active,5,0,1,239,9,True,False,239,True,True,0,,,2020-08-20 15:53:35,2020
205,2020-08-19 14:52:54+00:00,active,6,0,0,255,9,True,False,255,True,True,0,,,2020-08-20 15:53:35,2020
206,2020-08-20 15:16:56+00:00,active,12,0,0,258,3,True,False,258,True,True,0,,,2020-08-20 15:53:35,2020
207,2020-08-20 08:49:49+00:00,active,9,0,0,259,6,True,False,259,True,True,0,,,2020-08-20 15:53:35,2020
208,2020-08-20 15:48:04+00:00,active,7,0,0,260,8,True,False,260,True,True,0,,,2020-08-20 15:53:35,2020
209,2020-08-20 13:58:59+00:00,active,6,0,0,271,9,True,False,271,True,True,0,,,2020-08-20 15:53:35,2020
210,2020-08-20 08:59:48+00:00,active,10,0,0,272,9,True,False,272,True,True,0,,,2020-08-20 15:53:35,2020
211,2020-08-20 15:12:41+00:00,active,30,0,0,273,10,True,False,273,True,True,0,,,2020-08-20 15:53:35,2020
212,2020-08-20 13:52:45+00:00,active,16,0,0,279,3,True,False,279,True,True,0,,,2020-08-20 15:53:35,2020
213,2020-08-20 13:55:31+00:00,active,2,0,0,280,17,True,False,280,True,True,0,,,2020-08-20 15:53:35,2020
214,2020-08-20 15:51:13+00:00,active,7,0,1,282,7,True,False,282,True,True,0,,,2020-08-20 15:53:35,2020
215,2020-08-20 13:15:19+00:00,active,16,0,1,296,6,True,False,296,True,True,0,,,2020-08-20 15:53:35,2020
216,2020-08-20 15:11:05+00:00,active,13,0,0,318,6,True,False,318,True,True,0,,,2020-08-20 15:53:35,2020
217,2020-08-20 14:30:45+00:00,active,4,0,0,319,21,True,False,319,True,True,0,,,2020-08-20 15:53:35,2020
