,num_ebikes_available,is_installed,station_id,is_returning,num_bikes_available,is_renting,last_reported,num_bikes_disabled,eightd_has_available_keys,station_status,num_docks_disabled,legacy_id,num_docks_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,True,3,True,0,True,2020-08-13 23:47:40+00:00,1,False,active,0,3,14,,,2020-08-14 00:01:40,2020
1,0,True,4,True,15,True,2020-08-13 23:34:26+00:00,0,False,active,0,4,4,,,2020-08-14 00:01:40,2020
2,0,True,5,True,6,True,2020-08-13 23:59:45+00:00,0,False,active,0,5,9,,,2020-08-14 00:01:40,2020
3,0,True,6,True,2,True,2020-08-14 00:00:25+00:00,1,False,active,0,6,12,,,2020-08-14 00:01:40,2020
4,0,True,7,True,4,True,2020-08-14 00:00:41+00:00,0,False,active,0,7,11,,,2020-08-14 00:01:40,2020
5,0,True,8,True,8,True,2020-08-14 00:01:06+00:00,0,False,active,0,8,11,,,2020-08-14 00:01:40,2020
6,0,True,9,True,8,True,2020-08-13 23:54:15+00:00,1,False,active,0,9,6,,,2020-08-14 00:01:40,2020
7,0,True,10,True,1,True,2020-08-14 00:00:38+00:00,1,False,active,0,10,9,,,2020-08-14 00:01:40,2020
8,0,True,11,True,0,True,2020-08-13 23:57:21+00:00,0,False,active,0,11,15,"{'off_dock_count': 0, 'off_dock_capacity': 50, 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 87, 'dock_blocked_count': 0, 'region': 'BOS'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-14 00:01:40,2020
9,0,True,12,True,14,True,2020-08-13 23:56:45+00:00,0,True,active,0,12,4,,,2020-08-14 00:01:40,2020
10,0,True,13,True,2,True,2020-08-13 23:46:52+00:00,0,False,active,0,13,17,,,2020-08-14 00:01:40,2020
11,0,True,14,True,0,True,2020-08-13 23:54:25+00:00,0,False,active,0,14,25,,,2020-08-14 00:01:40,2020
12,0,True,15,True,15,True,2020-08-13 23:37:16+00:00,0,False,active,0,15,0,,,2020-08-14 00:01:40,2020
13,0,True,16,True,16,True,2020-08-13 23:47:56+00:00,0,True,active,0,16,3,,,2020-08-14 00:01:40,2020
14,0,True,17,True,5,True,2020-08-13 23:47:35+00:00,1,False,active,0,17,9,,,2020-08-14 00:01:40,2020
15,0,True,19,True,0,True,2020-08-13 23:58:23+00:00,0,False,active,0,19,15,,,2020-08-14 00:01:40,2020
16,0,True,20,True,11,True,2020-08-14 00:01:14+00:00,1,True,active,0,20,11,,,2020-08-14 00:01:40,2020
17,0,True,21,True,3,True,2020-08-13 23:42:19+00:00,0,True,active,0,21,15,,,2020-08-14 00:01:40,2020
18,0,True,22,True,5,True,2020-08-13 23:51:44+00:00,0,True,active,0,22,42,,,2020-08-14 00:01:40,2020
19,0,True,23,True,3,True,2020-08-13 23:37:38+00:00,0,False,active,0,23,18,,,2020-08-14 00:01:40,2020
20,0,True,24,True,12,True,2020-08-13 23:59:32+00:00,1,False,active,0,24,6,,,2020-08-14 00:01:40,2020
21,0,True,25,True,13,True,2020-08-13 23:46:35+00:00,0,False,active,0,25,2,,,2020-08-14 00:01:40,2020
22,0,True,26,True,9,True,2020-08-13 23:10:34+00:00,1,False,active,0,26,5,,,2020-08-14 00:01:40,2020
23,0,True,27,True,13,True,2020-08-13 23:56:06+00:00,0,False,active,0,27,10,,,2020-08-14 00:01:40,2020
24,0,True,29,True,5,True,2020-08-13 22:23:51+00:00,0,False,active,0,29,10,,,2020-08-14 00:01:40,2020
25,0,True,30,True,6,True,2020-08-13 23:50:32+00:00,1,False,active,0,30,8,,,2020-08-14 00:01:40,2020
26,0,True,31,True,6,True,2020-08-13 23:47:53+00:00,0,True,active,0,31,13,,,2020-08-14 00:01:40,2020
27,0,True,32,True,0,True,2020-08-13 23:57:02+00:00,0,False,active,0,32,15,,,2020-08-14 00:01:40,2020
28,0,True,33,True,11,True,2020-08-14 00:01:31+00:00,0,False,active,0,33,16,,,2020-08-14 00:01:40,2020
29,0,True,35,True,7,True,2020-08-13 23:56:47+00:00,0,False,active,0,35,16,,,2020-08-14 00:01:40,2020
30,0,True,36,True,3,True,2020-08-13 23:59:26+00:00,0,True,active,0,36,30,,,2020-08-14 00:01:40,2020
31,0,True,37,True,2,True,2020-08-13 21:53:32+00:00,0,True,active,0,37,13,,,2020-08-14 00:01:40,2020
32,0,True,39,True,7,True,2020-08-13 23:55:30+00:00,0,False,active,0,39,16,,,2020-08-14 00:01:40,2020
33,0,True,40,True,10,True,2020-08-13 23:59:54+00:00,0,False,active,0,40,9,,,2020-08-14 00:01:40,2020
34,0,True,41,True,12,True,2020-08-13 23:59:15+00:00,0,True,active,0,41,15,,,2020-08-14 00:01:40,2020
35,0,True,42,True,7,True,2020-08-14 00:00:52+00:00,2,False,active,0,42,14,,,2020-08-14 00:01:40,2020
36,0,True,43,True,7,True,2020-08-13 23:01:23+00:00,1,True,active,0,43,7,,,2020-08-14 00:01:40,2020
37,0,True,44,True,0,True,2020-08-13 22:44:52+00:00,0,False,active,0,44,23,,,2020-08-14 00:01:40,2020
38,0,True,46,True,2,True,2020-08-14 00:00:36+00:00,0,False,active,0,46,17,,,2020-08-14 00:01:40,2020
39,0,True,47,True,2,True,2020-08-13 23:57:23+00:00,3,True,active,0,47,14,,,2020-08-14 00:01:40,2020
40,0,True,48,True,2,True,2020-08-13 23:43:03+00:00,0,False,active,0,48,17,,,2020-08-14 00:01:40,2020
41,0,True,49,True,6,True,2020-08-13 23:48:24+00:00,0,False,active,0,49,12,,,2020-08-14 00:01:40,2020
42,0,True,50,True,0,True,2020-08-13 22:28:12+00:00,0,True,active,0,50,15,,,2020-08-14 00:01:40,2020
43,0,True,51,True,6,True,2020-08-13 23:38:01+00:00,0,False,active,0,51,9,,,2020-08-14 00:01:40,2020
44,0,True,52,True,7,True,2020-08-14 00:00:39+00:00,1,True,active,0,52,15,,,2020-08-14 00:01:40,2020
45,0,True,53,True,18,True,2020-08-14 00:00:40+00:00,1,False,active,0,53,0,,,2020-08-14 00:01:40,2020
46,0,True,54,True,8,True,2020-08-13 23:51:11+00:00,1,False,active,0,54,6,,,2020-08-14 00:01:40,2020
47,0,True,55,True,7,True,2020-08-13 23:51:13+00:00,0,False,active,0,55,8,,,2020-08-14 00:01:40,2020
48,0,True,56,True,6,True,2020-08-13 23:10:17+00:00,1,True,active,0,56,11,,,2020-08-14 00:01:40,2020
49,0,True,57,True,12,True,2020-08-14 00:00:42+00:00,1,True,active,0,57,1,,,2020-08-14 00:01:40,2020
50,0,True,58,True,16,True,2020-08-14 00:01:08+00:00,2,True,active,0,58,1,,,2020-08-14 00:01:40,2020
51,0,True,59,True,12,True,2020-08-13 23:49:35+00:00,0,True,active,0,59,7,,,2020-08-14 00:01:40,2020
52,0,True,60,True,4,True,2020-08-14 00:00:46+00:00,0,False,active,0,60,15,,,2020-08-14 00:01:40,2020
53,0,True,61,True,6,True,2020-08-13 23:47:26+00:00,0,False,active,0,61,13,,,2020-08-14 00:01:40,2020
54,0,True,63,True,10,True,2020-08-13 23:49:06+00:00,0,False,active,0,63,5,,,2020-08-14 00:01:40,2020
55,0,True,64,True,17,True,2020-08-13 23:39:15+00:00,2,False,active,0,64,0,,,2020-08-14 00:01:40,2020
56,0,True,65,True,5,True,2020-08-13 23:45:46+00:00,1,False,active,0,65,17,,,2020-08-14 00:01:40,2020
57,0,True,66,True,3,True,2020-08-14 00:01:23+00:00,2,False,active,0,66,10,,,2020-08-14 00:01:40,2020
58,0,True,67,True,7,True,2020-08-14 00:01:20+00:00,4,True,active,0,67,16,,,2020-08-14 00:01:40,2020
59,0,True,68,True,16,True,2020-08-13 23:55:19+00:00,1,True,active,0,68,2,,,2020-08-14 00:01:40,2020
60,0,True,69,True,18,True,2020-08-13 23:57:27+00:00,1,True,active,0,69,0,,,2020-08-14 00:01:40,2020
61,0,True,70,True,16,True,2020-08-13 23:52:53+00:00,0,False,active,0,70,7,,,2020-08-14 00:01:40,2020
62,0,True,71,True,18,True,2020-08-13 23:12:39+00:00,1,False,active,0,71,4,,,2020-08-14 00:01:40,2020
63,0,True,72,True,14,True,2020-08-13 23:32:35+00:00,0,False,active,0,72,9,,,2020-08-14 00:01:40,2020
