,num_bikes_available,is_returning,num_ebikes_available,eightd_has_available_keys,last_reported,station_status,is_installed,legacy_id,station_id,num_docks_available,is_renting,num_bikes_disabled,num_docks_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,4,True,0,False,2020-08-01 00:27:04+00:00,active,True,3,3,11,True,0,0,,,2020-08-01 00:33:35,2020
1,2,True,0,False,2020-08-01 00:24:16+00:00,active,True,4,4,17,True,0,0,,,2020-08-01 00:33:35,2020
2,2,True,0,False,2020-08-01 00:25:50+00:00,active,True,5,5,13,True,0,0,,,2020-08-01 00:33:35,2020
3,4,True,0,False,2020-08-01 00:33:07+00:00,active,True,6,6,11,True,0,0,,,2020-08-01 00:33:35,2020
4,10,True,0,False,2020-08-01 00:19:22+00:00,active,True,7,7,5,True,0,0,,,2020-08-01 00:33:35,2020
5,3,True,0,False,2020-08-01 00:13:01+00:00,active,True,8,8,14,True,2,0,,,2020-08-01 00:33:35,2020
6,11,True,0,False,2020-08-01 00:23:18+00:00,active,True,9,9,4,True,0,0,,,2020-08-01 00:33:35,2020
7,7,True,0,False,2020-08-01 00:27:12+00:00,active,True,10,10,3,True,1,0,,,2020-08-01 00:33:35,2020
8,0,True,0,False,2020-08-01 00:15:16+00:00,active,True,11,11,14,True,1,0,"{'region': 'BOS', 'dock_blocked_count': 0, 'active': True, 'off_dock_capacity': 50, 'off_dock_count': 20, 'valet_revision': 75, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-01 00:33:35,2020
9,2,True,0,True,2020-08-01 00:33:25+00:00,active,True,12,12,14,True,2,0,,,2020-08-01 00:33:35,2020
10,3,True,0,False,2020-07-31 23:52:38+00:00,active,True,13,13,16,True,0,0,,,2020-08-01 00:33:35,2020
11,0,True,0,False,2020-07-31 22:58:54+00:00,active,True,14,14,25,True,0,0,,,2020-08-01 00:33:35,2020
12,7,True,0,False,2020-08-01 00:25:49+00:00,active,True,15,15,6,True,2,0,,,2020-08-01 00:33:35,2020
13,12,True,0,True,2020-08-01 00:08:54+00:00,active,True,16,16,5,True,2,0,,,2020-08-01 00:33:35,2020
14,8,True,0,False,2020-08-01 00:30:12+00:00,active,True,17,17,7,True,0,0,,,2020-08-01 00:33:35,2020
15,9,True,0,False,2020-08-01 00:17:02+00:00,active,True,19,19,6,True,0,0,,,2020-08-01 00:33:35,2020
16,13,True,0,True,2020-08-01 00:29:56+00:00,active,True,20,20,10,True,0,0,,,2020-08-01 00:33:35,2020
17,7,True,0,True,2020-08-01 00:25:50+00:00,active,True,21,21,11,True,0,0,,,2020-08-01 00:33:35,2020
18,27,True,0,True,2020-08-01 00:31:45+00:00,active,True,22,22,18,True,2,0,,,2020-08-01 00:33:35,2020
19,21,True,0,True,2020-08-01 00:01:14+00:00,active,True,23,23,0,True,0,0,,,2020-08-01 00:33:35,2020
20,16,True,0,False,2020-08-01 00:29:24+00:00,active,True,24,24,2,True,1,0,,,2020-08-01 00:33:35,2020
21,10,True,0,False,2020-08-01 00:27:27+00:00,active,True,25,25,4,True,1,0,,,2020-08-01 00:33:35,2020
22,13,True,0,False,2020-08-01 00:28:23+00:00,active,True,26,26,1,True,1,0,,,2020-08-01 00:33:35,2020
23,3,True,0,False,2020-08-01 00:32:48+00:00,active,True,27,27,18,True,2,0,,,2020-08-01 00:33:35,2020
24,8,True,0,False,2020-07-31 16:37:02+00:00,active,True,29,29,7,True,0,0,,,2020-08-01 00:33:35,2020
25,2,True,0,False,2020-08-01 00:27:55+00:00,active,True,30,30,12,True,1,0,,,2020-08-01 00:33:35,2020
26,19,True,0,True,2020-07-31 23:57:42+00:00,active,True,31,31,0,True,0,0,,,2020-08-01 00:33:35,2020
27,4,True,0,False,2020-08-01 00:32:47+00:00,active,True,32,32,8,True,3,0,,,2020-08-01 00:33:35,2020
28,23,True,0,False,2020-08-01 00:23:43+00:00,active,True,33,33,4,True,0,0,,,2020-08-01 00:33:35,2020
29,3,True,0,False,2020-08-01 00:31:08+00:00,active,True,35,35,17,True,3,0,,,2020-08-01 00:33:35,2020
30,1,True,0,True,2020-08-01 00:28:10+00:00,active,True,36,36,32,True,0,0,,,2020-08-01 00:33:35,2020
31,0,True,0,True,2020-07-31 22:32:08+00:00,active,True,37,37,15,True,0,0,,,2020-08-01 00:33:35,2020
32,3,True,0,False,2020-08-01 00:30:43+00:00,active,True,39,39,19,True,1,0,,,2020-08-01 00:33:35,2020
33,10,True,0,False,2020-08-01 00:31:35+00:00,active,True,40,40,9,True,0,0,,,2020-08-01 00:33:35,2020
34,22,True,0,True,2020-08-01 00:30:10+00:00,active,True,41,41,4,True,1,0,,,2020-08-01 00:33:35,2020
35,20,True,0,False,2020-08-01 00:31:57+00:00,active,True,42,42,3,True,0,0,,,2020-08-01 00:33:35,2020
36,11,True,0,True,2020-08-01 00:22:34+00:00,active,True,43,43,4,True,0,0,,,2020-08-01 00:33:35,2020
37,7,True,0,False,2020-08-01 00:15:33+00:00,active,True,44,44,16,True,0,0,,,2020-08-01 00:33:35,2020
38,17,True,0,False,2020-08-01 00:32:40+00:00,active,True,46,46,2,True,0,0,,,2020-08-01 00:33:35,2020
39,19,True,0,True,2020-08-01 00:26:20+00:00,active,True,47,47,0,True,0,0,,,2020-08-01 00:33:35,2020
40,8,True,0,False,2020-07-31 23:14:02+00:00,active,True,48,48,11,True,0,0,,,2020-08-01 00:33:35,2020
41,0,True,0,False,2020-08-01 00:29:26+00:00,active,True,49,49,18,True,0,0,,,2020-08-01 00:33:35,2020
42,6,True,0,True,2020-08-01 00:27:37+00:00,active,True,50,50,9,True,0,0,,,2020-08-01 00:33:35,2020
43,4,True,0,False,2020-08-01 00:26:43+00:00,active,True,51,51,9,True,2,0,,,2020-08-01 00:33:35,2020
44,9,True,0,True,2020-08-01 00:27:46+00:00,active,True,52,52,13,True,1,0,,,2020-08-01 00:33:35,2020
45,10,True,0,False,2020-08-01 00:32:33+00:00,active,True,53,53,8,True,1,0,,,2020-08-01 00:33:35,2020
46,5,True,0,False,2020-08-01 00:30:50+00:00,active,True,54,54,10,True,0,0,,,2020-08-01 00:33:35,2020
