,is_returning,num_ebikes_available,is_installed,last_reported,eightd_has_available_keys,legacy_id,num_docks_disabled,num_bikes_available,station_status,station_id,num_docks_available,is_renting,num_bikes_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,0,True,2020-07-30 14:34:41+00:00,True,3,0,12,active,3,3,True,0,,,2020-07-30 15:02:40,2020
1,True,0,True,2020-07-30 14:55:08+00:00,False,4,0,8,active,4,10,True,1,,,2020-07-30 15:02:40,2020
2,True,0,True,2020-07-30 14:53:46+00:00,False,5,0,3,active,5,10,True,2,,,2020-07-30 15:02:40,2020
3,True,0,True,2020-07-30 14:58:09+00:00,False,6,0,14,active,6,1,True,0,,,2020-07-30 15:02:40,2020
4,True,0,True,2020-07-30 14:10:55+00:00,False,7,0,8,active,7,6,True,1,,,2020-07-30 15:02:40,2020
5,True,0,True,2020-07-30 14:59:39+00:00,False,8,0,1,active,8,16,True,2,,,2020-07-30 15:02:40,2020
6,True,0,True,2020-07-30 14:23:19+00:00,False,9,0,2,active,9,13,True,0,,,2020-07-30 15:02:40,2020
7,True,0,True,2020-07-30 14:20:21+00:00,False,10,0,5,active,10,6,True,0,,,2020-07-30 15:02:40,2020
8,True,0,True,2020-07-30 15:02:01+00:00,False,11,0,11,active,11,4,True,0,"{'off_dock_count': 61, 'region': 'BOS', 'off_dock_capacity': 50, 'valet_revision': 73, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True, 'dock_blocked_count': 0}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-30 15:02:40,2020
9,True,0,True,2020-07-30 14:50:05+00:00,True,12,0,6,active,12,11,True,1,,,2020-07-30 15:02:40,2020
10,True,0,True,2020-07-30 14:23:31+00:00,False,13,0,19,active,13,0,True,0,,,2020-07-30 15:02:40,2020
11,True,0,True,2020-07-30 14:41:40+00:00,False,14,0,24,active,14,1,True,0,,,2020-07-30 15:02:40,2020
12,True,0,True,2020-07-30 14:59:37+00:00,False,15,0,7,active,15,8,True,0,,,2020-07-30 15:02:40,2020
13,True,0,True,2020-07-30 14:43:46+00:00,True,16,0,1,active,16,15,True,3,,,2020-07-30 15:02:40,2020
14,True,0,True,2020-07-30 14:48:30+00:00,False,17,0,7,active,17,8,True,0,,,2020-07-30 15:02:40,2020
15,True,0,True,2020-07-30 14:47:27+00:00,False,19,0,3,active,19,12,True,0,,,2020-07-30 15:02:40,2020
16,True,0,True,2020-07-30 14:49:41+00:00,True,20,0,16,active,20,7,True,0,,,2020-07-30 15:02:40,2020
17,True,0,True,2020-07-30 14:12:42+00:00,True,21,0,12,active,21,6,True,0,,,2020-07-30 15:02:40,2020
18,True,0,True,2020-07-30 14:51:33+00:00,True,22,0,12,active,22,34,True,1,,,2020-07-30 15:02:40,2020
19,True,0,True,2020-07-30 14:50:48+00:00,True,23,0,8,active,23,13,True,0,,,2020-07-30 15:02:40,2020
20,True,0,True,2020-07-30 13:41:19+00:00,False,24,0,14,active,24,4,True,1,,,2020-07-30 15:02:40,2020
21,True,0,True,2020-07-30 15:01:04+00:00,False,25,0,5,active,25,10,True,0,,,2020-07-30 15:02:40,2020
22,True,0,True,2020-07-30 14:57:05+00:00,False,26,0,1,active,26,12,True,2,,,2020-07-30 15:02:40,2020
23,True,0,True,2020-07-30 14:58:23+00:00,False,27,0,0,active,27,21,True,2,,,2020-07-30 15:02:40,2020
24,True,0,True,2020-07-30 13:11:12+00:00,False,29,0,9,active,29,6,True,0,,,2020-07-30 15:02:40,2020
25,True,0,True,2020-07-30 14:59:14+00:00,False,30,0,11,active,30,4,True,0,,,2020-07-30 15:02:40,2020
26,True,0,True,2020-07-30 15:01:30+00:00,True,31,0,9,active,31,9,True,1,,,2020-07-30 15:02:40,2020
27,True,0,True,2020-07-30 14:37:52+00:00,False,32,0,8,active,32,5,True,2,,,2020-07-30 15:02:40,2020
28,True,0,True,2020-07-30 14:55:37+00:00,False,33,0,23,active,33,2,True,2,,,2020-07-30 15:02:40,2020
29,True,0,True,2020-07-30 15:00:33+00:00,False,35,0,17,active,35,6,True,0,,,2020-07-30 15:02:40,2020
30,True,0,True,2020-07-30 15:00:08+00:00,True,36,0,13,active,36,20,True,0,,,2020-07-30 15:02:40,2020
31,True,0,True,2020-07-30 12:18:22+00:00,True,37,0,4,active,37,11,True,0,,,2020-07-30 15:02:40,2020
32,True,0,True,2020-07-30 14:37:59+00:00,False,39,0,12,active,39,9,True,2,,,2020-07-30 15:02:40,2020
33,True,0,True,2020-07-30 15:00:14+00:00,False,40,0,1,active,40,18,True,0,,,2020-07-30 15:02:40,2020
34,True,0,True,2020-07-30 14:52:39+00:00,True,41,0,15,active,41,11,True,1,,,2020-07-30 15:02:40,2020
35,True,0,True,2020-07-30 15:02:31+00:00,False,42,0,20,active,42,3,True,0,,,2020-07-30 15:02:40,2020
36,True,0,True,2020-07-30 14:53:33+00:00,True,43,0,9,active,43,6,True,0,,,2020-07-30 15:02:40,2020
37,True,0,True,2020-07-30 14:29:12+00:00,False,44,0,13,active,44,9,True,1,,,2020-07-30 15:02:40,2020
38,True,0,True,2020-07-30 15:00:44+00:00,False,46,0,0,active,46,19,True,0,,,2020-07-30 15:02:40,2020
39,True,0,True,2020-07-30 14:55:43+00:00,True,47,0,6,active,47,13,True,0,,,2020-07-30 15:02:40,2020
40,True,0,True,2020-07-30 14:58:38+00:00,False,48,0,10,active,48,9,True,0,,,2020-07-30 15:02:40,2020
41,True,0,True,2020-07-30 14:31:40+00:00,False,49,0,6,active,49,12,True,0,,,2020-07-30 15:02:40,2020
42,True,0,True,2020-07-30 14:59:28+00:00,True,50,0,9,active,50,6,True,0,,,2020-07-30 15:02:40,2020
43,True,0,True,2020-07-30 14:28:35+00:00,False,51,0,3,active,51,11,True,1,,,2020-07-30 15:02:40,2020
