,num_docks_available,num_docks_disabled,num_bikes_disabled,is_renting,is_installed,last_reported,eightd_has_available_keys,legacy_id,station_id,num_ebikes_available,num_bikes_available,is_returning,station_status,timestamp_of_data_read_request,year_station_last_reported
61,5,0,1,True,True,2020-08-12 17:41:34+00:00,False,70,70,0,17,True,active,2020-08-12 18:04:00,2020
62,5,0,0,True,True,2020-08-12 17:08:00+00:00,False,71,71,0,18,True,active,2020-08-12 18:04:00,2020
63,11,0,0,True,True,2020-08-12 17:47:03+00:00,False,72,72,0,12,True,active,2020-08-12 18:04:00,2020
64,4,0,1,True,True,2020-08-12 17:59:40+00:00,False,73,73,0,10,True,active,2020-08-12 18:04:00,2020
65,2,0,1,True,True,2020-08-12 17:58:14+00:00,True,74,74,0,16,True,active,2020-08-12 18:04:00,2020
66,12,0,0,True,True,2020-08-12 16:58:08+00:00,False,75,75,0,3,True,active,2020-08-12 18:04:00,2020
67,2,0,1,True,True,2020-08-12 18:01:23+00:00,False,76,76,0,14,True,active,2020-08-12 18:04:00,2020
68,14,0,1,True,True,2020-08-12 16:46:01+00:00,False,77,77,0,0,True,active,2020-08-12 18:04:00,2020
69,10,0,0,True,True,2020-08-12 17:43:33+00:00,False,78,78,0,9,True,active,2020-08-12 18:04:00,2020
70,14,0,1,True,True,2020-08-12 17:29:18+00:00,False,79,79,0,4,True,active,2020-08-12 18:04:00,2020
71,0,0,0,True,True,2020-08-12 18:01:13+00:00,False,80,80,0,35,True,active,2020-08-12 18:04:00,2020
72,6,0,0,True,True,2020-08-12 17:48:56+00:00,False,81,81,0,13,True,active,2020-08-12 18:04:00,2020
73,11,0,0,True,True,2020-08-12 17:54:23+00:00,False,82,82,0,4,True,active,2020-08-12 18:04:00,2020
74,2,0,0,True,True,2020-08-12 18:00:25+00:00,False,84,84,0,13,True,active,2020-08-12 18:04:00,2020
75,2,0,1,True,True,2020-08-12 17:13:51+00:00,False,85,85,0,16,True,active,2020-08-12 18:04:00,2020
76,11,0,0,True,True,2020-08-12 18:01:48+00:00,False,86,86,0,8,True,active,2020-08-12 18:04:00,2020
77,10,0,0,True,True,2020-08-12 17:10:37+00:00,False,87,87,0,5,True,active,2020-08-12 18:04:00,2020
78,17,0,0,True,True,2020-08-12 17:37:35+00:00,False,89,89,0,2,True,active,2020-08-12 18:04:00,2020
79,6,0,1,True,True,2020-08-12 17:39:45+00:00,False,90,90,0,12,True,active,2020-08-12 18:04:00,2020
80,6,0,0,True,True,2020-08-12 17:56:19+00:00,False,91,91,0,13,True,active,2020-08-12 18:04:00,2020
81,9,0,1,True,True,2020-08-12 17:15:44+00:00,False,92,92,0,9,True,active,2020-08-12 18:04:00,2020
82,3,0,2,True,True,2020-08-12 17:58:27+00:00,False,93,93,0,10,True,active,2020-08-12 18:04:00,2020
83,8,0,0,True,True,2020-08-12 17:39:18+00:00,False,94,94,0,3,True,active,2020-08-12 18:04:00,2020
84,11,0,0,True,True,2020-08-12 17:47:42+00:00,False,95,95,0,4,True,active,2020-08-12 18:04:00,2020
85,13,0,0,True,True,2020-08-12 17:44:20+00:00,False,96,96,0,6,True,active,2020-08-12 18:04:00,2020
86,11,0,1,True,True,2020-08-12 17:36:45+00:00,False,97,97,0,7,True,active,2020-08-12 18:04:00,2020
87,9,0,0,True,True,2020-08-12 17:54:51+00:00,False,98,98,0,14,True,active,2020-08-12 18:04:00,2020
88,9,0,0,True,True,2020-08-12 17:26:10+00:00,False,99,99,0,6,True,active,2020-08-12 18:04:00,2020
89,3,0,0,True,True,2020-08-12 18:00:47+00:00,True,100,100,0,22,True,active,2020-08-12 18:04:00,2020
90,6,0,0,True,True,2020-08-12 17:19:54+00:00,False,101,101,0,9,True,active,2020-08-12 18:04:00,2020
91,13,0,0,True,True,2020-08-12 18:00:27+00:00,False,102,102,0,2,True,active,2020-08-12 18:04:00,2020
92,13,0,0,True,True,2020-08-12 17:45:40+00:00,False,103,103,0,2,True,active,2020-08-12 18:04:00,2020
93,14,0,0,True,True,2020-08-12 17:58:26+00:00,False,104,104,0,5,True,active,2020-08-12 18:04:00,2020
94,2,0,0,True,True,2020-08-12 17:53:54+00:00,False,105,105,0,17,True,active,2020-08-12 18:04:00,2020
95,11,0,1,True,True,2020-08-12 15:08:22+00:00,False,106,106,0,3,True,active,2020-08-12 18:04:00,2020
96,2,0,1,True,True,2020-08-12 17:56:57+00:00,False,107,107,0,16,True,active,2020-08-12 18:04:00,2020
97,5,0,0,True,True,2020-08-12 16:40:53+00:00,False,108,108,0,12,True,active,2020-08-12 18:04:00,2020
98,29,0,0,True,True,2020-08-12 17:24:45+00:00,False,109,109,0,6,True,active,2020-08-12 18:04:00,2020
99,14,0,0,True,True,2020-08-12 18:02:35+00:00,False,110,110,0,1,True,active,2020-08-12 18:04:00,2020
100,6,0,0,True,True,2020-08-12 13:50:03+00:00,False,111,111,0,9,True,active,2020-08-12 18:04:00,2020
101,2,0,0,True,True,2020-08-12 16:05:02+00:00,False,112,112,0,13,True,active,2020-08-12 18:04:00,2020
102,5,0,0,True,True,2020-08-12 15:36:18+00:00,False,113,113,0,10,True,active,2020-08-12 18:04:00,2020
103,10,0,0,True,True,2020-08-12 17:57:45+00:00,False,114,114,0,5,True,active,2020-08-12 18:04:00,2020
104,4,0,3,True,True,2020-08-12 16:59:32+00:00,False,115,115,0,12,True,active,2020-08-12 18:04:00,2020
105,16,0,0,True,True,2020-08-12 18:03:27+00:00,False,116,116,0,7,True,active,2020-08-12 18:04:00,2020
106,11,0,0,True,True,2020-08-12 17:51:58+00:00,False,117,117,0,8,True,active,2020-08-12 18:04:00,2020
107,5,0,1,True,True,2020-08-12 16:21:54+00:00,False,118,118,0,13,True,active,2020-08-12 18:04:00,2020
108,13,0,0,True,True,2020-08-12 17:56:54+00:00,False,119,119,0,2,True,active,2020-08-12 18:04:00,2020
109,2,0,0,True,True,2020-08-12 17:55:54+00:00,False,120,120,0,13,True,active,2020-08-12 18:04:00,2020
110,14,0,0,True,True,2020-08-12 17:38:56+00:00,False,121,121,0,3,True,active,2020-08-12 18:04:00,2020
111,12,0,0,True,True,2020-08-12 17:31:05+00:00,False,122,122,0,3,True,active,2020-08-12 18:04:00,2020
112,7,0,0,True,True,2020-08-12 17:55:36+00:00,False,124,124,0,8,True,active,2020-08-12 18:04:00,2020
113,13,0,0,True,True,2020-08-12 17:54:11+00:00,False,125,125,0,2,True,active,2020-08-12 18:04:00,2020
114,8,0,0,True,True,2020-08-12 14:49:41+00:00,False,126,126,0,7,True,active,2020-08-12 18:04:00,2020
115,12,0,0,True,True,2020-08-12 18:03:05+00:00,False,128,128,0,7,True,active,2020-08-12 18:04:00,2020
116,11,0,0,True,True,2020-08-12 17:20:34+00:00,False,129,129,0,8,True,active,2020-08-12 18:04:00,2020
117,2,0,0,True,True,2020-08-12 12:08:02+00:00,False,130,130,0,13,True,active,2020-08-12 18:04:00,2020
118,11,0,0,True,True,2020-08-12 17:47:39+00:00,False,131,131,0,7,True,active,2020-08-12 18:04:00,2020
119,15,0,0,True,True,2020-08-12 16:24:14+00:00,False,133,133,0,8,True,active,2020-08-12 18:04:00,2020
120,11,0,0,True,True,2020-08-12 09:43:01+00:00,False,135,135,0,6,True,active,2020-08-12 18:04:00,2020
121,15,0,0,True,True,2020-08-12 17:51:57+00:00,False,136,136,0,4,True,active,2020-08-12 18:04:00,2020
122,8,0,0,True,True,2020-08-12 17:41:31+00:00,False,137,137,0,7,True,active,2020-08-12 18:04:00,2020
123,1,0,1,True,True,2020-08-12 17:35:38+00:00,False,138,138,0,13,True,active,2020-08-12 18:04:00,2020
124,19,0,0,True,True,2020-08-12 17:59:05+00:00,False,139,139,0,0,True,active,2020-08-12 18:04:00,2020
125,4,0,0,True,True,2020-08-12 16:59:18+00:00,False,140,140,0,13,True,active,2020-08-12 18:04:00,2020
126,1,0,1,True,True,2020-08-12 17:41:38+00:00,False,141,141,0,13,True,active,2020-08-12 18:04:00,2020
127,10,0,1,True,True,2020-08-12 17:46:04+00:00,False,142,142,0,12,True,active,2020-08-12 18:04:00,2020
128,2,0,1,True,True,2020-08-12 17:48:34+00:00,False,143,143,0,20,True,active,2020-08-12 18:04:00,2020
129,0,0,1,True,True,2020-08-12 17:30:15+00:00,False,144,144,0,18,True,active,2020-08-12 18:04:00,2020
130,5,0,0,True,True,2020-08-12 16:03:53+00:00,False,145,145,0,14,True,active,2020-08-12 18:04:00,2020
131,9,0,0,True,True,2020-08-12 17:32:02+00:00,False,146,146,0,10,True,active,2020-08-12 18:04:00,2020
132,9,0,0,True,True,2020-08-12 17:28:33+00:00,True,149,149,0,9,True,active,2020-08-12 18:04:00,2020
133,5,0,0,True,True,2020-08-12 17:35:14+00:00,False,150,150,0,14,True,active,2020-08-12 18:04:00,2020
134,8,0,0,True,True,2020-08-12 18:02:02+00:00,False,151,151,0,11,True,active,2020-08-12 18:04:00,2020
135,13,0,0,True,True,2020-08-12 17:55:15+00:00,True,152,152,0,2,True,active,2020-08-12 18:04:00,2020
136,12,0,0,True,True,2020-08-12 17:38:55+00:00,False,156,156,0,3,True,active,2020-08-12 18:04:00,2020
137,1,0,1,True,True,2020-08-12 18:00:22+00:00,False,157,157,0,13,True,active,2020-08-12 18:04:00,2020
138,11,0,0,True,True,2020-08-12 16:46:53+00:00,False,159,159,0,4,True,active,2020-08-12 18:04:00,2020
139,9,0,0,True,True,2020-08-12 16:49:12+00:00,True,160,160,0,5,True,active,2020-08-12 18:04:00,2020
140,20,0,1,True,True,2020-08-12 17:54:55+00:00,True,161,161,0,2,True,active,2020-08-12 18:04:00,2020
141,9,0,0,True,True,2020-08-12 16:49:41+00:00,False,162,162,0,6,True,active,2020-08-12 18:04:00,2020
142,7,0,0,True,True,2020-08-12 17:57:38+00:00,True,163,163,0,12,True,active,2020-08-12 18:04:00,2020
143,14,0,0,True,True,2020-08-12 15:51:00+00:00,False,167,167,0,1,True,active,2020-08-12 18:04:00,2020
144,8,0,0,True,True,2020-08-12 16:25:33+00:00,False,169,169,0,11,True,active,2020-08-12 18:04:00,2020
145,13,0,1,True,True,2020-08-12 13:33:24+00:00,True,170,170,0,0,True,active,2020-08-12 18:04:00,2020
146,16,0,0,True,True,2020-08-12 15:34:14+00:00,True,171,171,0,7,True,active,2020-08-12 18:04:00,2020
147,5,0,0,True,True,2020-08-12 08:59:09+00:00,True,173,173,0,9,True,active,2020-08-12 18:04:00,2020
148,10,0,1,True,True,2020-08-12 17:59:09+00:00,False,174,174,0,4,True,active,2020-08-12 18:04:00,2020
149,12,0,0,True,True,2020-08-12 17:58:07+00:00,True,175,175,0,5,True,active,2020-08-12 18:04:00,2020
150,5,0,0,True,True,2020-08-12 18:01:52+00:00,False,176,176,0,10,True,active,2020-08-12 18:04:00,2020
151,14,0,0,True,True,2020-08-12 16:50:43+00:00,False,177,177,0,5,True,active,2020-08-12 18:04:00,2020
152,11,0,0,True,True,2020-08-12 18:03:28+00:00,False,178,178,0,8,True,active,2020-08-12 18:04:00,2020
153,9,0,0,True,True,2020-08-12 17:32:49+00:00,False,179,179,0,16,True,active,2020-08-12 18:04:00,2020
154,3,0,1,True,True,2020-08-12 17:59:42+00:00,False,180,180,0,15,True,active,2020-08-12 18:04:00,2020
155,12,0,0,True,True,2020-08-12 15:23:55+00:00,False,181,181,0,7,True,active,2020-08-12 18:04:00,2020
156,16,0,0,True,True,2020-08-12 15:41:46+00:00,True,182,182,0,3,True,active,2020-08-12 18:04:00,2020
157,12,0,0,True,True,2020-08-12 17:38:28+00:00,False,183,183,0,7,True,active,2020-08-12 18:04:00,2020
158,9,0,0,True,True,2020-08-12 17:36:58+00:00,False,184,184,0,10,True,active,2020-08-12 18:04:00,2020
159,5,0,0,True,True,2020-08-12 18:00:17+00:00,False,185,185,0,10,True,active,2020-08-12 18:04:00,2020
160,8,0,0,True,True,2020-08-12 18:01:33+00:00,True,186,186,0,7,True,active,2020-08-12 18:04:00,2020
161,8,0,0,True,True,2020-08-12 17:39:51+00:00,False,187,187,0,7,True,active,2020-08-12 18:04:00,2020
162,0,0,0,True,True,2020-08-12 13:30:54+00:00,False,188,188,0,15,True,active,2020-08-12 18:04:00,2020
163,12,0,0,True,True,2020-08-12 17:46:49+00:00,True,189,189,0,11,True,active,2020-08-12 18:04:00,2020
164,30,0,1,True,True,2020-08-12 17:49:24+00:00,True,190,190,0,6,True,active,2020-08-12 18:04:00,2020
165,11,0,0,True,True,2020-08-12 17:01:46+00:00,False,191,191,0,4,True,active,2020-08-12 18:04:00,2020
166,8,0,0,True,True,2020-08-12 16:03:05+00:00,False,192,192,0,11,True,active,2020-08-12 18:04:00,2020
167,8,0,2,True,True,2020-08-12 17:41:44+00:00,False,193,193,0,5,True,active,2020-08-12 18:04:00,2020
168,17,0,0,True,True,2020-08-12 17:43:20+00:00,False,194,194,0,2,True,active,2020-08-12 18:04:00,2020
169,15,0,0,True,True,2020-08-12 17:51:51+00:00,False,195,195,0,8,True,active,2020-08-12 18:04:00,2020
170,9,0,0,True,True,2020-08-12 13:45:49+00:00,True,196,196,0,1,True,active,2020-08-12 18:04:00,2020
171,10,0,0,True,True,2020-08-12 13:30:48+00:00,False,197,197,0,5,True,active,2020-08-12 18:04:00,2020
172,13,0,0,True,True,2020-08-12 16:56:33+00:00,False,199,199,0,2,True,active,2020-08-12 18:04:00,2020
173,2,0,1,True,True,2020-08-12 17:15:20+00:00,False,200,200,0,16,True,active,2020-08-12 18:04:00,2020
174,15,0,0,True,True,2020-08-12 12:04:48+00:00,False,201,201,0,0,True,active,2020-08-12 18:04:00,2020
175,10,0,0,True,True,2020-08-12 08:28:22+00:00,False,202,202,0,5,True,active,2020-08-12 18:04:00,2020
176,14,0,0,True,True,2020-08-12 08:43:55+00:00,False,203,203,0,1,True,active,2020-08-12 18:04:00,2020
177,15,0,0,True,True,2020-08-12 12:58:21+00:00,False,204,204,0,0,True,active,2020-08-12 18:04:00,2020
178,13,0,0,True,True,2020-08-12 14:46:58+00:00,False,205,205,0,2,True,active,2020-08-12 18:04:00,2020
179,16,0,1,True,True,2020-08-12 16:58:50+00:00,True,206,206,0,6,True,active,2020-08-12 18:04:00,2020
180,11,0,1,True,True,2020-08-12 18:02:28+00:00,True,208,208,0,3,True,active,2020-08-12 18:04:00,2020
181,10,0,0,True,True,2020-08-12 17:41:40+00:00,False,209,209,0,5,True,active,2020-08-12 18:04:00,2020
182,14,0,0,True,True,2020-08-12 12:40:11+00:00,False,210,210,0,1,True,active,2020-08-12 18:04:00,2020
183,13,0,0,True,True,2020-08-12 17:00:36+00:00,False,211,211,0,6,True,active,2020-08-12 18:04:00,2020
184,3,0,1,True,True,2020-08-12 13:41:52+00:00,False,212,212,0,29,True,active,2020-08-12 18:04:00,2020
185,10,0,0,True,True,2020-08-12 11:47:53+00:00,True,213,213,0,6,True,active,2020-08-12 18:04:00,2020
186,13,0,0,True,True,2020-08-12 17:45:52+00:00,False,214,214,0,2,True,active,2020-08-12 18:04:00,2020
187,8,0,1,True,True,2020-08-12 17:08:48+00:00,False,215,215,0,6,True,active,2020-08-12 18:04:00,2020
188,1,0,1,True,True,2020-08-12 16:28:35+00:00,False,216,216,0,17,True,active,2020-08-12 18:04:00,2020
189,4,0,0,True,True,2020-08-12 18:00:15+00:00,False,217,217,0,15,True,active,2020-08-12 18:04:00,2020
190,6,0,1,True,True,2020-08-12 17:54:57+00:00,False,218,218,0,8,True,active,2020-08-12 18:04:00,2020
191,7,0,2,True,True,2020-08-12 12:16:03+00:00,False,219,219,0,6,True,active,2020-08-12 18:04:00,2020
192,12,0,0,True,True,2020-08-12 18:00:07+00:00,False,221,221,0,7,True,active,2020-08-12 18:04:00,2020
193,11,0,0,True,True,2020-08-12 17:48:15+00:00,True,222,222,0,3,True,active,2020-08-12 18:04:00,2020
194,2,0,1,True,True,2020-08-12 14:08:37+00:00,False,224,224,0,14,True,active,2020-08-12 18:04:00,2020
195,17,0,0,True,True,2020-08-12 18:03:36+00:00,False,225,225,0,2,True,active,2020-08-12 18:04:00,2020
196,14,0,0,True,True,2020-08-12 16:34:46+00:00,False,226,226,0,1,True,active,2020-08-12 18:04:00,2020
197,4,0,3,True,True,2020-08-12 17:57:27+00:00,False,227,227,0,12,True,active,2020-08-12 18:04:00,2020
198,16,0,0,True,True,2020-08-12 17:33:06+00:00,False,228,228,0,3,True,active,2020-08-12 18:04:00,2020
199,3,0,0,True,True,2020-08-12 08:08:09+00:00,False,232,232,0,8,True,active,2020-08-12 18:04:00,2020
200,9,0,0,True,True,2020-08-12 17:03:07+00:00,False,233,233,0,6,True,active,2020-08-12 18:04:00,2020
201,14,0,0,True,True,2020-08-12 17:15:32+00:00,False,234,234,0,1,True,active,2020-08-12 18:04:00,2020
202,11,0,0,True,True,2020-08-12 14:24:49+00:00,False,235,235,0,4,True,active,2020-08-12 18:04:00,2020
203,6,0,0,True,True,2020-08-12 18:01:14+00:00,False,236,236,0,9,True,active,2020-08-12 18:04:00,2020
204,11,0,0,True,True,2020-08-12 17:42:23+00:00,False,239,239,0,4,True,active,2020-08-12 18:04:00,2020
205,7,0,0,True,True,2020-08-12 08:53:35+00:00,False,255,255,0,8,True,active,2020-08-12 18:04:00,2020
206,5,0,0,True,True,2020-08-12 08:54:13+00:00,False,258,258,0,10,True,active,2020-08-12 18:04:00,2020
207,0,0,0,True,True,2020-08-12 08:53:25+00:00,False,259,259,0,15,True,active,2020-08-12 18:04:00,2020
208,5,0,0,True,True,2020-08-12 17:27:23+00:00,False,260,260,0,10,True,active,2020-08-12 18:04:00,2020
209,10,0,0,True,True,2020-08-12 16:31:15+00:00,False,271,271,0,5,True,active,2020-08-12 18:04:00,2020
210,13,0,1,True,True,2020-08-12 13:54:08+00:00,False,272,272,0,5,True,active,2020-08-12 18:04:00,2020
211,21,0,0,True,True,2020-08-12 17:47:52+00:00,False,273,273,0,19,True,active,2020-08-12 18:04:00,2020
212,4,0,0,True,True,2020-08-12 17:54:49+00:00,False,279,279,0,15,True,active,2020-08-12 18:04:00,2020
213,10,0,0,True,True,2020-08-12 17:42:44+00:00,False,280,280,0,9,True,active,2020-08-12 18:04:00,2020
214,10,0,0,True,True,2020-08-12 17:12:16+00:00,False,282,282,0,5,True,active,2020-08-12 18:04:00,2020
215,12,0,0,True,True,2020-08-12 17:53:25+00:00,False,296,296,0,11,True,active,2020-08-12 18:04:00,2020
216,1,0,0,True,True,2020-08-12 17:53:40+00:00,False,318,318,0,18,True,active,2020-08-12 18:04:00,2020
217,23,0,0,True,True,2020-08-12 14:44:50+00:00,False,319,319,0,2,True,active,2020-08-12 18:04:00,2020
218,11,0,0,True,True,2020-08-12 17:20:58+00:00,False,327,327,0,4,True,active,2020-08-12 18:04:00,2020
219,6,0,1,True,True,2020-08-12 17:45:30+00:00,False,328,328,0,8,True,active,2020-08-12 18:04:00,2020
220,8,0,0,True,True,2020-08-12 17:19:57+00:00,False,329,329,0,7,True,active,2020-08-12 18:04:00,2020
221,6,0,0,True,True,2020-08-12 16:57:22+00:00,False,330,330,0,9,True,active,2020-08-12 18:04:00,2020
222,3,0,0,True,True,2020-08-12 17:18:27+00:00,False,331,331,0,12,True,active,2020-08-12 18:04:00,2020
223,14,0,1,True,True,2020-08-12 16:14:38+00:00,False,332,332,0,0,True,active,2020-08-12 18:04:00,2020
224,4,0,0,True,True,2020-08-12 17:55:38+00:00,False,333,333,0,21,True,active,2020-08-12 18:04:00,2020
225,1,0,2,True,True,2020-08-12 17:25:29+00:00,False,334,334,0,16,True,active,2020-08-12 18:04:00,2020
226,14,0,0,True,True,2020-08-12 17:20:12+00:00,False,335,335,0,5,True,active,2020-08-12 18:04:00,2020
227,6,0,0,True,True,2020-08-12 17:59:19+00:00,False,336,336,0,9,True,active,2020-08-12 18:04:00,2020
228,0,0,0,True,True,2020-08-12 13:06:03+00:00,False,337,337,0,15,True,active,2020-08-12 18:04:00,2020
229,13,0,1,True,True,2020-08-12 18:03:27+00:00,False,338,338,0,1,True,active,2020-08-12 18:04:00,2020
230,1,0,0,True,True,2020-08-12 17:49:47+00:00,False,339,339,0,14,True,active,2020-08-12 18:04:00,2020
231,1,0,0,True,True,2020-08-12 08:52:43+00:00,False,340,340,0,18,True,active,2020-08-12 18:04:00,2020
232,7,0,1,True,True,2020-08-12 13:49:12+00:00,True,341,341,0,7,True,active,2020-08-12 18:04:00,2020
