,num_docks_disabled,is_installed,legacy_id,num_bikes_available,num_bikes_disabled,station_status,last_reported,station_id,num_docks_available,num_ebikes_available,eightd_has_available_keys,is_returning,is_renting,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
62,0,True,71,10,1,active,2020-08-21 22:56:23+00:00,71,12,0,False,True,True,,,2020-08-21 23:00:25,2020
63,0,True,72,2,0,active,2020-08-21 22:54:16+00:00,72,21,0,False,True,True,,,2020-08-21 23:00:25,2020
64,0,True,73,13,1,active,2020-08-21 22:55:07+00:00,73,1,0,False,True,True,,,2020-08-21 23:00:25,2020
65,0,True,74,17,0,active,2020-08-21 23:00:11+00:00,74,2,0,True,True,True,,,2020-08-21 23:00:25,2020
66,0,True,75,2,0,active,2020-08-21 22:58:32+00:00,75,13,0,False,True,True,,,2020-08-21 23:00:25,2020
67,0,True,76,7,0,active,2020-08-21 22:57:58+00:00,76,10,0,False,True,True,,,2020-08-21 23:00:25,2020
68,0,True,77,0,0,active,2020-08-21 22:44:37+00:00,77,15,0,False,True,True,,,2020-08-21 23:00:25,2020
69,0,True,78,7,0,active,2020-08-21 22:58:54+00:00,78,12,0,False,True,True,,,2020-08-21 23:00:25,2020
70,0,True,79,4,2,active,2020-08-21 22:56:28+00:00,79,13,0,False,True,True,,,2020-08-21 23:00:25,2020
71,0,True,80,2,1,active,2020-08-21 22:58:21+00:00,80,32,0,False,True,True,,,2020-08-21 23:00:25,2020
72,0,True,81,6,2,active,2020-08-21 22:57:15+00:00,81,11,0,False,True,True,,,2020-08-21 23:00:25,2020
73,0,True,82,0,0,active,2020-08-21 22:42:37+00:00,82,15,0,False,True,True,,,2020-08-21 23:00:25,2020
74,0,True,84,13,0,active,2020-08-21 22:59:27+00:00,84,2,0,False,True,True,,,2020-08-21 23:00:25,2020
75,0,True,85,5,0,active,2020-08-21 22:55:57+00:00,85,14,0,False,True,True,,,2020-08-21 23:00:25,2020
76,0,True,86,18,0,active,2020-08-21 22:53:31+00:00,86,1,0,False,True,True,,,2020-08-21 23:00:25,2020
77,0,True,87,1,0,active,2020-08-21 22:51:33+00:00,87,14,0,False,True,True,,,2020-08-21 23:00:25,2020
78,0,True,89,9,0,active,2020-08-21 22:58:44+00:00,89,10,0,False,True,True,,,2020-08-21 23:00:25,2020
79,0,True,90,4,0,active,2020-08-21 22:59:30+00:00,90,15,0,False,True,True,,,2020-08-21 23:00:25,2020
80,0,True,91,14,1,active,2020-08-21 22:51:27+00:00,91,4,0,False,True,True,,,2020-08-21 23:00:25,2020
81,0,True,92,7,1,active,2020-08-21 21:04:11+00:00,92,11,0,False,True,True,,,2020-08-21 23:00:25,2020
82,0,True,93,5,0,active,2020-08-21 22:56:00+00:00,93,10,0,False,True,True,,,2020-08-21 23:00:25,2020
83,0,True,94,8,1,active,2020-08-21 22:55:34+00:00,94,2,0,False,True,True,,,2020-08-21 23:00:25,2020
84,0,True,95,8,1,active,2020-08-21 22:50:16+00:00,95,6,0,False,True,True,,,2020-08-21 23:00:25,2020
85,0,True,96,4,1,active,2020-08-21 22:46:39+00:00,96,14,0,False,True,True,,,2020-08-21 23:00:25,2020
86,0,True,97,1,0,active,2020-08-21 22:59:41+00:00,97,18,0,False,True,True,,,2020-08-21 23:00:25,2020
87,0,True,98,1,2,active,2020-08-21 22:51:54+00:00,98,20,0,False,True,True,,,2020-08-21 23:00:25,2020
88,0,True,99,12,0,active,2020-08-21 22:45:31+00:00,99,3,0,False,True,True,,,2020-08-21 23:00:25,2020
89,0,True,100,8,1,active,2020-08-21 23:00:11+00:00,100,16,0,True,True,True,,,2020-08-21 23:00:25,2020
90,0,True,101,3,0,active,2020-08-21 22:15:21+00:00,101,12,0,False,True,True,,,2020-08-21 23:00:25,2020
91,0,True,102,3,0,active,2020-08-21 22:17:12+00:00,102,12,0,False,True,True,,,2020-08-21 23:00:25,2020
92,0,True,103,9,0,active,2020-08-21 22:56:56+00:00,103,6,0,False,True,True,,,2020-08-21 23:00:25,2020
93,0,True,104,8,0,active,2020-08-21 22:53:45+00:00,104,11,0,False,True,True,,,2020-08-21 23:00:25,2020
94,0,True,105,13,0,active,2020-08-21 23:00:05+00:00,105,6,0,False,True,True,,,2020-08-21 23:00:25,2020
95,0,True,106,2,0,active,2020-08-21 22:15:43+00:00,106,13,0,False,True,True,,,2020-08-21 23:00:25,2020
96,0,True,107,1,0,active,2020-08-21 22:52:30+00:00,107,18,0,False,True,True,,,2020-08-21 23:00:25,2020
97,0,True,108,4,1,active,2020-08-21 22:46:47+00:00,108,12,0,False,True,True,,,2020-08-21 23:00:25,2020
98,0,True,109,2,0,active,2020-08-21 22:41:16+00:00,109,33,0,False,True,True,,,2020-08-21 23:00:25,2020
99,0,True,110,0,0,active,2020-08-21 22:31:01+00:00,110,15,0,False,True,True,,,2020-08-21 23:00:25,2020
100,0,True,111,9,0,active,2020-08-21 22:39:23+00:00,111,6,0,False,True,True,,,2020-08-21 23:00:25,2020
101,0,True,112,7,0,active,2020-08-21 22:18:16+00:00,112,8,0,False,True,True,,,2020-08-21 23:00:25,2020
102,0,True,113,3,0,active,2020-08-21 22:57:14+00:00,113,12,0,False,True,True,,,2020-08-21 23:00:25,2020
103,0,True,114,4,0,active,2020-08-21 21:40:05+00:00,114,11,0,False,True,True,,,2020-08-21 23:00:25,2020
104,0,True,115,12,1,active,2020-08-21 22:55:30+00:00,115,6,0,False,True,True,,,2020-08-21 23:00:25,2020
105,0,True,116,10,0,active,2020-08-21 22:58:05+00:00,116,13,0,False,True,True,,,2020-08-21 23:00:25,2020
106,0,True,117,10,0,active,2020-08-21 21:58:21+00:00,117,9,0,False,True,True,,,2020-08-21 23:00:25,2020
107,0,True,118,11,2,active,2020-08-21 22:59:38+00:00,118,6,0,False,True,True,,,2020-08-21 23:00:25,2020
108,0,True,119,3,1,active,2020-08-21 22:56:04+00:00,119,11,0,False,True,True,,,2020-08-21 23:00:25,2020
109,0,True,120,12,2,active,2020-08-21 22:53:28+00:00,120,1,0,False,True,True,,,2020-08-21 23:00:25,2020
110,0,True,121,5,0,active,2020-08-21 22:45:24+00:00,121,12,0,False,True,True,,,2020-08-21 23:00:25,2020
111,0,True,122,9,0,active,2020-08-21 22:47:07+00:00,122,6,0,False,True,True,,,2020-08-21 23:00:25,2020
112,0,True,124,5,0,active,2020-08-21 21:50:12+00:00,124,10,0,False,True,True,,,2020-08-21 23:00:25,2020
113,0,True,125,10,2,active,2020-08-21 23:00:10+00:00,125,3,0,False,True,True,,,2020-08-21 23:00:25,2020
114,0,True,126,10,1,active,2020-08-21 19:54:04+00:00,126,4,0,False,True,True,,,2020-08-21 23:00:25,2020
115,0,True,128,1,0,active,2020-08-21 22:48:14+00:00,128,18,0,False,True,True,,,2020-08-21 23:00:25,2020
116,0,True,129,8,0,active,2020-08-21 21:57:19+00:00,129,11,0,False,True,True,,,2020-08-21 23:00:25,2020
117,0,True,130,8,0,active,2020-08-21 21:49:07+00:00,130,7,0,False,True,True,,,2020-08-21 23:00:25,2020
118,0,True,131,7,0,active,2020-08-21 22:40:42+00:00,131,11,0,False,True,True,,,2020-08-21 23:00:25,2020
119,0,True,133,7,1,active,2020-08-21 22:29:47+00:00,133,15,0,False,True,True,,,2020-08-21 23:00:25,2020
120,0,True,135,0,0,active,2020-08-21 22:43:50+00:00,135,17,0,False,True,True,,,2020-08-21 23:00:25,2020
121,0,True,136,0,0,active,2020-08-21 22:23:29+00:00,136,19,0,False,True,True,,,2020-08-21 23:00:25,2020
122,0,True,137,6,0,active,2020-08-21 22:08:20+00:00,137,9,0,False,True,True,,,2020-08-21 23:00:25,2020
123,0,True,138,5,1,active,2020-08-21 22:35:28+00:00,138,9,0,False,True,True,,,2020-08-21 23:00:25,2020
124,0,True,139,2,0,active,2020-08-21 23:00:03+00:00,139,17,0,False,True,True,,,2020-08-21 23:00:25,2020
125,0,True,140,17,0,active,2020-08-21 22:11:58+00:00,140,0,0,False,True,True,,,2020-08-21 23:00:25,2020
126,0,True,141,1,0,active,2020-08-21 22:53:21+00:00,141,14,0,False,True,True,,,2020-08-21 23:00:25,2020
127,0,True,142,18,0,active,2020-08-21 22:53:17+00:00,142,5,0,False,True,True,,,2020-08-21 23:00:25,2020
128,0,True,143,11,0,active,2020-08-21 22:59:22+00:00,143,12,0,False,True,True,,,2020-08-21 23:00:25,2020
129,0,True,144,15,0,active,2020-08-21 22:46:20+00:00,144,4,0,False,True,True,,,2020-08-21 23:00:25,2020
130,0,True,145,19,0,active,2020-08-21 22:35:33+00:00,145,0,0,False,True,True,,,2020-08-21 23:00:25,2020
131,0,True,146,13,0,active,2020-08-21 22:55:09+00:00,146,6,0,False,True,True,,,2020-08-21 23:00:25,2020
132,0,True,149,14,0,active,2020-08-21 22:58:07+00:00,149,4,0,True,True,True,,,2020-08-21 23:00:25,2020
133,0,True,150,10,1,active,2020-08-21 22:07:11+00:00,150,8,0,False,True,True,,,2020-08-21 23:00:25,2020
134,0,True,151,8,0,active,2020-08-21 22:37:05+00:00,151,11,0,False,True,True,,,2020-08-21 23:00:25,2020
135,0,True,152,8,0,active,2020-08-21 22:46:30+00:00,152,7,0,True,True,True,,,2020-08-21 23:00:25,2020
136,0,True,156,5,0,active,2020-08-21 22:21:43+00:00,156,10,0,False,True,True,,,2020-08-21 23:00:25,2020
137,0,True,157,9,0,active,2020-08-21 22:59:43+00:00,157,6,0,False,True,True,,,2020-08-21 23:00:25,2020
138,0,True,159,3,1,active,2020-08-21 22:50:21+00:00,159,11,0,False,True,True,,,2020-08-21 23:00:25,2020
139,0,True,160,9,0,active,2020-08-21 22:58:31+00:00,160,5,0,True,True,True,,,2020-08-21 23:00:25,2020
140,0,True,161,13,0,active,2020-08-21 22:59:46+00:00,161,10,0,True,True,True,,,2020-08-21 23:00:25,2020
141,0,True,162,5,0,active,2020-08-21 20:15:52+00:00,162,10,0,False,True,True,,,2020-08-21 23:00:25,2020
142,0,True,163,7,1,active,2020-08-21 22:44:07+00:00,163,11,0,True,True,True,,,2020-08-21 23:00:25,2020
143,0,True,167,15,0,active,2020-08-21 21:53:39+00:00,167,0,0,False,True,True,,,2020-08-21 23:00:25,2020
144,0,True,169,5,0,active,2020-08-21 22:37:13+00:00,169,14,0,False,True,True,,,2020-08-21 23:00:25,2020
145,0,True,170,5,0,active,2020-08-21 21:27:07+00:00,170,9,0,True,True,True,,,2020-08-21 23:00:25,2020
146,0,True,171,12,0,active,2020-08-21 22:59:55+00:00,171,11,0,True,True,True,,,2020-08-21 23:00:25,2020
147,0,True,173,11,1,active,2020-08-21 22:55:57+00:00,173,2,0,True,True,True,,,2020-08-21 23:00:25,2020
148,0,True,174,6,0,active,2020-08-21 22:54:34+00:00,174,9,0,False,True,True,,,2020-08-21 23:00:25,2020
149,0,True,175,8,0,active,2020-08-21 22:47:32+00:00,175,9,0,True,True,True,,,2020-08-21 23:00:25,2020
150,0,True,176,6,2,active,2020-08-21 23:00:04+00:00,176,7,0,False,True,True,,,2020-08-21 23:00:25,2020
151,0,True,177,3,1,active,2020-08-21 22:58:59+00:00,177,15,0,False,True,True,,,2020-08-21 23:00:25,2020
152,0,True,178,13,0,active,2020-08-21 22:59:57+00:00,178,6,0,False,True,True,,,2020-08-21 23:00:25,2020
153,0,True,179,8,0,active,2020-08-21 23:00:09+00:00,179,17,0,False,True,True,,,2020-08-21 23:00:25,2020
154,0,True,180,14,0,active,2020-08-21 22:39:21+00:00,180,5,0,False,True,True,,,2020-08-21 23:00:25,2020
155,0,True,181,2,0,active,2020-08-21 22:12:44+00:00,181,17,0,False,True,True,,,2020-08-21 23:00:25,2020
156,0,True,182,2,0,active,2020-08-21 22:43:35+00:00,182,17,0,True,True,True,,,2020-08-21 23:00:25,2020
157,0,True,183,2,0,active,2020-08-21 22:39:37+00:00,183,17,0,False,True,True,,,2020-08-21 23:00:25,2020
158,0,True,184,1,0,active,2020-08-21 22:43:14+00:00,184,18,0,False,True,True,,,2020-08-21 23:00:25,2020
159,0,True,185,8,0,active,2020-08-21 22:59:49+00:00,185,7,0,False,True,True,,,2020-08-21 23:00:25,2020
160,0,True,186,10,0,active,2020-08-21 22:55:44+00:00,186,5,0,True,True,True,,,2020-08-21 23:00:25,2020
161,0,True,187,0,1,active,2020-08-21 22:01:45+00:00,187,14,0,False,True,True,,,2020-08-21 23:00:25,2020
162,0,True,188,9,0,active,2020-08-21 22:14:51+00:00,188,6,0,False,True,True,,,2020-08-21 23:00:25,2020
163,0,True,189,1,0,active,2020-08-21 22:47:01+00:00,189,22,0,True,True,True,,,2020-08-21 23:00:25,2020
164,0,True,190,14,2,active,2020-08-21 22:57:30+00:00,190,21,0,True,True,True,,,2020-08-21 23:00:25,2020
165,0,True,191,1,0,active,2020-08-21 22:28:17+00:00,191,14,0,False,True,True,,,2020-08-21 23:00:25,2020
166,0,True,192,3,1,active,2020-08-21 22:32:08+00:00,192,15,0,False,True,True,,,2020-08-21 23:00:25,2020
167,0,True,193,3,0,active,2020-08-21 22:49:50+00:00,193,12,0,True,True,True,,,2020-08-21 23:00:25,2020
168,0,True,194,3,0,active,2020-08-21 21:51:37+00:00,194,16,0,False,True,True,,,2020-08-21 23:00:25,2020
169,0,True,195,7,0,active,2020-08-21 22:59:47+00:00,195,16,0,False,True,True,,,2020-08-21 23:00:25,2020
170,0,True,196,3,0,active,2020-08-21 22:02:32+00:00,196,7,0,False,True,True,,,2020-08-21 23:00:25,2020
171,0,True,197,9,0,active,2020-08-21 22:47:00+00:00,197,6,0,False,True,True,,,2020-08-21 23:00:25,2020
172,0,True,199,10,0,active,2020-08-21 20:47:53+00:00,199,5,0,False,True,True,,,2020-08-21 23:00:25,2020
173,0,True,200,12,0,active,2020-08-21 22:20:45+00:00,200,7,0,False,True,True,,,2020-08-21 23:00:25,2020
174,0,True,201,2,0,active,2020-08-21 22:44:20+00:00,201,13,0,False,True,True,,,2020-08-21 23:00:25,2020
175,0,True,202,4,0,active,2020-08-21 22:14:10+00:00,202,11,0,False,True,True,,,2020-08-21 23:00:25,2020
176,0,True,203,6,0,active,2020-08-21 12:45:21+00:00,203,9,0,False,True,True,,,2020-08-21 23:00:25,2020
177,0,True,204,0,1,active,2020-08-21 22:57:39+00:00,204,14,0,False,True,True,,,2020-08-21 23:00:25,2020
178,0,True,205,3,0,active,2020-08-21 22:54:25+00:00,205,12,0,False,True,True,,,2020-08-21 23:00:25,2020
179,0,True,206,2,0,active,2020-08-21 23:00:06+00:00,206,21,0,False,True,True,,,2020-08-21 23:00:25,2020
180,0,True,208,13,1,active,2020-08-21 21:47:45+00:00,208,1,0,True,True,True,,,2020-08-21 23:00:25,2020
181,0,True,209,2,1,active,2020-08-21 22:47:01+00:00,209,12,0,False,True,True,,,2020-08-21 23:00:25,2020
182,0,True,210,0,0,active,2020-08-21 22:22:28+00:00,210,15,0,False,True,True,,,2020-08-21 23:00:25,2020
183,0,True,211,12,0,active,2020-08-21 22:22:18+00:00,211,7,0,False,True,True,,,2020-08-21 23:00:25,2020
184,0,True,212,7,1,active,2020-08-21 21:42:53+00:00,212,25,0,False,True,True,,,2020-08-21 23:00:25,2020
185,0,True,213,6,0,active,2020-08-21 19:55:09+00:00,213,10,0,True,True,True,,,2020-08-21 23:00:25,2020
186,0,True,214,1,0,active,2020-08-21 22:57:56+00:00,214,14,0,False,True,True,,,2020-08-21 23:00:25,2020
187,0,True,215,6,1,active,2020-08-21 23:00:02+00:00,215,8,0,False,True,True,,,2020-08-21 23:00:25,2020
188,0,True,216,14,0,active,2020-08-21 06:54:34+00:00,216,5,0,False,True,True,,,2020-08-21 23:00:25,2020
189,0,True,217,1,1,active,2020-08-21 22:55:06+00:00,217,17,0,False,True,True,,,2020-08-21 23:00:25,2020
190,0,True,218,7,0,active,2020-08-21 22:59:16+00:00,218,8,0,False,True,True,,,2020-08-21 23:00:25,2020
191,0,True,219,6,0,active,2020-08-21 20:06:41+00:00,219,9,0,False,True,True,,,2020-08-21 23:00:25,2020
192,0,True,221,0,0,active,2020-08-21 22:39:57+00:00,221,19,0,False,True,True,,,2020-08-21 23:00:25,2020
193,0,True,222,2,1,active,2020-08-21 23:00:10+00:00,222,11,0,True,True,True,,,2020-08-21 23:00:25,2020
194,0,True,224,6,1,active,2020-08-21 22:54:53+00:00,224,10,0,False,True,True,,,2020-08-21 23:00:25,2020
195,0,True,225,13,1,active,2020-08-21 22:56:30+00:00,225,5,0,False,True,True,,,2020-08-21 23:00:25,2020
196,0,True,226,7,1,active,2020-08-21 22:59:48+00:00,226,7,0,False,True,True,,,2020-08-21 23:00:25,2020
197,0,True,227,1,1,active,2020-08-21 22:57:36+00:00,227,17,0,False,True,True,,,2020-08-21 23:00:25,2020
198,0,True,228,9,0,active,2020-08-21 22:52:43+00:00,228,10,0,False,True,True,,,2020-08-21 23:00:25,2020
199,0,True,232,1,0,active,2020-08-21 21:57:05+00:00,232,10,0,False,True,True,,,2020-08-21 23:00:25,2020
200,0,True,233,11,0,active,2020-08-21 22:46:57+00:00,233,4,0,False,True,True,,,2020-08-21 23:00:25,2020
201,0,True,234,0,0,active,2020-08-21 21:59:05+00:00,234,15,0,False,True,True,,,2020-08-21 23:00:25,2020
202,0,True,235,6,0,active,2020-08-21 22:06:28+00:00,235,9,0,False,True,True,,,2020-08-21 23:00:25,2020
203,0,True,236,13,0,active,2020-08-21 21:13:22+00:00,236,2,0,False,True,True,,,2020-08-21 23:00:25,2020
204,0,True,239,0,1,active,2020-08-21 22:57:10+00:00,239,14,0,False,True,True,,,2020-08-21 23:00:25,2020
205,0,True,255,5,0,active,2020-08-21 18:57:17+00:00,255,10,0,False,True,True,,,2020-08-21 23:00:25,2020
206,0,True,258,13,0,active,2020-08-21 22:21:26+00:00,258,2,0,False,True,True,,,2020-08-21 23:00:25,2020
207,0,True,259,8,0,active,2020-08-21 17:58:41+00:00,259,7,0,False,True,True,,,2020-08-21 23:00:25,2020
208,0,True,260,5,0,active,2020-08-21 22:08:19+00:00,260,10,0,False,True,True,,,2020-08-21 23:00:25,2020
209,0,True,271,4,0,active,2020-08-21 20:45:00+00:00,271,11,0,False,True,True,,,2020-08-21 23:00:25,2020
210,0,True,272,9,0,active,2020-08-21 20:22:33+00:00,272,10,0,False,True,True,,,2020-08-21 23:00:25,2020
211,0,True,273,23,0,active,2020-08-21 22:51:39+00:00,273,17,0,False,True,True,,,2020-08-21 23:00:25,2020
212,0,True,279,19,0,active,2020-08-21 22:09:37+00:00,279,0,0,False,True,True,,,2020-08-21 23:00:25,2020
213,0,True,280,13,0,active,2020-08-21 22:49:02+00:00,280,6,0,False,True,True,,,2020-08-21 23:00:25,2020
214,0,True,282,11,0,active,2020-08-21 22:58:51+00:00,282,4,0,False,True,True,,,2020-08-21 23:00:25,2020
215,0,True,296,7,1,active,2020-08-21 22:55:17+00:00,296,15,0,False,True,True,,,2020-08-21 23:00:25,2020
216,0,True,318,7,0,active,2020-08-21 22:47:42+00:00,318,12,0,False,True,True,,,2020-08-21 23:00:25,2020
217,0,True,319,2,0,active,2020-08-21 22:41:55+00:00,319,23,0,False,True,True,,,2020-08-21 23:00:25,2020
218,0,True,327,7,0,active,2020-08-21 22:43:59+00:00,327,8,0,False,True,True,,,2020-08-21 23:00:25,2020
219,0,True,328,9,0,active,2020-08-21 22:51:07+00:00,328,6,0,False,True,True,,,2020-08-21 23:00:25,2020
220,0,True,329,10,0,active,2020-08-21 22:54:28+00:00,329,5,0,False,True,True,,,2020-08-21 23:00:25,2020
