,num_docks_disabled,num_bikes_available,legacy_id,station_status,is_installed,is_returning,is_renting,eightd_has_available_keys,num_ebikes_available,num_bikes_disabled,last_reported,num_docks_available,station_id,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
272,0,18,384,active,True,True,True,True,0,0,2020-07-28 19:01:15+00:00,1,384,,,2020-07-28 19:10:25,2020
273,1,6,385,active,True,True,True,False,0,0,2020-07-28 18:38:35+00:00,8,385,,,2020-07-28 19:10:25,2020
274,0,14,386,active,True,True,True,False,0,0,2020-07-28 18:18:15+00:00,5,386,,,2020-07-28 19:10:25,2020
275,0,11,387,active,True,True,True,False,0,0,2020-07-28 10:44:32+00:00,4,387,,,2020-07-28 19:10:25,2020
276,0,3,388,active,True,True,True,False,0,0,2020-07-28 19:00:06+00:00,8,388,,,2020-07-28 19:10:25,2020
277,0,12,389,active,True,True,True,False,0,0,2020-07-28 10:19:02+00:00,2,389,,,2020-07-28 19:10:25,2020
278,0,14,390,active,True,True,True,False,0,0,2020-07-28 16:16:17+00:00,1,390,,,2020-07-28 19:10:25,2020
279,0,13,391,active,True,True,True,False,0,0,2020-07-28 17:33:23+00:00,2,391,,,2020-07-28 19:10:25,2020
280,0,11,392,active,True,True,True,False,0,0,2020-07-28 19:00:13+00:00,4,392,,,2020-07-28 19:10:25,2020
281,0,6,393,active,True,True,True,False,0,0,2020-07-28 16:21:03+00:00,9,393,,,2020-07-28 19:10:25,2020
