,num_bikes_available,is_renting,station_status,num_docks_disabled,num_docks_available,station_id,num_bikes_disabled,last_reported,legacy_id,is_returning,is_installed,num_ebikes_available,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
31,11,True,active,0,4,37,0,2020-08-20 23:01:48+00:00,37,True,True,0,True,,,2020-08-20 23:23:25,2020
32,4,True,active,0,19,39,0,2020-08-20 23:16:31+00:00,39,True,True,0,False,,,2020-08-20 23:23:25,2020
33,10,True,active,0,9,40,0,2020-08-20 23:22:24+00:00,40,True,True,0,False,,,2020-08-20 23:23:25,2020
34,14,True,active,0,12,41,1,2020-08-20 23:22:46+00:00,41,True,True,0,True,,,2020-08-20 23:23:25,2020
35,11,True,active,0,12,42,0,2020-08-20 23:13:50+00:00,42,True,True,0,False,,,2020-08-20 23:23:25,2020
36,6,True,active,0,9,43,0,2020-08-20 23:18:35+00:00,43,True,True,0,True,,,2020-08-20 23:23:25,2020
37,3,True,active,0,20,44,0,2020-08-20 22:46:39+00:00,44,True,True,0,False,,,2020-08-20 23:23:25,2020
38,8,True,active,0,11,46,0,2020-08-20 23:22:27+00:00,46,True,True,0,False,,,2020-08-20 23:23:25,2020
39,19,True,active,0,0,47,0,2020-08-20 22:58:28+00:00,47,True,True,0,True,,,2020-08-20 23:23:25,2020
40,7,True,active,0,11,48,1,2020-08-20 23:10:55+00:00,48,True,True,0,False,,,2020-08-20 23:23:25,2020
41,7,True,active,0,11,49,0,2020-08-20 22:40:20+00:00,49,True,True,0,False,,,2020-08-20 23:23:25,2020
42,10,True,active,0,4,50,1,2020-08-20 23:20:22+00:00,50,True,True,0,True,,,2020-08-20 23:23:25,2020
43,11,True,active,0,4,51,0,2020-08-20 23:16:39+00:00,51,True,True,0,False,,,2020-08-20 23:23:25,2020
44,2,True,active,0,21,52,0,2020-08-20 23:22:46+00:00,52,True,True,0,True,,,2020-08-20 23:23:25,2020
45,19,True,active,0,0,53,0,2020-08-20 23:21:04+00:00,53,True,True,0,False,,,2020-08-20 23:23:25,2020
46,0,True,active,0,15,54,0,2020-08-20 22:49:30+00:00,54,True,True,0,False,,,2020-08-20 23:23:25,2020
47,0,True,active,0,15,55,0,2020-08-20 23:17:12+00:00,55,True,True,0,False,,,2020-08-20 23:23:25,2020
48,5,True,active,0,13,56,0,2020-08-20 23:09:12+00:00,56,True,True,0,False,,,2020-08-20 23:23:25,2020
49,3,True,active,0,11,57,0,2020-08-20 23:17:12+00:00,57,True,True,0,True,,,2020-08-20 23:23:25,2020
50,11,True,active,0,7,58,1,2020-08-20 23:15:32+00:00,58,True,True,0,True,,,2020-08-20 23:23:25,2020
51,9,True,active,0,10,59,0,2020-08-20 22:51:32+00:00,59,True,True,0,True,,,2020-08-20 23:23:25,2020
52,2,True,active,0,17,60,0,2020-08-20 23:22:54+00:00,60,True,True,0,False,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'active': True, 'valet_revision': 87, 'dock_blocked_count': 0, 'region': 'BOS', 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 40, 'off_dock_count': 14}",2020-08-20 23:23:25,2020
53,18,True,active,0,1,61,0,2020-08-20 23:22:18+00:00,61,True,True,0,False,,,2020-08-20 23:23:25,2020
54,1,True,active,0,14,63,0,2020-08-20 23:12:32+00:00,63,True,True,0,False,,,2020-08-20 23:23:25,2020
55,12,True,active,0,7,64,0,2020-08-20 23:11:17+00:00,64,True,True,0,False,,,2020-08-20 23:23:25,2020
56,3,True,active,0,19,65,1,2020-08-20 22:56:17+00:00,65,True,True,0,False,,,2020-08-20 23:23:25,2020
57,4,True,active,0,11,66,0,2020-08-20 23:16:09+00:00,66,True,True,0,False,,,2020-08-20 23:23:25,2020
58,18,True,active,0,6,67,3,2020-08-20 23:19:04+00:00,67,True,True,0,True,,,2020-08-20 23:23:25,2020
59,17,True,active,0,2,68,0,2020-08-20 23:21:56+00:00,68,True,True,0,True,,,2020-08-20 23:23:25,2020
60,16,True,active,0,3,69,0,2020-08-20 23:23:14+00:00,69,True,True,0,True,,,2020-08-20 23:23:25,2020
61,16,True,active,0,7,70,0,2020-08-20 23:22:57+00:00,70,True,True,0,False,,,2020-08-20 23:23:25,2020
62,14,True,active,0,7,71,2,2020-08-20 22:51:19+00:00,71,True,True,0,False,,,2020-08-20 23:23:25,2020
63,2,True,active,0,21,72,0,2020-08-20 23:22:42+00:00,72,True,True,0,False,,,2020-08-20 23:23:25,2020
64,8,True,active,0,7,73,0,2020-08-20 23:19:49+00:00,73,True,True,0,False,,,2020-08-20 23:23:25,2020
65,12,True,active,0,5,74,2,2020-08-20 23:20:56+00:00,74,True,True,0,True,,,2020-08-20 23:23:25,2020
66,3,True,active,0,11,75,1,2020-08-20 23:20:34+00:00,75,True,True,0,False,,,2020-08-20 23:23:25,2020
67,10,True,active,0,5,76,2,2020-08-20 23:22:24+00:00,76,True,True,0,False,,,2020-08-20 23:23:25,2020
68,2,True,active,0,13,77,0,2020-08-20 22:29:03+00:00,77,True,True,0,False,,,2020-08-20 23:23:25,2020
69,12,True,active,0,7,78,0,2020-08-20 23:14:51+00:00,78,True,True,0,False,,,2020-08-20 23:23:25,2020
70,8,True,active,0,9,79,2,2020-08-20 23:08:25+00:00,79,True,True,0,False,,,2020-08-20 23:23:25,2020
71,0,True,active,0,35,80,0,2020-08-20 23:20:34+00:00,80,True,True,0,False,,,2020-08-20 23:23:25,2020
72,11,True,active,0,8,81,0,2020-08-20 23:13:37+00:00,81,True,True,0,False,,,2020-08-20 23:23:25,2020
73,4,True,active,0,10,82,1,2020-08-20 23:19:14+00:00,82,True,True,0,False,,,2020-08-20 23:23:25,2020
74,7,True,active,0,7,84,1,2020-08-20 23:13:29+00:00,84,True,True,0,False,,,2020-08-20 23:23:25,2020
75,0,True,active,0,19,85,0,2020-08-20 22:29:05+00:00,85,True,True,0,False,,,2020-08-20 23:23:25,2020
76,0,True,active,0,19,86,0,2020-08-20 23:20:30+00:00,86,True,True,0,False,,,2020-08-20 23:23:25,2020
77,4,True,active,0,10,87,1,2020-08-20 23:17:00+00:00,87,True,True,0,False,,,2020-08-20 23:23:25,2020
78,13,True,active,0,6,89,0,2020-08-20 23:12:21+00:00,89,True,True,0,False,,,2020-08-20 23:23:25,2020
79,9,True,active,0,10,90,0,2020-08-20 23:23:02+00:00,90,True,True,0,False,,,2020-08-20 23:23:25,2020
80,6,True,active,0,13,91,0,2020-08-20 23:20:29+00:00,91,True,True,0,False,,,2020-08-20 23:23:25,2020
81,9,True,active,0,10,92,0,2020-08-20 22:56:07+00:00,92,True,True,0,False,,,2020-08-20 23:23:25,2020
82,15,True,active,0,0,93,0,2020-08-20 21:54:05+00:00,93,True,True,0,False,,,2020-08-20 23:23:25,2020
83,5,True,active,0,5,94,1,2020-08-20 22:56:44+00:00,94,True,True,0,False,,,2020-08-20 23:23:25,2020
84,7,True,active,0,7,95,1,2020-08-20 23:17:07+00:00,95,True,True,0,False,,,2020-08-20 23:23:25,2020
85,11,True,active,0,7,96,1,2020-08-20 23:21:25+00:00,96,True,True,0,False,,,2020-08-20 23:23:25,2020
86,4,True,active,0,15,97,0,2020-08-20 23:20:42+00:00,97,True,True,0,False,,,2020-08-20 23:23:25,2020
87,12,True,active,0,11,98,0,2020-08-20 23:14:01+00:00,98,True,True,0,False,,,2020-08-20 23:23:25,2020
88,7,True,active,0,6,99,2,2020-08-20 22:54:58+00:00,99,True,True,0,False,,,2020-08-20 23:23:25,2020
89,8,True,active,0,16,100,1,2020-08-20 23:13:29+00:00,100,True,True,0,True,,,2020-08-20 23:23:25,2020
90,7,True,active,0,8,101,0,2020-08-20 23:00:40+00:00,101,True,True,0,False,,,2020-08-20 23:23:25,2020
91,3,True,active,0,12,102,0,2020-08-20 23:04:52+00:00,102,True,True,0,False,,,2020-08-20 23:23:25,2020
92,12,True,active,0,3,103,0,2020-08-20 23:12:04+00:00,103,True,True,0,False,,,2020-08-20 23:23:25,2020
93,4,True,active,0,15,104,0,2020-08-20 22:58:21+00:00,104,True,True,0,False,,,2020-08-20 23:23:25,2020
94,6,True,active,0,12,105,1,2020-08-20 23:17:54+00:00,105,True,True,0,False,,,2020-08-20 23:23:25,2020
95,7,True,active,0,8,106,0,2020-08-20 22:38:04+00:00,106,True,True,0,False,,,2020-08-20 23:23:25,2020
96,0,True,active,0,19,107,0,2020-08-20 23:13:11+00:00,107,True,True,0,False,,,2020-08-20 23:23:25,2020
97,1,True,active,0,16,108,0,2020-08-20 23:20:10+00:00,108,True,True,0,False,,,2020-08-20 23:23:25,2020
98,1,True,active,0,34,109,0,2020-08-20 23:19:31+00:00,109,True,True,0,False,,,2020-08-20 23:23:25,2020
99,1,True,active,0,14,110,0,2020-08-20 22:53:35+00:00,110,True,True,0,False,,,2020-08-20 23:23:25,2020
100,6,True,active,0,9,111,0,2020-08-20 22:33:35+00:00,111,True,True,0,False,,,2020-08-20 23:23:25,2020
101,2,True,active,0,13,112,0,2020-08-20 22:40:49+00:00,112,True,True,0,False,,,2020-08-20 23:23:25,2020
102,5,True,active,0,8,113,2,2020-08-20 22:53:41+00:00,113,True,True,0,False,,,2020-08-20 23:23:25,2020
103,3,True,active,0,12,114,0,2020-08-20 22:09:10+00:00,114,True,True,0,False,,,2020-08-20 23:23:25,2020
104,8,True,active,0,11,115,0,2020-08-20 22:45:08+00:00,115,True,True,0,False,,,2020-08-20 23:23:25,2020
105,0,True,active,0,23,116,0,2020-08-20 23:16:11+00:00,116,True,True,0,False,,,2020-08-20 23:23:25,2020
106,2,True,active,0,17,117,0,2020-08-20 22:25:00+00:00,117,True,True,0,False,,,2020-08-20 23:23:25,2020
107,13,True,active,0,5,118,1,2020-08-20 23:21:45+00:00,118,True,True,0,False,,,2020-08-20 23:23:25,2020
108,9,True,active,0,6,119,0,2020-08-20 23:17:23+00:00,119,True,True,0,False,,,2020-08-20 23:23:25,2020
109,5,True,active,0,9,120,1,2020-08-20 23:22:42+00:00,120,True,True,0,False,,,2020-08-20 23:23:25,2020
110,11,True,active,0,6,121,0,2020-08-20 23:22:59+00:00,121,True,True,0,False,,,2020-08-20 23:23:25,2020
111,13,True,active,0,1,122,1,2020-08-20 23:22:27+00:00,122,True,True,0,False,,,2020-08-20 23:23:25,2020
112,1,True,active,0,14,124,0,2020-08-20 23:04:12+00:00,124,True,True,0,False,,,2020-08-20 23:23:25,2020
113,5,True,active,0,9,125,1,2020-08-20 23:18:09+00:00,125,True,True,0,False,,,2020-08-20 23:23:25,2020
114,13,True,active,0,1,126,1,2020-08-20 22:46:02+00:00,126,True,True,0,False,,,2020-08-20 23:23:25,2020
115,4,True,active,0,15,128,0,2020-08-20 22:24:30+00:00,128,True,True,0,False,,,2020-08-20 23:23:25,2020
116,4,True,active,0,15,129,0,2020-08-20 23:06:19+00:00,129,True,True,0,False,,,2020-08-20 23:23:25,2020
117,10,True,active,0,5,130,0,2020-08-20 23:16:03+00:00,130,True,True,0,False,,,2020-08-20 23:23:25,2020
118,10,True,active,0,8,131,0,2020-08-20 23:21:36+00:00,131,True,True,0,False,,,2020-08-20 23:23:25,2020
119,11,True,active,0,12,133,0,2020-08-20 23:16:03+00:00,133,True,True,0,False,,,2020-08-20 23:23:25,2020
120,0,True,active,0,17,135,0,2020-08-20 21:39:52+00:00,135,True,True,0,False,,,2020-08-20 23:23:25,2020
121,0,True,active,0,19,136,0,2020-08-20 21:34:48+00:00,136,True,True,0,False,,,2020-08-20 23:23:25,2020
122,6,True,active,0,8,137,1,2020-08-20 23:23:10+00:00,137,True,True,0,False,,,2020-08-20 23:23:25,2020
123,3,True,active,0,10,138,2,2020-08-20 22:20:11+00:00,138,True,True,0,False,,,2020-08-20 23:23:25,2020
124,6,True,active,0,13,139,0,2020-08-20 23:00:14+00:00,139,True,True,0,False,,,2020-08-20 23:23:25,2020
125,12,True,active,0,5,140,0,2020-08-20 23:16:33+00:00,140,True,True,0,False,,,2020-08-20 23:23:25,2020
126,4,True,active,0,11,141,0,2020-08-20 23:03:39+00:00,141,True,True,0,False,,,2020-08-20 23:23:25,2020
127,15,True,active,0,8,142,0,2020-08-20 23:16:57+00:00,142,True,True,0,False,,,2020-08-20 23:23:25,2020
128,12,True,active,0,11,143,0,2020-08-20 23:22:27+00:00,143,True,True,0,False,,,2020-08-20 23:23:25,2020
129,17,True,active,0,2,144,0,2020-08-20 23:12:07+00:00,144,True,True,0,False,,,2020-08-20 23:23:25,2020
130,18,True,active,0,1,145,0,2020-08-20 22:40:59+00:00,145,True,True,0,False,,,2020-08-20 23:23:25,2020
131,8,True,active,0,11,146,0,2020-08-20 23:16:56+00:00,146,True,True,0,False,,,2020-08-20 23:23:25,2020
132,3,True,active,0,13,149,2,2020-08-20 23:18:01+00:00,149,True,True,0,True,,,2020-08-20 23:23:25,2020
133,8,True,active,0,11,150,0,2020-08-20 22:41:50+00:00,150,True,True,0,False,,,2020-08-20 23:23:25,2020
134,4,True,active,0,15,151,0,2020-08-20 23:15:43+00:00,151,True,True,0,False,,,2020-08-20 23:23:25,2020
135,10,True,active,0,4,152,1,2020-08-20 23:22:51+00:00,152,True,True,0,True,,,2020-08-20 23:23:25,2020
136,8,True,active,0,6,156,1,2020-08-20 23:02:28+00:00,156,True,True,0,False,,,2020-08-20 23:23:25,2020
137,12,True,active,0,3,157,0,2020-08-20 23:21:11+00:00,157,True,True,0,False,,,2020-08-20 23:23:25,2020
138,1,True,active,0,14,159,0,2020-08-20 23:17:43+00:00,159,True,True,0,False,,,2020-08-20 23:23:25,2020
139,4,True,active,0,10,160,0,2020-08-20 23:18:02+00:00,160,True,True,0,True,,,2020-08-20 23:23:25,2020
140,3,True,active,0,20,161,0,2020-08-20 23:20:40+00:00,161,True,True,0,True,,,2020-08-20 23:23:25,2020
141,6,True,active,0,9,162,0,2020-08-20 19:32:17+00:00,162,True,True,0,False,,,2020-08-20 23:23:25,2020
142,12,True,active,0,7,163,0,2020-08-20 23:12:38+00:00,163,True,True,0,True,,,2020-08-20 23:23:25,2020
143,3,True,active,0,12,167,0,2020-08-20 23:22:47+00:00,167,True,True,0,False,,,2020-08-20 23:23:25,2020
144,5,True,active,0,14,169,0,2020-08-20 22:58:50+00:00,169,True,True,0,False,,,2020-08-20 23:23:25,2020
145,7,True,active,0,7,170,0,2020-08-20 23:12:03+00:00,170,True,True,0,True,,,2020-08-20 23:23:25,2020
146,12,True,active,0,11,171,0,2020-08-20 23:09:35+00:00,171,True,True,0,True,,,2020-08-20 23:23:25,2020
147,7,True,active,0,7,173,0,2020-08-20 22:13:49+00:00,173,True,True,0,True,,,2020-08-20 23:23:25,2020
148,3,True,active,0,12,174,0,2020-08-20 23:00:51+00:00,174,True,True,0,False,,,2020-08-20 23:23:25,2020
149,7,True,active,0,8,175,2,2020-08-20 23:03:44+00:00,175,True,True,0,True,,,2020-08-20 23:23:25,2020
150,13,True,active,0,2,176,0,2020-08-20 23:20:49+00:00,176,True,True,0,False,,,2020-08-20 23:23:25,2020
151,5,True,active,0,12,177,2,2020-08-20 23:16:09+00:00,177,True,True,0,False,,,2020-08-20 23:23:25,2020
152,5,True,active,0,14,178,0,2020-08-20 23:19:01+00:00,178,True,True,0,False,,,2020-08-20 23:23:25,2020
153,13,True,active,0,12,179,0,2020-08-20 23:23:14+00:00,179,True,True,0,False,,,2020-08-20 23:23:25,2020
154,15,True,active,0,4,180,0,2020-08-20 22:57:13+00:00,180,True,True,0,False,,,2020-08-20 23:23:25,2020
155,8,True,active,0,11,181,0,2020-08-20 23:19:20+00:00,181,True,True,0,False,,,2020-08-20 23:23:25,2020
156,3,True,active,0,16,182,0,2020-08-20 23:08:19+00:00,182,True,True,0,True,,,2020-08-20 23:23:25,2020
157,2,True,active,0,17,183,0,2020-08-20 22:52:45+00:00,183,True,True,0,False,,,2020-08-20 23:23:25,2020
158,0,True,active,0,19,184,0,2020-08-20 22:13:11+00:00,184,True,True,0,False,,,2020-08-20 23:23:25,2020
159,4,True,active,0,11,185,0,2020-08-20 23:12:51+00:00,185,True,True,0,False,,,2020-08-20 23:23:25,2020
160,5,True,active,0,10,186,0,2020-08-20 22:56:12+00:00,186,True,True,0,True,,,2020-08-20 23:23:25,2020
161,3,True,active,0,12,187,0,2020-08-20 23:21:24+00:00,187,True,True,0,False,,,2020-08-20 23:23:25,2020
162,12,True,active,0,3,188,0,2020-08-20 22:39:52+00:00,188,True,True,0,False,,,2020-08-20 23:23:25,2020
163,1,True,active,0,21,189,1,2020-08-20 23:17:43+00:00,189,True,True,0,True,,,2020-08-20 23:23:25,2020
164,0,True,active,0,37,190,0,2020-08-20 23:23:05+00:00,190,True,True,0,True,,,2020-08-20 23:23:25,2020
165,0,True,active,0,15,191,0,2020-08-20 22:49:39+00:00,191,True,True,0,False,,,2020-08-20 23:23:25,2020
166,10,True,active,0,9,192,0,2020-08-20 22:39:16+00:00,192,True,True,0,False,,,2020-08-20 23:23:25,2020
167,2,True,active,0,13,193,0,2020-08-20 23:21:05+00:00,193,True,True,0,True,,,2020-08-20 23:23:25,2020
168,3,True,active,0,16,194,0,2020-08-20 23:06:45+00:00,194,True,True,0,False,,,2020-08-20 23:23:25,2020
169,6,True,active,0,17,195,0,2020-08-20 23:22:38+00:00,195,True,True,0,False,,,2020-08-20 23:23:25,2020
170,2,True,active,0,8,196,0,2020-08-20 21:12:36+00:00,196,True,True,0,False,,,2020-08-20 23:23:25,2020
171,6,True,active,0,8,197,1,2020-08-20 23:21:38+00:00,197,True,True,0,False,,,2020-08-20 23:23:25,2020
172,8,True,active,0,7,199,0,2020-08-20 14:19:54+00:00,199,True,True,0,False,,,2020-08-20 23:23:25,2020
173,19,True,active,0,0,200,0,2020-08-20 23:00:19+00:00,200,True,True,0,False,,,2020-08-20 23:23:25,2020
174,3,True,active,0,12,201,0,2020-08-20 22:30:26+00:00,201,True,True,0,False,,,2020-08-20 23:23:25,2020
175,3,True,active,0,12,202,0,2020-08-20 22:22:54+00:00,202,True,True,0,False,,,2020-08-20 23:23:25,2020
176,6,True,active,0,9,203,0,2020-08-20 16:40:31+00:00,203,True,True,0,False,,,2020-08-20 23:23:25,2020
177,2,True,active,0,12,204,1,2020-08-20 22:54:54+00:00,204,True,True,0,False,,,2020-08-20 23:23:25,2020
178,2,True,active,0,13,205,0,2020-08-20 21:59:21+00:00,205,True,True,0,False,,,2020-08-20 23:23:25,2020
179,1,True,active,0,22,206,0,2020-08-20 23:06:01+00:00,206,True,True,0,True,,,2020-08-20 23:23:25,2020
180,10,True,active,0,4,208,1,2020-08-20 22:55:27+00:00,208,True,True,0,True,,,2020-08-20 23:23:25,2020
181,10,True,active,0,4,209,1,2020-08-20 23:14:08+00:00,209,True,True,0,False,,,2020-08-20 23:23:25,2020
182,0,True,active,0,14,210,1,2020-08-20 18:49:02+00:00,210,True,True,0,False,,,2020-08-20 23:23:25,2020
183,13,True,active,0,6,211,0,2020-08-20 23:10:50+00:00,211,True,True,0,False,,,2020-08-20 23:23:25,2020
184,3,True,active,0,30,212,0,2020-08-20 22:42:58+00:00,212,True,True,0,False,,,2020-08-20 23:23:25,2020
185,2,True,active,0,14,213,0,2020-08-20 22:40:56+00:00,213,True,True,0,True,,,2020-08-20 23:23:25,2020
186,1,True,active,0,14,214,0,2020-08-20 23:21:31+00:00,214,True,True,0,False,,,2020-08-20 23:23:25,2020
187,7,True,active,0,4,215,4,2020-08-20 20:28:11+00:00,215,True,True,0,False,,,2020-08-20 23:23:25,2020
188,11,True,active,0,8,216,0,2020-08-20 21:35:16+00:00,216,True,True,0,False,,,2020-08-20 23:23:25,2020
189,2,True,active,0,15,217,2,2020-08-20 23:22:35+00:00,217,True,True,0,False,,,2020-08-20 23:23:25,2020
190,15,True,active,0,0,218,0,2020-08-20 22:22:10+00:00,218,True,True,0,False,,,2020-08-20 23:23:25,2020
191,5,True,active,0,10,219,0,2020-08-20 21:16:00+00:00,219,True,True,0,False,,,2020-08-20 23:23:25,2020
192,6,True,active,0,11,221,2,2020-08-20 23:17:00+00:00,221,True,True,0,False,,,2020-08-20 23:23:25,2020
193,5,True,active,0,9,222,0,2020-08-20 23:17:01+00:00,222,True,True,0,True,,,2020-08-20 23:23:25,2020
194,11,True,active,0,4,224,2,2020-08-20 22:56:13+00:00,224,True,True,0,False,,,2020-08-20 23:23:25,2020
195,5,True,active,0,12,225,2,2020-08-20 23:22:42+00:00,225,True,True,0,False,,,2020-08-20 23:23:25,2020
196,13,True,active,0,2,226,0,2020-08-20 23:16:17+00:00,226,True,True,0,False,,,2020-08-20 23:23:25,2020
197,14,True,active,0,5,227,0,2020-08-20 23:15:47+00:00,227,True,True,0,False,,,2020-08-20 23:23:25,2020
198,10,True,active,0,9,228,0,2020-08-20 23:14:34+00:00,228,True,True,0,False,,,2020-08-20 23:23:25,2020
199,1,True,active,0,10,232,0,2020-08-20 22:50:01+00:00,232,True,True,0,False,,,2020-08-20 23:23:25,2020
200,12,True,active,0,2,233,1,2020-08-20 22:52:06+00:00,233,True,True,0,False,,,2020-08-20 23:23:25,2020
201,5,True,active,0,10,234,0,2020-08-20 22:55:09+00:00,234,True,True,0,False,,,2020-08-20 23:23:25,2020
202,4,True,active,0,11,235,0,2020-08-20 22:50:56+00:00,235,True,True,0,False,,,2020-08-20 23:23:25,2020
203,10,True,active,0,5,236,0,2020-08-20 23:09:36+00:00,236,True,True,0,False,,,2020-08-20 23:23:25,2020
204,5,True,active,0,7,239,3,2020-08-20 23:20:40+00:00,239,True,True,0,False,,,2020-08-20 23:23:25,2020
205,6,True,active,0,9,255,0,2020-08-19 14:52:54+00:00,255,True,True,0,False,,,2020-08-20 23:23:25,2020
206,12,True,active,0,3,258,0,2020-08-20 22:20:39+00:00,258,True,True,0,False,,,2020-08-20 23:23:25,2020
207,9,True,active,0,6,259,0,2020-08-20 08:49:49+00:00,259,True,True,0,False,,,2020-08-20 23:23:25,2020
208,5,True,active,0,10,260,0,2020-08-20 21:42:06+00:00,260,True,True,0,False,,,2020-08-20 23:23:25,2020
209,10,True,active,0,5,271,0,2020-08-20 22:50:38+00:00,271,True,True,0,False,,,2020-08-20 23:23:25,2020
210,9,True,active,0,10,272,0,2020-08-20 23:13:04+00:00,272,True,True,0,False,,,2020-08-20 23:23:25,2020
211,32,True,active,0,8,273,0,2020-08-20 23:22:05+00:00,273,True,True,0,False,,,2020-08-20 23:23:25,2020
212,19,True,active,0,0,279,0,2020-08-20 23:20:52+00:00,279,True,True,0,False,,,2020-08-20 23:23:25,2020
213,17,True,active,0,2,280,0,2020-08-20 22:45:17+00:00,280,True,True,0,False,,,2020-08-20 23:23:25,2020
214,12,True,active,0,2,282,1,2020-08-20 23:23:05+00:00,282,True,True,0,False,,,2020-08-20 23:23:25,2020
215,12,True,active,0,10,296,1,2020-08-20 23:06:09+00:00,296,True,True,0,False,,,2020-08-20 23:23:25,2020
216,1,True,active,0,18,318,0,2020-08-20 22:51:55+00:00,318,True,True,0,False,,,2020-08-20 23:23:25,2020
217,5,True,active,0,20,319,0,2020-08-20 23:12:45+00:00,319,True,True,0,False,,,2020-08-20 23:23:25,2020
218,7,True,active,0,8,327,0,2020-08-20 22:43:42+00:00,327,True,True,0,False,,,2020-08-20 23:23:25,2020
219,11,True,active,0,4,328,0,2020-08-20 23:17:09+00:00,328,True,True,0,False,,,2020-08-20 23:23:25,2020
