,is_returning,is_installed,is_renting,num_docks_available,station_id,legacy_id,last_reported,num_docks_disabled,num_bikes_disabled,station_status,num_bikes_available,num_ebikes_available,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,True,True,True,8,3,3,2020-07-29 13:47:46+00:00,0,0,active,7,0,True,,,2020-07-29 14:09:25,2020
1,True,True,True,12,4,4,2020-07-29 13:38:22+00:00,0,1,active,6,0,False,,,2020-07-29 14:09:25,2020
2,True,True,True,4,5,5,2020-07-29 13:56:25+00:00,0,0,active,11,0,False,,,2020-07-29 14:09:25,2020
3,True,True,True,4,6,6,2020-07-29 13:52:08+00:00,0,0,active,11,0,False,,,2020-07-29 14:09:25,2020
4,True,True,True,14,7,7,2020-07-29 13:32:50+00:00,0,0,active,1,0,False,,,2020-07-29 14:09:25,2020
5,True,True,True,7,8,8,2020-07-29 14:01:28+00:00,0,2,active,10,0,False,,,2020-07-29 14:09:25,2020
6,True,True,True,10,9,9,2020-07-29 13:58:22+00:00,0,1,active,4,0,False,,,2020-07-29 14:09:25,2020
7,True,True,True,0,10,10,2020-07-29 13:46:54+00:00,0,1,active,10,0,False,,,2020-07-29 14:09:25,2020
8,True,True,True,7,11,11,2020-07-29 14:08:21+00:00,0,1,active,7,0,False,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'active': True, 'valet_revision': 69, 'region': 'BOS', 'off_dock_count': 51}",2020-07-29 14:09:25,2020
9,True,True,True,16,12,12,2020-07-29 14:02:57+00:00,0,0,active,2,0,True,,,2020-07-29 14:09:25,2020
10,True,True,True,4,13,13,2020-07-29 13:57:35+00:00,0,0,active,15,0,False,,,2020-07-29 14:09:25,2020
11,True,True,True,8,14,14,2020-07-29 13:55:51+00:00,0,0,active,17,0,False,,,2020-07-29 14:09:25,2020
12,True,True,True,7,15,15,2020-07-29 13:25:23+00:00,0,0,active,8,0,False,,,2020-07-29 14:09:25,2020
