,is_returning,station_status,num_bikes_available,num_docks_disabled,legacy_id,eightd_has_available_keys,is_installed,num_docks_available,is_renting,last_reported,station_id,num_ebikes_available,num_bikes_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,active,12,0,3,False,True,3,True,2020-08-08 20:11:01+00:00,3,0,0,,,2020-08-08 20:24:35,2020
1,True,active,6,0,4,False,True,13,True,2020-08-08 20:13:47+00:00,4,0,0,,,2020-08-08 20:24:35,2020
2,True,active,0,0,5,False,True,15,True,2020-08-08 20:12:23+00:00,5,0,0,,,2020-08-08 20:24:35,2020
3,True,active,3,0,6,False,True,11,True,2020-08-08 20:22:06+00:00,6,0,1,,,2020-08-08 20:24:35,2020
4,True,active,10,0,7,False,True,5,True,2020-08-08 20:20:58+00:00,7,0,0,,,2020-08-08 20:24:35,2020
5,True,active,1,0,8,False,True,18,True,2020-08-08 20:16:42+00:00,8,0,0,,,2020-08-08 20:24:35,2020
6,True,active,0,0,9,False,True,14,True,2020-08-08 19:27:04+00:00,9,0,1,,,2020-08-08 20:24:35,2020
7,True,active,1,0,10,False,True,9,True,2020-08-08 19:42:37+00:00,10,0,1,,,2020-08-08 20:24:35,2020
8,True,active,3,0,11,False,True,11,True,2020-08-08 20:15:18+00:00,11,0,1,,,2020-08-08 20:24:35,2020
9,True,active,0,0,12,True,True,18,True,2020-08-08 20:21:01+00:00,12,0,0,,,2020-08-08 20:24:35,2020
10,True,active,6,0,13,False,True,13,True,2020-08-08 20:15:49+00:00,13,0,0,,,2020-08-08 20:24:35,2020
11,True,active,15,0,14,False,True,10,True,2020-08-08 20:21:28+00:00,14,0,0,,,2020-08-08 20:24:35,2020
12,True,active,15,0,15,False,True,0,True,2020-08-08 20:13:15+00:00,15,0,0,,,2020-08-08 20:24:35,2020
13,True,active,18,0,16,True,True,1,True,2020-08-08 20:21:24+00:00,16,0,0,,,2020-08-08 20:24:35,2020
14,True,active,0,0,17,False,True,14,True,2020-08-08 19:41:18+00:00,17,0,1,,,2020-08-08 20:24:35,2020
15,True,active,4,0,19,False,True,11,True,2020-08-08 19:07:29+00:00,19,0,0,,,2020-08-08 20:24:35,2020
16,True,active,11,0,20,True,True,12,True,2020-08-08 20:20:47+00:00,20,0,0,,,2020-08-08 20:24:35,2020
17,True,active,8,0,21,True,True,9,True,2020-08-08 20:23:55+00:00,21,0,1,,,2020-08-08 20:24:35,2020
18,True,active,14,0,22,True,True,33,True,2020-08-08 20:14:43+00:00,22,0,0,,,2020-08-08 20:24:35,2020
19,True,active,11,0,23,False,True,9,True,2020-08-08 20:23:08+00:00,23,0,1,,,2020-08-08 20:24:35,2020
20,True,active,18,0,24,False,True,1,True,2020-08-08 20:24:25+00:00,24,0,0,,,2020-08-08 20:24:35,2020
21,True,active,8,0,25,False,True,7,True,2020-08-08 19:56:29+00:00,25,0,0,,,2020-08-08 20:24:35,2020
22,True,active,4,0,26,False,True,11,True,2020-08-08 19:34:44+00:00,26,0,0,,,2020-08-08 20:24:35,2020
23,True,active,2,0,27,False,True,21,True,2020-08-08 20:02:35+00:00,27,0,0,,,2020-08-08 20:24:35,2020
24,True,active,2,0,29,False,True,11,True,2020-08-08 19:47:07+00:00,29,0,2,,,2020-08-08 20:24:35,2020
25,True,active,0,0,30,False,True,15,True,2020-08-08 19:55:05+00:00,30,0,0,,,2020-08-08 20:24:35,2020
26,True,active,17,0,31,False,True,2,True,2020-08-08 20:20:42+00:00,31,0,0,,,2020-08-08 20:24:35,2020
27,True,active,11,0,32,False,True,3,True,2020-08-08 20:22:58+00:00,32,0,1,,,2020-08-08 20:24:35,2020
28,True,active,6,0,33,False,True,20,True,2020-08-08 19:43:31+00:00,33,0,1,,,2020-08-08 20:24:35,2020
29,True,active,4,0,35,False,True,19,True,2020-08-08 20:24:00+00:00,35,0,0,,,2020-08-08 20:24:35,2020
30,True,active,31,0,36,True,True,2,True,2020-08-08 19:33:52+00:00,36,0,0,,,2020-08-08 20:24:35,2020
31,True,active,1,0,37,True,True,14,True,2020-08-08 20:12:27+00:00,37,0,0,,,2020-08-08 20:24:35,2020
32,True,active,11,0,39,False,True,12,True,2020-08-08 20:23:47+00:00,39,0,0,,,2020-08-08 20:24:35,2020
33,True,active,12,0,40,False,True,3,True,2020-08-08 20:05:38+00:00,40,0,4,,,2020-08-08 20:24:35,2020
34,True,active,12,0,41,True,True,14,True,2020-08-08 20:17:31+00:00,41,0,1,,,2020-08-08 20:24:35,2020
35,True,active,7,0,42,False,True,16,True,2020-08-08 20:23:52+00:00,42,0,0,,,2020-08-08 20:24:35,2020
36,True,active,11,0,43,True,True,4,True,2020-08-08 20:10:11+00:00,43,0,0,,,2020-08-08 20:24:35,2020
37,True,active,6,0,44,False,True,17,True,2020-08-08 20:14:03+00:00,44,0,0,,,2020-08-08 20:24:35,2020
38,True,active,4,0,46,False,True,15,True,2020-08-08 20:24:04+00:00,46,0,0,,,2020-08-08 20:24:35,2020
39,True,active,2,0,47,True,True,16,True,2020-08-08 20:20:37+00:00,47,0,1,,,2020-08-08 20:24:35,2020
40,True,active,11,0,48,False,True,7,True,2020-08-08 19:56:44+00:00,48,0,1,,,2020-08-08 20:24:35,2020
41,True,active,15,0,49,False,True,3,True,2020-08-08 19:47:41+00:00,49,0,0,,,2020-08-08 20:24:35,2020
42,True,active,7,0,50,True,True,8,True,2020-08-08 20:19:37+00:00,50,0,0,,,2020-08-08 20:24:35,2020
43,True,active,0,0,51,False,True,15,True,2020-08-08 19:58:16+00:00,51,0,0,,,2020-08-08 20:24:35,2020
44,True,active,15,0,52,True,True,8,True,2020-08-08 20:19:39+00:00,52,0,0,,,2020-08-08 20:24:35,2020
45,True,active,12,0,53,False,True,7,True,2020-08-08 20:24:28+00:00,53,0,0,,,2020-08-08 20:24:35,2020
46,True,active,9,0,54,False,True,6,True,2020-08-08 20:17:18+00:00,54,0,0,,,2020-08-08 20:24:35,2020
47,True,active,6,0,55,False,True,9,True,2020-08-08 20:14:28+00:00,55,0,0,,,2020-08-08 20:24:35,2020
48,True,active,4,0,56,True,True,14,True,2020-08-08 19:37:33+00:00,56,0,0,,,2020-08-08 20:24:35,2020
49,True,active,2,0,57,True,True,12,True,2020-08-08 20:22:58+00:00,57,0,0,,,2020-08-08 20:24:35,2020
50,True,active,10,0,58,True,True,8,True,2020-08-08 20:22:26+00:00,58,0,1,,,2020-08-08 20:24:35,2020
51,True,active,2,0,59,False,True,17,True,2020-08-08 20:22:54+00:00,59,0,0,,,2020-08-08 20:24:35,2020
52,True,active,14,0,60,False,True,2,True,2020-08-08 20:20:22+00:00,60,0,3,,,2020-08-08 20:24:35,2020
53,True,active,12,0,61,False,True,6,True,2020-08-08 20:20:09+00:00,61,0,1,,,2020-08-08 20:24:35,2020
54,True,active,1,0,63,False,True,13,True,2020-08-08 20:22:25+00:00,63,0,1,,,2020-08-08 20:24:35,2020
55,True,active,19,0,64,False,True,0,True,2020-08-08 20:22:12+00:00,64,0,0,,,2020-08-08 20:24:35,2020
56,True,active,9,0,65,False,True,14,True,2020-08-08 19:40:47+00:00,65,0,0,,,2020-08-08 20:24:35,2020
57,True,active,3,0,66,False,True,12,True,2020-08-08 20:21:13+00:00,66,0,0,,,2020-08-08 20:24:35,2020
58,True,active,2,0,67,True,True,25,True,2020-08-08 20:19:23+00:00,67,0,0,,,2020-08-08 20:24:35,2020
59,True,active,10,0,68,True,True,9,True,2020-08-08 20:22:40+00:00,68,0,0,,,2020-08-08 20:24:35,2020
60,True,active,9,0,69,True,True,10,True,2020-08-08 20:24:19+00:00,69,0,0,,,2020-08-08 20:24:35,2020
61,True,active,21,0,70,False,True,2,True,2020-08-08 20:13:20+00:00,70,0,0,,,2020-08-08 20:24:35,2020
62,True,active,11,0,71,False,True,12,True,2020-08-08 20:11:48+00:00,71,0,0,,,2020-08-08 20:24:35,2020
63,True,active,12,0,72,False,True,11,True,2020-08-08 20:01:13+00:00,72,0,0,,,2020-08-08 20:24:35,2020
64,True,active,11,0,73,False,True,4,True,2020-08-08 20:11:56+00:00,73,0,0,,,2020-08-08 20:24:35,2020
65,True,active,12,0,74,True,True,5,True,2020-08-08 20:18:49+00:00,74,0,2,,,2020-08-08 20:24:35,2020
66,True,active,13,0,75,False,True,1,True,2020-08-08 19:59:18+00:00,75,0,1,,,2020-08-08 20:24:35,2020
67,True,active,6,0,76,False,True,11,True,2020-08-08 20:24:13+00:00,76,0,0,,,2020-08-08 20:24:35,2020
68,True,active,7,0,77,False,True,8,True,2020-08-08 20:21:22+00:00,77,0,0,,,2020-08-08 20:24:35,2020
69,True,active,11,0,78,False,True,8,True,2020-08-08 20:22:39+00:00,78,0,0,,,2020-08-08 20:24:35,2020
70,True,active,2,0,79,False,True,16,True,2020-08-08 20:11:33+00:00,79,0,1,,,2020-08-08 20:24:35,2020
71,True,active,9,0,80,False,True,25,True,2020-08-08 20:20:31+00:00,80,0,1,,,2020-08-08 20:24:35,2020
72,True,active,0,0,81,False,True,18,True,2020-08-08 19:52:00+00:00,81,0,1,,,2020-08-08 20:24:35,2020
73,True,active,1,0,82,False,True,14,True,2020-08-08 20:13:42+00:00,82,0,0,,,2020-08-08 20:24:35,2020
74,True,active,15,0,84,False,True,0,True,2020-08-08 20:19:17+00:00,84,0,0,,,2020-08-08 20:24:35,2020
75,True,active,12,0,85,False,True,6,True,2020-08-08 20:14:28+00:00,85,0,1,,,2020-08-08 20:24:35,2020
