,is_returning,num_ebikes_available,is_installed,last_reported,eightd_has_available_keys,legacy_id,num_docks_disabled,num_bikes_available,station_status,station_id,num_docks_available,is_renting,num_bikes_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,0,True,2020-07-30 01:49:32+00:00,True,3,0,1,active,3,12,True,2,,,2020-07-30 01:54:20,2020
1,True,0,True,2020-07-30 01:29:06+00:00,False,4,0,18,active,4,0,True,1,,,2020-07-30 01:54:20,2020
2,True,0,True,2020-07-30 01:33:18+00:00,False,5,0,11,active,5,4,True,0,,,2020-07-30 01:54:20,2020
3,True,0,True,2020-07-30 01:31:30+00:00,False,6,0,11,active,6,4,True,0,,,2020-07-30 01:54:20,2020
4,True,0,True,2020-07-30 01:49:25+00:00,False,7,0,8,active,7,6,True,1,,,2020-07-30 01:54:20,2020
5,True,0,True,2020-07-30 01:24:07+00:00,False,8,0,12,active,8,5,True,2,,,2020-07-30 01:54:20,2020
6,True,0,True,2020-07-30 01:38:23+00:00,False,9,0,3,active,9,11,True,1,,,2020-07-30 01:54:20,2020
7,True,0,True,2020-07-30 00:54:27+00:00,False,10,0,0,active,10,11,True,0,,,2020-07-30 01:54:20,2020
8,True,0,True,2020-07-30 01:46:15+00:00,False,11,0,1,active,11,13,True,1,"{'off_dock_count': 12, 'region': 'BOS', 'off_dock_capacity': 50, 'valet_revision': 69, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True, 'dock_blocked_count': 0}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-30 01:54:20,2020
9,True,0,True,2020-07-30 01:52:48+00:00,True,12,0,7,active,12,10,True,1,,,2020-07-30 01:54:20,2020
10,True,0,True,2020-07-30 01:11:35+00:00,False,13,0,0,active,13,19,True,0,,,2020-07-30 01:54:20,2020
11,True,0,True,2020-07-30 01:24:41+00:00,False,14,0,0,active,14,25,True,0,,,2020-07-30 01:54:20,2020
12,True,0,True,2020-07-30 01:53:00+00:00,False,15,0,10,active,15,5,True,0,,,2020-07-30 01:54:20,2020
13,True,0,True,2020-07-30 01:06:31+00:00,True,16,0,2,active,16,15,True,2,,,2020-07-30 01:54:20,2020
14,True,0,True,2020-07-30 01:48:43+00:00,False,17,0,14,active,17,1,True,0,,,2020-07-30 01:54:20,2020
15,True,0,True,2020-07-30 01:24:28+00:00,False,19,0,6,active,19,9,True,0,,,2020-07-30 01:54:20,2020
16,True,0,True,2020-07-30 01:29:58+00:00,False,20,0,10,active,20,12,True,1,,,2020-07-30 01:54:20,2020
17,True,0,True,2020-07-30 01:44:26+00:00,False,21,0,13,active,21,5,True,0,,,2020-07-30 01:54:20,2020
18,True,0,True,2020-07-30 01:51:15+00:00,True,22,0,16,active,22,30,True,1,,,2020-07-30 01:54:20,2020
19,True,0,True,2020-07-30 00:43:30+00:00,True,23,0,0,active,23,21,True,0,,,2020-07-30 01:54:20,2020
20,True,0,True,2020-07-30 01:23:28+00:00,False,24,0,15,active,24,3,True,1,,,2020-07-30 01:54:20,2020
21,True,0,True,2020-07-30 01:42:24+00:00,False,25,0,14,active,25,1,True,0,,,2020-07-30 01:54:20,2020
22,True,0,True,2020-07-30 00:13:40+00:00,False,26,0,4,active,26,10,True,1,,,2020-07-30 01:54:20,2020
23,True,0,True,2020-07-30 01:46:23+00:00,False,27,0,4,active,27,17,True,2,,,2020-07-30 01:54:20,2020
24,True,0,True,2020-07-30 00:20:39+00:00,False,29,0,7,active,29,8,True,0,,,2020-07-30 01:54:20,2020
25,True,0,True,2020-07-30 01:53:50+00:00,False,30,0,3,active,30,12,True,0,,,2020-07-30 01:54:20,2020
26,True,0,True,2020-07-29 23:42:49+00:00,True,31,0,9,active,31,9,True,1,,,2020-07-30 01:54:20,2020
27,True,0,True,2020-07-30 01:47:59+00:00,False,32,0,3,active,32,11,True,1,,,2020-07-30 01:54:20,2020
28,True,0,True,2020-07-30 01:44:58+00:00,False,33,0,20,active,33,6,True,1,,,2020-07-30 01:54:20,2020
29,True,0,True,2020-07-30 01:41:03+00:00,False,35,0,1,active,35,22,True,0,,,2020-07-30 01:54:20,2020
30,True,0,True,2020-07-30 01:53:38+00:00,True,36,0,15,active,36,18,True,0,,,2020-07-30 01:54:20,2020
31,True,0,True,2020-07-29 23:52:20+00:00,True,37,0,3,active,37,12,True,0,,,2020-07-30 01:54:20,2020
32,True,0,True,2020-07-30 01:50:01+00:00,False,39,0,15,active,39,7,True,1,,,2020-07-30 01:54:20,2020
33,True,0,True,2020-07-30 01:09:55+00:00,False,40,0,2,active,40,17,True,0,,,2020-07-30 01:54:20,2020
34,True,0,True,2020-07-30 01:54:06+00:00,True,41,0,18,active,41,8,True,1,,,2020-07-30 01:54:20,2020
35,True,0,True,2020-07-30 01:39:47+00:00,False,42,0,19,active,42,3,True,1,,,2020-07-30 01:54:20,2020
36,True,0,True,2020-07-30 01:13:18+00:00,True,43,0,3,active,43,12,True,0,,,2020-07-30 01:54:20,2020
37,True,0,True,2020-07-30 00:12:08+00:00,False,44,0,13,active,44,9,True,1,,,2020-07-30 01:54:20,2020
38,True,0,True,2020-07-30 01:47:17+00:00,False,46,0,10,active,46,8,True,1,,,2020-07-30 01:54:20,2020
39,True,0,True,2020-07-30 01:46:32+00:00,True,47,0,18,active,47,1,True,0,,,2020-07-30 01:54:20,2020
40,True,0,True,2020-07-29 23:43:25+00:00,False,48,0,0,active,48,19,True,0,,,2020-07-30 01:54:20,2020
41,True,0,True,2020-07-30 01:22:15+00:00,False,49,0,5,active,49,13,True,0,,,2020-07-30 01:54:20,2020
42,True,0,True,2020-07-30 01:52:44+00:00,True,50,0,4,active,50,11,True,0,,,2020-07-30 01:54:20,2020
43,True,0,True,2020-07-30 01:38:59+00:00,False,51,0,1,active,51,13,True,1,,,2020-07-30 01:54:20,2020
44,True,0,True,2020-07-30 01:52:14+00:00,True,52,0,2,active,52,21,True,0,,,2020-07-30 01:54:20,2020
