,num_bikes_disabled,is_returning,is_renting,num_docks_available,legacy_id,num_docks_disabled,is_installed,station_status,num_bikes_available,last_reported,num_ebikes_available,station_id,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,True,True,11,3,0,True,active,4,2020-07-30 22:24:10+00:00,0,3,True,,,2020-07-30 22:31:50,2020
1,0,True,True,5,4,0,True,active,14,2020-07-30 22:21:29+00:00,0,4,False,,,2020-07-30 22:31:50,2020
2,0,True,True,7,5,0,True,active,8,2020-07-30 22:29:12+00:00,0,5,False,,,2020-07-30 22:31:50,2020
3,0,True,True,5,6,0,True,active,10,2020-07-30 22:23:35+00:00,0,6,False,,,2020-07-30 22:31:50,2020
4,1,True,True,2,7,0,True,active,12,2020-07-30 22:13:33+00:00,0,7,False,,,2020-07-30 22:31:50,2020
5,2,True,True,13,8,0,True,active,4,2020-07-30 22:12:00+00:00,0,8,False,,,2020-07-30 22:31:50,2020
6,0,True,True,2,9,0,True,active,13,2020-07-30 22:23:53+00:00,0,9,False,,,2020-07-30 22:31:50,2020
7,0,True,True,9,10,0,True,active,2,2020-07-30 22:03:36+00:00,0,10,False,,,2020-07-30 22:31:50,2020
8,0,True,True,2,11,0,True,active,13,2020-07-30 22:27:28+00:00,0,11,False,,,2020-07-30 22:31:50,2020
9,1,True,True,14,12,0,True,active,3,2020-07-30 22:25:55+00:00,0,12,True,,,2020-07-30 22:31:50,2020
10,0,True,True,19,13,0,True,active,0,2020-07-30 21:57:50+00:00,0,13,False,,,2020-07-30 22:31:50,2020
11,0,True,True,23,14,0,True,active,2,2020-07-30 22:23:04+00:00,0,14,False,,,2020-07-30 22:31:50,2020
12,1,True,True,5,15,0,True,active,9,2020-07-30 22:24:40+00:00,0,15,False,,,2020-07-30 22:31:50,2020
13,2,True,True,10,16,0,True,active,7,2020-07-30 22:27:48+00:00,0,16,True,,,2020-07-30 22:31:50,2020
14,0,True,True,6,17,0,True,active,9,2020-07-30 22:25:59+00:00,0,17,False,,,2020-07-30 22:31:50,2020
15,1,True,True,12,19,0,True,active,2,2020-07-30 22:12:33+00:00,0,19,False,,,2020-07-30 22:31:50,2020
16,0,True,True,15,20,0,True,active,8,2020-07-30 22:31:30+00:00,0,20,True,,,2020-07-30 22:31:50,2020
17,0,True,True,12,21,0,True,active,6,2020-07-30 22:04:46+00:00,0,21,True,,,2020-07-30 22:31:50,2020
18,0,True,True,41,22,0,True,active,6,2020-07-30 22:26:21+00:00,0,22,True,,,2020-07-30 22:31:50,2020
19,0,True,True,14,23,0,True,active,7,2020-07-30 22:30:16+00:00,0,23,True,,,2020-07-30 22:31:50,2020
20,0,True,True,3,24,0,True,active,16,2020-07-30 22:20:01+00:00,0,24,False,,,2020-07-30 22:31:50,2020
21,0,True,True,2,25,0,True,active,13,2020-07-30 22:28:51+00:00,0,25,False,,,2020-07-30 22:31:50,2020
22,2,True,True,11,26,0,True,active,2,2020-07-30 21:55:13+00:00,0,26,False,,,2020-07-30 22:31:50,2020
23,2,True,True,6,27,0,True,active,15,2020-07-30 22:24:51+00:00,0,27,False,,,2020-07-30 22:31:50,2020
24,0,True,True,6,29,0,True,active,9,2020-07-30 21:18:48+00:00,0,29,False,,,2020-07-30 22:31:50,2020
25,0,True,True,14,30,0,True,active,1,2020-07-30 22:26:52+00:00,0,30,False,,,2020-07-30 22:31:50,2020
26,1,True,True,9,31,0,True,active,9,2020-07-30 21:31:33+00:00,0,31,True,,,2020-07-30 22:31:50,2020
27,1,True,True,10,32,0,True,active,4,2020-07-30 22:31:41+00:00,0,32,False,,,2020-07-30 22:31:50,2020
28,0,True,True,4,33,0,True,active,23,2020-07-30 22:23:20+00:00,0,33,False,,,2020-07-30 22:31:50,2020
29,0,True,True,19,35,0,True,active,4,2020-07-30 22:29:26+00:00,0,35,False,,,2020-07-30 22:31:50,2020
30,0,True,True,30,36,0,True,active,3,2020-07-30 22:29:43+00:00,0,36,True,,,2020-07-30 22:31:50,2020
31,0,True,True,13,37,0,True,active,2,2020-07-30 18:12:44+00:00,0,37,True,,,2020-07-30 22:31:50,2020
32,0,True,True,18,39,0,True,active,5,2020-07-30 22:26:39+00:00,0,39,False,,,2020-07-30 22:31:50,2020
