,is_returning,num_ebikes_available,is_renting,num_docks_available,station_id,station_status,is_installed,num_bikes_available,eightd_has_available_keys,num_bikes_disabled,num_docks_disabled,last_reported,legacy_id,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,0,True,0,3,active,True,15,True,0,0,2020-07-27 17:44:10+00:00,3,,,2020-07-27 18:35:20,2020
1,True,0,True,9,4,active,True,10,False,0,0,2020-07-27 18:13:26+00:00,4,,,2020-07-27 18:35:20,2020
2,True,0,True,12,5,active,True,3,False,0,0,2020-07-27 18:02:06+00:00,5,,,2020-07-27 18:35:20,2020
3,True,0,True,4,6,active,True,9,False,2,0,2020-07-27 18:32:53+00:00,6,,,2020-07-27 18:35:20,2020
4,True,0,True,4,7,active,True,11,False,0,0,2020-07-27 16:43:39+00:00,7,,,2020-07-27 18:35:20,2020
5,True,0,True,11,8,active,True,7,False,1,0,2020-07-27 18:17:48+00:00,8,,,2020-07-27 18:35:20,2020
6,True,0,True,1,9,active,True,13,False,1,0,2020-07-27 18:25:59+00:00,9,,,2020-07-27 18:35:20,2020
7,True,0,True,4,10,active,True,6,False,1,0,2020-07-27 17:26:00+00:00,10,,,2020-07-27 18:35:20,2020
8,True,0,True,4,11,active,True,11,False,0,0,2020-07-27 18:27:26+00:00,11,"{'valet_revision': 69, 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'off_dock_count': 59, 'off_dock_capacity': 50, 'active': True}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-27 18:35:20,2020
9,True,0,True,1,12,active,True,17,True,0,0,2020-07-27 17:23:19+00:00,12,,,2020-07-27 18:35:20,2020
10,True,0,True,1,13,active,True,15,False,3,0,2020-07-27 18:19:25+00:00,13,,,2020-07-27 18:35:20,2020
11,True,0,True,11,14,active,True,14,False,0,0,2020-07-27 18:31:50+00:00,14,,,2020-07-27 18:35:20,2020
12,True,0,True,8,15,active,True,6,False,1,0,2020-07-27 18:07:58+00:00,15,,,2020-07-27 18:35:20,2020
13,True,0,True,8,16,active,True,10,True,1,0,2020-07-27 17:52:49+00:00,16,,,2020-07-27 18:35:20,2020
14,True,0,True,8,17,active,True,7,False,0,0,2020-07-27 18:29:27+00:00,17,,,2020-07-27 18:35:20,2020
15,True,0,True,15,19,active,True,0,False,0,0,2020-07-27 18:27:33+00:00,19,,,2020-07-27 18:35:20,2020
16,True,0,True,20,20,active,True,2,True,1,0,2020-07-27 17:59:38+00:00,20,,,2020-07-27 18:35:20,2020
17,True,0,True,2,21,active,True,15,True,1,0,2020-07-27 18:33:17+00:00,21,,,2020-07-27 18:35:20,2020
18,True,0,True,37,22,active,True,9,True,1,0,2020-07-27 17:45:59+00:00,22,,,2020-07-27 18:35:20,2020
19,True,0,True,8,23,active,True,13,True,0,0,2020-07-27 18:32:41+00:00,23,,,2020-07-27 18:35:20,2020
20,True,0,True,11,24,active,True,8,False,0,0,2020-07-27 17:59:42+00:00,24,,,2020-07-27 18:35:20,2020
21,True,0,True,9,25,active,True,6,False,0,0,2020-07-27 18:07:47+00:00,25,,,2020-07-27 18:35:20,2020
22,True,0,True,2,26,active,True,13,False,0,0,2020-07-27 18:09:23+00:00,26,,,2020-07-27 18:35:20,2020
23,True,0,True,4,27,active,True,17,False,2,0,2020-07-27 18:27:14+00:00,27,,,2020-07-27 18:35:20,2020
24,True,0,True,0,29,active,True,14,False,1,0,2020-07-27 13:01:51+00:00,29,,,2020-07-27 18:35:20,2020
25,True,0,True,0,30,active,True,15,False,0,0,2020-07-27 17:13:58+00:00,30,,,2020-07-27 18:35:20,2020
26,True,0,True,13,31,active,True,6,True,0,0,2020-07-27 18:17:47+00:00,31,,,2020-07-27 18:35:20,2020
27,True,0,True,14,32,active,True,1,False,0,0,2020-07-27 18:24:56+00:00,32,,,2020-07-27 18:35:20,2020
28,True,0,True,19,33,active,True,7,False,1,0,2020-07-27 18:23:13+00:00,33,,,2020-07-27 18:35:20,2020
29,True,0,True,4,35,active,True,19,False,0,0,2020-07-27 18:28:01+00:00,35,,,2020-07-27 18:35:20,2020
30,True,0,True,5,36,active,True,28,True,0,0,2020-07-27 18:31:29+00:00,36,,,2020-07-27 18:35:20,2020
31,True,0,True,15,37,active,True,0,True,0,0,2020-07-27 16:09:57+00:00,37,,,2020-07-27 18:35:20,2020
32,True,0,True,4,39,active,True,19,False,0,0,2020-07-27 18:16:52+00:00,39,,,2020-07-27 18:35:20,2020
33,True,0,True,10,40,active,True,9,False,0,0,2020-07-27 18:33:48+00:00,40,,,2020-07-27 18:35:20,2020
34,True,0,True,23,41,active,True,3,True,1,0,2020-07-27 18:23:19+00:00,41,,,2020-07-27 18:35:20,2020
35,True,0,True,0,42,active,True,21,False,2,0,2020-07-27 17:37:10+00:00,42,,,2020-07-27 18:35:20,2020
36,True,0,True,15,43,active,True,0,False,0,0,2020-07-27 17:47:33+00:00,43,,,2020-07-27 18:35:20,2020
37,True,0,True,17,44,active,True,6,False,0,0,2020-07-27 16:42:13+00:00,44,,,2020-07-27 18:35:20,2020
38,True,0,True,7,46,active,True,11,False,1,0,2020-07-27 18:22:03+00:00,46,,,2020-07-27 18:35:20,2020
39,True,0,True,18,47,active,True,1,True,0,0,2020-07-27 18:27:16+00:00,47,,,2020-07-27 18:35:20,2020
40,True,0,True,11,48,active,True,8,False,0,0,2020-07-27 18:19:47+00:00,48,,,2020-07-27 18:35:20,2020
41,True,0,True,3,49,active,True,15,False,0,0,2020-07-27 18:10:49+00:00,49,,,2020-07-27 18:35:20,2020
42,True,0,True,4,50,active,True,10,True,1,0,2020-07-27 18:01:10+00:00,50,,,2020-07-27 18:35:20,2020
43,True,0,True,3,51,active,True,9,False,3,0,2020-07-27 17:59:15+00:00,51,,,2020-07-27 18:35:20,2020
44,True,0,True,15,52,active,True,8,True,0,0,2020-07-27 18:28:25+00:00,52,,,2020-07-27 18:35:20,2020
45,True,0,True,17,53,active,True,0,False,2,0,2020-07-27 18:15:33+00:00,53,,,2020-07-27 18:35:20,2020
46,True,0,True,4,54,active,True,11,False,0,0,2020-07-27 17:51:27+00:00,54,,,2020-07-27 18:35:20,2020
47,True,0,True,8,55,active,True,7,False,0,0,2020-07-27 18:23:55+00:00,55,,,2020-07-27 18:35:20,2020
48,True,0,True,3,56,active,True,15,True,0,0,2020-07-27 17:38:27+00:00,56,,,2020-07-27 18:35:20,2020
49,True,0,True,7,57,active,True,7,True,0,0,2020-07-27 18:14:25+00:00,57,,,2020-07-27 18:35:20,2020
50,True,0,True,5,58,active,True,13,True,1,0,2020-07-27 18:06:28+00:00,58,,,2020-07-27 18:35:20,2020
51,True,0,True,13,59,active,True,6,True,0,0,2020-07-27 17:35:32+00:00,59,,,2020-07-27 18:35:20,2020
52,True,0,True,7,60,active,True,12,False,0,0,2020-07-27 18:34:43+00:00,60,"{'valet_revision': 57, 'dock_blocked_count': 0, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'off_dock_count': 43, 'off_dock_capacity': 40, 'active': True}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-07-27 18:35:20,2020
53,True,0,True,18,61,active,True,1,False,0,0,2020-07-27 18:33:28+00:00,61,,,2020-07-27 18:35:20,2020
54,True,0,True,0,63,active,True,15,False,0,0,2020-07-27 16:14:51+00:00,63,,,2020-07-27 18:35:20,2020
55,True,0,True,9,64,active,True,9,False,1,0,2020-07-27 18:28:19+00:00,64,,,2020-07-27 18:35:20,2020
56,True,0,True,19,65,active,True,3,False,1,0,2020-07-27 17:45:45+00:00,65,,,2020-07-27 18:35:20,2020
57,True,0,True,14,66,active,True,1,False,0,0,2020-07-27 18:32:16+00:00,66,,,2020-07-27 18:35:20,2020
58,True,0,True,10,67,active,True,16,True,1,0,2020-07-27 18:32:33+00:00,67,,,2020-07-27 18:35:20,2020
59,True,0,True,15,68,active,True,3,True,1,0,2020-07-27 18:26:23+00:00,68,,,2020-07-27 18:35:20,2020
60,True,0,True,17,69,active,True,0,True,2,0,2020-07-27 18:19:04+00:00,69,,,2020-07-27 18:35:20,2020
61,True,0,True,10,70,active,True,13,False,0,0,2020-07-27 18:18:51+00:00,70,,,2020-07-27 18:35:20,2020
62,True,0,True,16,71,active,True,7,False,0,0,2020-07-27 18:11:43+00:00,71,,,2020-07-27 18:35:20,2020
63,True,0,True,10,72,active,True,13,False,0,0,2020-07-27 17:46:21+00:00,72,,,2020-07-27 18:35:20,2020
64,True,0,True,3,73,active,True,11,False,1,0,2020-07-27 17:57:25+00:00,73,,,2020-07-27 18:35:20,2020
65,True,0,True,2,74,active,True,17,True,0,0,2020-07-27 18:05:19+00:00,74,,,2020-07-27 18:35:20,2020
66,True,0,True,15,75,active,True,0,False,0,0,2020-07-27 17:30:23+00:00,75,,,2020-07-27 18:35:20,2020
67,True,0,True,8,76,active,True,9,False,0,0,2020-07-27 18:15:19+00:00,76,,,2020-07-27 18:35:20,2020
68,True,0,True,10,77,active,True,3,False,2,0,2020-07-27 18:14:26+00:00,77,,,2020-07-27 18:35:20,2020
69,True,0,True,6,78,active,True,11,False,2,0,2020-07-27 18:20:44+00:00,78,,,2020-07-27 18:35:20,2020
70,True,0,True,18,79,active,True,1,False,0,0,2020-07-27 18:31:07+00:00,79,,,2020-07-27 18:35:20,2020
71,True,0,True,6,80,active,True,27,False,2,0,2020-07-27 18:35:01+00:00,80,,,2020-07-27 18:35:20,2020
72,False,0,False,18,81,active,True,0,False,1,0,2020-07-27 16:57:02+00:00,81,,,2020-07-27 18:35:20,2020
73,False,0,False,12,82,active,True,3,False,0,0,2020-07-27 14:51:09+00:00,82,,,2020-07-27 18:35:20,2020
74,True,0,True,9,84,active,True,6,False,0,0,2020-07-27 18:23:32+00:00,84,,,2020-07-27 18:35:20,2020
75,True,0,True,4,85,active,True,15,False,0,0,2020-07-27 18:26:45+00:00,85,,,2020-07-27 18:35:20,2020
76,True,0,True,8,86,active,True,11,False,0,0,2020-07-27 18:10:32+00:00,86,,,2020-07-27 18:35:20,2020
77,True,0,True,12,87,active,True,3,False,0,0,2020-07-27 18:25:31+00:00,87,,,2020-07-27 18:35:20,2020
78,True,0,True,12,89,active,True,6,False,1,0,2020-07-27 16:38:34+00:00,89,,,2020-07-27 18:35:20,2020
79,True,0,True,7,90,active,True,12,False,0,0,2020-07-27 18:29:28+00:00,90,,,2020-07-27 18:35:20,2020
80,True,0,True,7,91,active,True,12,False,0,0,2020-07-27 18:35:09+00:00,91,,,2020-07-27 18:35:20,2020
81,True,0,True,3,92,active,True,15,False,1,0,2020-07-27 13:03:48+00:00,92,,,2020-07-27 18:35:20,2020
