,station_status,num_bikes_disabled,eightd_has_available_keys,num_ebikes_available,is_installed,last_reported,legacy_id,num_docks_available,is_returning,is_renting,num_docks_disabled,num_bikes_available,station_id,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,active,0,False,0,True,2020-08-18 18:12:37+00:00,3,0,True,True,0,15,3,,,2020-08-18 19:55:20,2020
1,active,0,False,0,True,2020-08-18 19:39:09+00:00,4,16,True,True,0,3,4,,,2020-08-18 19:55:20,2020
2,active,1,False,0,True,2020-08-18 19:53:20+00:00,5,8,True,True,0,6,5,,,2020-08-18 19:55:20,2020
3,active,1,False,0,True,2020-08-18 19:47:25+00:00,6,6,True,True,0,8,6,,,2020-08-18 19:55:20,2020
4,active,1,False,0,True,2020-08-18 19:33:23+00:00,7,8,True,True,0,6,7,,,2020-08-18 19:55:20,2020
5,active,3,False,0,True,2020-08-18 19:36:45+00:00,8,14,True,True,0,2,8,,,2020-08-18 19:55:20,2020
6,active,1,False,0,True,2020-08-18 19:49:03+00:00,9,12,True,True,0,2,9,,,2020-08-18 19:55:20,2020
7,active,0,False,0,True,2020-08-18 19:21:47+00:00,10,11,True,True,0,0,10,,,2020-08-18 19:55:20,2020
8,active,1,False,0,True,2020-08-18 19:46:06+00:00,11,6,True,True,0,8,11,"{'off_dock_capacity': 50, 'dock_blocked_count': 0, 'valet_revision': 92, 'region': 'BOS', 'off_dock_count': 53, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-18 19:55:20,2020
9,active,0,False,0,True,2020-08-18 19:53:59+00:00,12,12,True,True,0,6,12,,,2020-08-18 19:55:20,2020
10,active,0,False,0,True,2020-08-18 19:47:57+00:00,13,12,True,True,0,7,13,,,2020-08-18 19:55:20,2020
11,active,1,False,0,True,2020-08-18 19:52:10+00:00,14,9,True,True,0,15,14,,,2020-08-18 19:55:20,2020
12,active,1,False,0,True,2020-08-18 19:52:06+00:00,15,3,True,True,0,11,15,,,2020-08-18 19:55:20,2020
13,active,1,True,0,True,2020-08-18 19:45:45+00:00,16,16,True,True,0,2,16,,,2020-08-18 19:55:20,2020
14,active,0,False,0,True,2020-08-18 19:52:01+00:00,17,13,True,True,0,2,17,,,2020-08-18 19:55:20,2020
15,active,0,False,0,True,2020-08-18 19:52:37+00:00,19,11,True,True,0,4,19,,,2020-08-18 19:55:20,2020
16,active,0,True,0,True,2020-08-18 19:13:10+00:00,20,3,True,True,0,20,20,,,2020-08-18 19:55:20,2020
17,active,0,True,0,True,2020-08-18 19:36:56+00:00,21,12,True,True,0,6,21,,,2020-08-18 19:55:20,2020
18,active,1,True,0,True,2020-08-18 19:43:00+00:00,22,36,True,True,0,10,22,,,2020-08-18 19:55:20,2020
19,active,0,False,0,True,2020-08-18 19:54:25+00:00,23,7,True,True,0,14,23,,,2020-08-18 19:55:20,2020
20,active,1,False,0,True,2020-08-18 19:25:48+00:00,24,8,True,True,0,10,24,,,2020-08-18 19:55:20,2020
21,active,0,False,0,True,2020-08-18 19:47:19+00:00,25,13,True,True,0,2,25,,,2020-08-18 19:55:20,2020
22,active,0,False,0,True,2020-08-18 19:54:51+00:00,26,8,True,True,0,7,26,,,2020-08-18 19:55:20,2020
23,active,0,False,0,True,2020-08-18 19:31:27+00:00,27,4,True,True,0,19,27,,,2020-08-18 19:55:20,2020
24,active,1,False,0,True,2020-08-18 19:28:32+00:00,29,9,True,True,0,5,29,,,2020-08-18 19:55:20,2020
25,active,1,False,0,True,2020-08-18 19:45:45+00:00,30,9,True,True,0,5,30,,,2020-08-18 19:55:20,2020
26,active,0,True,0,True,2020-08-18 19:08:45+00:00,31,15,True,True,0,4,31,,,2020-08-18 19:55:20,2020
27,active,0,False,0,True,2020-08-18 19:49:43+00:00,32,3,True,True,0,12,32,,,2020-08-18 19:55:20,2020
28,active,0,False,0,True,2020-08-18 19:37:44+00:00,33,6,True,True,0,21,33,,,2020-08-18 19:55:20,2020
29,active,0,False,0,True,2020-08-18 19:12:19+00:00,35,7,True,True,0,16,35,,,2020-08-18 19:55:20,2020
30,active,0,True,0,True,2020-08-18 19:48:36+00:00,36,11,True,True,0,22,36,,,2020-08-18 19:55:20,2020
31,active,0,True,0,True,2020-08-18 19:15:16+00:00,37,0,True,True,0,15,37,,,2020-08-18 19:55:20,2020
32,active,1,False,0,True,2020-08-18 19:45:35+00:00,39,12,True,True,0,10,39,,,2020-08-18 19:55:20,2020
33,active,0,False,0,True,2020-08-18 19:42:19+00:00,40,8,True,True,0,11,40,,,2020-08-18 19:55:20,2020
34,active,1,True,0,True,2020-08-18 19:48:24+00:00,41,20,True,True,0,6,41,,,2020-08-18 19:55:20,2020
35,active,1,False,0,True,2020-08-18 19:34:43+00:00,42,7,True,True,0,15,42,,,2020-08-18 19:55:20,2020
36,active,0,True,0,True,2020-08-18 19:42:08+00:00,43,8,True,True,0,7,43,,,2020-08-18 19:55:20,2020
37,active,0,False,0,True,2020-08-18 19:51:34+00:00,44,3,True,True,0,20,44,,,2020-08-18 19:55:20,2020
38,active,0,False,0,True,2020-08-18 19:54:48+00:00,46,14,True,True,0,5,46,,,2020-08-18 19:55:20,2020
39,active,0,True,0,True,2020-08-18 19:35:12+00:00,47,17,True,True,0,2,47,,,2020-08-18 19:55:20,2020
