,station_status,eightd_has_available_keys,is_returning,num_ebikes_available,last_reported,is_installed,num_docks_available,legacy_id,num_docks_disabled,is_renting,num_bikes_available,num_bikes_disabled,station_id,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,active,False,True,0,2020-08-21 18:50:07+00:00,True,0,3,0,True,15,0,3,,,2020-08-21 18:55:25,2020
1,active,False,True,0,2020-08-21 18:32:18+00:00,True,8,4,0,True,11,0,4,,,2020-08-21 18:55:25,2020
2,active,False,True,0,2020-08-21 18:51:59+00:00,True,7,5,0,True,8,0,5,,,2020-08-21 18:55:25,2020
3,active,False,True,0,2020-08-21 18:51:29+00:00,True,4,6,0,True,9,2,6,,,2020-08-21 18:55:25,2020
4,active,False,True,0,2020-08-21 18:00:50+00:00,True,12,7,0,True,3,0,7,,,2020-08-21 18:55:25,2020
5,active,False,True,0,2020-08-21 18:53:50+00:00,True,11,8,0,True,7,1,8,,,2020-08-21 18:55:25,2020
6,active,False,True,0,2020-08-21 18:54:07+00:00,True,12,9,0,True,3,0,9,,,2020-08-21 18:55:25,2020
7,active,False,True,0,2020-08-21 18:44:23+00:00,True,3,10,0,True,8,0,10,,,2020-08-21 18:55:25,2020
8,active,False,True,0,2020-08-21 18:53:10+00:00,True,5,11,0,True,10,0,11,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_count': 71, 'valet_revision': 100, 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'active': True, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",2020-08-21 18:55:25,2020
9,active,True,True,0,2020-08-21 18:55:05+00:00,True,3,12,0,True,14,1,12,,,2020-08-21 18:55:25,2020
10,active,False,True,0,2020-08-21 18:50:41+00:00,True,5,13,0,True,14,0,13,,,2020-08-21 18:55:25,2020
11,active,False,True,0,2020-08-21 18:54:29+00:00,True,2,14,0,True,22,1,14,,,2020-08-21 18:55:25,2020
12,active,False,True,0,2020-08-21 18:28:09+00:00,True,2,15,0,True,13,0,15,,,2020-08-21 18:55:25,2020
13,active,True,True,0,2020-08-21 18:47:10+00:00,True,12,16,0,True,7,0,16,,,2020-08-21 18:55:25,2020
14,active,False,True,0,2020-08-21 18:51:49+00:00,True,14,17,0,True,1,0,17,,,2020-08-21 18:55:25,2020
15,active,False,True,0,2020-08-21 18:54:04+00:00,True,12,19,0,True,3,0,19,,,2020-08-21 18:55:25,2020
16,active,True,True,0,2020-08-21 18:34:02+00:00,True,6,20,0,True,17,0,20,,,2020-08-21 18:55:25,2020
17,active,True,True,0,2020-08-21 18:44:20+00:00,True,12,21,0,True,6,0,21,,,2020-08-21 18:55:25,2020
18,active,True,True,0,2020-08-21 18:47:36+00:00,True,35,22,0,True,12,0,22,,,2020-08-21 18:55:25,2020
19,active,False,True,0,2020-08-21 18:46:13+00:00,True,4,23,0,True,17,0,23,,,2020-08-21 18:55:25,2020
20,active,False,True,0,2020-08-21 18:33:08+00:00,True,17,24,0,True,1,1,24,,,2020-08-21 18:55:25,2020
21,active,False,True,0,2020-08-21 18:47:06+00:00,True,14,25,0,True,1,0,25,,,2020-08-21 18:55:25,2020
22,active,False,True,0,2020-08-21 18:41:28+00:00,True,4,26,0,True,11,0,26,,,2020-08-21 18:55:25,2020
23,active,False,True,0,2020-08-21 18:47:36+00:00,True,17,27,0,True,6,0,27,,,2020-08-21 18:55:25,2020
24,active,False,True,0,2020-08-21 18:41:14+00:00,True,11,29,0,True,4,0,29,,,2020-08-21 18:55:25,2020
25,active,False,True,0,2020-08-21 18:46:01+00:00,True,1,30,0,True,14,0,30,,,2020-08-21 18:55:25,2020
26,active,True,True,0,2020-08-21 18:39:36+00:00,True,17,31,0,True,2,0,31,,,2020-08-21 18:55:25,2020
27,active,False,True,0,2020-08-21 18:47:58+00:00,True,7,32,0,True,7,1,32,,,2020-08-21 18:55:25,2020
28,active,True,True,0,2020-08-21 18:49:43+00:00,True,20,33,0,True,7,0,33,,,2020-08-21 18:55:25,2020
29,active,False,True,0,2020-08-21 18:55:00+00:00,True,9,35,0,True,14,0,35,,,2020-08-21 18:55:25,2020
30,active,True,True,0,2020-08-21 18:47:03+00:00,True,13,36,0,True,20,0,36,,,2020-08-21 18:55:25,2020
31,active,True,True,0,2020-08-21 18:49:45+00:00,True,11,37,0,True,4,0,37,,,2020-08-21 18:55:25,2020
