,num_bikes_disabled,is_returning,is_renting,num_docks_available,legacy_id,num_docks_disabled,is_installed,station_status,num_bikes_available,last_reported,num_ebikes_available,station_id,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,True,True,6,3,0,True,active,9,2020-07-30 19:35:04+00:00,0,3,True,,,2020-07-30 20:08:55,2020
1,0,True,True,9,4,0,True,active,10,2020-07-30 20:02:37+00:00,0,4,False,,,2020-07-30 20:08:55,2020
2,0,True,True,6,5,0,True,active,9,2020-07-30 19:59:51+00:00,0,5,False,,,2020-07-30 20:08:55,2020
3,0,True,True,6,6,0,True,active,9,2020-07-30 20:04:25+00:00,0,6,False,,,2020-07-30 20:08:55,2020
4,1,True,True,1,7,0,True,active,13,2020-07-30 19:48:09+00:00,0,7,False,,,2020-07-30 20:08:55,2020
5,2,True,True,10,8,0,True,active,7,2020-07-30 19:58:01+00:00,0,8,False,,,2020-07-30 20:08:55,2020
6,0,True,True,10,9,0,True,active,5,2020-07-30 19:52:13+00:00,0,9,False,,,2020-07-30 20:08:55,2020
7,0,True,True,10,10,0,True,active,1,2020-07-30 20:02:26+00:00,0,10,False,,,2020-07-30 20:08:55,2020
8,0,True,True,10,11,0,True,active,5,2020-07-30 20:06:18+00:00,0,11,False,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 73, 'off_dock_capacity': 50, 'off_dock_count': 64, 'dock_blocked_count': 0, 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS'}",2020-07-30 20:08:55,2020
9,1,True,True,12,12,0,True,active,5,2020-07-30 19:57:22+00:00,0,12,True,,,2020-07-30 20:08:55,2020
10,0,True,True,6,13,0,True,active,13,2020-07-30 19:56:55+00:00,0,13,False,,,2020-07-30 20:08:55,2020
11,0,True,True,6,14,0,True,active,19,2020-07-30 20:05:02+00:00,0,14,False,,,2020-07-30 20:08:55,2020
12,0,True,True,5,15,0,True,active,10,2020-07-30 19:42:44+00:00,0,15,False,,,2020-07-30 20:08:55,2020
13,2,True,True,7,16,0,True,active,10,2020-07-30 19:59:31+00:00,0,16,True,,,2020-07-30 20:08:55,2020
14,0,True,True,6,17,0,True,active,9,2020-07-30 20:02:54+00:00,0,17,False,,,2020-07-30 20:08:55,2020
15,0,True,True,12,19,0,True,active,3,2020-07-30 19:44:37+00:00,0,19,False,,,2020-07-30 20:08:55,2020
16,0,True,True,13,20,0,True,active,10,2020-07-30 19:50:43+00:00,0,20,True,,,2020-07-30 20:08:55,2020
17,0,True,True,8,21,0,True,active,10,2020-07-30 18:50:49+00:00,0,21,True,,,2020-07-30 20:08:55,2020
18,0,True,True,40,22,0,True,active,7,2020-07-30 19:40:50+00:00,0,22,True,,,2020-07-30 20:08:55,2020
19,0,True,True,10,23,0,True,active,11,2020-07-30 20:08:45+00:00,0,23,True,,,2020-07-30 20:08:55,2020
20,1,True,True,0,24,0,True,active,18,2020-07-30 19:18:40+00:00,0,24,False,,,2020-07-30 20:08:55,2020
21,0,True,True,8,25,0,True,active,7,2020-07-30 19:47:57+00:00,0,25,False,,,2020-07-30 20:08:55,2020
22,2,True,True,10,26,0,True,active,3,2020-07-30 20:03:18+00:00,0,26,False,,,2020-07-30 20:08:55,2020
23,2,True,True,19,27,0,True,active,2,2020-07-30 20:08:23+00:00,0,27,False,,,2020-07-30 20:08:55,2020
24,0,True,True,4,29,0,True,active,11,2020-07-30 19:55:42+00:00,0,29,False,,,2020-07-30 20:08:55,2020
25,0,True,True,5,30,0,True,active,10,2020-07-30 19:58:15+00:00,0,30,False,,,2020-07-30 20:08:55,2020
26,1,True,True,9,31,0,True,active,9,2020-07-30 15:39:12+00:00,0,31,True,,,2020-07-30 20:08:55,2020
27,1,True,True,6,32,0,True,active,8,2020-07-30 20:04:19+00:00,0,32,False,,,2020-07-30 20:08:55,2020
28,2,True,True,6,33,0,True,active,19,2020-07-30 20:07:40+00:00,0,33,False,,,2020-07-30 20:08:55,2020
29,0,True,True,5,35,0,True,active,18,2020-07-30 20:02:55+00:00,0,35,False,,,2020-07-30 20:08:55,2020
30,0,True,True,27,36,0,True,active,6,2020-07-30 19:46:59+00:00,0,36,True,,,2020-07-30 20:08:55,2020
31,0,True,True,13,37,0,True,active,2,2020-07-30 18:12:44+00:00,0,37,True,,,2020-07-30 20:08:55,2020
32,0,True,True,6,39,0,True,active,17,2020-07-30 20:06:54+00:00,0,39,False,,,2020-07-30 20:08:55,2020
33,1,True,True,15,40,0,True,active,3,2020-07-30 20:07:30+00:00,0,40,False,,,2020-07-30 20:08:55,2020
34,1,True,True,15,41,0,True,active,11,2020-07-30 20:02:31+00:00,0,41,True,,,2020-07-30 20:08:55,2020
35,0,True,True,1,42,0,True,active,22,2020-07-30 19:45:48+00:00,0,42,False,,,2020-07-30 20:08:55,2020
36,0,True,True,3,43,0,True,active,12,2020-07-30 19:30:43+00:00,0,43,True,,,2020-07-30 20:08:55,2020
37,0,True,True,0,44,0,True,active,23,2020-07-30 19:52:28+00:00,0,44,False,,,2020-07-30 20:08:55,2020
38,0,True,True,18,46,0,True,active,1,2020-07-30 20:01:54+00:00,0,46,False,,,2020-07-30 20:08:55,2020
39,1,True,True,13,47,0,True,active,5,2020-07-30 20:07:14+00:00,0,47,True,,,2020-07-30 20:08:55,2020
40,0,True,True,10,48,0,True,active,9,2020-07-30 18:23:45+00:00,0,48,False,,,2020-07-30 20:08:55,2020
41,0,True,True,15,49,0,True,active,3,2020-07-30 19:56:08+00:00,0,49,False,,,2020-07-30 20:08:55,2020
42,0,True,True,12,50,0,True,active,3,2020-07-30 19:37:44+00:00,0,50,True,,,2020-07-30 20:08:55,2020
43,1,True,True,10,51,0,True,active,4,2020-07-30 18:20:15+00:00,0,51,False,,,2020-07-30 20:08:55,2020
44,0,True,True,21,52,0,True,active,2,2020-07-30 19:57:21+00:00,0,52,True,,,2020-07-30 20:08:55,2020
