,is_returning,station_status,station_id,num_docks_disabled,num_ebikes_available,num_docks_available,is_installed,last_reported,eightd_has_available_keys,num_bikes_disabled,num_bikes_available,legacy_id,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
210,True,active,272,0,0,11,True,2020-08-21 10:57:50+00:00,False,0,8,272,True,,,2020-08-21 19:56:40,2020
211,True,active,273,0,0,9,True,2020-08-21 19:39:32+00:00,False,0,31,273,True,,,2020-08-21 19:56:40,2020
212,True,active,279,0,0,2,True,2020-08-21 18:55:07+00:00,False,0,17,279,True,,,2020-08-21 19:56:40,2020
213,True,active,280,0,0,6,True,2020-08-21 19:40:57+00:00,False,0,13,280,True,,,2020-08-21 19:56:40,2020
214,True,active,282,0,0,12,True,2020-08-21 19:29:21+00:00,False,0,3,282,True,,,2020-08-21 19:56:40,2020
215,True,active,296,0,0,12,True,2020-08-21 19:47:54+00:00,False,1,10,296,True,,,2020-08-21 19:56:40,2020
216,True,active,318,0,0,3,True,2020-08-21 19:49:00+00:00,False,0,16,318,True,,,2020-08-21 19:56:40,2020
217,True,active,319,0,0,23,True,2020-08-21 18:10:26+00:00,False,0,2,319,True,,,2020-08-21 19:56:40,2020
218,True,active,327,0,0,12,True,2020-08-21 19:56:10+00:00,False,0,3,327,True,,,2020-08-21 19:56:40,2020
219,True,active,328,0,0,6,True,2020-08-21 19:54:31+00:00,False,0,9,328,True,,,2020-08-21 19:56:40,2020
220,True,active,329,0,0,11,True,2020-08-21 17:37:04+00:00,False,0,4,329,True,,,2020-08-21 19:56:40,2020
221,True,active,330,0,0,2,True,2020-08-21 18:09:06+00:00,False,0,13,330,True,,,2020-08-21 19:56:40,2020
222,True,active,331,0,0,1,True,2020-08-21 19:16:23+00:00,False,0,14,331,True,,,2020-08-21 19:56:40,2020
223,True,active,332,0,0,14,True,2020-08-21 19:51:59+00:00,False,0,1,332,True,,,2020-08-21 19:56:40,2020
224,True,active,333,0,0,6,True,2020-08-21 18:51:37+00:00,False,0,19,333,True,,,2020-08-21 19:56:40,2020
225,True,active,334,0,0,6,True,2020-08-21 19:27:28+00:00,False,0,13,334,True,,,2020-08-21 19:56:40,2020
226,True,active,335,0,0,16,True,2020-08-21 19:56:03+00:00,False,0,3,335,True,,,2020-08-21 19:56:40,2020
227,True,active,336,0,0,11,True,2020-08-21 18:21:03+00:00,False,0,4,336,True,,,2020-08-21 19:56:40,2020
228,True,active,337,0,0,2,True,2020-08-21 15:48:41+00:00,False,0,13,337,True,,,2020-08-21 19:56:40,2020
229,True,active,338,0,0,13,True,2020-08-21 19:56:27+00:00,False,0,2,338,True,,,2020-08-21 19:56:40,2020
230,True,active,339,0,0,0,True,2020-08-21 11:39:52+00:00,False,0,15,339,True,,,2020-08-21 19:56:40,2020
231,True,active,340,0,0,4,True,2020-08-21 08:56:34+00:00,False,0,15,340,True,,,2020-08-21 19:56:40,2020
232,True,active,341,0,0,3,True,2020-08-21 16:22:12+00:00,True,0,12,341,True,,,2020-08-21 19:56:40,2020
233,True,active,342,0,0,14,True,2020-08-21 19:43:32+00:00,False,1,0,342,True,,,2020-08-21 19:56:40,2020
234,True,active,343,0,0,12,True,2020-08-21 08:51:37+00:00,False,0,3,343,True,,,2020-08-21 19:56:40,2020
235,True,active,344,0,0,17,True,2020-08-21 16:53:26+00:00,False,0,2,344,True,,,2020-08-21 19:56:40,2020
236,True,active,345,0,0,17,True,2020-08-21 19:55:47+00:00,False,1,1,345,True,,,2020-08-21 19:56:40,2020
237,True,active,346,0,0,14,True,2020-08-21 19:33:43+00:00,False,0,1,346,True,,,2020-08-21 19:56:40,2020
238,True,active,347,0,0,1,True,2020-08-21 18:50:00+00:00,False,0,14,347,True,,,2020-08-21 19:56:40,2020
239,True,active,348,0,0,9,True,2020-08-21 18:44:25+00:00,False,0,6,348,True,,,2020-08-21 19:56:40,2020
240,True,active,349,0,0,13,True,2020-08-21 18:44:35+00:00,False,0,4,349,True,,,2020-08-21 19:56:40,2020
241,True,active,350,0,0,5,True,2020-08-21 17:54:21+00:00,False,0,12,350,True,,,2020-08-21 19:56:40,2020
242,True,active,351,0,0,4,True,2020-08-21 18:52:32+00:00,False,0,11,351,True,,,2020-08-21 19:56:40,2020
243,True,active,352,0,0,15,True,2020-08-21 19:43:06+00:00,False,0,0,352,True,,,2020-08-21 19:56:40,2020
244,True,active,353,0,0,7,True,2020-08-21 13:30:07+00:00,True,0,8,353,True,,,2020-08-21 19:56:40,2020
245,True,active,354,0,0,15,True,2020-08-21 14:25:49+00:00,False,0,0,354,True,,,2020-08-21 19:56:40,2020
246,True,active,355,0,0,0,True,2020-08-21 19:29:12+00:00,False,0,17,355,True,,,2020-08-21 19:56:40,2020
247,True,active,356,0,0,11,True,2020-08-21 19:28:21+00:00,False,0,12,356,True,,,2020-08-21 19:56:40,2020
248,True,active,357,0,0,1,True,2020-08-21 18:52:04+00:00,False,0,14,357,True,,,2020-08-21 19:56:40,2020
249,True,active,358,0,0,5,True,2020-08-21 19:10:10+00:00,False,0,14,358,True,,,2020-08-21 19:56:40,2020
250,True,active,359,0,0,11,True,2020-08-21 19:52:42+00:00,False,0,4,359,True,,,2020-08-21 19:56:40,2020
251,True,active,360,0,0,15,True,2020-08-21 19:24:02+00:00,False,0,0,360,True,,,2020-08-21 19:56:40,2020
252,True,active,361,0,0,6,True,2020-08-21 19:42:29+00:00,False,1,12,361,True,,,2020-08-21 19:56:40,2020
253,True,active,362,0,0,2,True,2020-08-21 19:51:30+00:00,False,0,17,362,True,,,2020-08-21 19:56:40,2020
254,True,active,363,0,0,16,True,2020-08-21 19:49:16+00:00,False,0,3,363,True,,,2020-08-21 19:56:40,2020
255,True,active,364,0,0,16,True,2020-08-21 19:55:00+00:00,False,1,2,364,True,,,2020-08-21 19:56:40,2020
256,True,active,365,0,0,10,True,2020-08-21 19:20:04+00:00,False,0,9,365,True,,,2020-08-21 19:56:40,2020
257,True,out_of_service,366,0,0,0,False,1970-01-02 00:00:00+00:00,False,0,0,366,True,,,2020-08-21 19:56:40,1970
258,True,active,367,0,0,4,True,2020-08-21 16:29:35+00:00,False,0,15,367,True,,,2020-08-21 19:56:40,2020
259,True,active,368,0,0,13,True,2020-08-21 18:01:46+00:00,False,0,2,368,True,,,2020-08-21 19:56:40,2020
260,True,active,369,0,0,5,True,2020-08-21 19:47:39+00:00,False,0,10,369,True,,,2020-08-21 19:56:40,2020
261,True,active,370,0,0,8,True,2020-08-21 19:50:32+00:00,False,0,11,370,True,,,2020-08-21 19:56:40,2020
262,True,active,371,0,0,18,True,2020-08-21 14:48:27+00:00,False,0,1,371,True,,,2020-08-21 19:56:40,2020
263,True,active,372,0,0,11,True,2020-08-21 19:55:11+00:00,False,1,7,372,True,,,2020-08-21 19:56:40,2020
264,True,active,373,0,0,5,True,2020-08-21 15:23:46+00:00,False,0,10,373,True,,,2020-08-21 19:56:40,2020
265,True,active,374,0,0,15,True,2020-08-21 19:53:27+00:00,False,1,3,374,True,,,2020-08-21 19:56:40,2020
266,True,active,376,0,0,8,True,2020-08-21 18:16:53+00:00,True,0,7,376,True,,,2020-08-21 19:56:40,2020
267,True,active,377,0,0,19,True,2020-08-21 19:48:49+00:00,False,0,0,377,True,,,2020-08-21 19:56:40,2020
268,True,active,378,0,0,6,True,2020-08-21 19:25:38+00:00,False,0,13,378,True,,,2020-08-21 19:56:40,2020
269,True,active,379,0,0,8,True,2020-08-21 19:56:02+00:00,False,0,7,379,True,,,2020-08-21 19:56:40,2020
270,True,active,380,0,0,17,True,2020-08-21 19:48:43+00:00,False,0,1,380,True,,,2020-08-21 19:56:40,2020
271,True,active,381,0,0,13,True,2020-08-21 19:36:19+00:00,False,0,6,381,True,,,2020-08-21 19:56:40,2020
272,True,active,384,0,0,4,True,2020-08-21 19:47:57+00:00,True,1,14,384,True,,,2020-08-21 19:56:40,2020
273,True,active,385,1,0,4,True,2020-08-21 19:23:46+00:00,False,0,10,385,True,,,2020-08-21 19:56:40,2020
274,True,active,386,0,0,15,True,2020-08-21 19:25:31+00:00,False,0,4,386,True,,,2020-08-21 19:56:40,2020
275,True,active,387,0,0,7,True,2020-08-21 19:10:25+00:00,False,0,8,387,True,,,2020-08-21 19:56:40,2020
276,True,active,388,0,0,3,True,2020-08-20 09:01:03+00:00,False,0,8,388,True,,,2020-08-21 19:56:40,2020
277,True,active,389,0,0,8,True,2020-08-21 18:44:35+00:00,False,0,6,389,True,,,2020-08-21 19:56:40,2020
278,True,active,390,0,0,6,True,2020-08-21 17:53:00+00:00,False,0,9,390,True,,,2020-08-21 19:56:40,2020
279,True,active,391,0,0,3,True,2020-08-21 18:52:20+00:00,False,0,12,391,True,,,2020-08-21 19:56:40,2020
280,True,active,392,0,0,9,True,2020-08-21 14:38:17+00:00,False,0,6,392,True,,,2020-08-21 19:56:40,2020
281,True,active,393,0,0,6,True,2020-08-21 18:49:16+00:00,False,0,9,393,True,,,2020-08-21 19:56:40,2020
282,True,active,394,0,0,14,True,2020-08-20 09:00:38+00:00,False,0,0,394,True,,,2020-08-21 19:56:40,2020
283,True,active,395,0,0,2,True,2020-08-21 19:01:22+00:00,False,0,13,395,True,,,2020-08-21 19:56:40,2020
284,True,active,396,0,0,2,True,2020-08-21 16:20:39+00:00,False,0,13,396,True,,,2020-08-21 19:56:40,2020
285,True,active,397,0,0,5,True,2020-08-21 14:41:02+00:00,False,0,10,397,True,,,2020-08-21 19:56:40,2020
286,True,active,398,0,0,5,True,2020-08-21 19:50:34+00:00,False,0,14,398,True,,,2020-08-21 19:56:40,2020
287,True,active,399,0,0,2,True,2020-08-21 17:46:54+00:00,False,0,13,399,True,,,2020-08-21 19:56:40,2020
288,True,active,400,0,0,6,True,2020-08-21 19:34:54+00:00,False,2,19,400,True,,,2020-08-21 19:56:40,2020
289,True,active,401,0,0,6,True,2020-08-21 19:55:21+00:00,False,0,9,401,True,,,2020-08-21 19:56:40,2020
290,True,active,402,0,0,11,True,2020-08-21 19:55:33+00:00,False,0,4,402,True,,,2020-08-21 19:56:40,2020
291,True,active,403,0,0,11,True,2020-08-21 19:52:19+00:00,False,1,3,403,True,,,2020-08-21 19:56:40,2020
292,True,active,404,0,0,14,True,2020-08-21 19:34:32+00:00,False,0,2,404,True,,,2020-08-21 19:56:40,2020
293,True,active,405,0,0,3,True,2020-08-21 19:54:13+00:00,False,0,16,405,True,,,2020-08-21 19:56:40,2020
294,True,active,406,0,0,10,True,2020-08-21 18:47:30+00:00,False,0,9,406,True,,,2020-08-21 19:56:40,2020
295,True,active,407,0,0,18,True,2020-08-21 19:56:25+00:00,False,1,0,407,True,,,2020-08-21 19:56:40,2020
296,True,active,408,0,0,8,True,2020-08-21 19:24:59+00:00,False,0,7,408,True,,,2020-08-21 19:56:40,2020
297,True,active,409,0,0,13,True,2020-08-21 19:34:19+00:00,False,1,5,409,True,,,2020-08-21 19:56:40,2020
298,True,active,410,0,0,17,True,2020-08-21 13:27:58+00:00,False,0,2,410,True,,,2020-08-21 19:56:40,2020
299,True,active,411,0,0,12,True,2020-08-21 08:55:53+00:00,False,0,3,411,True,,,2020-08-21 19:56:40,2020
300,True,active,412,0,0,5,True,2020-08-21 19:36:13+00:00,False,0,14,412,True,,,2020-08-21 19:56:40,2020
301,True,active,413,0,0,9,True,2020-08-21 19:46:58+00:00,False,1,9,413,True,,,2020-08-21 19:56:40,2020
302,True,active,414,0,0,18,True,2020-08-21 18:32:42+00:00,False,0,5,414,True,,,2020-08-21 19:56:40,2020
303,True,active,415,0,0,2,True,2020-08-21 18:46:14+00:00,False,0,17,415,True,,,2020-08-21 19:56:40,2020
304,True,active,416,0,0,12,True,2020-08-21 19:46:38+00:00,False,2,1,416,True,,,2020-08-21 19:56:40,2020
305,True,active,417,0,0,17,True,2020-08-21 19:55:22+00:00,False,0,2,417,True,,,2020-08-21 19:56:40,2020
306,True,active,419,0,0,0,True,2020-08-21 19:30:28+00:00,False,0,15,419,True,,,2020-08-21 19:56:40,2020
307,False,out_of_service,420,0,0,0,False,1970-01-02 00:00:00+00:00,False,0,0,420,False,,,2020-08-21 19:56:40,1970
308,True,active,421,0,0,12,True,2020-08-21 08:57:14+00:00,False,0,7,421,True,,,2020-08-21 19:56:40,2020
309,True,active,422,0,0,10,True,2020-08-21 08:57:39+00:00,False,0,5,422,True,,,2020-08-21 19:56:40,2020
310,True,active,423,0,0,8,True,2020-08-21 19:44:45+00:00,False,0,11,423,True,,,2020-08-21 19:56:40,2020
311,True,active,424,0,0,15,True,2020-08-21 15:45:49+00:00,False,0,4,424,True,,,2020-08-21 19:56:40,2020
312,True,active,425,0,0,15,True,2020-08-21 18:48:46+00:00,False,0,1,425,True,,,2020-08-21 19:56:40,2020
313,True,active,426,0,0,2,True,2020-08-21 19:52:57+00:00,False,0,25,426,True,,,2020-08-21 19:56:40,2020
314,True,active,427,0,0,19,True,2020-08-20 16:52:50+00:00,False,0,0,427,True,,,2020-08-21 19:56:40,2020
315,True,active,428,0,0,18,True,2020-08-21 17:34:39+00:00,False,0,1,428,True,,,2020-08-21 19:56:40,2020
316,True,active,430,0,0,4,True,2020-08-20 23:16:43+00:00,False,0,15,430,True,,,2020-08-21 19:56:40,2020
317,True,active,431,0,0,14,True,2020-08-21 16:43:22+00:00,False,0,1,431,True,,,2020-08-21 19:56:40,2020
318,True,active,432,0,0,12,True,2020-08-21 14:48:12+00:00,False,0,7,432,True,,,2020-08-21 19:56:40,2020
319,True,active,433,0,0,14,True,2020-08-21 17:40:20+00:00,False,0,5,433,True,,,2020-08-21 19:56:40,2020
320,True,active,434,0,0,19,True,2020-08-21 08:57:21+00:00,False,0,0,434,True,,,2020-08-21 19:56:40,2020
321,True,active,435,0,0,7,True,2020-08-21 17:31:11+00:00,False,0,8,435,True,,,2020-08-21 19:56:40,2020
322,True,active,436,0,0,8,True,2020-08-21 19:08:00+00:00,False,0,7,436,True,,,2020-08-21 19:56:40,2020
323,True,active,437,0,0,12,True,2020-08-21 19:43:23+00:00,False,0,7,437,True,,,2020-08-21 19:56:40,2020
324,True,active,440,0,0,4,True,2020-08-21 17:43:43+00:00,False,0,13,440,True,,,2020-08-21 19:56:40,2020
325,True,active,441,0,0,0,True,2020-08-21 19:23:16+00:00,False,0,19,441,True,,,2020-08-21 19:56:40,2020
326,True,active,442,0,0,1,True,2020-08-21 18:39:09+00:00,False,0,14,442,True,,,2020-08-21 19:56:40,2020
327,True,active,443,0,0,15,True,2020-08-21 18:19:40+00:00,False,0,4,443,True,,,2020-08-21 19:56:40,2020
328,True,active,445,0,0,8,True,2020-08-21 19:38:02+00:00,False,0,11,445,True,,,2020-08-21 19:56:40,2020
329,True,active,446,0,0,10,True,2020-08-21 19:24:43+00:00,False,0,2,446,True,,,2020-08-21 19:56:40,2020
330,True,active,447,0,0,19,True,2020-08-21 15:50:49+00:00,False,0,0,447,True,,,2020-08-21 19:56:40,2020
331,True,active,448,0,0,6,True,2020-08-21 07:50:58+00:00,False,0,5,448,True,,,2020-08-21 19:56:40,2020
332,True,out_of_service,449,0,0,0,False,1970-01-02 00:00:00+00:00,False,0,0,449,True,,,2020-08-21 19:56:40,1970
333,True,active,450,0,0,13,True,2020-08-21 19:50:09+00:00,False,0,2,450,True,,,2020-08-21 19:56:40,2020
334,True,active,451,0,0,13,True,2020-08-21 19:32:16+00:00,False,0,2,451,True,,,2020-08-21 19:56:40,2020
335,True,active,452,0,0,8,True,2020-08-21 19:47:49+00:00,False,0,7,452,True,,,2020-08-21 19:56:40,2020
336,True,active,453,0,0,9,True,2020-08-21 19:45:10+00:00,False,0,6,453,True,,,2020-08-21 19:56:40,2020
337,True,active,454,0,0,6,True,2020-08-21 19:43:15+00:00,False,0,9,454,True,,,2020-08-21 19:56:40,2020
338,True,active,455,0,0,6,True,2020-08-21 18:54:27+00:00,False,0,6,455,True,,,2020-08-21 19:56:40,2020
339,True,active,456,0,0,17,True,2020-08-21 18:53:13+00:00,False,0,2,456,True,,,2020-08-21 19:56:40,2020
340,True,active,457,0,0,2,True,2020-08-21 18:38:50+00:00,False,0,9,457,True,,,2020-08-21 19:56:40,2020
341,True,active,458,0,0,5,True,2020-08-21 19:40:01+00:00,False,0,6,458,True,,,2020-08-21 19:56:40,2020
342,True,active,459,0,0,15,True,2020-08-21 19:20:22+00:00,False,1,7,459,True,,,2020-08-21 19:56:40,2020
