,station_id,num_docks_available,eightd_has_available_keys,num_ebikes_available,is_renting,num_bikes_disabled,is_installed,station_status,last_reported,num_bikes_available,legacy_id,is_returning,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,7,False,0,True,0,True,active,2020-08-06 14:51:37+00:00,8,3,True,0,,,2020-08-06 15:14:00,2020
1,4,7,False,0,True,0,True,active,2020-08-06 14:49:48+00:00,12,4,True,0,,,2020-08-06 15:14:00,2020
2,5,8,False,0,True,1,True,active,2020-08-06 15:03:29+00:00,6,5,True,0,,,2020-08-06 15:14:00,2020
3,6,6,False,0,True,2,True,active,2020-08-06 15:12:24+00:00,7,6,True,0,,,2020-08-06 15:14:00,2020
4,7,9,False,0,True,0,True,active,2020-08-06 14:50:10+00:00,6,7,True,0,,,2020-08-06 15:14:00,2020
5,8,13,False,0,True,1,True,active,2020-08-06 14:54:55+00:00,5,8,True,0,,,2020-08-06 15:14:00,2020
6,9,1,False,0,True,0,True,active,2020-08-06 15:10:42+00:00,14,9,True,0,,,2020-08-06 15:14:00,2020
7,10,2,False,0,True,0,True,active,2020-08-06 14:59:49+00:00,9,10,True,0,,,2020-08-06 15:14:00,2020
8,11,0,False,0,True,1,True,active,2020-08-06 14:39:42+00:00,14,11,True,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 79, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50, 'region': 'BOS', 'active': True, 'off_dock_count': 47, 'dock_blocked_count': 0}",2020-08-06 15:14:00,2020
9,12,2,True,0,True,0,True,active,2020-08-06 14:56:07+00:00,16,12,True,0,,,2020-08-06 15:14:00,2020
10,13,0,False,0,True,0,True,active,2020-08-06 15:07:30+00:00,19,13,True,0,,,2020-08-06 15:14:00,2020
11,14,0,False,0,True,2,True,active,2020-08-06 14:56:47+00:00,23,14,True,0,,,2020-08-06 15:14:00,2020
12,15,8,False,0,True,0,True,active,2020-08-06 14:54:24+00:00,7,15,True,0,,,2020-08-06 15:14:00,2020
13,16,18,True,0,True,0,True,active,2020-08-06 15:00:10+00:00,1,16,True,0,,,2020-08-06 15:14:00,2020
14,17,14,False,0,True,0,True,active,2020-08-06 15:12:28+00:00,1,17,True,0,,,2020-08-06 15:14:00,2020
15,19,10,False,0,True,0,True,active,2020-08-06 14:37:44+00:00,5,19,True,0,,,2020-08-06 15:14:00,2020
16,20,15,True,0,True,0,True,active,2020-08-06 15:03:44+00:00,8,20,True,0,,,2020-08-06 15:14:00,2020
17,21,15,True,0,True,0,True,active,2020-08-06 15:06:37+00:00,3,21,True,0,,,2020-08-06 15:14:00,2020
18,22,27,True,0,True,0,True,active,2020-08-06 14:55:01+00:00,20,22,True,0,,,2020-08-06 15:14:00,2020
19,23,5,True,0,True,0,True,active,2020-08-06 15:12:24+00:00,16,23,True,0,,,2020-08-06 15:14:00,2020
20,24,9,False,0,True,0,True,active,2020-08-06 14:50:02+00:00,10,24,True,0,,,2020-08-06 15:14:00,2020
21,25,9,False,0,True,0,True,active,2020-08-06 15:05:19+00:00,6,25,True,0,,,2020-08-06 15:14:00,2020
22,26,13,False,0,True,1,True,active,2020-08-06 14:34:12+00:00,1,26,True,0,,,2020-08-06 15:14:00,2020
23,27,8,False,0,True,2,True,active,2020-08-06 15:10:55+00:00,13,27,True,0,,,2020-08-06 15:14:00,2020
24,29,8,False,0,True,1,True,active,2020-08-06 14:58:34+00:00,6,29,True,0,,,2020-08-06 15:14:00,2020
25,30,2,False,0,True,0,True,active,2020-08-06 14:45:50+00:00,13,30,True,0,,,2020-08-06 15:14:00,2020
26,31,17,True,0,True,0,True,active,2020-08-06 14:48:28+00:00,2,31,True,0,,,2020-08-06 15:14:00,2020
27,32,9,False,0,True,1,True,active,2020-08-06 15:12:38+00:00,5,32,True,0,,,2020-08-06 15:14:00,2020
28,33,17,False,0,True,0,True,active,2020-08-06 15:01:58+00:00,10,33,True,0,,,2020-08-06 15:14:00,2020
