,is_renting,num_ebikes_available,is_installed,num_docks_disabled,is_returning,last_reported,legacy_id,eightd_has_available_keys,station_id,num_bikes_disabled,num_docks_available,num_bikes_available,station_status,timestamp_of_data_read_request,year_station_last_reported
91,True,0,True,0,True,2020-08-14 03:52:25+00:00,102,False,102,1,3,11,active,2020-08-14 07:11:05,2020
92,True,0,True,0,True,2020-08-14 06:31:42+00:00,103,False,103,0,6,9,active,2020-08-14 07:11:05,2020
93,True,0,True,0,True,2020-08-14 02:48:49+00:00,104,False,104,0,11,8,active,2020-08-14 07:11:05,2020
94,True,0,True,0,True,2020-08-14 05:36:48+00:00,105,False,105,0,13,6,active,2020-08-14 07:11:05,2020
95,True,0,True,0,True,2020-08-14 06:08:30+00:00,106,False,106,0,11,4,active,2020-08-14 07:11:05,2020
96,True,0,True,0,True,2020-08-14 06:34:54+00:00,107,False,107,0,19,0,active,2020-08-14 07:11:05,2020
97,True,0,True,0,True,2020-08-14 06:04:07+00:00,108,False,108,0,15,2,active,2020-08-14 07:11:05,2020
98,True,0,True,0,True,2020-08-13 22:42:01+00:00,109,False,109,0,35,0,active,2020-08-14 07:11:05,2020
99,True,0,True,0,True,2020-08-14 04:23:39+00:00,110,False,110,0,8,7,active,2020-08-14 07:11:05,2020
100,True,0,True,0,True,2020-08-14 04:34:25+00:00,111,False,111,0,9,6,active,2020-08-14 07:11:05,2020
101,True,0,True,0,True,2020-08-14 04:06:45+00:00,112,False,112,0,5,10,active,2020-08-14 07:11:05,2020
102,True,0,True,0,True,2020-08-14 05:37:21+00:00,113,False,113,0,2,13,active,2020-08-14 07:11:05,2020
103,True,0,True,0,True,2020-08-14 06:24:21+00:00,114,False,114,1,12,2,active,2020-08-14 07:11:05,2020
104,True,0,True,0,True,2020-08-14 06:01:50+00:00,115,False,115,3,5,11,active,2020-08-14 07:11:05,2020
105,True,0,True,0,True,2020-08-14 04:34:17+00:00,116,False,116,0,6,17,active,2020-08-14 07:11:05,2020
106,True,0,True,0,True,2020-08-14 04:32:04+00:00,117,False,117,0,17,2,active,2020-08-14 07:11:05,2020
107,True,0,True,0,True,2020-08-14 03:17:50+00:00,118,False,118,1,0,18,active,2020-08-14 07:11:05,2020
108,True,0,True,0,True,2020-08-14 05:41:24+00:00,119,False,119,0,4,11,active,2020-08-14 07:11:05,2020
109,True,0,True,0,True,2020-08-14 03:30:54+00:00,120,False,120,1,8,6,active,2020-08-14 07:11:05,2020
110,True,0,True,0,True,2020-08-14 04:18:21+00:00,121,False,121,3,5,9,active,2020-08-14 07:11:05,2020
111,True,0,True,0,True,2020-08-14 03:10:00+00:00,122,False,122,0,7,8,active,2020-08-14 07:11:05,2020
112,True,0,True,0,True,2020-08-14 00:34:05+00:00,124,False,124,1,8,6,active,2020-08-14 07:11:05,2020
113,True,0,True,0,True,2020-08-14 05:29:11+00:00,125,False,125,0,5,10,active,2020-08-14 07:11:05,2020
114,True,0,True,0,True,2020-08-14 04:41:29+00:00,126,False,126,1,9,5,active,2020-08-14 07:11:05,2020
115,True,0,True,0,True,2020-08-14 07:02:26+00:00,128,False,128,0,6,13,active,2020-08-14 07:11:05,2020
116,True,0,True,0,True,2020-08-14 02:17:26+00:00,129,False,129,0,1,18,active,2020-08-14 07:11:05,2020
117,True,0,True,0,True,2020-08-14 01:32:45+00:00,130,False,130,0,5,10,active,2020-08-14 07:11:05,2020
118,True,0,True,0,True,2020-08-14 05:32:43+00:00,131,False,131,0,2,16,active,2020-08-14 07:11:05,2020
119,True,0,True,0,True,2020-08-14 05:39:40+00:00,133,False,133,1,16,6,active,2020-08-14 07:11:05,2020
120,True,0,True,0,True,2020-08-13 20:55:32+00:00,135,False,135,0,16,1,active,2020-08-14 07:11:05,2020
121,True,0,True,0,True,2020-08-14 00:49:43+00:00,136,False,136,2,13,4,active,2020-08-14 07:11:05,2020
122,True,0,True,0,True,2020-08-14 06:35:16+00:00,137,False,137,0,6,9,active,2020-08-14 07:11:05,2020
123,True,0,True,0,True,2020-08-14 02:30:37+00:00,138,False,138,2,1,12,active,2020-08-14 07:11:05,2020
124,True,0,True,0,True,2020-08-14 05:29:47+00:00,139,False,139,0,4,15,active,2020-08-14 07:11:05,2020
125,True,0,True,0,True,2020-08-14 07:01:51+00:00,140,False,140,1,2,14,active,2020-08-14 07:11:05,2020
126,True,0,True,0,True,2020-08-14 04:06:54+00:00,141,False,141,0,2,13,active,2020-08-14 07:11:05,2020
127,True,0,True,0,True,2020-08-14 06:09:52+00:00,142,False,142,0,20,3,active,2020-08-14 07:11:05,2020
128,True,0,True,0,True,2020-08-14 05:49:52+00:00,143,False,143,1,2,20,active,2020-08-14 07:11:05,2020
129,True,0,True,0,True,2020-08-14 01:09:44+00:00,144,False,144,0,7,12,active,2020-08-14 07:11:05,2020
130,True,0,True,0,True,2020-08-14 00:58:11+00:00,145,False,145,0,0,19,active,2020-08-14 07:11:05,2020
131,True,0,True,0,True,2020-08-14 04:32:15+00:00,146,False,146,0,1,18,active,2020-08-14 07:11:05,2020
132,True,0,True,0,True,2020-08-14 06:41:23+00:00,149,True,149,0,12,6,active,2020-08-14 07:11:05,2020
133,True,0,True,0,True,2020-08-14 03:03:22+00:00,150,False,150,1,6,12,active,2020-08-14 07:11:05,2020
134,True,0,True,0,True,2020-08-14 04:48:56+00:00,151,False,151,1,17,1,active,2020-08-14 07:11:05,2020
135,True,0,True,0,True,2020-08-14 03:49:52+00:00,152,True,152,0,4,11,active,2020-08-14 07:11:05,2020
136,True,0,True,0,True,2020-08-14 03:19:05+00:00,156,False,156,0,5,10,active,2020-08-14 07:11:05,2020
137,True,0,True,0,True,2020-08-14 03:30:44+00:00,157,False,157,1,13,1,active,2020-08-14 07:11:05,2020
138,True,0,True,0,True,2020-08-14 05:23:33+00:00,159,False,159,0,8,7,active,2020-08-14 07:11:05,2020
139,True,0,True,0,True,2020-08-14 05:10:30+00:00,160,True,160,0,10,4,active,2020-08-14 07:11:05,2020
140,True,0,True,0,True,2020-08-14 05:21:52+00:00,161,True,161,2,4,17,active,2020-08-14 07:11:05,2020
141,True,0,True,0,True,2020-08-14 00:05:05+00:00,162,False,162,0,13,2,active,2020-08-14 07:11:05,2020
142,True,0,True,0,True,2020-08-14 05:50:37+00:00,163,True,163,0,6,13,active,2020-08-14 07:11:05,2020
143,True,0,True,0,True,2020-08-14 06:26:14+00:00,167,False,167,0,2,13,active,2020-08-14 07:11:05,2020
144,True,0,True,0,True,2020-08-14 03:11:05+00:00,169,False,169,0,10,9,active,2020-08-14 07:11:05,2020
145,True,0,True,0,True,2020-08-14 03:11:17+00:00,170,True,170,0,4,10,active,2020-08-14 07:11:05,2020
146,True,0,True,0,True,2020-08-14 01:11:39+00:00,171,True,171,0,13,10,active,2020-08-14 07:11:05,2020
147,True,0,True,0,True,2020-08-14 05:29:29+00:00,173,True,173,0,1,13,active,2020-08-14 07:11:05,2020
148,True,0,True,0,True,2020-08-14 03:25:16+00:00,174,False,174,2,6,7,active,2020-08-14 07:11:05,2020
149,True,0,True,0,True,2020-08-14 02:40:32+00:00,175,True,175,2,4,11,active,2020-08-14 07:11:05,2020
150,True,0,True,0,True,2020-08-14 00:33:30+00:00,176,False,176,0,4,11,active,2020-08-14 07:11:05,2020
151,True,0,True,0,True,2020-08-14 04:07:37+00:00,177,False,177,0,19,0,active,2020-08-14 07:11:05,2020
152,True,0,True,0,True,2020-08-14 05:18:51+00:00,178,False,178,0,8,11,active,2020-08-14 07:11:05,2020
153,True,0,True,0,True,2020-08-14 05:47:04+00:00,179,False,179,0,11,14,active,2020-08-14 07:11:05,2020
154,True,0,True,0,True,2020-08-14 03:17:34+00:00,180,False,180,0,12,7,active,2020-08-14 07:11:05,2020
155,True,0,True,0,True,2020-08-14 00:22:00+00:00,181,False,181,0,7,12,active,2020-08-14 07:11:05,2020
156,True,0,True,0,True,2020-08-14 02:13:21+00:00,182,True,182,0,14,5,active,2020-08-14 07:11:05,2020
157,True,0,True,0,True,2020-08-14 06:05:06+00:00,183,False,183,0,16,3,active,2020-08-14 07:11:05,2020
158,True,0,True,0,True,2020-08-14 06:58:30+00:00,184,False,184,0,15,4,active,2020-08-14 07:11:05,2020
159,True,0,True,0,True,2020-08-14 04:36:56+00:00,185,False,185,0,3,12,active,2020-08-14 07:11:05,2020
160,True,0,True,0,True,2020-08-14 04:24:47+00:00,186,True,186,0,13,2,active,2020-08-14 07:11:05,2020
161,True,0,True,0,True,2020-08-14 00:26:24+00:00,187,False,187,0,9,6,active,2020-08-14 07:11:05,2020
162,True,0,True,0,True,2020-08-14 06:48:20+00:00,188,False,188,0,5,10,active,2020-08-14 07:11:05,2020
163,True,0,True,0,True,2020-08-14 04:26:33+00:00,189,True,189,0,22,1,active,2020-08-14 07:11:05,2020
164,True,0,True,0,True,2020-08-14 05:20:04+00:00,190,True,190,0,19,18,active,2020-08-14 07:11:05,2020
165,True,0,True,0,True,2020-08-14 05:00:12+00:00,191,False,191,0,9,6,active,2020-08-14 07:11:05,2020
166,True,0,True,0,True,2020-08-14 03:21:38+00:00,192,False,192,0,19,0,active,2020-08-14 07:11:05,2020
167,True,0,True,0,True,2020-08-14 04:34:24+00:00,193,True,193,1,5,9,active,2020-08-14 07:11:05,2020
168,True,0,True,0,True,2020-08-14 04:18:32+00:00,194,False,194,1,12,6,active,2020-08-14 07:11:05,2020
169,True,0,True,0,True,2020-08-14 06:09:02+00:00,195,False,195,1,10,12,active,2020-08-14 07:11:05,2020
170,True,0,True,0,True,2020-08-13 22:31:42+00:00,196,True,196,1,9,0,active,2020-08-14 07:11:05,2020
171,True,0,True,0,True,2020-08-13 23:59:03+00:00,197,False,197,1,11,3,active,2020-08-14 07:11:05,2020
172,True,0,True,0,True,2020-08-14 02:05:42+00:00,199,False,199,0,8,7,active,2020-08-14 07:11:05,2020
173,True,0,True,0,True,2020-08-14 06:35:01+00:00,200,False,200,0,6,13,active,2020-08-14 07:11:05,2020
174,True,0,True,0,True,2020-08-14 00:14:03+00:00,201,False,201,0,5,10,active,2020-08-14 07:11:05,2020
175,True,0,True,0,True,2020-08-13 20:38:42+00:00,202,False,202,0,14,1,active,2020-08-14 07:11:05,2020
176,True,0,True,0,True,2020-08-13 14:09:27+00:00,203,False,203,0,15,0,active,2020-08-14 07:11:05,2020
177,True,0,True,0,True,2020-08-13 23:23:03+00:00,204,False,204,1,13,1,active,2020-08-14 07:11:05,2020
178,True,0,True,0,True,2020-08-14 01:05:54+00:00,205,False,205,0,12,3,active,2020-08-14 07:11:05,2020
179,True,0,True,0,True,2020-08-14 04:29:39+00:00,206,True,206,1,20,2,active,2020-08-14 07:11:05,2020
180,True,0,True,0,True,2020-08-14 04:47:53+00:00,208,True,208,0,4,11,active,2020-08-14 07:11:05,2020
181,True,0,True,0,True,2020-08-14 04:21:45+00:00,209,False,209,0,6,9,active,2020-08-14 07:11:05,2020
182,True,0,True,0,True,2020-08-14 00:34:46+00:00,210,False,210,0,11,4,active,2020-08-14 07:11:05,2020
183,True,0,True,0,True,2020-08-14 00:26:57+00:00,211,False,211,0,11,8,active,2020-08-14 07:11:05,2020
184,True,0,True,0,True,2020-08-14 05:24:48+00:00,212,False,212,0,18,15,active,2020-08-14 07:11:05,2020
185,True,0,True,0,True,2020-08-14 05:55:49+00:00,213,True,213,0,10,6,active,2020-08-14 07:11:05,2020
186,True,0,True,0,True,2020-08-14 01:05:11+00:00,214,False,214,0,5,10,active,2020-08-14 07:11:05,2020
187,True,0,True,0,True,2020-08-14 03:56:19+00:00,215,False,215,0,11,4,active,2020-08-14 07:11:05,2020
188,False,0,True,0,False,2020-08-14 05:47:57+00:00,216,False,216,1,0,18,active,2020-08-14 07:11:05,2020
189,True,0,True,0,True,2020-08-14 01:27:38+00:00,217,False,217,0,10,9,active,2020-08-14 07:11:05,2020
190,True,0,True,0,True,2020-08-14 06:42:03+00:00,218,False,218,0,4,11,active,2020-08-14 07:11:05,2020
191,True,0,True,0,True,2020-08-14 00:59:22+00:00,219,False,219,1,9,5,active,2020-08-14 07:11:05,2020
192,True,0,True,0,True,2020-08-14 04:06:39+00:00,221,False,221,0,9,10,active,2020-08-14 07:11:05,2020
193,True,0,True,0,True,2020-08-14 03:12:22+00:00,222,True,222,0,8,6,active,2020-08-14 07:11:05,2020
194,True,0,True,0,True,2020-08-14 02:06:47+00:00,224,False,224,2,3,12,active,2020-08-14 07:11:05,2020
195,True,0,True,0,True,2020-08-14 05:33:46+00:00,225,False,225,0,8,11,active,2020-08-14 07:11:05,2020
196,True,0,True,0,True,2020-08-14 05:07:43+00:00,226,False,226,0,0,15,active,2020-08-14 07:11:05,2020
197,True,0,True,0,True,2020-08-14 04:59:14+00:00,227,False,227,3,8,8,active,2020-08-14 07:11:05,2020
198,True,0,True,0,True,2020-08-14 01:50:08+00:00,228,False,228,0,19,0,active,2020-08-14 07:11:05,2020
199,True,0,True,0,True,2020-08-13 22:59:36+00:00,232,False,232,0,5,6,active,2020-08-14 07:11:05,2020
200,True,0,True,0,True,2020-08-14 05:02:33+00:00,233,False,233,0,5,10,active,2020-08-14 07:11:05,2020
201,True,0,True,0,True,2020-08-14 06:45:36+00:00,234,False,234,0,9,6,active,2020-08-14 07:11:05,2020
202,True,0,True,0,True,2020-08-14 05:09:21+00:00,235,False,235,0,4,11,active,2020-08-14 07:11:05,2020
203,True,0,True,0,True,2020-08-14 06:07:24+00:00,236,False,236,0,7,8,active,2020-08-14 07:11:05,2020
204,True,0,True,0,True,2020-08-14 03:35:41+00:00,239,False,239,0,6,9,active,2020-08-14 07:11:05,2020
205,True,0,True,0,True,2020-08-13 12:33:28+00:00,255,False,255,0,5,10,active,2020-08-14 07:11:05,2020
206,True,0,True,0,True,2020-08-14 01:18:10+00:00,258,False,258,1,1,13,active,2020-08-14 07:11:05,2020
207,True,0,True,0,True,2020-08-13 18:35:59+00:00,259,False,259,0,1,14,active,2020-08-14 07:11:05,2020
208,True,0,True,0,True,2020-08-14 03:13:13+00:00,260,False,260,0,0,15,active,2020-08-14 07:11:05,2020
209,True,0,True,0,True,2020-08-14 04:30:34+00:00,271,False,271,0,6,9,active,2020-08-14 07:11:05,2020
210,True,0,True,0,True,2020-08-14 02:51:36+00:00,272,False,272,1,12,6,active,2020-08-14 07:11:05,2020
211,True,0,True,0,True,2020-08-14 06:17:27+00:00,273,False,273,0,25,15,active,2020-08-14 07:11:05,2020
212,True,0,True,0,True,2020-08-14 04:18:11+00:00,279,False,279,0,2,17,active,2020-08-14 07:11:05,2020
213,True,0,True,0,True,2020-08-14 04:18:44+00:00,280,False,280,1,8,10,active,2020-08-14 07:11:05,2020
214,True,0,True,0,True,2020-08-14 05:07:41+00:00,282,False,282,1,4,10,active,2020-08-14 07:11:05,2020
215,True,0,True,0,True,2020-08-14 06:08:35+00:00,296,False,296,0,15,8,active,2020-08-14 07:11:05,2020
216,True,0,True,0,True,2020-08-14 06:48:15+00:00,318,False,318,1,17,1,active,2020-08-14 07:11:05,2020
217,True,0,True,0,True,2020-08-14 06:24:57+00:00,319,False,319,0,20,5,active,2020-08-14 07:11:05,2020
218,True,0,True,0,True,2020-08-14 02:55:02+00:00,327,False,327,0,14,1,active,2020-08-14 07:11:05,2020
219,True,0,True,0,True,2020-08-14 03:48:34+00:00,328,False,328,2,1,12,active,2020-08-14 07:11:05,2020
220,True,0,True,0,True,2020-08-14 05:01:51+00:00,329,False,329,0,1,14,active,2020-08-14 07:11:05,2020
221,True,0,True,0,True,2020-08-14 06:42:04+00:00,330,False,330,0,11,4,active,2020-08-14 07:11:05,2020
222,True,0,True,0,True,2020-08-14 06:32:06+00:00,331,False,331,0,7,8,active,2020-08-14 07:11:05,2020
223,True,0,True,0,True,2020-08-14 04:25:29+00:00,332,False,332,1,0,14,active,2020-08-14 07:11:05,2020
224,True,0,True,0,True,2020-08-14 06:01:11+00:00,333,False,333,0,1,24,active,2020-08-14 07:11:05,2020
225,True,0,True,0,True,2020-08-14 06:38:37+00:00,334,False,334,0,3,16,active,2020-08-14 07:11:05,2020
226,True,0,True,0,True,2020-08-14 05:45:16+00:00,335,False,335,1,13,5,active,2020-08-14 07:11:05,2020
227,True,0,True,0,True,2020-08-13 23:42:32+00:00,336,False,336,0,11,4,active,2020-08-14 07:11:05,2020
228,True,0,True,0,True,2020-08-14 01:25:30+00:00,337,False,337,1,2,12,active,2020-08-14 07:11:05,2020
229,True,0,True,0,True,2020-08-14 06:49:23+00:00,338,False,338,1,5,9,active,2020-08-14 07:11:05,2020
230,True,0,True,0,True,2020-08-14 00:01:08+00:00,339,False,339,1,0,14,active,2020-08-14 07:11:05,2020
