,num_bikes_available,legacy_id,station_status,num_ebikes_available,station_id,is_installed,num_bikes_disabled,last_reported,is_renting,num_docks_disabled,is_returning,num_docks_available,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,3,active,0,3,True,0,2020-08-01 08:41:58+00:00,True,0,True,15,False,,,2020-08-01 09:04:35,2020
1,1,4,active,0,4,True,0,2020-08-01 08:28:39+00:00,True,0,True,18,False,,,2020-08-01 09:04:35,2020
2,5,5,active,0,5,True,0,2020-08-01 08:47:41+00:00,True,0,True,10,False,,,2020-08-01 09:04:35,2020
3,6,6,active,0,6,True,0,2020-08-01 08:03:45+00:00,True,0,True,9,False,,,2020-08-01 09:04:35,2020
4,4,7,active,0,7,True,0,2020-08-01 08:53:43+00:00,True,0,True,11,False,,,2020-08-01 09:04:35,2020
5,12,8,active,0,8,True,2,2020-08-01 08:01:58+00:00,True,0,True,5,False,,,2020-08-01 09:04:35,2020
6,14,9,active,0,9,True,0,2020-08-01 08:35:35+00:00,True,0,True,1,False,,,2020-08-01 09:04:35,2020
7,3,10,active,0,10,True,1,2020-08-01 08:18:35+00:00,True,0,True,7,False,,,2020-08-01 09:04:35,2020
8,1,11,active,0,11,True,1,2020-08-01 08:57:38+00:00,True,0,True,13,False,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True, 'valet_revision': 75, 'off_dock_count': 20, 'off_dock_capacity': 50, 'dock_blocked_count': 0}",2020-08-01 09:04:35,2020
9,0,12,active,0,12,True,2,2020-08-01 08:57:11+00:00,True,0,True,16,True,,,2020-08-01 09:04:35,2020
10,7,13,active,0,13,True,0,2020-08-01 08:58:13+00:00,True,0,True,12,False,,,2020-08-01 09:04:35,2020
11,0,14,active,0,14,True,0,2020-08-01 08:48:38+00:00,True,0,True,25,False,,,2020-08-01 09:04:35,2020
12,14,15,active,0,15,True,1,2020-08-01 08:58:49+00:00,True,0,True,0,False,,,2020-08-01 09:04:35,2020
13,16,16,active,0,16,True,2,2020-08-01 08:56:56+00:00,True,0,True,1,True,,,2020-08-01 09:04:35,2020
14,3,17,active,0,17,True,0,2020-08-01 08:17:59+00:00,True,0,True,12,False,,,2020-08-01 09:04:35,2020
15,13,19,active,0,19,True,0,2020-08-01 08:48:35+00:00,True,0,True,2,False,,,2020-08-01 09:04:35,2020
16,1,20,active,0,20,True,0,2020-08-01 08:57:17+00:00,True,0,True,22,True,,,2020-08-01 09:04:35,2020
17,2,21,active,0,21,True,0,2020-08-01 08:58:46+00:00,True,0,True,16,True,,,2020-08-01 09:04:35,2020
