,is_returning,station_status,num_docks_available,eightd_has_available_keys,num_ebikes_available,is_installed,legacy_id,num_docks_disabled,last_reported,is_renting,station_id,num_bikes_available,num_bikes_disabled,timestamp_of_data_read_request,year_station_last_reported
229,True,active,3,False,0,True,338,0,2020-08-19 04:33:33+00:00,True,338,12,0,2020-08-19 04:56:40,2020
230,False,active,5,False,0,True,339,0,2020-08-19 01:01:24+00:00,False,339,10,0,2020-08-19 04:56:40,2020
231,True,active,1,False,0,True,340,0,2020-08-18 19:23:25+00:00,True,340,18,0,2020-08-19 04:56:40,2020
232,True,active,3,True,0,True,341,0,2020-08-19 00:17:17+00:00,True,341,12,0,2020-08-19 04:56:40,2020
233,True,active,2,False,0,True,342,0,2020-08-19 04:56:30+00:00,True,342,13,0,2020-08-19 04:56:40,2020
234,True,active,10,False,0,True,343,0,2020-08-18 21:51:30+00:00,True,343,4,1,2020-08-19 04:56:40,2020
235,True,active,8,False,0,True,344,0,2020-08-19 04:37:45+00:00,True,344,11,0,2020-08-19 04:56:40,2020
236,True,active,5,False,0,True,345,0,2020-08-19 03:13:52+00:00,True,345,13,1,2020-08-19 04:56:40,2020
237,True,active,11,False,0,True,346,0,2020-08-19 04:16:57+00:00,True,346,4,0,2020-08-19 04:56:40,2020
238,True,active,4,False,0,True,347,0,2020-08-19 02:50:13+00:00,True,347,11,0,2020-08-19 04:56:40,2020
239,True,active,14,False,0,True,348,0,2020-08-18 21:30:35+00:00,True,348,1,0,2020-08-19 04:56:40,2020
240,True,active,13,False,0,True,349,0,2020-08-19 00:15:46+00:00,True,349,4,0,2020-08-19 04:56:40,2020
241,True,active,5,False,0,True,350,0,2020-08-19 02:33:22+00:00,True,350,12,0,2020-08-19 04:56:40,2020
242,True,active,2,False,0,True,351,0,2020-08-19 03:11:27+00:00,True,351,13,0,2020-08-19 04:56:40,2020
243,True,active,9,False,0,True,352,0,2020-08-19 02:36:34+00:00,True,352,6,0,2020-08-19 04:56:40,2020
244,True,active,5,True,0,True,353,0,2020-08-19 00:06:01+00:00,True,353,10,0,2020-08-19 04:56:40,2020
245,True,active,11,False,0,True,354,0,2020-08-19 01:48:26+00:00,True,354,4,0,2020-08-19 04:56:40,2020
246,True,active,1,False,0,True,355,0,2020-08-19 00:01:42+00:00,True,355,16,0,2020-08-19 04:56:40,2020
247,True,active,20,False,0,True,356,0,2020-08-19 02:57:57+00:00,True,356,3,0,2020-08-19 04:56:40,2020
248,True,active,6,False,0,True,357,0,2020-08-19 01:21:57+00:00,True,357,9,0,2020-08-19 04:56:40,2020
249,True,active,0,False,0,True,358,0,2020-08-19 01:14:55+00:00,True,358,19,0,2020-08-19 04:56:40,2020
250,True,active,8,False,0,True,359,0,2020-08-19 04:32:09+00:00,True,359,7,0,2020-08-19 04:56:40,2020
251,True,active,0,False,0,True,360,0,2020-08-19 04:18:51+00:00,True,360,15,0,2020-08-19 04:56:40,2020
252,True,active,8,False,0,True,361,0,2020-08-19 04:54:29+00:00,True,361,11,0,2020-08-19 04:56:40,2020
253,True,active,11,False,0,True,362,0,2020-08-19 03:40:08+00:00,True,362,7,1,2020-08-19 04:56:40,2020
254,True,active,13,False,0,True,363,0,2020-08-19 02:33:45+00:00,True,363,6,0,2020-08-19 04:56:40,2020
255,True,active,5,False,0,True,364,0,2020-08-19 04:40:31+00:00,True,364,13,1,2020-08-19 04:56:40,2020
256,True,active,14,False,0,True,365,0,2020-08-19 01:32:48+00:00,True,365,5,0,2020-08-19 04:56:40,2020
257,True,active,3,False,0,True,366,0,2020-08-19 04:35:35+00:00,True,366,12,0,2020-08-19 04:56:40,2020
258,True,active,0,False,0,True,367,0,2020-08-19 02:40:09+00:00,True,367,19,0,2020-08-19 04:56:40,2020
259,True,active,12,False,0,True,368,0,2020-08-19 01:34:16+00:00,True,368,3,0,2020-08-19 04:56:40,2020
260,True,active,0,False,0,True,369,0,2020-08-19 01:56:56+00:00,True,369,15,0,2020-08-19 04:56:40,2020
261,True,active,19,False,0,True,370,0,2020-08-19 03:34:53+00:00,True,370,0,0,2020-08-19 04:56:40,2020
262,True,active,12,False,0,True,371,0,2020-08-19 00:55:37+00:00,True,371,7,0,2020-08-19 04:56:40,2020
263,True,active,15,False,0,True,372,0,2020-08-19 03:49:13+00:00,True,372,1,3,2020-08-19 04:56:40,2020
264,True,active,6,False,0,True,373,0,2020-08-18 22:53:16+00:00,True,373,9,0,2020-08-19 04:56:40,2020
265,True,active,14,False,0,True,374,0,2020-08-19 04:32:07+00:00,True,374,4,1,2020-08-19 04:56:40,2020
266,True,active,0,False,0,True,376,0,2020-08-19 04:14:36+00:00,True,376,15,0,2020-08-19 04:56:40,2020
267,True,active,10,False,0,True,377,0,2020-08-19 03:27:35+00:00,True,377,9,0,2020-08-19 04:56:40,2020
268,True,active,12,False,0,True,378,0,2020-08-19 04:12:32+00:00,True,378,7,0,2020-08-19 04:56:40,2020
269,True,active,5,False,0,True,379,0,2020-08-19 03:30:45+00:00,True,379,9,1,2020-08-19 04:56:40,2020
270,True,active,18,False,0,True,380,0,2020-08-19 03:41:01+00:00,True,380,0,0,2020-08-19 04:56:40,2020
271,True,active,5,False,0,True,381,0,2020-08-19 04:05:11+00:00,True,381,14,0,2020-08-19 04:56:40,2020
272,True,active,14,True,0,True,384,0,2020-08-19 03:00:26+00:00,True,384,5,0,2020-08-19 04:56:40,2020
273,True,active,13,False,0,True,385,1,2020-08-19 02:09:53+00:00,True,385,1,0,2020-08-19 04:56:40,2020
274,True,active,6,False,0,True,386,0,2020-08-19 03:45:59+00:00,True,386,13,0,2020-08-19 04:56:40,2020
275,True,active,3,False,0,True,387,0,2020-08-19 00:57:27+00:00,True,387,10,2,2020-08-19 04:56:40,2020
276,True,active,3,False,0,True,388,0,2020-08-18 23:01:40+00:00,True,388,8,0,2020-08-19 04:56:40,2020
277,True,active,9,False,0,True,389,0,2020-08-19 02:04:50+00:00,True,389,5,0,2020-08-19 04:56:40,2020
278,True,active,7,False,0,True,390,0,2020-08-18 15:43:58+00:00,True,390,8,0,2020-08-19 04:56:40,2020
279,True,active,1,False,0,True,391,0,2020-08-18 13:31:28+00:00,True,391,14,0,2020-08-19 04:56:40,2020
280,True,active,7,False,0,True,392,0,2020-08-18 23:56:12+00:00,True,392,8,0,2020-08-19 04:56:40,2020
281,True,active,7,False,0,True,393,0,2020-08-18 21:41:59+00:00,True,393,8,0,2020-08-19 04:56:40,2020
282,True,active,14,False,0,True,394,0,2020-08-18 22:40:56+00:00,True,394,0,0,2020-08-19 04:56:40,2020
283,True,active,4,False,0,True,395,0,2020-08-18 21:35:53+00:00,True,395,11,0,2020-08-19 04:56:40,2020
284,True,active,2,False,0,True,396,0,2020-08-19 01:54:18+00:00,True,396,13,0,2020-08-19 04:56:40,2020
285,True,active,8,False,0,True,397,0,2020-08-18 20:30:21+00:00,True,397,6,1,2020-08-19 04:56:40,2020
286,True,active,7,False,0,True,398,0,2020-08-19 01:22:52+00:00,True,398,12,0,2020-08-19 04:56:40,2020
287,True,active,12,False,0,True,399,0,2020-08-19 00:27:57+00:00,True,399,3,0,2020-08-19 04:56:40,2020
288,True,active,8,False,0,True,400,0,2020-08-19 01:22:46+00:00,True,400,19,0,2020-08-19 04:56:40,2020
289,True,active,3,False,0,True,401,0,2020-08-19 01:19:12+00:00,True,401,12,0,2020-08-19 04:56:40,2020
290,True,active,6,False,0,True,402,0,2020-08-19 03:01:58+00:00,True,402,9,0,2020-08-19 04:56:40,2020
291,True,active,5,False,0,True,403,0,2020-08-19 04:17:37+00:00,True,403,9,1,2020-08-19 04:56:40,2020
292,True,active,3,False,0,True,404,0,2020-08-19 04:02:17+00:00,True,404,13,0,2020-08-19 04:56:40,2020
293,True,active,6,False,0,True,405,0,2020-08-19 01:25:31+00:00,True,405,13,0,2020-08-19 04:56:40,2020
294,True,active,0,False,0,True,406,0,2020-08-18 23:22:58+00:00,True,406,19,0,2020-08-19 04:56:40,2020
295,True,active,17,False,0,True,407,0,2020-08-19 01:53:25+00:00,True,407,2,0,2020-08-19 04:56:40,2020
296,True,active,5,False,0,True,408,0,2020-08-19 03:24:19+00:00,True,408,9,1,2020-08-19 04:56:40,2020
297,True,active,6,False,0,True,409,0,2020-08-19 02:14:37+00:00,True,409,13,0,2020-08-19 04:56:40,2020
298,True,active,11,False,0,True,410,0,2020-08-19 02:38:14+00:00,True,410,8,0,2020-08-19 04:56:40,2020
299,True,active,11,False,0,True,411,0,2020-08-19 04:33:11+00:00,True,411,4,0,2020-08-19 04:56:40,2020
300,True,active,9,False,0,True,412,0,2020-08-19 03:44:10+00:00,True,412,10,0,2020-08-19 04:56:40,2020
301,True,active,8,False,0,True,413,0,2020-08-19 03:27:38+00:00,True,413,10,1,2020-08-19 04:56:40,2020
302,True,active,19,False,0,True,414,0,2020-08-19 04:07:36+00:00,True,414,4,0,2020-08-19 04:56:40,2020
303,True,active,16,False,0,True,415,0,2020-08-19 03:37:30+00:00,True,415,3,0,2020-08-19 04:56:40,2020
304,True,active,10,False,0,True,416,0,2020-08-19 03:07:15+00:00,True,416,2,3,2020-08-19 04:56:40,2020
305,True,active,8,False,0,True,417,0,2020-08-19 04:53:34+00:00,True,417,11,0,2020-08-19 04:56:40,2020
306,True,active,6,False,0,True,419,0,2020-08-19 02:21:54+00:00,True,419,9,0,2020-08-19 04:56:40,2020
307,False,out_of_service,0,False,0,False,420,0,1970-01-02 00:00:00+00:00,False,420,0,0,2020-08-19 04:56:40,1970
308,True,active,0,False,0,True,421,0,2020-08-17 16:27:03+00:00,True,421,19,0,2020-08-19 04:56:40,2020
309,True,active,9,False,0,True,422,0,2020-08-19 00:39:44+00:00,True,422,5,1,2020-08-19 04:56:40,2020
310,True,active,9,False,0,True,423,0,2020-08-19 01:35:22+00:00,True,423,10,0,2020-08-19 04:56:40,2020
311,True,active,16,False,0,True,424,0,2020-08-19 02:40:02+00:00,True,424,3,0,2020-08-19 04:56:40,2020
312,True,active,16,False,0,True,425,0,2020-08-18 22:46:58+00:00,True,425,0,0,2020-08-19 04:56:40,2020
313,True,active,26,False,0,True,426,0,2020-08-19 00:56:00+00:00,True,426,1,0,2020-08-19 04:56:40,2020
314,True,active,18,False,0,True,427,0,2020-08-18 14:14:07+00:00,True,427,1,0,2020-08-19 04:56:40,2020
315,True,active,12,False,0,True,428,0,2020-08-19 00:44:14+00:00,True,428,6,1,2020-08-19 04:56:40,2020
316,True,active,3,False,0,True,430,0,2020-08-18 22:24:09+00:00,True,430,16,0,2020-08-19 04:56:40,2020
317,True,active,14,False,0,True,431,0,2020-08-18 15:50:09+00:00,True,431,1,0,2020-08-19 04:56:40,2020
318,True,active,15,False,0,True,432,0,2020-08-19 00:27:01+00:00,True,432,4,0,2020-08-19 04:56:40,2020
319,True,active,17,False,0,True,433,0,2020-08-19 01:44:49+00:00,True,433,2,0,2020-08-19 04:56:40,2020
320,True,active,17,False,0,True,434,0,2020-08-19 00:42:49+00:00,True,434,2,0,2020-08-19 04:56:40,2020
321,True,active,6,False,0,True,435,0,2020-08-18 22:40:18+00:00,True,435,9,0,2020-08-19 04:56:40,2020
322,True,active,13,False,0,True,436,0,2020-08-19 04:05:59+00:00,True,436,2,0,2020-08-19 04:56:40,2020
323,True,active,15,False,0,True,437,0,2020-08-19 04:28:50+00:00,True,437,4,0,2020-08-19 04:56:40,2020
324,True,active,0,False,0,True,440,0,2020-08-19 00:24:28+00:00,True,440,17,0,2020-08-19 04:56:40,2020
325,True,active,5,False,0,True,441,0,2020-08-19 02:44:53+00:00,True,441,13,1,2020-08-19 04:56:40,2020
326,True,active,0,False,0,True,442,0,2020-08-18 21:01:08+00:00,True,442,15,0,2020-08-19 04:56:40,2020
327,True,active,14,False,0,True,443,0,2020-08-19 02:14:19+00:00,True,443,5,0,2020-08-19 04:56:40,2020
328,True,active,9,False,0,True,445,0,2020-08-19 01:47:02+00:00,True,445,10,0,2020-08-19 04:56:40,2020
329,True,active,12,False,0,True,446,0,2020-08-19 04:51:25+00:00,True,446,0,0,2020-08-19 04:56:40,2020
330,True,active,12,False,0,True,447,0,2020-08-19 00:58:46+00:00,True,447,7,0,2020-08-19 04:56:40,2020
331,True,active,4,False,0,True,448,0,2020-08-18 08:58:50+00:00,True,448,7,0,2020-08-19 04:56:40,2020
332,True,out_of_service,0,False,0,False,449,0,1970-01-02 00:00:00+00:00,True,449,0,0,2020-08-19 04:56:40,1970
333,True,active,5,False,0,True,450,0,2020-08-19 01:40:53+00:00,True,450,10,0,2020-08-19 04:56:40,2020
334,True,active,2,False,0,True,451,0,2020-08-19 03:53:04+00:00,True,451,13,0,2020-08-19 04:56:40,2020
335,True,active,3,False,0,True,452,0,2020-08-19 04:22:08+00:00,True,452,12,0,2020-08-19 04:56:40,2020
336,True,active,8,False,0,True,453,0,2020-08-19 03:15:46+00:00,True,453,7,0,2020-08-19 04:56:40,2020
337,True,active,15,False,0,True,454,0,2020-08-19 01:51:42+00:00,True,454,0,0,2020-08-19 04:56:40,2020
338,True,active,5,False,0,True,455,0,2020-08-19 01:08:48+00:00,True,455,7,0,2020-08-19 04:56:40,2020
339,True,active,13,False,0,True,456,0,2020-08-19 04:29:02+00:00,True,456,6,0,2020-08-19 04:56:40,2020
340,True,active,0,False,0,True,457,0,2020-08-19 01:12:46+00:00,True,457,11,0,2020-08-19 04:56:40,2020
341,True,active,3,False,0,True,458,0,2020-08-18 23:32:08+00:00,True,458,6,2,2020-08-19 04:56:40,2020
