,is_returning,station_status,num_docks_available,eightd_has_available_keys,num_ebikes_available,is_installed,legacy_id,num_docks_disabled,last_reported,is_renting,station_id,num_bikes_available,num_bikes_disabled,timestamp_of_data_read_request,year_station_last_reported
137,True,active,7,False,0,True,157,0,2020-08-19 04:21:17+00:00,True,157,6,2,2020-08-19 04:56:40,2020
138,True,active,12,False,0,True,159,0,2020-08-19 02:59:36+00:00,True,159,3,0,2020-08-19 04:56:40,2020
139,True,active,10,True,0,True,160,0,2020-08-19 01:11:04+00:00,True,160,4,0,2020-08-19 04:56:40,2020
140,True,active,0,True,0,True,161,0,2020-08-19 03:16:07+00:00,True,161,22,1,2020-08-19 04:56:40,2020
141,True,active,8,False,0,True,162,0,2020-08-19 00:12:49+00:00,True,162,7,0,2020-08-19 04:56:40,2020
142,True,active,18,True,0,True,163,0,2020-08-19 04:17:48+00:00,True,163,1,0,2020-08-19 04:56:40,2020
143,True,active,6,False,0,True,167,0,2020-08-19 03:46:18+00:00,True,167,9,0,2020-08-19 04:56:40,2020
144,True,active,11,False,0,True,169,0,2020-08-19 02:28:05+00:00,True,169,8,0,2020-08-19 04:56:40,2020
145,True,active,14,True,0,True,170,0,2020-08-18 22:24:55+00:00,True,170,0,0,2020-08-19 04:56:40,2020
146,True,active,20,True,0,True,171,0,2020-08-19 00:23:19+00:00,True,171,3,0,2020-08-19 04:56:40,2020
147,True,active,2,True,0,True,173,0,2020-08-19 02:54:35+00:00,True,173,12,0,2020-08-19 04:56:40,2020
148,True,active,12,False,0,True,174,0,2020-08-19 04:29:08+00:00,True,174,3,0,2020-08-19 04:56:40,2020
149,True,active,9,True,0,True,175,0,2020-08-19 04:44:39+00:00,True,175,7,1,2020-08-19 04:56:40,2020
150,True,active,4,False,0,True,176,0,2020-08-19 00:52:10+00:00,True,176,11,0,2020-08-19 04:56:40,2020
151,True,active,5,False,0,True,177,0,2020-08-19 04:51:35+00:00,True,177,14,0,2020-08-19 04:56:40,2020
152,True,active,15,False,0,True,178,0,2020-08-19 04:53:16+00:00,True,178,3,1,2020-08-19 04:56:40,2020
153,True,active,10,False,0,True,179,0,2020-08-19 04:21:45+00:00,True,179,15,0,2020-08-19 04:56:40,2020
154,True,active,9,False,0,True,180,0,2020-08-19 01:11:59+00:00,True,180,10,0,2020-08-19 04:56:40,2020
155,True,active,8,False,0,True,181,0,2020-08-19 03:34:59+00:00,True,181,11,0,2020-08-19 04:56:40,2020
156,True,active,15,True,0,True,182,0,2020-08-19 02:09:08+00:00,True,182,4,0,2020-08-19 04:56:40,2020
157,True,active,11,False,0,True,183,0,2020-08-19 00:06:14+00:00,True,183,8,0,2020-08-19 04:56:40,2020
158,True,active,13,False,0,True,184,0,2020-08-19 02:27:23+00:00,True,184,6,0,2020-08-19 04:56:40,2020
159,True,active,13,False,0,True,185,0,2020-08-19 02:24:49+00:00,True,185,1,1,2020-08-19 04:56:40,2020
160,True,active,14,True,0,True,186,0,2020-08-19 00:39:06+00:00,True,186,1,0,2020-08-19 04:56:40,2020
161,True,active,5,False,0,True,187,0,2020-08-19 00:43:12+00:00,True,187,10,0,2020-08-19 04:56:40,2020
162,True,active,1,False,0,True,188,0,2020-08-19 03:29:46+00:00,True,188,14,0,2020-08-19 04:56:40,2020
163,True,active,12,True,0,True,189,0,2020-08-19 04:24:22+00:00,True,189,11,0,2020-08-19 04:56:40,2020
164,True,active,15,True,0,True,190,0,2020-08-19 04:33:01+00:00,True,190,20,2,2020-08-19 04:56:40,2020
165,True,active,11,False,0,True,191,0,2020-08-19 02:41:04+00:00,True,191,4,0,2020-08-19 04:56:40,2020
166,True,active,19,False,0,True,192,0,2020-08-18 23:56:26+00:00,True,192,0,0,2020-08-19 04:56:40,2020
167,True,active,12,True,0,True,193,0,2020-08-19 04:21:20+00:00,True,193,3,0,2020-08-19 04:56:40,2020
168,True,active,16,False,0,True,194,0,2020-08-19 02:33:22+00:00,True,194,0,3,2020-08-19 04:56:40,2020
169,True,active,7,False,0,True,195,0,2020-08-19 04:15:32+00:00,True,195,15,1,2020-08-19 04:56:40,2020
170,True,active,10,False,0,True,196,0,2020-08-19 01:13:46+00:00,True,196,0,0,2020-08-19 04:56:40,2020
171,True,active,7,False,0,True,197,0,2020-08-19 01:03:45+00:00,True,197,7,1,2020-08-19 04:56:40,2020
172,True,active,4,False,0,True,199,0,2020-08-19 01:27:28+00:00,True,199,11,0,2020-08-19 04:56:40,2020
173,True,active,1,False,0,True,200,0,2020-08-19 01:38:18+00:00,True,200,18,0,2020-08-19 04:56:40,2020
174,True,active,13,False,0,True,201,0,2020-08-19 00:54:48+00:00,True,201,2,0,2020-08-19 04:56:40,2020
175,True,active,13,False,0,True,202,0,2020-08-18 23:32:32+00:00,True,202,2,0,2020-08-19 04:56:40,2020
176,True,active,8,False,0,True,203,0,2020-08-18 22:44:51+00:00,True,203,6,1,2020-08-19 04:56:40,2020
177,True,active,14,False,0,True,204,0,2020-08-19 00:14:31+00:00,True,204,1,0,2020-08-19 04:56:40,2020
178,True,active,11,False,0,True,205,0,2020-08-18 23:29:38+00:00,True,205,4,0,2020-08-19 04:56:40,2020
179,True,active,17,True,0,True,206,0,2020-08-19 02:53:01+00:00,True,206,5,1,2020-08-19 04:56:40,2020
180,True,active,2,True,0,True,208,0,2020-08-19 03:51:53+00:00,True,208,13,0,2020-08-19 04:56:40,2020
181,True,active,1,False,0,True,209,0,2020-08-19 01:54:46+00:00,True,209,13,1,2020-08-19 04:56:40,2020
182,True,active,7,False,0,True,210,0,2020-08-19 02:43:49+00:00,True,210,7,1,2020-08-19 04:56:40,2020
183,True,active,15,False,0,True,211,0,2020-08-19 01:25:35+00:00,True,211,4,0,2020-08-19 04:56:40,2020
184,True,active,29,False,0,True,212,0,2020-08-19 04:03:29+00:00,True,212,4,0,2020-08-19 04:56:40,2020
185,True,active,16,True,0,True,213,0,2020-08-18 21:21:10+00:00,True,213,0,0,2020-08-19 04:56:40,2020
186,True,active,4,False,0,True,214,0,2020-08-19 02:01:06+00:00,True,214,11,0,2020-08-19 04:56:40,2020
187,True,active,1,False,0,True,215,0,2020-08-19 02:57:55+00:00,True,215,12,2,2020-08-19 04:56:40,2020
188,True,active,0,False,0,True,216,0,2020-08-18 23:12:50+00:00,True,216,19,0,2020-08-19 04:56:40,2020
189,True,active,13,False,0,True,217,0,2020-08-19 02:35:50+00:00,True,217,5,1,2020-08-19 04:56:40,2020
190,True,active,12,False,0,True,218,0,2020-08-19 04:17:37+00:00,True,218,0,3,2020-08-19 04:56:40,2020
191,True,active,13,False,0,True,219,0,2020-08-18 21:48:43+00:00,True,219,2,0,2020-08-19 04:56:40,2020
192,True,active,9,False,0,True,221,0,2020-08-19 03:40:47+00:00,True,221,9,1,2020-08-19 04:56:40,2020
193,True,active,11,True,0,True,222,0,2020-08-19 02:15:32+00:00,True,222,3,0,2020-08-19 04:56:40,2020
194,True,active,4,False,0,True,224,0,2020-08-18 23:06:42+00:00,True,224,12,1,2020-08-19 04:56:40,2020
195,True,active,7,False,0,True,225,0,2020-08-19 04:52:29+00:00,True,225,11,1,2020-08-19 04:56:40,2020
196,True,active,5,False,0,True,226,0,2020-08-19 04:04:12+00:00,True,226,9,1,2020-08-19 04:56:40,2020
197,True,active,19,False,0,True,227,0,2020-08-19 04:24:50+00:00,True,227,0,0,2020-08-19 04:56:40,2020
198,True,active,16,False,0,True,228,0,2020-08-19 00:26:03+00:00,True,228,3,0,2020-08-19 04:56:40,2020
199,True,active,9,False,0,True,232,0,2020-08-19 04:06:06+00:00,True,232,2,0,2020-08-19 04:56:40,2020
200,True,active,9,False,0,True,233,0,2020-08-19 04:52:02+00:00,True,233,6,0,2020-08-19 04:56:40,2020
201,True,active,9,False,0,True,234,0,2020-08-19 01:25:14+00:00,True,234,6,0,2020-08-19 04:56:40,2020
202,True,active,12,False,0,True,235,0,2020-08-19 02:44:27+00:00,True,235,3,0,2020-08-19 04:56:40,2020
203,True,active,5,False,0,True,236,0,2020-08-19 03:05:30+00:00,True,236,10,0,2020-08-19 04:56:40,2020
204,True,active,5,False,0,True,239,0,2020-08-19 04:36:25+00:00,True,239,10,0,2020-08-19 04:56:40,2020
205,True,active,9,False,0,True,255,0,2020-08-19 02:23:54+00:00,True,255,5,1,2020-08-19 04:56:40,2020
206,True,active,7,False,0,True,258,0,2020-08-19 00:03:23+00:00,True,258,8,0,2020-08-19 04:56:40,2020
207,True,active,5,False,0,True,259,0,2020-08-18 17:28:18+00:00,True,259,10,0,2020-08-19 04:56:40,2020
208,True,active,9,False,0,True,260,0,2020-08-19 04:03:07+00:00,True,260,6,0,2020-08-19 04:56:40,2020
209,True,active,3,False,0,True,271,0,2020-08-19 04:26:33+00:00,True,271,12,0,2020-08-19 04:56:40,2020
210,True,active,9,False,0,True,272,0,2020-08-19 04:38:26+00:00,True,272,10,0,2020-08-19 04:56:40,2020
211,True,active,12,False,0,True,273,0,2020-08-19 04:29:49+00:00,True,273,28,0,2020-08-19 04:56:40,2020
212,True,active,2,False,0,True,279,0,2020-08-19 03:59:10+00:00,True,279,17,0,2020-08-19 04:56:40,2020
213,True,active,5,False,0,True,280,0,2020-08-18 22:54:33+00:00,True,280,14,0,2020-08-19 04:56:40,2020
214,True,active,0,False,0,True,282,0,2020-08-19 01:12:51+00:00,True,282,15,0,2020-08-19 04:56:40,2020
215,True,active,0,False,0,True,296,0,2020-08-19 01:07:04+00:00,True,296,22,1,2020-08-19 04:56:40,2020
216,True,active,16,False,0,True,318,0,2020-08-19 04:48:03+00:00,True,318,3,0,2020-08-19 04:56:40,2020
217,True,active,15,False,0,True,319,0,2020-08-19 01:58:56+00:00,True,319,10,0,2020-08-19 04:56:40,2020
218,True,active,12,False,0,True,327,0,2020-08-19 04:55:32+00:00,True,327,3,0,2020-08-19 04:56:40,2020
219,True,active,7,False,0,True,328,0,2020-08-19 04:29:31+00:00,True,328,8,0,2020-08-19 04:56:40,2020
220,True,active,4,False,0,True,329,0,2020-08-19 03:57:50+00:00,True,329,10,1,2020-08-19 04:56:40,2020
221,True,active,14,False,0,True,330,0,2020-08-18 23:25:25+00:00,True,330,1,0,2020-08-19 04:56:40,2020
222,True,active,11,False,0,True,331,0,2020-08-19 04:55:33+00:00,True,331,4,0,2020-08-19 04:56:40,2020
223,True,active,1,False,0,True,332,0,2020-08-19 04:50:02+00:00,True,332,13,1,2020-08-19 04:56:40,2020
224,True,active,1,False,0,True,333,0,2020-08-19 00:49:02+00:00,True,333,24,0,2020-08-19 04:56:40,2020
225,True,active,4,False,0,True,334,0,2020-08-19 03:02:45+00:00,True,334,15,0,2020-08-19 04:56:40,2020
226,True,active,18,False,0,True,335,0,2020-08-19 04:37:12+00:00,True,335,1,0,2020-08-19 04:56:40,2020
227,True,active,12,False,0,True,336,0,2020-08-18 21:08:08+00:00,True,336,3,0,2020-08-19 04:56:40,2020
228,True,active,2,False,0,True,337,0,2020-08-18 21:44:03+00:00,True,337,13,0,2020-08-19 04:56:40,2020
